"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Journal of Intelligent Transportation Systems","J INTELL TRANSPORT S","1547-2450","1547-2442","TRANSPORTATION","SSCI","1,792","2.8","Q3","0.67"," 33/57 ","3.5","Q3","2.6","0.5"," 35/57 ","Q2","39.47","0.002","0.45","0.831","43.0","Q2",
"Journal of Intelligent Transportation Systems","J INTELL TRANSPORT S","1547-2450","1547-2442","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","1,792","2.8","Q2","0.67"," 30/72 ","3.5","Q2","2.6","0.5"," 30/72 ","Q2","59.03","0.002","0.45","0.831","59.0","Q2",
"Therapeutic Advances in Respiratory Disease","THER ADV RESPIR DIS","1753-4658","1753-4666","RESPIRATORY SYSTEM","SCIE","1,698","3.3","Q2","0.88"," 32/100 ","3.8","Q2","3.2","0.6"," 32/101 ","Q2","68.81","0.003","0.55","1.043","68.5","Q2",
"Eating Disorders","EAT DISORD","1064-0266","1532-530X","PSYCHIATRY","SCIE, SSCI","1,698","3","Q2","0.84"," 94/276 ","3.1","Q2","2.7","0.4"," 100/276 ","Q2","63.95","0.002","0.36","0.916","66.1","Q2",
"Eating Disorders","EAT DISORD","1064-0266","1532-530X","PSYCHOLOGY","SCIE","1,698","3","Q1","0.84"," 19/92 ","3.1","Q2","2.7","0.4"," 29/92 ","Q2","69.02","0.002","0.36","0.916","79.9","Q2",
"Eating Disorders","EAT DISORD","1064-0266","1532-530X","PSYCHOLOGY, CLINICAL","SSCI","1,698","3","Q1","0.84"," 39/180 ","3.1","Q2","2.7","0.4"," 70/180 ","Q2","61.39","0.002","0.36","0.916","78.6","Q2",
"Journal of Integrative Medicine-JIM","J INTEGR MED-JIM","2095-4964","2095-4964","INTEGRATIVE & COMPLEMENTARY MEDICINE","SCIE","1,678","4.2","Q1","1.44"," 7/43 ","3.7","Q1","4.1","1"," 5/43 ","Q1","89.53","0.002","0.344","0.639","84.9","Q1",
"Med","MED-CAMBRIDGE","2666-6340","2666-6340","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","1,673","12.8","Q1","3.87"," 5/189 ","12.6","Q1","12.7","3.7"," 2/189 ","Q1","99.21","0.005","1.115","5.215","97.6","Q1",
"INTERNATIONAL JOURNAL OF PHARMACY PRACTICE","INT J PHARM PRACT","0961-7671","2042-7174","PHARMACOLOGY & PHARMACY","ESCI","1,672","1.5","Q3","0.39"," 265/354 ","2","Q3","1.3","0.7"," 273/354 ","Q4","23.02","0.002","0.347","0.499","25.3","Q3",
"Journal of Advanced Prosthodontics","J ADV PROSTHODONT","2005-7806","2005-7814","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","1,652","2.7","Q1","1.16"," 35/157 ","3","Q2","2.6","0.2"," 33/157 ","Q1","79.30","0.001","0.287","0.688","78.0","Q1",
"PHYSICS OF ATOMIC NUCLEI","PHYS ATOM NUCL+","1063-7788","1562-692X","PHYSICS, NUCLEAR","SCIE","1,630","0.3","Q4","0.13"," 22/22 ","0.4","Q4","0.2","<0.1"," 20/22 ","Q4","11.36","0.001","0.172","0.073","2.3","Q4",
"PHYSICS OF ATOMIC NUCLEI","PHYS ATOM NUCL+","1063-7788","1562-692X","PHYSICS, PARTICLES & FIELDS","SCIE","1,630","0.3","Q4","0.13"," 30/30 ","0.4","Q4","0.2","<0.1"," 29/30 ","Q4","5.00","0.001","0.172","0.073","1.7","Q4",
"IISE Transactions","IISE TRANS","2472-5854","2472-5862","ENGINEERING, INDUSTRIAL","SCIE","1,624","2","Q3","0.42"," 41/69 ","2.8","Q2","1.7","0.5"," 42/69 ","Q3","39.86","0.003","0.749","0.817","41.3","Q2",
"IISE Transactions","IISE TRANS","2472-5854","2472-5862","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,624","2","Q2","0.42"," 51/106 ","2.8","Q2","1.7","0.5"," 70/106 ","Q3","34.43","0.003","0.749","0.817","52.4","Q2",
"World Journal of Gastrointestinal Surgery","WORLD J GASTRO SURG","1948-9366","1948-9366","GASTROENTEROLOGY & HEPATOLOGY","SCIE","1,612","1.8","Q3","0.5"," 98/143 ","1.9","Q3","1.7","0.2"," 79/143 ","Q3","45.10","0.001","0.32","0.484","31.8","Q4",
"World Journal of Gastrointestinal Surgery","WORLD J GASTRO SURG","1948-9366","1948-9366","SURGERY","SCIE","1,612","1.8","Q2","0.5"," 123/290 ","1.9","Q3","1.7","0.2"," 183/290 ","Q3","37.07","0.001","0.32","0.484","57.8","Q3",
"BEHAVIORAL MEDICINE","BEHAV MED","0896-4289","1940-4026","BEHAVIORAL SCIENCES","SCIE","1,497","2","Q3","0.72"," 31/55 ","3.7","Q1","2","<0.1"," 33/55 ","Q2","40.91","0.002","0.54","1.355","44.5","Q1",
"BEHAVIORAL MEDICINE","BEHAV MED","0896-4289","1940-4026","PSYCHIATRY","SCIE, SSCI","1,497","2","Q3","0.72"," 157/276 ","3.7","Q2","2","<0.1"," 132/276 ","Q2","52.36","0.002","0.54","1.355","43.3","Q1",
"AQUATIC LIVING RESOURCES","AQUAT LIVING RESOUR","0990-7440","1765-2952","FISHERIES","SCIE","1,422","1.5","Q3","0.47"," 34/62 ","1.5","Q3","1.5","0.8"," 40/62 ","Q3","36.29","0","0.07","0.304","46.0","Q3",
"AQUATIC LIVING RESOURCES","AQUAT LIVING RESOUR","0990-7440","1765-2952","MARINE & FRESHWATER BIOLOGY","SCIE","1,422","1.5","Q3","0.47"," 61/119 ","1.5","Q3","1.5","0.8"," 72/119 ","Q3","39.92","0","0.07","0.304","49.2","Q3",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","ECOLOGY","SCIE","1,417","0.7","Q4","0.29"," 171/195 ","1","Q4","0.7","0.3"," 160/195 ","Q4","18.21","0","0.101","0.235","12.6","Q4",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","PLANT SCIENCES","SCIE","1,417","0.7","Q4","0.29"," 224/265 ","1","Q4","0.7","0.3"," 199/265 ","Q4","25.09","0","0.101","0.235","15.7","Q3",
"ACTA AMAZONICA","ACTA AMAZON","0044-5967","1809-4392","ZOOLOGY","SCIE","1,417","0.7","Q4","0.29"," 138/180 ","1","Q3","0.7","0.3"," 157/180 ","Q4","13.06","0","0.101","0.235","23.6","Q3",
"Statistical Applications in Genetics and Molecular Biology","STAT APPL GENET MOL","2194-6302","1544-6115","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","1,407","0.8","Q4","0.2"," 301/313 ","0.7","Q4","0.8","<0.1"," 298/313 ","Q4","4.95","0","0.041","0.313","4.0","Q4",
"Statistical Applications in Genetics and Molecular Biology","STAT APPL GENET MOL","2194-6302","1544-6115","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","1,407","0.8","Q4","0.2"," 60/65 ","0.7","Q4","0.8","<0.1"," 63/65 ","Q4","3.85","0","0.041","0.313","8.5","Q4",
"Statistical Applications in Genetics and Molecular Biology","STAT APPL GENET MOL","2194-6302","1544-6115","STATISTICS & PROBABILITY","SCIE","1,407","0.8","Q3","0.2"," 109/168 ","0.7","Q4","0.8","<0.1"," 159/168 ","Q4","5.65","0","0.041","0.313","35.4","Q4",
"Technology Innovation Management Review","TECHNOL INNOV MANAG","1927-0321","1927-0321","MANAGEMENT","ESCI","1,387","1.6","Q3","0.36"," 280/401 ","2.9","Q3","1.6","N/A"," 289/402 ","Q3","28.23","0.001","0.214","0.529","30.3","Q3",
"Journal of Ophthalmic & Vision Research","J OPHTHAL VIS RES","2008-2010","2008-322X","OPHTHALMOLOGY","ESCI","1,336","1.6","Q3","0.59"," 56/95 ","1.7","Q3","1.6","0.4"," 62/95 ","Q3","35.26","0.001","0.327","0.511","41.6","Q3",
"SPORTS MEDICINE AND ARTHROSCOPY REVIEW","SPORTS MED ARTHROSC","1062-8592","1538-1951","SPORT SCIENCES","SCIE","1,310","2.5","Q2","0.39"," 33/127 ","3.3","Q1","2.5","0.1"," 91/127 ","Q3","28.74","0.001","0.266","0.953","74.4","Q1",
"Photonic Sensors","PHOTONIC SENS","1674-9251","2190-7439","INSTRUMENTS & INSTRUMENTATION","SCIE","1,253","5","Q1","1.1"," 12/76 ","3.3","Q2","4.9","1.4"," 12/76 ","Q1","84.87","0.001","0.209","0.582","84.9","Q2",
"Photonic Sensors","PHOTONIC SENS","1674-9251","2190-7439","OPTICS","SCIE","1,253","5","Q1","1.1"," 19/119 ","3.3","Q2","4.9","1.4"," 26/120 ","Q1","78.75","0.001","0.209","0.582","84.5","Q2",
"World Journal for Pediatric and Congenital Heart Surgery","WORLD J PEDIATR CONG","2150-1351","2150-0136","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","1,200","1.1","Q4","0.23"," 171/220 ","1","Q4","0.8","0.2"," 177/220 ","Q4","19.77","0.002","0.443","0.37","22.5","Q4",
"BIOCATALYSIS AND BIOTRANSFORMATION","BIOCATAL BIOTRANSFOR","1024-2422","1029-2446","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","1,188","1.4","Q4","0.34"," 282/313 ","1.8","Q4","1.4","0.4"," 276/313 ","Q4","11.98","0.001","0.126","0.262","10.1","Q4",
"BIOCATALYSIS AND BIOTRANSFORMATION","BIOCATAL BIOTRANSFOR","1024-2422","1029-2446","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","1,188","1.4","Q4","0.34"," 152/174 ","1.8","Q4","1.4","0.4"," 147/174 ","Q4","15.80","0.001","0.126","0.262","12.9","Q4",
"WIENER MEDIZINISCHE WOCHENSCHRIFT","WIEN MED WOCHENSCHR","0043-5341","1563-258X","MEDICINE, GENERAL & INTERNAL","ESCI","1,184","1.1","Q2","0.32"," 161/325 ","1.2","Q3","1","0.3"," 159/329 ","Q2","51.82","0.001","0.168","0.286","50.6","Q3",
"International Journal of Agronomy","INT J AGRON","1687-8159","1687-8167","AGRONOMY","ESCI","1,145","1.5","Q2","0.47"," 61/125 ","2.1","Q2","1.5","0.3"," 58/125 ","Q2","54.00","0.001","0.156","0.279","51.6","Q2",
"Sleep Science","SLEEP SCI","1984-0659","1984-0063","CLINICAL NEUROLOGY","ESCI","1,106","1","Q4","0.46"," 236/277 ","1.5","Q4","1","0.1"," 211/278 ","Q4","24.28","0.002","0.364","0.416","15.0","Q4",
"Journal of Electrical and Computer Engineering","J ELECTR COMPUT ENG","2090-0147","2090-0155","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","1,088","1.2","Q4","0.36"," 190/249 ","1.5","Q3","1","0.3"," 181/251 ","Q3","28.09","0.001","0.175","0.239","23.9","Q4",
"Journal of Korean Academy of Nursing","J KOREAN ACAD NURS","2005-3673","2093-758X","NURSING","SCIE, SSCI","1,083","1","Q3","0.51"," 141/191 ","1.2","Q3","0.9","<0.1"," 131/191 ","Q3","31.68","0.001","0.122","0.233","26.4","Q4",
"Monaldi Archives for Chest Disease","MONALDI ARCH CHEST D","1122-0643","2532-5264","RESPIRATORY SYSTEM","ESCI","1,067","1.1","Q4","0.37"," 81/100 ","1.1","Q4","1","0.5"," 76/101 ","Q4","25.25","0.001","0.22","0.264","19.5","Q4",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","0165-4896","1879-3118","ECONOMICS","SSCI","1,056","0.5","Q4","0.23"," 489/597 ","0.6","Q4","0.5","0.2"," 460/600 ","Q4","23.42","0.001","0.253","0.447","18.2","Q3",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","0165-4896","1879-3118","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,056","0.5","Q4","0.23"," 118/135 ","0.6","Q4","0.5","0.2"," 117/135 ","Q4","13.70","0.001","0.253","0.447","13.0","Q3",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","0165-4896","1879-3118","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,056","0.5","Q4","0.23"," 63/67 ","0.6","Q4","0.5","0.2"," 63/67 ","Q4","6.72","0.001","0.253","0.447","6.7","Q4",
"Cognitive Neuropsychiatry","COGN NEUROPSYCHIATRY","1354-6805","1464-0619","PSYCHIATRY","SCIE, SSCI","1,020","1.5","Q3","0.44"," 190/276 ","2","Q3","1.5","0.2"," 196/276 ","Q3","29.17","0.001","0.182","0.708","31.3","Q3",
"JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS","J COMMUN TECHNOL EL+","1064-2269","1555-6557","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","997","0.4","Q4","0.11"," 339/352 ","0.4","Q4","0.2","0.1"," 336/354 ","Q4","5.23","0","0.105","0.056","3.8","Q4",
"JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS","J COMMUN TECHNOL EL+","1064-2269","1555-6557","TELECOMMUNICATIONS","SCIE","997","0.4","Q4","0.11"," 114/119 ","0.4","Q4","0.2","0.1"," 115/119 ","Q4","3.78","0","0.105","0.056","4.6","Q4",
"Journal of Community Genetics","J COMMUN GENET","1868-310X","1868-6001","GENETICS & HEREDITY","ESCI","977","1.5","Q4","0.46"," 147/191 ","2","Q3","1.4","0.4"," 136/191 ","Q3","29.06","0.002","0.42","0.822","23.3","Q2",
"NEW ZEALAND JOURNAL OF ZOOLOGY","NEW ZEAL J ZOOL","0301-4223","1175-8821","ZOOLOGY","SCIE","968","0.9","Q3","0.48"," 111/180 ","1.1","Q3","0.8","0.2"," 116/180 ","Q3","35.83","0","0.064","0.294","38.6","Q3",
"Tremor and Other Hyperkinetic Movements","TREMOR OTHER HYPERK","2160-8288","2160-8288","CLINICAL NEUROLOGY","ESCI","961","2.5","Q2","0.57"," 127/277 ","2","Q3","2.2","0.5"," 181/278 ","Q3","35.07","0.001","0.294","0.635","54.3","Q3",
"Journal of Agricultural and Applied Economics","J AGRIC APPL ECON","1074-0708","2056-7405","AGRICULTURAL ECONOMICS & POLICY","ESCI","953","1.6","Q2","0.53"," 18/39 ","1.8","Q2","1.4","0.1"," 21/39 ","Q2","47.44","0.001","0.123","0.395","55.1","Q2",
"Journal of Agricultural and Applied Economics","J AGRIC APPL ECON","1074-0708","2056-7405","ECONOMICS","ESCI","953","1.6","Q2","0.53"," 273/597 ","1.8","Q2","1.4","0.1"," 285/600 ","Q2","52.58","0.001","0.123","0.395","54.4","Q3",
"ALGAE","ALGAE-SEOUL","1226-2617","2093-0860","MARINE & FRESHWATER BIOLOGY","SCIE","939","3.1","Q1","0.81"," 11/119 ","2.4","Q2","2.3","0.5"," 27/119 ","Q1","77.73","0.001","0.113","0.461","91.2","Q2",
"ALGAE","ALGAE-SEOUL","1226-2617","2093-0860","PLANT SCIENCES","SCIE","939","3.1","Q2","0.81"," 71/265 ","2.4","Q2","2.3","0.5"," 75/265 ","Q1","71.89","0.001","0.113","0.461","73.4","Q2",
"JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY","J KOREAN MATH SOC","0304-9914","2234-3008","MATHEMATICS","SCIE","934","0.7","Q2","0.44"," 217/489 ","0.7","Q2","0.7","0.2"," 342/489 ","Q3","30.16","0.001","0.275","0.394","55.7","Q3",
"JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY","J KOREAN MATH SOC","0304-9914","2234-3008","MATHEMATICS, APPLIED","SCIE","934","0.7","Q3","0.44"," 236/331 ","0.7","Q3","0.7","0.2"," 238/331 ","Q3","28.25","0.001","0.275","0.394","28.9","Q3",
"Craniomaxillofacial Trauma & Reconstruction","CRANIOMAX TRAUM REC","1943-3875","1943-3883","DENTISTRY, ORAL SURGERY & MEDICINE","ESCI","908","0.8","Q4","0.3"," 122/157 ","1.3","Q3","0.8","0.1"," 126/157 ","Q4","20.06","0.001","0.179","0.362","22.6","Q3",
"International Journal of Online and Biomedical Engineering","INT J ONLINE BIOMED","N/A","2626-8493","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","ESCI","874","1.7","Q3","0.3"," 118/169 ","1.3","Q4","1","0.4"," 138/169 ","Q4","18.64","0.001","0.144","0.134","30.5","Q4",
"International Journal of Inflammation","INT J INFLAMM","2090-8040","2042-0099","IMMUNOLOGY","ESCI","871","2.6","Q3","0.35"," 127/181 ","4","Q2","2.6","0.7"," 151/181 ","Q4","16.85","0","0.071","0.716","30.1","Q3",
"Knowledge and Process Management","KNOWL PROCESS MANAG","1092-4604","1099-1441","MANAGEMENT","ESCI","848","3","Q2","0.69"," 177/401 ","2.7","Q3","2.6","0.4"," 192/402 ","Q2","52.36","0.001","0.113","0.393","56.0","Q3",
"LYMPHOLOGY","LYMPHOLOGY","0024-7766","N/A","IMMUNOLOGY","SCIE","807","0.7","Q4","0.45"," 176/181 ","1.7","Q4","0.7","<0.1"," 134/181 ","Q3","26.24","0","0.098","0.536","3.0","Q4",
"LYMPHOLOGY","LYMPHOLOGY","0024-7766","N/A","PHYSIOLOGY","SCIE","807","0.7","Q4","0.45"," 80/85 ","1.7","Q4","0.7","<0.1"," 76/85 ","Q3","11.18","0","0.098","0.536","6.5","Q3",
"EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE","EUR J HORTIC SCI","1611-4426","1611-4434","HORTICULTURE","SCIE","779","0.7","Q4","0.25"," 31/38 ","1.2","Q3","0.7","0.1"," 29/38 ","Q4","25.00","0","0.08","0.166","19.7","Q3",
"Sustainable and Resilient Infrastructure","SUSTAIN RESIL INFRAS","2378-9689","2378-9697","ENGINEERING, CIVIL","ESCI","742","2.7","Q2","0.84"," 63/181 ","4.1","Q1","2.6","0.7"," 45/181 ","Q1","75.41","0.001","0.238","0.888","65.5","Q1",
"Public Transport","PUBLIC TRANSPORT","1866-749X","1613-7159","TRANSPORTATION SCIENCE & TECHNOLOGY","ESCI","721","2.3","Q2","0.49"," 36/72 ","2.6","Q2","1.8","0.5"," 37/72 ","Q3","49.31","0.001","0.132","0.528","50.7","Q2",
"Ecosystems and People","ECOSYST PEOPLE","N/A","2639-5916","BIODIVERSITY CONSERVATION","ESCI","709","3.5","Q1","0.97"," 13/74 ","4.8","Q1","2.8","1"," 14/74 ","Q1","81.76","0.001","0.288","1.154","83.1","Q1",
"Ecosystems and People","ECOSYST PEOPLE","N/A","2639-5916","ECOLOGY","ESCI","709","3.5","Q1","0.97"," 48/195 ","4.8","Q1","2.8","1"," 50/195 ","Q1","74.62","0.001","0.288","1.154","75.6","Q1",
"Ecosystems and People","ECOSYST PEOPLE","N/A","2639-5916","ENVIRONMENTAL SCIENCES","ESCI","709","3.5","Q2","0.97"," 146/358 ","4.8","Q2","2.8","1"," 88/359 ","Q1","75.63","0.001","0.288","1.154","59.4","Q1",
"Ecosystems and People","ECOSYST PEOPLE","N/A","2639-5916","ENVIRONMENTAL STUDIES","ESCI","709","3.5","Q2","0.97"," 59/182 ","4.8","Q2","2.8","1"," 63/184 ","Q1","66.03","0.001","0.288","1.154","67.9","Q2",
"Medical Law Review","MED LAW REV","0967-0742","1464-3790","LAW","SSCI","695","1.8","Q1","1.5"," 44/421 ","2","Q1","1.6","0.6"," 63/421 ","Q1","85.15","0.001","0.152","0.516","89.7","Q2",
"Medical Law Review","MED LAW REV","0967-0742","1464-3790","MEDICINE, LEGAL","SCIE","695","1.8","Q2","1.5"," 8/23 ","2","Q2","1.6","0.6"," 2/23 ","Q1","93.48","0.001","0.152","0.516","67.4","Q2",
"Journal of Acupuncture and Meridian Studies","J ACUPUNCT MERIDIAN","2005-2901","2093-8152","INTEGRATIVE & COMPLEMENTARY MEDICINE","ESCI","681","0.9","Q4","0.27"," 34/43 ","1.2","Q4","0.8","0.2"," 36/43 ","Q4","17.44","0","0.072","0.257","22.1","Q4",
"Ethnopolitics","ETHNOPOLITICS","1744-9057","1744-9065","ETHNIC STUDIES","ESCI","653","1.2","Q3","0.51"," 22/39 ","1.7","Q3","1.1","0.6"," 25/39 ","Q3","37.18","0.001","0.237","0.696","44.9","Q3",
"Ethnopolitics","ETHNOPOLITICS","1744-9057","1744-9065","POLITICAL SCIENCE","ESCI","653","1.2","Q3","0.51"," 164/317 ","1.7","Q2","1.1","0.6"," 196/317 ","Q3","38.33","0.001","0.237","0.696","48.4","Q3",
"Communications in Transportation Research","COMMUN TRANSP RES","2772-4247","2772-4247","TRANSPORTATION","ESCI","610","12.5","Q1","2.71"," 1/57 ","12.5","Q1","12","2"," 2/57 ","Q1","97.37","0.001","0.263","3.152","99.1","Q1",
"Communications in Transportation Research","COMMUN TRANSP RES","2772-4247","2772-4247","TRANSPORTATION SCIENCE & TECHNOLOGY","ESCI","610","12.5","Q1","2.71"," 3/72 ","12.5","Q1","12","2"," 1/72 ","Q1","99.31","0.001","0.263","3.152","96.5","Q1",
"International Review of Victimology","INT REV VICT","0269-7580","2047-9433","CRIMINOLOGY & PENOLOGY","ESCI","608","1.5","Q2","0.88"," 46/113 ","1.8","Q2","1.4","0.1"," 46/113 ","Q2","59.73","0.001","0.121","0.573","59.7","Q2",
"Biological Theory","BIOL THEORY","1555-5542","1555-5550","HISTORY & PHILOSOPHY OF SCIENCE","ESCI","605","1.9","Q1","1.25"," 15/104 ","N/A","N/A","1.8","0.7"," 20/104 ","Q1","81.25","0.001","0.126","N/A","86.1","N/A",
"ACTA ICHTHYOLOGICA ET PISCATORIA","ACTA ICHTHYOL PISCAT","0137-1592","1734-1515","FISHERIES","SCIE","604","0.8","Q3","0.42"," 46/62 ","0.9","Q3","0.8","0.2"," 43/62 ","Q3","31.45","0","0.083","0.177","26.6","Q4",
"ACTA ICHTHYOLOGICA ET PISCATORIA","ACTA ICHTHYOL PISCAT","0137-1592","1734-1515","ZOOLOGY","SCIE","604","0.8","Q3","0.42"," 120/180 ","0.9","Q3","0.8","0.2"," 127/180 ","Q3","29.72","0","0.083","0.177","33.6","Q4",
"Nigerian Postgraduate Medical Journal","NIGER POSTGRAD MED J","1117-1936","2468-6875","MEDICINE, GENERAL & INTERNAL","ESCI","599","0.8","Q3","0.24"," 190/325 ","1","Q3","0.7","0.1"," 185/329 ","Q3","43.92","0","0.104","0.238","41.7","Q3",
"Journal of Pharmacopuncture","J PHARMACOPUNCT","2093-6966","2234-6856","INTEGRATIVE & COMPLEMENTARY MEDICINE","ESCI","542","1.2","Q3","0.34"," 28/43 ","1.8","Q3","1.1","0.2"," 33/43 ","Q4","24.42","0","0.079","0.273","36.0","Q3",
"Affective Science","AFFECT SCI","2662-2041","2662-205X","PSYCHOLOGY","ESCI","531","2.1","Q2","0.65"," 41/92 ","2.2","Q3","1.9","1"," 46/92 ","Q2","50.54","0.001","0.322","0.912","56.0","Q2",
"Affective Science","AFFECT SCI","2662-2041","2662-205X","PSYCHOLOGY, EXPERIMENTAL","ESCI","531","2.1","Q2","0.65"," 44/99 ","2.2","Q3","1.9","1"," 63/99 ","Q2","36.87","0.001","0.322","0.912","56.1","Q2",
"INTERNATIONAL ECONOMIC JOURNAL","INT ECON J","1016-8737","1743-517X","ECONOMICS","ESCI","528","0.9","Q3","0.31"," 412/597 ","N/A","N/A","0.8","0.3"," 404/600 ","Q3","32.75","0","0.051","N/A","31.1","N/A",
"Diving and Hyperbaric Medicine","DIVING HYPERB MED","1833-3516","1833-3516","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","525","0.8","Q4","0.25"," 357/403 ","1","Q4","0.5","0.2"," 350/403 ","Q4","13.28","0","0.09","0.223","11.5","Q4",
"Vertebrate Zoology","VERTEBR ZOOL","1864-5755","N/A","ZOOLOGY","SCIE","517","2.4","Q1","1.35"," 16/180 ","1.9","Q1","2.1","1"," 11/180 ","Q1","94.17","0.001","0.19","0.617","91.4","Q1",
"Pasos-Revista de Turismo y Patrimonio Cultural","PASOS","1695-7121","1695-7121","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","515","0.5","Q4","0.11"," 121/139 ","0.6","Q4","0.4","0.2"," 126/139 ","Q4","9.71","0","0.073","0.122","13.3","Q4",
"Ethnography and Education","ETHNOGR EDUC","1745-7823","1745-7831","EDUCATION & EDUCATIONAL RESEARCH","ESCI","491","1.1","Q3","0.49"," 398/756 ","1.2","Q3","0.9","0.1"," 465/756 ","Q3","38.56","0.001","0.117","0.41","47.4","Q2",
"Urology Practice","UROL PRACT","2352-0779","2352-0787","UROLOGY & NEPHROLOGY","ESCI","489","0.8","Q4","0.32"," 102/126 ","0.7","Q4","0.7","1.6"," 100/126 ","Q4","21.03","0.001","0.197","0.272","19.4","Q4",
"Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","B LATINOAM CARIBE PL","0717-7917","0717-7917","INTEGRATIVE & COMPLEMENTARY MEDICINE","SCIE","487","0.7","Q4","0.2"," 37/43 ","0.8","Q4","0.6","0.2"," 39/43 ","Q4","10.47","0","0.044","0.107","15.1","Q4",
"Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","B LATINOAM CARIBE PL","0717-7917","0717-7917","PHARMACOLOGY & PHARMACY","SCIE","487","0.7","Q4","0.2"," 317/354 ","0.8","Q4","0.6","0.2"," 319/354 ","Q4","10.03","0","0.044","0.107","10.6","Q4",
"AT-Automatisierungstechnik","AT-AUTOM","0178-2312","2196-677X","AUTOMATION & CONTROL SYSTEMS","SCIE","479","0.7","Q4","0.15"," 76/84 ","0.7","Q4","0.6","0.3"," 76/84 ","Q4","10.12","0","0.107","0.144","10.1","Q4",
"Annals of Forest Research","ANN FOR RES","1844-8135","2065-2445","FORESTRY","SCIE","424","1.7","Q2","0.6"," 36/89 ","1.8","Q2","1.7","0.6"," 40/89 ","Q2","55.62","0","0.048","0.312","60.1","Q3",
"REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA","REV SOC ENTOMOL ARGE","0373-5680","1851-7471","ENTOMOLOGY","SCIE","423","0.5","Q4","0.22"," 93/109 ","0.6","Q4","0.4","<0.1"," 95/109 ","Q4","13.30","0","0.036","0.12","15.1","Q4",
"Labour-England","LABOUR-ENGL","1121-7081","1467-9914","INDUSTRIAL RELATIONS & LABOR","ESCI","416","0.7","Q4","0.3"," 39/49 ","0.8","Q4","0.7","0.1"," 39/49 ","Q4","21.43","0","0.084","0.432","21.4","Q3",
"International Journal of Fluid Mechanics Research","INT J FLUID MECH RES","1064-2277","2152-5110","MECHANICS","ESCI","405","0.5","Q4","0.22"," 160/170 ","1.2","Q4","0.4","<0.1"," 146/170 ","Q4","14.41","0","0.045","0.153","6.2","Q4",
"Business and Human Rights Journal","BUS HUM RIGHTS J","2057-0198","2057-0201","BUSINESS","ESCI","397","2.3","Q3","1.58"," 163/302 ","2.1","Q3","2","0.3"," 36/302 ","Q1","88.25","0.001","0.188","0.752","46.2","Q2",
"Business and Human Rights Journal","BUS HUM RIGHTS J","2057-0198","2057-0201","LAW","ESCI","397","2.3","Q1","1.58"," 24/421 ","2.1","Q1","2","0.3"," 54/421 ","Q1","87.29","0.001","0.188","0.752","94.4","Q1",
"Turkish Journal of Pathology","TURK J PATHOL","1018-5615","1309-5730","PATHOLOGY","ESCI","397","1.1","Q4","0.34"," 67/88 ","0.9","Q4","1","0.4"," 71/88 ","Q4","19.89","0","0.079","0.226","24.4","Q4",
