"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Sexual Medicine","SEX MED-UK","N/A","2050-1161","MEDICINE, GENERAL & INTERNAL","SCIE","1,481","2.6"," 70/325 ","2.7","Q1","2.4","0.5","0.88"," 62/329 ","Q1","Q1","78.6","81.31","0.003","0.555","0.724","Q1",
"Sexual Medicine","SEX MED-UK","N/A","2050-1161","UROLOGY & NEPHROLOGY","SCIE","1,481","2.6"," 40/126 ","2.7","Q2","2.4","0.5","0.88"," 37/126 ","Q1","Q2","68.7","71.03","0.003","0.555","0.724","Q2",
"Molecular and Cellular Pediatrics","MOL CELL PEDIATR","N/A","2194-7791","PEDIATRICS","ESCI","377","2.4"," 46/186 ","N/A","N/A","2.3","0.2","0.88"," 59/186 ","Q2","Q1","75.5","68.55","0","0.097","N/A","N/A",
"PM&R","PM&R","1934-1482","1934-1563","REHABILITATION","SCIE","5,074","2.2"," 29/169 ","2.4","Q2","2","0.4","0.87"," 68/169 ","Q2","Q1","83.1","60.06","0.004","0.976","0.662","Q2",
"PM&R","PM&R","1934-1482","1934-1563","SPORT SCIENCES","SCIE","5,074","2.2"," 45/127 ","2.4","Q2","2","0.4","0.87"," 48/127 ","Q2","Q2","65.0","62.60","0.004","0.976","0.662","Q2",
"Pituitary","PITUITARY","1386-341X","1573-7403","ENDOCRINOLOGY & METABOLISM","SCIE","3,406","3.3"," 77/186 ","3.5","Q2","3.1","0.5","0.86"," 64/186 ","Q2","Q2","58.9","65.86","0.005","1.057","1.392","Q1",
"JOURNAL OF CHEMICAL PHYSICS","J CHEM PHYS","0021-9606","1089-7690","CHEMISTRY, PHYSICAL","SCIE","221,700","3.1"," 90/178 ","3.6","Q2","2.5","0.9","0.86"," 53/178 ","Q1","Q3","49.7","70.51","0.073","15.914","0.908","Q2",
"JOURNAL OF CHEMICAL PHYSICS","J CHEM PHYS","0021-9606","1089-7690","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","SCIE","221,700","3.1"," 8/40 ","3.6","Q1","2.5","0.9","0.86"," 8/40 ","Q1","Q1","81.3","81.25","0.073","15.914","0.908","Q1",
"Chiropractic & Manual Therapies","CHIROPR MAN THER","N/A","2045-709X","REHABILITATION","SCIE","958","2"," 53/169 ","2","Q2","1.6","0.4","0.86"," 70/169 ","Q2","Q2","68.9","58.88","0.001","0.211","0.439","Q3",
"Veterinary Medicine-Research and Reports","VET MED-RES REP","N/A","2230-2034","VETERINARY SCIENCES","ESCI","566","1.7"," 56/167 ","2.4","Q1","1.7","0.5","0.86"," 45/168 ","Q2","Q2","66.8","73.51","0","0.105","0.493","Q1",
"ORGANOMETALLICS","ORGANOMETALLICS","0276-7333","1520-6041","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","27,509","2.5"," 21/44 ","2.6","Q2","2.3","0.9","0.85"," 13/44 ","Q1","Q2","53.4","71.59","0.011","2.312","0.532","Q1",
"ORGANOMETALLICS","ORGANOMETALLICS","0276-7333","1520-6041","CHEMISTRY, ORGANIC","SCIE","27,509","2.5"," 16/58 ","2.6","Q2","2.3","0.9","0.85"," 11/58 ","Q1","Q2","73.3","81.90","0.011","2.312","0.532","Q2",
"Sikh Formations-Religion Culture Theory","SIKH FORM","1744-8727","1744-8735","ASIAN STUDIES","ESCI","167","0.2"," N/A ","0.4","N/A","0.1","<0.1","0.85"," 32/100 ","Q2","N/A","N/A","68.50","0","0.032","0.148","Q4",
"MULTIMEDIA TOOLS AND APPLICATIONS","MULTIMED TOOLS APPL","1380-7501","1573-7721","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","32,410","3"," 95/249 ","2.9","Q2","2.5","0.5","0.84"," 91/251 ","Q2","Q2","62.0","63.94","0.034","7.43","0.444","Q3",
"MULTIMEDIA TOOLS AND APPLICATIONS","MULTIMED TOOLS APPL","1380-7501","1573-7721","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","32,410","3"," 37/131 ","2.9","Q2","2.5","0.5","0.84"," 41/131 ","Q2","Q2","72.1","69.08","0.034","7.43","0.444","Q3",
"MULTIMEDIA TOOLS AND APPLICATIONS","MULTIMED TOOLS APPL","1380-7501","1573-7721","COMPUTER SCIENCE, THEORY & METHODS","SCIE","32,410","3"," 41/143 ","2.9","Q2","2.5","0.5","0.84"," 38/143 ","Q2","Q2","71.7","73.78","0.034","7.43","0.444","Q3",
"MULTIMEDIA TOOLS AND APPLICATIONS","MULTIMED TOOLS APPL","1380-7501","1573-7721","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","32,410","3"," 136/352 ","2.9","Q2","2.5","0.5","0.84"," 124/354 ","Q2","Q2","61.5","65.11","0.034","7.43","0.444","Q3",
"BMJ Open Ophthalmology","BMJ OPEN OPHTHALMOL","2397-3269","2397-3269","OPHTHALMOLOGY","ESCI","1,028","2"," 38/95 ","2.5","Q2","2","0.1","0.84"," 40/95 ","Q2","Q2","60.5","58.42","0.003","0.557","0.831","Q2",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS","BBA-BIOENERGETICS","0005-2728","1879-2650","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","11,832","3.4"," 138/313 ","3.6","Q2","3.3","0.7","0.83"," 99/313 ","Q1","Q2","56.1","68.53","0.005","1.043","1.132","Q2",
"BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS","BBA-BIOENERGETICS","0005-2728","1879-2650","BIOPHYSICS","SCIE","11,832","3.4"," 17/77 ","3.6","Q1","3.3","0.7","0.83"," 16/77 ","Q1","Q1","78.6","79.87","0.005","1.043","1.132","Q1",
"Journal of Space Weather and Space Climate","J SPACE WEATHER SPAC","2115-7251","2115-7251","ASTRONOMY & ASTROPHYSICS","SCIE","1,470","3.4"," 26/84 ","3.3","Q2","3.2","0.2","0.83"," 27/84 ","Q2","Q2","69.6","68.45","0.003","0.57","1.215","Q2",
"Journal of Space Weather and Space Climate","J SPACE WEATHER SPAC","2115-7251","2115-7251","GEOCHEMISTRY & GEOPHYSICS","SCIE","1,470","3.4"," 19/101 ","3.3","Q2","3.2","0.2","0.83"," 37/101 ","Q2","Q1","81.7","63.86","0.003","0.57","1.215","Q1",
"Journal of Space Weather and Space Climate","J SPACE WEATHER SPAC","2115-7251","2115-7251","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","1,470","3.4"," 42/110 ","3.3","Q2","3.2","0.2","0.83"," 41/110 ","Q2","Q2","62.3","63.18","0.003","0.57","1.215","Q2",
"JOURNAL OF HYDROMETEOROLOGY","J HYDROMETEOROL","1525-755X","1525-7541","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","10,720","3.1"," 46/110 ","3.9","Q2","2.9","0.8","0.83"," 41/110 ","Q2","Q2","58.6","63.18","0.007","1.535","1.221","Q2",
"PROBABILITY THEORY AND RELATED FIELDS","PROBAB THEORY REL","0178-8051","1432-2064","STATISTICS & PROBABILITY","SCIE","4,238","1.5"," 43/168 ","1.9","Q2","1.4","0.3","0.83"," 32/168 ","Q1","Q2","74.7","81.25","0.007","1.612","2.22","Q1",
"Internal and Emergency Medicine","INTERN EMERG MED","1828-0447","1970-9366","MEDICINE, GENERAL & INTERNAL","SCIE","4,471","3.2"," 51/325 ","3.2","Q1","3.1","0.8","0.82"," 70/329 ","Q1","Q1","84.5","78.88","0.006","1.241","0.8","Q1",
"QUEST","QUEST","0033-6297","1543-2750","EDUCATION & EDUCATIONAL RESEARCH","SSCI","1,748","1.6"," 277/756 ","2.6","Q1","1.4","0.2","0.82"," 305/756 ","Q2","Q2","63.4","59.72","0.001","0.186","0.73","Q2",
"QUEST","QUEST","0033-6297","1543-2750","SPORT SCIENCES","SCIE","1,748","1.6"," 67/127 ","2.6","Q2","1.4","0.2","0.82"," 57/127 ","Q2","Q3","47.6","55.51","0.001","0.186","0.73","Q2",
"JOINT BONE SPINE","JOINT BONE SPINE","1297-319X","1778-7254","RHEUMATOLOGY","SCIE","4,479","3.8"," 13/57 ","3.9","Q2","3.6","1","0.81"," 20/57 ","Q2","Q1","78.1","65.79","0.004","0.875","1.126","Q2",
"IEEE SOFTWARE","IEEE SOFTWARE","0740-7459","1937-4194","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","3,532","3.3"," 35/131 ","3.8","Q1","3.2","0.7","0.81"," 45/131 ","Q2","Q2","73.7","66.03","0.002","0.474","0.81","Q2",
"METABOLIC BRAIN DISEASE","METAB BRAIN DIS","0885-7490","1573-7365","ENDOCRINOLOGY & METABOLISM","SCIE","5,940","3.2"," 81/186 ","3.3","Q2","3.1","0.8","0.81"," 71/186 ","Q2","Q2","56.7","62.10","0.005","1.174","0.648","Q3",
"METABOLIC BRAIN DISEASE","METAB BRAIN DIS","0885-7490","1573-7365","NEUROSCIENCES","SCIE","5,940","3.2"," 128/310 ","3.3","Q2","3.1","0.8","0.81"," 138/310 ","Q2","Q2","58.9","55.65","0.005","1.174","0.648","Q3",
"Tunisian Journal of Mathematics","TUNISIAN J MATH","2576-7658","2576-7666","MATHEMATICS","ESCI","72","0.8"," 178/489 ","0.8","Q2","0.7","0.1","0.81"," 135/489 ","Q2","Q2","63.7","72.49","0.001","0.171","1.112","Q1",
"Biochemia Medica","BIOCHEM MEDICA","1330-0962","1846-7482","MEDICAL LABORATORY TECHNOLOGY","SCIE","4,520","3.8"," 6/30 ","2.7","Q2","3.8","0.4","0.8"," 16/30 ","Q3","Q1","81.7","48.33","0.001","0.302","0.657","Q2",
"Vacuum","VACUUM","0042-207X","1879-2715","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","21,153","3.8"," 172/438 ","3.5","Q2","3","1.2","0.8"," 147/438 ","Q2","Q2","60.8","66.55","0.015","3.234","0.489","Q3",
"Vacuum","VACUUM","0042-207X","1879-2715","PHYSICS, APPLIED","SCIE","21,153","3.8"," 54/179 ","3.5","Q2","3","1.2","0.8"," 55/179 ","Q2","Q2","70.1","69.55","0.015","3.234","0.489","Q2",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","6,090","3"," 171/313 ","3.8","Q2","2.9","0.5","0.8"," 107/313 ","Q2","Q3","45.5","65.97","0.004","0.902","0.799","Q2",
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","ONCOLOGY","SCIE","6,090","3"," 142/322 ","3.8","Q2","2.9","0.5","0.8"," 116/322 ","Q2","Q2","56.1","64.13","0.004","0.902","0.799","Q3",
"JOURNAL OF PLANT RESEARCH","J PLANT RES","0918-9440","1618-0860","PLANT SCIENCES","SCIE","3,662","2.7"," 84/265 ","2.8","Q2","2.6","0.4","0.8"," 78/265 ","Q2","Q2","68.5","70.75","0.002","0.414","0.601","Q2",
"Journal of Civil Engineering and Management","J CIV ENG MANAG","1392-3730","1822-3605","ENGINEERING, CIVIL","SCIE","2,735","4.3"," 26/181 ","4","Q1","4.1","1.2","0.79"," 49/181 ","Q2","Q1","85.9","73.20","0.001","0.277","0.575","Q2",
"EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES","EUR J CLIN MICROBIOL","0934-9723","1435-4373","INFECTIOUS DISEASES","SCIE","11,096","3.7"," 38/132 ","3.5","Q2","3.6","0.7","0.79"," 46/132 ","Q2","Q2","71.6","65.53","0.01","2.241","0.927","Q2",
"EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES","EUR J CLIN MICROBIOL","0934-9723","1435-4373","MICROBIOLOGY","SCIE","11,096","3.7"," 61/161 ","3.5","Q2","3.6","0.7","0.79"," 65/161 ","Q2","Q2","62.4","59.94","0.01","2.241","0.927","Q2",
"IEEE Transactions on Medical Robotics and Bionics","IEEE T MED ROBOT BIO","N/A","2576-3202","ENGINEERING, BIOMEDICAL","ESCI","1,193","3.4"," 50/122 ","3.7","Q2","3.1","0.8","0.79"," 45/122 ","Q2","Q2","59.4","63.52","0.002","0.492","0.897","Q2",
"IEEE Transactions on Medical Robotics and Bionics","IEEE T MED ROBOT BIO","N/A","2576-3202","ROBOTICS","ESCI","1,193","3.4"," 18/46 ","3.7","Q2","3.1","0.8","0.79"," 17/46 ","Q2","Q2","62.0","64.13","0.002","0.492","0.897","Q2",
"MYCOLOGIA","MYCOLOGIA","0027-5514","1557-2536","MYCOLOGY","SCIE","8,333","2.6"," 15/33 ","3","Q2","2.4","0.6","0.79"," 17/33 ","Q3","Q2","56.1","50.00","0.002","0.428","0.707","Q2",
"Chinese Historical Review","CHIN HIST REV","1547-402X","2048-7827","HISTORY","ESCI","71","0.1"," 327/518 ","0.5","Q2","0.1","<0.1","0.79"," 175/519 ","Q2","Q3","37.0","66.38","0","0.03","0.454","Q2",
"IEEE Journal of Translational Engineering in Health and Medicine","IEEE J TRANSL ENG HE","2168-2372","2168-2372","ENGINEERING, BIOMEDICAL","SCIE","1,423","3.7"," 46/122 ","3.7","Q2","3.6","0.7","0.78"," 47/122 ","Q2","Q2","62.7","61.89","0.002","0.449","0.881","Q2",
"PROCESS BIOCHEMISTRY","PROCESS BIOCHEM","1359-5113","1873-3298","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","19,329","3.7"," 119/313 ","3.9","Q2","3.6","1","0.78"," 113/313 ","Q1","Q2","62.1","64.06","0.008","1.755","0.552","Q3",
"PROCESS BIOCHEMISTRY","PROCESS BIOCHEM","1359-5113","1873-3298","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","19,329","3.7"," 54/174 ","3.9","Q2","3.6","1","0.78"," 66/174 ","Q1","Q2","69.3","62.36","0.008","1.755","0.552","Q3",
"PROCESS BIOCHEMISTRY","PROCESS BIOCHEM","1359-5113","1873-3298","ENGINEERING, CHEMICAL","SCIE","19,329","3.7"," 58/170 ","3.9","Q2","3.6","1","0.78"," 40/171 ","Q1","Q2","66.2","76.90","0.008","1.755","0.552","Q2",
"Food and Foodways","FOOD FOODWAYS","0740-9710","1542-3484","ANTHROPOLOGY","ESCI","361","1.2"," 50/139 ","1.4","Q2","1.1","0.1","0.78"," 56/139 ","Q2","Q2","64.4","60.07","0","0.08","0.535","Q2",
"JOURNAL OF APPROXIMATION THEORY","J APPROX THEORY","0021-9045","1096-0430","MATHEMATICS","SCIE","2,283","0.9"," 145/489 ","0.9","Q2","0.8","0.1","0.78"," 146/489 ","Q2","Q2","70.4","70.25","0.002","0.343","0.584","Q2",
"HEALTH PROMOTION INTERNATIONAL","HEALTH PROMOT INT","0957-4824","1460-2245","HEALTH POLICY & SERVICES","SSCI","5,502","2.3"," 52/118 ","2.8","Q2","2.1","0.7","0.77"," 60/119 ","Q2","Q2","56.4","50.00","0.005","1.156","0.742","Q3",
"HEALTH PROMOTION INTERNATIONAL","HEALTH PROMOT INT","0957-4824","1460-2245","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","5,502","2.3"," 177/403 ","2.8","Q2","2.1","0.7","0.77"," 158/403 ","Q2","Q2","56.2","60.92","0.005","1.156","0.742","Q2",
"Cognitive Systems Research","COGN SYST RES","2214-4366","1389-0417","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","1,979","2.1"," 123/197 ","3","Q2","1.8","0.6","0.77"," 71/198 ","Q2","Q3","37.8","64.39","0.002","0.47","0.54","Q3",
"Cognitive Systems Research","COGN SYST RES","2214-4366","1389-0417","NEUROSCIENCES","SCIE","1,979","2.1"," 217/310 ","3","Q3","1.8","0.6","0.77"," 154/310 ","Q2","Q3","30.2","50.48","0.002","0.47","0.54","Q4",
"Cognitive Systems Research","COGN SYST RES","2214-4366","1389-0417","PSYCHOLOGY, EXPERIMENTAL","SSCI","1,979","2.1"," 44/99 ","3","Q2","1.8","0.6","0.77"," 46/99 ","Q2","Q2","56.1","54.04","0.002","0.47","0.54","Q4",
"Biochemical Engineering Journal","BIOCHEM ENG J","1369-703X","1873-295X","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","12,763","3.7"," 54/174 ","3.5","Q2","3.5","0.9","0.76"," 68/174 ","Q2","Q2","69.3","61.21","0.008","1.646","0.568","Q3",
"Biochemical Engineering Journal","BIOCHEM ENG J","1369-703X","1873-295X","ENGINEERING, CHEMICAL","SCIE","12,763","3.7"," 58/170 ","3.5","Q2","3.5","0.9","0.76"," 45/171 ","Q2","Q2","66.2","73.98","0.008","1.646","0.568","Q2",
"Economies","ECONOMIES","N/A","2227-7099","ECONOMICS","ESCI","2,220","2.1"," 200/597 ","2.2","Q2","1.9","0.6","0.76"," 191/600 ","Q2","Q2","66.6","68.25","0.002","0.459","0.309","Q3",
"Asia-Pacific Journal of Business Administration","ASIA-PAC J BUS ADM","1757-4323","1757-4331","BUSINESS","ESCI","857","3.3"," 122/302 ","3.6","Q2","3.1","0.5","0.75"," 115/302 ","Q2","Q2","59.8","62.09","0.001","0.158","0.483","Q3",
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","1045-2257","1098-2264","GENETICS & HEREDITY","SCIE","4,917","3.1"," 73/191 ","3.4","Q2","2.9","0.6","0.75"," 84/191 ","Q2","Q2","62.0","56.28","0.004","0.862","1.119","Q2",
"GENES CHROMOSOMES & CANCER","GENE CHROMOSOME CANC","1045-2257","1098-2264","ONCOLOGY","SCIE","4,917","3.1"," 136/322 ","3.4","Q2","2.9","0.6","0.75"," 130/322 ","Q2","Q2","57.9","59.78","0.004","0.862","1.119","Q2",
"NEPHRON","NEPHRON","1660-8151","2235-3186","UROLOGY & NEPHROLOGY","SCIE","3,806","2.3"," 51/126 ","2.5","Q2","2.3","0.4","0.75"," 48/126 ","Q2","Q2","59.9","62.30","0.003","0.718","0.729","Q2",
"Advances in Physics-X","ADV PHYS-X","2374-6149","2374-6149","PHYSICS, MULTIDISCIPLINARY","SCIE","1,970","7.7"," 10/110 ","8.1","Q1","7.7","3.7","0.74"," 33/110 ","Q2","Q1","91.4","70.45","0.003","0.746","2.341","Q1",
"EPILEPSY & BEHAVIOR","EPILEPSY BEHAV","1525-5050","1525-5069","BEHAVIORAL SCIENCES","SCIE","15,015","2.3"," 26/55 ","2.5","Q2","2","0.5","0.74"," 31/55 ","Q2","Q2","53.6","44.55","0.015","3.308","0.683","Q3",
"EPILEPSY & BEHAVIOR","EPILEPSY BEHAV","1525-5050","1525-5069","CLINICAL NEUROLOGY","SCIE","15,015","2.3"," 146/277 ","2.5","Q3","2","0.5","0.74"," 128/278 ","Q2","Q3","47.5","54.14","0.015","3.308","0.683","Q3",
"EPILEPSY & BEHAVIOR","EPILEPSY BEHAV","1525-5050","1525-5069","PSYCHIATRY","SCIE","15,015","2.3"," 131/276 ","2.5","Q3","2","0.5","0.74"," 125/276 ","Q2","Q2","52.7","54.89","0.015","3.308","0.683","Q3",
"Journal of Cosmetic Dermatology","J COSMET DERMATOL-US","1473-2130","1473-2165","DERMATOLOGY","SCIE","7,765","2.3"," 41/94 ","2.5","Q2","2","0.5","0.74"," 37/94 ","Q2","Q2","56.9","61.17","0.01","2.24","0.512","Q3",
"International Studies in Sociology of Education","INT STUD SOCIOL EDUC","0962-0214","1747-5066","EDUCATION & EDUCATIONAL RESEARCH","ESCI","611","1.4"," 328/756 ","1.6","Q2","1.3","0.1","0.74"," 338/756 ","Q2","Q2","56.7","55.36","0.001","0.171","0.565","Q2",
"International Studies in Sociology of Education","INT STUD SOCIOL EDUC","0962-0214","1747-5066","SOCIOLOGY","ESCI","611","1.4"," 106/217 ","1.6","Q3","1.3","0.1","0.74"," 106/217 ","Q2","Q2","51.4","51.38","0.001","0.171","0.565","Q3",
"International Forum of Psychoanalysis","INT FORUM PSYCHOANAL","0803-706X","1651-2324","PSYCHOLOGY, PSYCHOANALYSIS","ESCI","174","0.9"," 6/21 ","0.4","Q3","0.7","0.2","0.74"," 9/21 ","Q2","Q2","73.8","59.52","0","0.07","0.296","Q2",
"Law & Practice of International Courts and Tribunals","LAW PRACT INT COURTS","1569-1853","1571-8034","LAW","ESCI","137","0.5"," 211/421 ","0.6","Q2","0.4","<0.1","0.74"," 173/421 ","Q2","Q3","50.0","59.03","0","0.046","0.249","Q2",
"Journal of Bronchology & Interventional Pulmonology","J BRONCHOL INTERN PU","1944-6586","1948-8270","RESPIRATORY SYSTEM","ESCI","1,201","3.3"," 32/100 ","3","Q2","3","1.3","0.73"," 38/101 ","Q2","Q2","68.5","62.87","0.001","0.275","0.756","Q2",
"NEW FORESTS","NEW FOREST","0169-4286","1573-5095","FORESTRY","SCIE","2,262","1.9"," 30/89 ","2.2","Q2","1.8","0.2","0.73"," 31/89 ","Q2","Q2","66.9","65.73","0.001","0.277","0.444","Q2",
"Advances in Data Analysis and Classification","ADV DATA ANAL CLASSI","1862-5347","1862-5355","STATISTICS & PROBABILITY","SCIE","832","1.4"," 53/168 ","1.6","Q2","1.2","0.1","0.73"," 45/168 ","Q2","Q2","68.8","73.51","0.001","0.272","0.635","Q3",
"Journal of Elliptic and Parabolic Equations","J ELLIPTIC PARABOL","2296-9020","2296-9039","MATHEMATICS","ESCI","174","0.9"," 145/489 ","0.8","Q2","0.8","0.1","0.73"," 166/489 ","Q2","Q2","70.4","66.16","0.001","0.124","0.387","Q3",
"Biomolecules & Therapeutics","BIOMOL THER","1976-9148","2005-4483","PHARMACOLOGY & PHARMACY","SCIE","2,620","3"," 136/354 ","3.5","Q2","2.8","0.8","0.72"," 160/354 ","Q2","Q2","61.7","54.94","0.002","0.436","0.673","Q2",
"Journal of Heritage Tourism","J HERIT TOUR","1743-873X","1747-6631","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,472","3"," 40/139 ","3.9","Q2","2.6","0.6","0.72"," 55/139 ","Q2","Q2","71.6","60.79","0.001","0.305","0.776","Q2",
"Choreographic Practices","CHOREOGRAPHIC PRACT","2040-5669","2040-5677","DANCE","ESCI","19","0.2"," N/A ","0.1","N/A","0.2","<0.1","0.72"," 4/10 ","Q2","N/A","N/A","65.00","0","0.002","0.022","Q4",
"World Journal of Diabetes","WORLD J DIABETES","N/A","1948-9358","ENDOCRINOLOGY & METABOLISM","SCIE","4,270","4.2"," 40/186 ","4.2","Q2","4.1","0.6","0.71"," 93/186 ","Q2","Q1","78.8","50.27","0.003","0.557","0.871","Q2",
"CURRENT OPINION IN GENETICS & DEVELOPMENT","CURR OPIN GENET DEV","0959-437X","1879-0380","CELL BIOLOGY","SCIE","7,082","3.7"," 99/205 ","4.1","Q3","3.6","0.8","0.71"," 97/205 ","Q2","Q2","52.0","52.93","0.008","1.814","2.086","Q1",
"CURRENT OPINION IN GENETICS & DEVELOPMENT","CURR OPIN GENET DEV","0959-437X","1879-0380","GENETICS & HEREDITY","SCIE","7,082","3.7"," 52/191 ","4.1","Q1","3.6","0.8","0.71"," 90/191 ","Q2","Q2","73.0","53.14","0.008","1.814","2.086","Q1",
"Journal of Structural Biology-X","J STRUCT BIOL-X","N/A","2590-1524","BIOCHEMISTRY & MOLECULAR BIOLOGY","ESCI","268","3.5"," 134/313 ","3.4","Q3","3.5","1.2","0.71"," 134/313 ","Q2","Q2","57.3","57.35","0.001","0.219","1.635","Q1",
"Journal of Structural Biology-X","J STRUCT BIOL-X","N/A","2590-1524","BIOPHYSICS","ESCI","268","3.5"," 16/77 ","3.4","Q2","3.5","1.2","0.71"," 27/77 ","Q2","Q1","79.9","65.58","0.001","0.219","1.635","Q1",
"Journal of Structural Biology-X","J STRUCT BIOL-X","N/A","2590-1524","CELL BIOLOGY","ESCI","268","3.5"," 110/205 ","3.4","Q3","3.5","1.2","0.71"," 97/205 ","Q2","Q3","46.6","52.93","0.001","0.219","1.635","Q2",
"IEEE TRANSACTIONS ON ELECTRON DEVICES","IEEE T ELECTRON DEV","0018-9383","1557-9646","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","31,572","2.9"," 143/352 ","2.9","Q2","2.4","0.5","0.71"," 145/354 ","Q2","Q2","59.5","59.18","0.023","4.937","0.581","Q2",
"IEEE TRANSACTIONS ON ELECTRON DEVICES","IEEE T ELECTRON DEV","0018-9383","1557-9646","PHYSICS, APPLIED","SCIE","31,572","2.9"," 68/179 ","2.9","Q2","2.4","0.5","0.71"," 61/179 ","Q2","Q2","62.3","66.20","0.023","4.937","0.581","Q2",
"AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY","AM J REPROD IMMUNOL","1046-7408","1600-0897","IMMUNOLOGY","SCIE","6,354","2.5"," 131/181 ","3.2","Q3","2.2","0.3","0.71"," 85/181 ","Q2","Q3","27.9","53.31","0.004","0.833","0.731","Q3",
"AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY","AM J REPROD IMMUNOL","1046-7408","1600-0897","REPRODUCTIVE BIOLOGY","SCIE","6,354","2.5"," 20/39 ","3.2","Q2","2.2","0.3","0.71"," 24/39 ","Q2","Q3","50.0","39.74","0.004","0.833","0.731","Q3",
"Information","INFORMATION","N/A","2078-2489","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","7,494","2.4"," 126/249 ","2.6","Q2","2.3","0.9","0.71"," 115/251 ","Q2","Q3","49.6","54.38","0.01","2.131","0.492","Q3",
"Mediterranean Journal of Clinical Psychology","MEDITERR J CLIN PSYC","2282-1619","2282-1619","PSYCHOLOGY, CLINICAL","ESCI","549","1.8"," 101/180 ","1.7","Q3","0.9","0.4","0.71"," 93/180 ","Q3","Q3","44.2","48.61","0","0.095","0.179","Q4",
"Journal of Geriatric Physical Therapy","J GERIATR PHYS THER","1539-8412","2152-0895","GERIATRICS & GERONTOLOGY","SCIE","1,583","1.5"," 61/74 ","3","Q3","1.4","1.3","0.71"," 42/74 ","Q3","Q4","18.2","43.92","0.001","0.3","0.811","Q3",
"Journal of Geriatric Physical Therapy","J GERIATR PHYS THER","1539-8412","2152-0895","REHABILITATION","SCIE","1,583","1.5"," 87/169 ","3","Q1","1.4","1.3","0.71"," 95/169 ","Q3","Q3","48.8","44.08","0.001","0.3","0.811","Q1",
"BIOCHIMIE","BIOCHIMIE","0300-9084","1638-6183","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","11,988","3.3"," 149/313 ","3.5","Q2","3.2","1","0.7"," 141/313 ","Q2","Q2","52.6","55.11","0.006","1.384","0.725","Q3",
"Cardio-Oncology","CARDIO-ONCOLOGY","N/A","2057-3804","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","497","3.2"," 62/220 ","N/A","N/A","3","0.8","0.7"," 84/220 ","Q2","Q2","72.0","62.05","0.001","0.244","N/A","N/A",
"Cardio-Oncology","CARDIO-ONCOLOGY","N/A","2057-3804","ONCOLOGY","ESCI","497","3.2"," 129/322 ","N/A","N/A","3","0.8","0.7"," 145/322 ","Q2","Q2","60.1","55.12","0.001","0.244","N/A","N/A",
"eNeuro","ENEURO","N/A","2373-2822","NEUROSCIENCES","SCIE","6,832","2.7"," 158/310 ","3.4","Q2","2.6","0.6","0.7"," 180/310 ","Q3","Q3","49.2","42.10","0.016","3.474","1.351","Q2",
