"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Journal of Functional Biomaterials","J FUNCT BIOMATER","N/A","2079-4983","MATERIALS SCIENCE, BIOMATERIALS","SCIE","4,844","5"," 18/53 ","5.5","Q2","4.7","1.3","0.88"," 19/53 ","Q2","Q2","67.0","65.09","0.004","0.788","0.741","Q2",
"ROBOTICS AND AUTONOMOUS SYSTEMS","ROBOT AUTON SYST","0921-8890","1872-793X","AUTOMATION & CONTROL SYSTEMS","SCIE","9,383","4.3"," 21/84 ","4.4","Q2","4.1","0.6","0.88"," 25/84 ","Q2","Q1","75.6","70.83","0.007","1.582","1.006","Q2",
"ROBOTICS AND AUTONOMOUS SYSTEMS","ROBOT AUTON SYST","0921-8890","1872-793X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","9,383","4.3"," 54/197 ","4.4","Q2","4.1","0.6","0.88"," 60/198 ","Q2","Q2","72.8","69.95","0.007","1.582","1.006","Q2",
"ROBOTICS AND AUTONOMOUS SYSTEMS","ROBOT AUTON SYST","0921-8890","1872-793X","ROBOTICS","SCIE","9,383","4.3"," 13/46 ","4.4","Q2","4.1","0.6","0.88"," 16/46 ","Q2","Q2","72.8","66.30","0.007","1.582","1.006","Q2",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","1041-3200","1533-1571","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","2,516","2.7"," 48/139 ","3.2","Q2","2.5","0.7","0.88"," 44/139 ","Q2","Q2","65.8","68.71","0.002","0.382","0.93","Q1",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","1041-3200","1533-1571","PSYCHOLOGY","SCIE","2,516","2.7"," 28/92 ","3.2","Q2","2.5","0.7","0.88"," 26/92 ","Q2","Q2","70.1","72.28","0.002","0.382","0.93","Q2",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","1041-3200","1533-1571","PSYCHOLOGY, APPLIED","SSCI","2,516","2.7"," 45/113 ","3.2","Q2","2.5","0.7","0.88"," 43/114 ","Q2","Q2","60.6","62.72","0.002","0.382","0.93","Q2",
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","1041-3200","1533-1571","SPORT SCIENCES","SCIE","2,516","2.7"," 28/127 ","3.2","Q2","2.5","0.7","0.88"," 45/127 ","Q2","Q1","78.3","64.96","0.002","0.382","0.93","Q1",
"JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","J AGR ENVIRON ETHIC","1187-7863","1573-322X","AGRICULTURE, MULTIDISCIPLINARY","SCIE","1,705","2.2"," 23/89 ","2.5","Q2","2.1","0.2","0.88"," 16/89 ","Q1","Q2","74.7","82.58","0.001","0.204","0.634","Q1",
"JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","J AGR ENVIRON ETHIC","1187-7863","1573-322X","ENVIRONMENTAL SCIENCES","SCIE","1,705","2.2"," 239/358 ","2.5","Q3","2.1","0.2","0.88"," 101/359 ","Q1","Q3","33.4","72.01","0.001","0.204","0.634","Q2",
"JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","J AGR ENVIRON ETHIC","1187-7863","1573-322X","ETHICS","SSCI","1,705","2.2"," 19/77 ","2.5","Q1","2.1","0.2","0.88"," 30/77 ","Q1","Q1","76.0","61.69","0.001","0.204","0.634","Q3",
"JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","J AGR ENVIRON ETHIC","1187-7863","1573-322X","HISTORY & PHILOSOPHY OF SCIENCE","AHCI, SCIE","1,705","2.2"," 11/104 ","2.5","Q1","2.1","0.2","0.88"," 31/104 ","Q1","Q1","89.9","70.67","0.001","0.204","0.634","Q2",
"Disaster Medicine and Public Health Preparedness","DISASTER MED PUBLIC","1935-7893","1938-744X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,537","1.9"," 224/403 ","1.9","Q3","1.8","0.3","0.88"," 121/403 ","Q2","Q3","44.5","70.10","0.005","1.052","0.476","Q3",
"Results in Mathematics","RESULTS MATH","1422-6383","1420-9012","MATHEMATICS","SCIE","2,179","1.1"," 98/489 ","1.2","Q1","1","0.4","0.88"," 109/489 ","Q1","Q1","80.1","77.81","0.004","0.93","0.517","Q2",
"Results in Mathematics","RESULTS MATH","1422-6383","1420-9012","MATHEMATICS, APPLIED","SCIE","2,179","1.1"," 163/331 ","1.2","Q2","1","0.4","0.88"," 101/331 ","Q1","Q2","50.9","69.64","0.004","0.93","0.517","Q2",
"Law Culture and the Humanities","LAW CULT HUMANIT","1743-8721","1743-9752","LAW","ESCI","256","0.4"," 233/421 ","0.5","Q3","0.4","0.4","0.88"," 142/421 ","Q2","Q3","44.8","66.39","0","0.106","0.299","Q2",
"Open Theology","OPEN THEOL","2300-6579","2300-6579","RELIGION","ESCI","141","0.3"," N/A ","0.4","N/A","0.3","0.1","0.88"," 78/339 ","Q1","N/A","N/A","77.14","0.001","0.129","0.344","Q2",
"Journal of International Accounting Auditing and Taxation","J INT ACCOUNT AUDIT","1061-9518","1879-1603","BUSINESS, FINANCE","ESCI","1,109","3.3"," 49/231 ","N/A","N/A","3","0.7","0.87"," 61/231 ","Q2","Q1","79.0","73.81","0.001","0.132","N/A","N/A",
"Geophysics","GEOPHYSICS","0016-8033","1942-2156","GEOCHEMISTRY & GEOPHYSICS","SCIE","32,312","3"," 25/101 ","3.5","Q2","2.4","0.9","0.87"," 31/101 ","Q2","Q1","75.7","69.80","0.014","3.085","0.837","Q2",
"COMMUNICATIONS IN MATHEMATICAL PHYSICS","COMMUN MATH PHYS","0010-3616","1432-0916","PHYSICS, MATHEMATICAL","SCIE","23,899","2.2"," 12/60 ","2.3","Q1","2.1","0.8","0.87"," 13/60 ","Q1","Q1","80.8","79.17","0.025","5.442","1.932","Q1",
"CLINICAL OTOLARYNGOLOGY","CLIN OTOLARYNGOL","1749-4478","1749-4486","OTORHINOLARYNGOLOGY","SCIE","4,312","1.7"," 26/65 ","2.2","Q2","1.6","0.3","0.87"," 25/65 ","Q2","Q2","60.8","62.31","0.003","0.711","0.608","Q2",
"HUMAN-COMPUTER INTERACTION","HUM-COMPUT INTER-US","0737-0024","1532-7051","COMPUTER SCIENCE, CYBERNETICS","SCIE","1,343","4.5"," 6/32 ","4.5","Q1","4.4","0.8","0.86"," 7/32 ","Q1","Q1","82.8","79.69","0.001","0.159","0.916","Q1",
"HUMAN-COMPUTER INTERACTION","HUM-COMPUT INTER-US","0737-0024","1532-7051","COMPUTER SCIENCE, THEORY & METHODS","SCIE","1,343","4.5"," 23/143 ","4.5","Q1","4.4","0.8","0.86"," 35/143 ","Q1","Q1","84.3","75.87","0.001","0.159","0.916","Q2",
"Wood Material Science & Engineering","WOOD MATER SCI ENG","1748-0272","1748-0280","MATERIALS SCIENCE, PAPER & WOOD","SCIE","1,416","2.2"," 5/23 ","2.3","Q2","1.8","0.6","0.85"," 6/23 ","Q2","Q1","80.4","76.09","0.001","0.25","0.335","Q1",
"Urolithiasis","UROLITHIASIS","2194-7228","2194-7236","UROLOGY & NEPHROLOGY","SCIE","1,830","2"," 61/126 ","2.8","Q2","1.8","0.6","0.85"," 40/126 ","Q2","Q2","52.0","68.65","0.002","0.509","0.753","Q2",
"Digest of Middle East Studies","DIG MIDDLE EAST STUD","1060-4367","1949-3606","AREA STUDIES","ESCI","162","0.6"," 87/176 ","1","Q2","0.5","0.1","0.85"," 73/176 ","Q2","Q2","50.9","58.81","0","0.046","0.3","Q3",
"Siberian Historical Research-Sibirskie Istoricheskie Issledovaniya","SIB HIST RES","2312-461X","2312-4628","HISTORY","ESCI","79","0.3"," 165/518 ","0.3","Q2","0.1","<0.1","0.85"," 157/519 ","Q2","Q2","68.2","69.85","0","0.076","0.184","Q3",
"LAND DEGRADATION & DEVELOPMENT","LAND DEGRAD DEV","1085-3278","1099-145X","ENVIRONMENTAL SCIENCES","SCIE","12,075","3.6"," 140/358 ","4.7","Q2","3.3","0.7","0.84"," 110/359 ","Q2","Q2","61.0","69.50","0.011","2.426","0.853","Q2",
"LAND DEGRADATION & DEVELOPMENT","LAND DEGRAD DEV","1085-3278","1099-145X","SOIL SCIENCE","SCIE","12,075","3.6"," 16/49 ","4.7","Q2","3.3","0.7","0.84"," 15/49 ","Q2","Q2","68.4","70.41","0.011","2.426","0.853","Q2",
"SEMINARS IN THROMBOSIS AND HEMOSTASIS","SEMIN THROMB HEMOST","0094-6176","1098-9064","HEMATOLOGY","SCIE","4,960","3.6"," 25/97 ","3.8","Q2","2.8","1.1","0.84"," 28/97 ","Q1","Q2","74.7","71.65","0.004","0.815","0.97","Q2",
"SEMINARS IN THROMBOSIS AND HEMOSTASIS","SEMIN THROMB HEMOST","0094-6176","1098-9064","PERIPHERAL VASCULAR DISEASE","SCIE","4,960","3.6"," 22/96 ","3.8","Q2","2.8","1.1","0.84"," 23/96 ","Q1","Q1","77.6","76.56","0.004","0.815","0.97","Q2",
"WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS","WORLD WIDE WEB","1386-145X","1573-1413","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","2,047","2.7"," 110/249 ","2.6","Q2","2.5","0.6","0.84"," 91/251 ","Q2","Q2","56.0","63.94","0.003","0.647","0.569","Q2",
"WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS","WORLD WIDE WEB","1386-145X","1573-1413","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","2,047","2.7"," 44/131 ","2.6","Q2","2.5","0.6","0.84"," 41/131 ","Q2","Q2","66.8","69.08","0.003","0.647","0.569","Q3",
"Translational Behavioral Medicine","TRANSL BEHAV MED","1869-6716","1613-9860","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,677","3.6"," 78/403 ","3.6","Q2","3.4","0.4","0.83"," 137/403 ","Q2","Q1","80.8","66.13","0.007","1.554","1.269","Q1",
"AGING CLINICAL AND EXPERIMENTAL RESEARCH","AGING CLIN EXP RES","1594-0667","1720-8319","GERIATRICS & GERONTOLOGY","SCIE","8,268","3.4"," 32/74 ","3.5","Q2","3.2","0.7","0.83"," 31/74 ","Q2","Q2","57.4","58.78","0.01","2.271","0.875","Q3",
"RAPID PROTOTYPING JOURNAL","RAPID PROTOTYPING J","1355-2546","1758-7670","ENGINEERING, MECHANICAL","SCIE","7,457","3.4"," 42/180 ","3.8","Q1","3.1","0.9","0.83"," 45/180 ","Q1","Q1","76.9","75.28","0.004","0.906","0.584","Q2",
"RAPID PROTOTYPING JOURNAL","RAPID PROTOTYPING J","1355-2546","1758-7670","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","7,457","3.4"," 188/438 ","3.8","Q2","3.1","0.9","0.83"," 144/438 ","Q1","Q2","57.2","67.24","0.004","0.906","0.584","Q2",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","28,125","3.3"," 149/313 ","3.1","Q3","3.2","0.7","0.83"," 99/313 ","Q1","Q2","52.6","68.53","0.011","2.317","0.559","Q3",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","CHEMISTRY, MEDICINAL","SCIE","28,125","3.3"," 36/72 ","3.1","Q3","3.2","0.7","0.83"," 33/72 ","Q1","Q2","50.7","54.86","0.011","2.317","0.559","Q3",
"BIOORGANIC & MEDICINAL CHEMISTRY","BIOORGAN MED CHEM","0968-0896","1464-3391","CHEMISTRY, ORGANIC","SCIE","28,125","3.3"," 10/58 ","3.1","Q1","3.2","0.7","0.83"," 13/58 ","Q1","Q1","83.6","78.45","0.011","2.317","0.559","Q1",
"ARCHIVES OF GYNECOLOGY AND OBSTETRICS","ARCH GYNECOL OBSTET","0932-0067","1432-0711","OBSTETRICS & GYNECOLOGY","SCIE","10,279","2.1"," 57/136 ","2.3","Q2","2","0.4","0.82"," 50/136 ","Q2","Q2","58.5","63.60","0.01","2.253","0.631","Q3",
"JOURNAL OF EVOLUTION EQUATIONS","J EVOL EQU","1424-3199","1424-3202","MATHEMATICS","SCIE","1,221","1.1"," 98/489 ","1.4","Q1","1.1","0.3","0.82"," 128/489 ","Q2","Q1","80.1","73.93","0.003","0.727","0.935","Q1",
"JOURNAL OF EVOLUTION EQUATIONS","J EVOL EQU","1424-3199","1424-3202","MATHEMATICS, APPLIED","SCIE","1,221","1.1"," 163/331 ","1.4","Q2","1.1","0.3","0.82"," 117/331 ","Q2","Q2","50.9","64.80","0.003","0.727","0.935","Q1",
"Big Data","BIG DATA-US","2167-6461","2167-647X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","1,260","2.6"," 80/169 ","4","Q2","2.6","0.4","0.81"," 67/169 ","Q2","Q2","53.0","60.65","0.001","0.255","0.842","Q2",
"Big Data","BIG DATA-US","2167-6461","2167-647X","COMPUTER SCIENCE, THEORY & METHODS","SCIE","1,260","2.6"," 45/143 ","4","Q1","2.6","0.4","0.81"," 40/143 ","Q2","Q2","68.9","72.38","0.001","0.255","0.842","Q2",
"ENVIRONMENTAL ARCHAEOLOGY","ENVIRON ARCHAEOL","1461-4103","1749-6314","ARCHAEOLOGY","AHCI","802","1.2"," N/A ","1.5","N/A","1.1","0.5","0.81"," 50/163 ","Q2","N/A","N/A","69.63","0.001","0.243","0.562","Q1",
"ENVIRONMENTAL ARCHAEOLOGY","ENVIRON ARCHAEOL","1461-4103","1749-6314","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","802","1.2"," 186/253 ","1.5","Q3","1.1","0.5","0.81"," 92/253 ","Q2","Q3","26.7","63.83","0.001","0.243","0.562","Q3",
"International Public History","INT PUBLIC HIST","N/A","2567-1111","HISTORY","ESCI","22","0.3"," 165/518 ","0.3","Q2","0.3","<0.1","0.81"," 167/519 ","Q2","Q2","68.2","67.92","0","0.03","0.226","Q3",
"Anclajes","ANCLAJES","0329-3807","1851-4669","LITERATURE","ESCI","44","0.1"," N/A ","0.2","N/A","0.1","0.1","0.81"," 81/199 ","Q2","N/A","N/A","59.55","0.001","0.116","0.491","Q1",
"Advances in Nano Research","ADV NANO RES","2287-237X","2287-2388","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","1,670","4.3"," 151/438 ","4.6","Q2","3.3","1.2","0.79"," 151/438 ","Q2","Q2","65.6","65.64","0.001","0.268","0.49","Q3",
"Advances in Nano Research","ADV NANO RES","2287-237X","2287-2388","NANOSCIENCE & NANOTECHNOLOGY","SCIE","1,670","4.3"," 63/140 ","4.6","Q2","3.3","1.2","0.79"," 55/140 ","Q2","Q2","55.4","61.07","0.001","0.268","0.49","Q3",
"Frontiers in Neuroscience","FRONT NEUROSCI-SWITZ","N/A","1662-453X","NEUROSCIENCES","SCIE","46,766","3.2"," 128/310 ","4.3","Q2","3","0.6","0.79"," 146/310 ","Q2","Q2","58.9","53.06","0.073","16.022","1.156","Q2",
"HYDROBIOLOGIA","HYDROBIOLOGIA","0018-8158","1573-5117","MARINE & FRESHWATER BIOLOGY","SCIE","24,524","2.2"," 29/119 ","2.5","Q1","1.9","0.5","0.79"," 31/119 ","Q2","Q1","76.1","74.37","0.009","1.901","0.577","Q1",
"LIMNOLOGY AND OCEANOGRAPHY-METHODS","LIMNOL OCEANOGR-METH","1541-5856","1541-5856","LIMNOLOGY","SCIE","3,759","2.1"," 7/22 ","2.8","Q1","2","0.4","0.79"," 5/22 ","Q1","Q2","70.5","79.55","0.002","0.431","0.841","Q1",
"LIMNOLOGY AND OCEANOGRAPHY-METHODS","LIMNOL OCEANOGR-METH","1541-5856","1541-5856","OCEANOGRAPHY","SCIE","3,759","2.1"," 27/65 ","2.8","Q2","2","0.4","0.79"," 26/65 ","Q1","Q2","59.2","60.77","0.002","0.431","0.841","Q1",
"International Journal of Education in Mathematics Science and Technology","INT J EDUC MATH SCI","2147-611X","2147-611X","EDUCATION, SCIENTIFIC DISCIPLINES","ESCI","451","1.3"," 49/85 ","1.5","Q3","1","0.4","0.79"," 37/85 ","Q2","Q3","42.9","57.06","0","0.096","0.304","Q3",
"Religion and Theology-A Journal of Contemporary Religious Discourse","RELIG THEOL","1023-0807","1574-3012","RELIGION","ESCI","88","0.4"," N/A ","0.4","N/A","0.2","<0.1","0.79"," 95/339 ","Q2","N/A","N/A","72.12","0","0.018","0.143","Q3",
"JOURNAL OF NEURAL TRANSMISSION","J NEURAL TRANSM","0300-9564","1435-1463","CLINICAL NEUROLOGY","SCIE","8,612","3.2"," 80/277 ","3.7","Q2","3","0.9","0.78"," 113/278 ","Q2","Q2","71.3","59.53","0.006","1.244","0.946","Q2",
"JOURNAL OF NEURAL TRANSMISSION","J NEURAL TRANSM","0300-9564","1435-1463","NEUROSCIENCES","SCIE","8,612","3.2"," 128/310 ","3.7","Q2","3","0.9","0.78"," 150/310 ","Q2","Q2","58.9","51.77","0.006","1.244","0.946","Q2",
"Global Heart","GLOB HEART","2211-8160","2211-8179","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,290","3"," 72/220 ","3.5","Q2","2.9","0.3","0.78"," 73/220 ","Q2","Q2","67.5","67.05","0.003","0.57","1.086","Q2",
"MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY","MATCH-COMMUN MATH CO","0340-6253","N/A","CHEMISTRY, MULTIDISCIPLINARY","SCIE","2,387","2.9"," 102/230 ","1.9","Q3","2.3","1.7","0.78"," 77/231 ","Q2","Q2","55.9","66.88","0.002","0.352","0.489","Q2",
"MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY","MATCH-COMMUN MATH CO","0340-6253","N/A","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","2,387","2.9"," 71/169 ","1.9","Q3","2.3","1.7","0.78"," 69/169 ","Q2","Q2","58.3","59.47","0.002","0.352","0.489","Q3",
"MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY","MATCH-COMMUN MATH CO","0340-6253","N/A","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,387","2.9"," 25/135 ","1.9","Q2","2.3","1.7","0.78"," 39/135 ","Q2","Q1","81.9","71.48","0.002","0.352","0.489","Q3",
"London Review of Education","LOND REV EDUC","1474-8460","1474-8479","EDUCATION & EDUCATIONAL RESEARCH","ESCI","610","1.9"," 212/756 ","1.9","Q2","1.4","0.2","0.78"," 319/756 ","Q2","Q2","72.0","57.87","0.001","0.161","0.568","Q2",
"Information and Learning Sciences","INFORM LEARN SCI","2398-5348","2398-5356","INFORMATION SCIENCE & LIBRARY SCIENCE","ESCI","599","1.6"," 65/160 ","2.3","Q2","1.4","0.5","0.78"," 43/161 ","Q2","Q2","59.7","73.60","0.001","0.225","0.519","Q2",
"Lipids in Health and Disease","LIPIDS HEALTH DIS","N/A","1476-511X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","9,604","3.9"," 104/313 ","4.3","Q2","3.8","0.5","0.77"," 119/313 ","Q2","Q2","66.9","62.14","0.008","1.785","0.907","Q2",
"Lipids in Health and Disease","LIPIDS HEALTH DIS","N/A","1476-511X","NUTRITION & DIETETICS","SCIE","9,604","3.9"," 32/114 ","4.3","Q2","3.8","0.5","0.77"," 47/114 ","Q2","Q2","72.4","59.21","0.008","1.785","0.907","Q2",
"MUSCLE & NERVE","MUSCLE NERVE","0148-639X","1097-4598","CLINICAL NEUROLOGY","SCIE","13,270","2.8"," 107/277 ","3.1","Q2","2.6","0.6","0.77"," 118/278 ","Q2","Q2","61.6","57.73","0.008","1.775","0.89","Q2",
"MUSCLE & NERVE","MUSCLE NERVE","0148-639X","1097-4598","NEUROSCIENCES","SCIE","13,270","2.8"," 151/310 ","3.1","Q3","2.6","0.6","0.77"," 154/310 ","Q2","Q2","51.5","50.48","0.008","1.775","0.89","Q3",
"Acta Crystallographica Section D-Structural Biology","ACTA CRYSTALLOGR D","2059-7983","2059-7983","BIOCHEMICAL RESEARCH METHODS","SCIE","19,850","2.6"," 42/85 ","5.2","Q1","2.2","1.3","0.77"," 32/85 ","Q2","Q2","51.2","62.94","0.017","3.812","3.561","Q1",
"Acta Crystallographica Section D-Structural Biology","ACTA CRYSTALLOGR D","2059-7983","2059-7983","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","19,850","2.6"," 204/313 ","5.2","Q1","2.2","1.3","0.77"," 119/313 ","Q2","Q3","35.0","62.14","0.017","3.812","3.561","Q1",
"Acta Crystallographica Section D-Structural Biology","ACTA CRYSTALLOGR D","2059-7983","2059-7983","BIOPHYSICS","SCIE","19,850","2.6"," 39/77 ","5.2","Q1","2.2","1.3","0.77"," 21/77 ","Q2","Q3","50.0","73.38","0.017","3.812","3.561","Q1",
"Acta Crystallographica Section D-Structural Biology","ACTA CRYSTALLOGR D","2059-7983","2059-7983","CRYSTALLOGRAPHY","SCIE","19,850","2.6"," 8/33 ","5.2","Q1","2.2","1.3","0.77"," 11/33 ","Q2","Q1","77.3","68.18","0.017","3.812","3.561","Q1",
"ALLERGY AND ASTHMA PROCEEDINGS","ALLERGY ASTHMA PROC","1088-5412","1539-6304","ALLERGY","SCIE","2,563","2.6"," 19/39 ","2.7","Q3","2.2","1.4","0.77"," 13/39 ","Q2","Q2","52.6","67.95","0.002","0.495","0.663","Q3",
"Economics & Human Biology","ECON HUM BIOL","1570-677X","1873-6130","ECONOMICS","SSCI","2,237","2.2"," 187/597 ","2.3","Q2","2","0.3","0.77"," 189/600 ","Q2","Q2","68.8","68.58","0.003","0.756","0.942","Q2",
"Economics & Human Biology","ECON HUM BIOL","1570-677X","1873-6130","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","2,237","2.2"," 189/403 ","2.3","Q3","2","0.3","0.77"," 158/403 ","Q2","Q2","53.2","60.92","0.003","0.756","0.942","Q2",
"Discussiones Mathematicae Graph Theory","DISCUSS MATH GRAPH T","1234-3099","2083-5892","MATHEMATICS","SCIE","653","0.5"," 325/489 ","0.6","Q3","0.5","0.4","0.77"," 152/489 ","Q2","Q3","33.6","69.02","0.001","0.257","0.312","Q3",
"JOURNAL OF MACHINE LEARNING RESEARCH","J MACH LEARN RES","1532-4435","N/A","AUTOMATION & CONTROL SYSTEMS","SCIE","47,251","4.3"," 21/84 ","7","Q1","4.1","0.5","0.76"," 29/84 ","Q2","Q1","75.6","66.07","0.034","7.346","3.357","Q1",
"JOURNAL OF MACHINE LEARNING RESEARCH","J MACH LEARN RES","1532-4435","N/A","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","47,251","4.3"," 54/197 ","7","Q1","4.1","0.5","0.76"," 74/198 ","Q2","Q2","72.8","62.88","0.034","7.346","3.357","Q1",
"Journal of the Academy of Consultation-Liaison Psychiatry","J ACAD CONSULT-LIAIS","2667-2960","2667-2960","PSYCHIATRY","SCIE, SSCI","397","2.7"," 109/276 ","2.7","Q2","2.2","1","0.76"," 115/276 ","Q2","Q2","60.7","58.51","0.001","0.163","0.698","Q3",
"Journal of the Academy of Consultation-Liaison Psychiatry","J ACAD CONSULT-LIAIS","2667-2960","2667-2960","PSYCHOLOGY","SCIE","397","2.7"," 28/92 ","2.7","Q2","2.2","1","0.76"," 39/92 ","Q2","Q2","70.1","58.15","0.001","0.163","0.698","Q3",
"AMERICAN JOURNAL OF MANAGED CARE","AM J MANAG CARE","1088-0224","N/A","HEALTH CARE SCIENCES & SERVICES","SCIE","5,128","2.5"," 69/174 ","2.8","Q2","2.4","0.3","0.76"," 77/175 ","Q1","Q2","60.6","56.29","0.007","1.589","1.279","Q2",
"AMERICAN JOURNAL OF MANAGED CARE","AM J MANAG CARE","1088-0224","N/A","HEALTH POLICY & SERVICES","SSCI","5,128","2.5"," 44/118 ","2.8","Q2","2.4","0.3","0.76"," 62/119 ","Q1","Q2","63.1","48.32","0.007","1.589","1.279","Q1",
"AMERICAN JOURNAL OF MANAGED CARE","AM J MANAG CARE","1088-0224","N/A","MEDICINE, GENERAL & INTERNAL","SCIE","5,128","2.5"," 75/325 ","2.8","Q1","2.4","0.3","0.76"," 77/329 ","Q1","Q1","77.1","76.75","0.007","1.589","1.279","Q1",
"CONTINENTAL SHELF RESEARCH","CONT SHELF RES","0278-4343","1873-6955","OCEANOGRAPHY","SCIE","9,876","2.1"," 27/65 ","2.4","Q2","2","0.4","0.76"," 30/65 ","Q2","Q2","59.2","54.62","0.004","0.785","0.608","Q2",
"Pulmonary Medicine","PULM MED","2090-1836","2090-1844","RESPIRATORY SYSTEM","ESCI","571","2"," 63/100 ","2.7","Q2","2","0.5","0.76"," 37/101 ","Q2","Q3","37.5","63.86","0","0.07","0.625","Q3",
"Bereavement-Journal of Grief and Responses to Death","BEREAVEMENT","N/A","2754-7833","SOCIAL WORK","ESCI","30","1.9"," 17/91 ","1.9","Q2","1.1","1.5","0.76"," 39/91 ","Q2","Q1","81.9","57.69","0","0.004","0.265","Q4",
"European Cardiology Review","EUR CARDIOL REV","1758-3756","1758-3756","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","924","3.2"," 62/220 ","4.4","Q1","3","0.8","0.75"," 78/220 ","Q2","Q2","72.0","64.77","0.002","0.328","1.155","Q2",
"Journal of Personal Selling & Sales Management","J PERS SELL SALES M","0885-3134","1557-7813","BUSINESS","ESCI","1,915","3.9"," 100/302 ","4.8","Q2","2.8","0.8","0.74"," 118/302 ","Q2","Q2","67.1","61.09","0.001","0.224","1.012","Q2",
"AUTONOMOUS ROBOTS","AUTON ROBOT","0929-5593","1573-7527","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","4,682","3.7"," 66/197 ","4.1","Q2","3.6","0.3","0.74"," 76/198 ","Q2","Q2","66.8","61.87","0.004","0.929","1.188","Q2",
"AUTONOMOUS ROBOTS","AUTON ROBOT","0929-5593","1573-7527","ROBOTICS","SCIE","4,682","3.7"," 17/46 ","4.1","Q2","3.6","0.3","0.74"," 21/46 ","Q2","Q2","64.1","55.43","0.004","0.929","1.188","Q2",
"DRUGS & AGING","DRUG AGING","1170-229X","1179-1969","GERIATRICS & GERONTOLOGY","SCIE","4,343","3.4"," 32/74 ","3.5","Q2","3.2","0.5","0.74"," 41/74 ","Q2","Q2","57.4","45.27","0.003","0.759","0.95","Q2",
"DRUGS & AGING","DRUG AGING","1170-229X","1179-1969","PHARMACOLOGY & PHARMACY","SCIE","4,343","3.4"," 105/354 ","3.5","Q2","3.2","0.5","0.74"," 149/354 ","Q2","Q2","70.5","58.05","0.003","0.759","0.95","Q1",
"AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL","AUTON NEUROSCI-BASIC","1566-0702","1872-7484","NEUROSCIENCES","SCIE","3,540","3.2"," 128/310 ","2.9","Q3","3.1","0.5","0.74"," 166/310 ","Q3","Q2","58.9","46.61","0.003","0.585","0.837","Q3",
