"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Chemosensors","CHEMOSENSORS","N/A","2227-9040","CHEMISTRY, ANALYTICAL","SCIE","5,166","3.7","Q2","0.73"," 28/106 ","3.7","Q2","3.4","1.1"," 39/106 ","Q2","63.68","0.005","1.069","0.508","74.1","Q2",
"Chemosensors","CHEMOSENSORS","N/A","2227-9040","ELECTROCHEMISTRY","SCIE","5,166","3.7","Q2","0.73"," 18/45 ","3.7","Q2","3.4","1.1"," 14/45 ","Q2","70.00","0.005","1.069","0.508","61.1","Q3",
"Chemosensors","CHEMOSENSORS","N/A","2227-9040","INSTRUMENTS & INSTRUMENTATION","SCIE","5,166","3.7","Q1","0.73"," 17/76 ","3.7","Q1","3.4","1.1"," 28/76 ","Q2","63.82","0.005","1.069","0.508","78.3","Q2",
"INDIAN JOURNAL OF PEDIATRICS","INDIAN J PEDIATR","0019-5456","0973-7693","PEDIATRICS","SCIE","5,043","2.1","Q2","1.07"," 59/186 ","2.8","Q2","1.8","0.8"," 35/186 ","Q1","81.45","0.004","0.907","0.646","68.5","Q2",
"Environmental Progress & Sustainable Energy","ENVIRON PROG SUSTAIN","1944-7442","1944-7450","ENGINEERING, CHEMICAL","SCIE","5,023","2.1","Q3","0.36"," 98/170 ","2.2","Q3","2","0.6"," 100/171 ","Q3","41.81","0.004","0.794","0.337","42.6","Q3",
"Environmental Progress & Sustainable Energy","ENVIRON PROG SUSTAIN","1944-7442","1944-7450","ENGINEERING, ENVIRONMENTAL","SCIE","5,023","2.1","Q3","0.36"," 58/81 ","2.2","Q4","2","0.6"," 55/81 ","Q3","32.72","0.004","0.794","0.337","29.0","Q4",
"Environmental Progress & Sustainable Energy","ENVIRON PROG SUSTAIN","1944-7442","1944-7450","ENVIRONMENTAL SCIENCES","SCIE","5,023","2.1","Q3","0.36"," 250/358 ","2.2","Q3","2","0.6"," 281/359 ","Q3","21.87","0.004","0.794","0.337","30.3","Q4",
"Environmental Progress & Sustainable Energy","ENVIRON PROG SUSTAIN","1944-7442","1944-7450","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","5,023","2.1","Q4","0.36"," 73/91 ","2.2","Q4","2","0.6"," 72/91 ","Q3","21.43","0.004","0.794","0.337","20.3","Q4",
"JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL","J IRON STEEL RES INT","1006-706X","2210-3988","METALLURGY & METALLURGICAL ENGINEERING","SCIE","4,931","3.1","Q1","0.6"," 20/90 ","2.5","Q2","2.7","0.5"," 23/91 ","Q2","75.27","0.003","0.576","0.377","78.3","Q2",
"INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS","INT J IND ERGONOM","0169-8141","1872-8219","ENGINEERING, INDUSTRIAL","SCIE","4,923","2.5","Q2","0.62"," 31/69 ","2.9","Q2","2.2","0.5"," 32/69 ","Q2","54.35","0.003","0.605","0.522","55.8","Q3",
"INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS","INT J IND ERGONOM","0169-8141","1872-8219","ERGONOMICS","SSCI","4,923","2.5","Q2","0.62"," 10/24 ","2.9","Q2","2.2","0.5"," 10/24 ","Q2","60.42","0.003","0.605","0.522","60.4","Q3",
"Current Oncology Reports","CURR ONCOL REP","1523-3790","1534-6269","ONCOLOGY","SCIE","4,869","4.7","Q1","0.68"," 73/322 ","5","Q1","4.7","0.9"," 151/322 ","Q2","53.26","0.007","1.618","1.347","77.5","Q2",
"JOURNAL OF WILDLIFE DISEASES","J WILDLIFE DIS","0090-3558","1943-3700","VETERINARY SCIENCES","SCIE","4,858","1.1","Q3","0.66"," 96/167 ","1.3","Q3","1","0.3"," 76/168 ","Q2","55.06","0.002","0.354","0.303","42.8","Q2",
"Expert Opinion on Drug Metabolism & Toxicology","EXPERT OPIN DRUG MET","1742-5255","1744-7607","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,847","3.9","Q2","0.55"," 104/313 ","4.3","Q2","3.8","0.5"," 209/313 ","Q3","33.39","0.003","0.738","1.026","66.9","Q2",
"Expert Opinion on Drug Metabolism & Toxicology","EXPERT OPIN DRUG MET","1742-5255","1744-7607","PHARMACOLOGY & PHARMACY","SCIE","4,847","3.9","Q1","0.55"," 85/354 ","4.3","Q1","3.8","0.5"," 218/354 ","Q3","38.56","0.003","0.738","1.026","76.1","Q1",
"Expert Opinion on Drug Metabolism & Toxicology","EXPERT OPIN DRUG MET","1742-5255","1744-7607","TOXICOLOGY","SCIE","4,847","3.9","Q1","0.55"," 23/106 ","4.3","Q1","3.8","0.5"," 76/106 ","Q3","28.77","0.003","0.738","1.026","78.8","Q1",
"ANALYTICAL SCIENCES","ANAL SCI","0910-6340","1348-2246","CHEMISTRY, ANALYTICAL","SCIE","4,840","1.8","Q3","0.36"," 69/106 ","1.6","Q4","1.6","0.4"," 80/106 ","Q4","25.00","0.002","0.484","0.239","35.4","Q4",
"OPHTHALMIC AND PHYSIOLOGICAL OPTICS","OPHTHAL PHYSL OPT","0275-5408","1475-1313","OPHTHALMOLOGY","SCIE","4,748","2.8","Q1","1.16"," 23/95 ","3.5","Q1","2.2","0.5"," 20/95 ","Q1","79.47","0.003","0.738","0.961","76.3","Q1",
"WOOD SCIENCE AND TECHNOLOGY","WOOD SCI TECHNOL","0043-7719","1432-5225","FORESTRY","SCIE","4,701","3.1","Q1","1.15"," 10/89 ","2.9","Q1","3","0.4"," 9/89 ","Q1","90.45","0.002","0.38","0.467","89.3","Q2",
"WOOD SCIENCE AND TECHNOLOGY","WOOD SCI TECHNOL","0043-7719","1432-5225","MATERIALS SCIENCE, PAPER & WOOD","SCIE","4,701","3.1","Q1","1.15"," 3/23 ","2.9","Q1","3","0.4"," 3/23 ","Q1","89.13","0.002","0.38","0.467","89.1","Q1",
"HOLZFORSCHUNG","HOLZFORSCHUNG","0018-3830","1437-434X","FORESTRY","SCIE","4,695","2.2","Q2","0.83"," 23/89 ","2.1","Q2","2","0.3"," 25/89 ","Q2","72.47","0.002","0.341","0.333","74.7","Q2",
"HOLZFORSCHUNG","HOLZFORSCHUNG","0018-3830","1437-434X","MATERIALS SCIENCE, PAPER & WOOD","SCIE","4,695","2.2","Q1","0.83"," 5/23 ","2.1","Q2","2","0.3"," 7/23 ","Q2","71.74","0.002","0.341","0.333","80.4","Q2",
"Neuroscience Bulletin","NEUROSCI BULL","1673-7067","1995-8218","NEUROSCIENCES","SCIE","4,671","5.9","Q1","0.99"," 35/310 ","5.4","Q1","5.3","0.9"," 92/310 ","Q2","70.48","0.007","1.444","1.481","88.9","Q2",
"JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS","J R STAT SOC C-APPL","0035-9254","1467-9876","STATISTICS & PROBABILITY","SCIE","4,654","1","Q3","0.63"," 93/168 ","1.6","Q2","1","0.3"," 60/168 ","Q2","64.58","0.003","0.619","0.96","44.9","Q2",
"Journal of Cardiology","J CARDIOL","0914-5087","1876-4738","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","4,370","2.5","Q2","0.66"," 90/220 ","2.5","Q2","2.5","1.1"," 90/220 ","Q2","59.32","0.005","1.109","0.722","59.3","Q2",
"JMIR Mental Health","JMIR MENT HEALTH","2368-7959","2368-7959","PSYCHIATRY","SCIE","4,285","4.8","Q1","1.18"," 39/276 ","5.1","Q1","4.6","0.9"," 52/276 ","Q1","81.34","0.007","1.575","1.35","86.1","Q1",
"Clinical Breast Cancer","CLIN BREAST CANCER","1526-8209","1938-0666","ONCOLOGY","SCIE","4,152","2.9","Q2","0.66"," 151/322 ","2.8","Q3","2.8","0.8"," 161/322 ","Q2","50.16","0.006","1.28","0.813","53.3","Q2",
"Brain Communications","BRAIN COMMUN","N/A","2632-1297","CLINICAL NEUROLOGY","ESCI","4,141","4.1","Q1","1.22"," 47/277 ","4.5","Q1","4","0.8"," 53/278 ","Q1","81.12","0.012","2.609","1.644","83.2","Q1",
"Brain Communications","BRAIN COMMUN","N/A","2632-1297","NEUROSCIENCES","ESCI","4,141","4.1","Q2","1.22"," 80/310 ","4.5","Q2","4","0.8"," 68/310 ","Q1","78.23","0.012","2.609","1.644","74.4","Q1",
"Heat Transfer","HEAT TRANSF","2688-4534","2688-4542","THERMODYNAMICS","ESCI","4,050","2.8","Q2","0.65"," 23/76 ","2.9","Q2","2.6","0.4"," 24/76 ","Q2","69.08","0.003","0.697","0.341","70.4","Q3",
"BMC Palliative Care","BMC PALLIAT CARE","1472-684X","1472-684X","HEALTH CARE SCIENCES & SERVICES","SCIE","4,039","2.5","Q2","0.96"," 69/174 ","3.2","Q2","2.2","0.4"," 51/175 ","Q2","71.14","0.006","1.332","0.884","60.6","Q2",
"BMC Palliative Care","BMC PALLIAT CARE","1472-684X","1472-684X","HEALTH POLICY & SERVICES","SSCI","4,039","2.5","Q2","0.96"," 44/118 ","3.2","Q2","2.2","0.4"," 40/119 ","Q2","66.81","0.006","1.332","0.884","63.1","Q2",
"Building Simulation","BUILD SIMUL-CHINA","1996-3599","1996-8744","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","3,984","6.1","Q1","1.02"," 13/91 ","5.2","Q1","5","0.9"," 17/91 ","Q1","81.87","0.004","0.893","0.882","86.3","Q1",
"Building Simulation","BUILD SIMUL-CHINA","1996-3599","1996-8744","THERMODYNAMICS","SCIE","3,984","6.1","Q1","1.02"," 7/76 ","5.2","Q1","5","0.9"," 15/76 ","Q1","80.92","0.004","0.893","0.882","91.4","Q1",
"WEED TECHNOLOGY","WEED TECHNOL","0890-037X","1550-2740","AGRONOMY","SCIE","3,970","1.3","Q3","0.44"," 67/125 ","1.5","Q3","1","0.3"," 64/125 ","Q3","49.20","0.001","0.237","0.219","46.8","Q3",
"WEED TECHNOLOGY","WEED TECHNOL","0890-037X","1550-2740","PLANT SCIENCES","SCIE","3,970","1.3","Q3","0.44"," 166/265 ","1.5","Q3","1","0.3"," 148/265 ","Q3","44.34","0.001","0.237","0.219","37.5","Q4",
"RUSSIAN JOURNAL OF INORGANIC CHEMISTRY","RUSS J INORG CHEM+","0036-0236","1531-8613","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","3,924","1.8","Q3","0.54"," 27/44 ","1.3","Q4","1.1","0.3"," 29/44 ","Q3","35.23","0.001","0.311","0.129","39.8","Q4",
"JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY","J HORTIC SCI BIOTECH","1462-0316","2380-4084","HORTICULTURE","SCIE","3,836","1.7","Q2","0.46"," 15/38 ","2.1","Q2","1.7","0.3"," 21/38 ","Q3","46.05","0.001","0.221","0.315","61.8","Q2",
"SCANDINAVIAN JOURNAL OF STATISTICS","SCAND J STAT","0303-6898","1467-9469","STATISTICS & PROBABILITY","SCIE","3,822","0.8","Q3","0.47"," 109/168 ","1.1","Q3","0.8","0.3"," 101/168 ","Q3","40.18","0.003","0.554","0.993","35.4","Q2",
"JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION","J STAT COMPUT SIM","0094-9655","1563-5163","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","3,772","1.1","Q4","0.39"," 140/169 ","1.3","Q4","1","0.2"," 124/169 ","Q3","26.92","0.004","0.846","0.502","17.5","Q3",
"JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION","J STAT COMPUT SIM","0094-9655","1563-5163","STATISTICS & PROBABILITY","SCIE","3,772","1.1","Q3","0.39"," 85/168 ","1.3","Q2","1","0.2"," 125/168 ","Q3","25.89","0.004","0.846","0.502","49.7","Q3",
"Annual Review of Food Science and Technology","ANNU REV FOOD SCI T","1941-1413","1941-1421","FOOD SCIENCE & TECHNOLOGY","SCIE","3,751","10.6","Q1","1.31"," 5/173 ","13.7","Q1","10.4","4.2"," 20/173 ","Q1","88.73","0.002","0.504","2.44","97.4","Q1",
"OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY","OPHTHAL PLAST RECONS","0740-9303","1537-2677","OPHTHALMOLOGY","SCIE","3,739","1.2","Q3","0.65"," 65/95 ","1.4","Q3","1","0.4"," 52/95 ","Q3","45.79","0.003","0.576","0.394","32.1","Q3",
"OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY","OPHTHAL PLAST RECONS","0740-9303","1537-2677","SURGERY","SCIE","3,739","1.2","Q3","0.65"," 186/290 ","1.4","Q3","1","0.4"," 146/290 ","Q3","49.83","0.003","0.576","0.394","36.0","Q3",
"Fungal Biology","FUNGAL BIOL-UK","1878-6146","1878-6162","MYCOLOGY","SCIE","3,678","2.9","Q2","0.89"," 12/33 ","3","Q2","2.8","0.9"," 13/33 ","Q2","62.12","0.002","0.519","0.579","65.2","Q3",
"FLORIDA ENTOMOLOGIST","FLA ENTOMOL","0015-4040","1938-5102","ENTOMOLOGY","SCIE","3,672","1.1","Q3","0.47"," 63/109 ","1.4","Q3","1","0.6"," 71/109 ","Q3","35.32","0.001","0.199","0.327","42.7","Q3",
"JMIR Medical Informatics","JMIR MED INF","N/A","2291-9694","MEDICAL INFORMATICS","SCIE","3,654","3.1","Q2","0.69"," 21/44 ","3.5","Q2","3.1","0.4"," 26/44 ","Q3","42.05","0.008","1.702","1.016","53.4","Q2",
"Breast Cancer","BREAST CANCER-TOKYO","1340-6868","1880-4233","OBSTETRICS & GYNECOLOGY","SCIE","3,624","4","Q1","0.93"," 14/136 ","3.8","Q1","3.9","0.7"," 39/136 ","Q2","71.69","0.005","1.086","1.022","90.1","Q2",
"Breast Cancer","BREAST CANCER-TOKYO","1340-6868","1880-4233","ONCOLOGY","SCIE","3,624","4","Q2","0.93"," 95/322 ","3.8","Q2","3.9","0.7"," 87/322 ","Q2","73.14","0.005","1.086","1.022","70.7","Q2",
"Clinical Case Reports","CLIN CASE REP","2050-0904","2050-0904","MEDICINE, GENERAL & INTERNAL","ESCI","3,577","0.6","Q3","0.19"," 219/325 ","0.6","Q3","0.6","0.1"," 210/329 ","Q3","36.32","0.006","1.305","0.162","32.8","Q3",
"CNS & Neurological Disorders-Drug Targets","CNS NEUROL DISORD-DR","1871-5273","1996-3181","NEUROSCIENCES","SCIE","3,551","2.7","Q3","0.59"," 158/310 ","2.9","Q3","2.6","1.7"," 221/310 ","Q3","28.87","0.002","0.34","0.518","49.2","Q4",
"CNS & Neurological Disorders-Drug Targets","CNS NEUROL DISORD-DR","1871-5273","1996-3181","PHARMACOLOGY & PHARMACY","SCIE","3,551","2.7","Q2","0.59"," 167/354 ","2.9","Q2","2.6","1.7"," 203/354 ","Q3","42.80","0.002","0.34","0.518","53.0","Q3",
"Climate","CLIMATE","N/A","2225-1154","METEOROLOGY & ATMOSPHERIC SCIENCES","ESCI","3,443","3","Q2","0.7"," 48/110 ","3.3","Q2","2.8","0.8"," 55/110 ","Q2","50.45","0.004","0.974","0.717","56.8","Q3",
"EUROPEAN JOURNAL OF MEDICAL RESEARCH","EUR J MED RES","0949-2321","2047-783X","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,423","2.8","Q2","0.64"," 92/189 ","2.9","Q3","2.8","0.5"," 92/189 ","Q2","51.59","0.003","0.735","0.656","51.6","Q3",
"Polymer Reviews","POLYM REV","1558-3724","1558-3716","POLYMER SCIENCE","SCIE","3,413","11.1","Q1","0.84"," 2/94 ","14.2","Q1","10.9","1.7"," 22/94 ","Q1","77.13","0.002","0.484","2.344","98.4","Q1",
"Cancer Biology & Medicine","CANCER BIOL MED","2095-3941","2095-3941","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,331","5.6","Q1","0.97"," 34/189 ","5.9","Q1","4.8","1.2"," 52/189 ","Q2","72.75","0.004","0.852","1.282","82.3","Q1",
"Cancer Biology & Medicine","CANCER BIOL MED","2095-3941","2095-3941","ONCOLOGY","SCIE","3,331","5.6","Q1","0.97"," 56/322 ","5.9","Q1","4.8","1.2"," 82/322 ","Q2","74.69","0.004","0.852","1.282","82.8","Q2",
"Clinical Genitourinary Cancer","CLIN GENITOURIN CANC","1558-7673","1938-0682","ONCOLOGY","SCIE","3,330","2.3","Q3","0.83"," 201/322 ","2.3","Q3","2.2","0.9"," 107/322 ","Q2","66.93","0.006","1.263","0.79","37.7","Q3",
"Clinical Genitourinary Cancer","CLIN GENITOURIN CANC","1558-7673","1938-0682","UROLOGY & NEPHROLOGY","SCIE","3,330","2.3","Q2","0.83"," 51/126 ","2.3","Q2","2.2","0.9"," 41/126 ","Q2","67.86","0.006","1.263","0.79","59.9","Q2",
"JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION","J PHASE EQUILIB DIFF","1547-7037","1863-7345","CHEMISTRY, PHYSICAL","SCIE","3,251","1.5","Q4","0.27"," 158/178 ","1.5","Q4","1.5","0.3"," 151/178 ","Q3","15.45","0.001","0.213","0.319","11.5","Q4",
"JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION","J PHASE EQUILIB DIFF","1547-7037","1863-7345","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,251","1.5","Q4","0.27"," 338/438 ","1.5","Q4","1.5","0.3"," 346/438 ","Q3","21.12","0.001","0.213","0.319","22.9","Q3",
"JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION","J PHASE EQUILIB DIFF","1547-7037","1863-7345","METALLURGY & METALLURGICAL ENGINEERING","SCIE","3,251","1.5","Q3","0.27"," 46/90 ","1.5","Q3","1.5","0.3"," 59/91 ","Q3","35.71","0.001","0.213","0.319","49.4","Q2",
"BIOCONTROL","BIOCONTROL","1386-6141","1573-8248","ENTOMOLOGY","SCIE","3,231","2.2","Q1","1.03"," 23/109 ","2.9","Q1","2.1","0.9"," 23/109 ","Q1","79.36","0.002","0.375","0.641","79.4","Q1",
"npj Flexible Electronics","NPJ FLEX ELECTRON","N/A","2397-4621","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,116","12.3","Q1","2.38"," 7/352 ","13","Q1","12.1","3.2"," 13/354 ","Q1","96.47","0.005","1.116","2.851","98.2","Q1",
"npj Flexible Electronics","NPJ FLEX ELECTRON","N/A","2397-4621","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,116","12.3","Q1","2.38"," 38/438 ","13","Q1","12.1","3.2"," 26/438 ","Q1","94.18","0.005","1.116","2.851","91.4","Q1",
"EFORT Open Reviews","EFORT OPEN REV","2396-7544","2058-5241","ORTHOPEDICS","SCIE","3,079","4.3","Q1","1.5"," 10/136 ","5.5","Q1","4.1","0.4"," 14/136 ","Q1","90.07","0.006","1.29","1.608","93.0","Q1",
"ENVIRONMENTAL AND MOLECULAR MUTAGENESIS","ENVIRON MOL MUTAGEN","0893-6692","1098-2280","ENVIRONMENTAL SCIENCES","SCIE","3,071","2.3","Q3","0.51"," 228/358 ","2.5","Q3","2.2","0.8"," 225/359 ","Q3","37.47","0.001","0.322","0.65","36.5","Q2",
"ENVIRONMENTAL AND MOLECULAR MUTAGENESIS","ENVIRON MOL MUTAGEN","0893-6692","1098-2280","GENETICS & HEREDITY","SCIE","3,071","2.3","Q3","0.51"," 108/191 ","2.5","Q3","2.2","0.8"," 128/191 ","Q3","33.25","0.001","0.322","0.65","43.7","Q3",
"ENVIRONMENTAL AND MOLECULAR MUTAGENESIS","ENVIRON MOL MUTAGEN","0893-6692","1098-2280","TOXICOLOGY","SCIE","3,071","2.3","Q3","0.51"," 71/106 ","2.5","Q3","2.2","0.8"," 82/106 ","Q3","23.11","0.001","0.322","0.65","33.5","Q2",
"RUSSIAN MATHEMATICAL SURVEYS","RUSS MATH SURV+","0036-0279","1468-4829","MATHEMATICS","SCIE","3,066","1.4","Q1","0.82"," 57/489 ","1.4","Q1","1.2","0.8"," 128/489 ","Q2","73.93","0.001","0.312","1.055","88.4","Q1",
"Obesity Facts","OBESITY FACTS","1662-4025","1662-4033","ENDOCRINOLOGY & METABOLISM","SCIE","3,033","3.9","Q2","0.92"," 51/186 ","4.2","Q2","3.9","0.4"," 53/186 ","Q2","71.77","0.003","0.692","1.162","72.8","Q2",
"Obesity Facts","OBESITY FACTS","1662-4025","1662-4033","NUTRITION & DIETETICS","SCIE","3,033","3.9","Q2","0.92"," 32/114 ","4.2","Q2","3.9","0.4"," 31/114 ","Q2","73.25","0.003","0.692","1.162","72.4","Q1",
"IEEE Transactions on Computational Imaging","IEEE T COMPUT IMAG","2573-0436","2333-9403","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,988","4.2","Q2","1.04"," 89/352 ","4.7","Q1","4","0.8"," 97/354 ","Q2","72.74","0.007","1.508","1.913","74.9","Q1",
"IEEE Transactions on Computational Imaging","IEEE T COMPUT IMAG","2573-0436","2333-9403","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","2,988","4.2","Q2","1.04"," 10/36 ","4.7","Q2","4","0.8"," 10/36 ","Q2","73.61","0.007","1.508","1.913","73.6","Q1",
"BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE","B EXP BIOL MED+","0007-4888","1573-8221","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,969","0.9","Q4","0.19"," 158/189 ","0.7","Q4","0.7","0.1"," 161/189 ","Q4","15.08","0.002","0.329","0.114","16.7","Q4",
"Hormone Research in Paediatrics","HORM RES PAEDIAT","1663-2818","1663-2826","ENDOCRINOLOGY & METABOLISM","SCIE","2,938","2.6","Q3","0.73"," 109/186 ","2.9","Q3","2.5","1.2"," 89/186 ","Q2","52.42","0.003","0.704","0.977","41.7","Q2",
"Hormone Research in Paediatrics","HORM RES PAEDIAT","1663-2818","1663-2826","PEDIATRICS","SCIE","2,938","2.6","Q1","0.73"," 41/186 ","2.9","Q1","2.5","1.2"," 77/186 ","Q2","58.87","0.003","0.704","0.977","78.2","Q1",
"IMMUNOGENETICS","IMMUNOGENETICS","0093-7711","1432-1211","GENETICS & HEREDITY","SCIE","2,914","2.9","Q2","0.58"," 81/191 ","2.6","Q3","2.8","0.9"," 110/191 ","Q3","42.67","0.002","0.356","0.786","57.9","Q3",
"IMMUNOGENETICS","IMMUNOGENETICS","0093-7711","1432-1211","IMMUNOLOGY","SCIE","2,914","2.9","Q3","0.58"," 108/181 ","2.6","Q3","2.8","0.9"," 108/181 ","Q3","40.61","0.002","0.356","0.786","40.6","Q3",
"Frontiers in Sports and Active Living","FRONT SPORTS ACT LIV","N/A","2624-9367","SPORT SCIENCES","ESCI","2,867","2.3","Q2","0.89"," 41/127 ","2.4","Q2","2.1","0.5"," 44/127 ","Q2","65.75","0.006","1.27","0.648","68.1","Q2",
"EJNMMI Research","EJNMMI RES","2191-219X","2191-219X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,830","3.1","Q1","0.9"," 49/204 ","3","Q2","3","0.7"," 56/204 ","Q2","72.79","0.004","0.908","0.867","76.2","Q2",
"IET Communications","IET COMMUN","1751-8628","1751-8636","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,826","1.5","Q3","0.34"," 252/352 ","1.1","Q4","1.4","0.3"," 257/354 ","Q3","27.54","0.003","0.727","0.235","28.6","Q4",
"Zoonoses and Public Health","ZOONOSES PUBLIC HLTH","1863-1959","1863-2378","INFECTIOUS DISEASES","SCIE","2,758","2.4","Q3","0.83"," 77/132 ","2.5","Q3","2.3","0.3"," 40/132 ","Q2","70.08","0.003","0.582","0.599","42.0","Q3",
"Zoonoses and Public Health","ZOONOSES PUBLIC HLTH","1863-1959","1863-2378","VETERINARY SCIENCES","SCIE","2,758","2.4","Q1","0.83"," 24/167 ","2.5","Q1","2.3","0.3"," 53/168 ","Q2","68.75","0.003","0.582","0.599","85.9","Q1",
"Nature and Science of Sleep","NAT SCI SLEEP","1179-1608","1179-1608","CLINICAL NEUROLOGY","SCIE","2,754","3","Q2","0.85"," 95/277 ","3.7","Q2","2.9","0.5"," 96/278 ","Q2","65.65","0.005","1.044","1.064","65.9","Q2",
"Nature and Science of Sleep","NAT SCI SLEEP","1179-1608","1179-1608","NEUROSCIENCES","SCIE","2,754","3","Q2","0.85"," 140/310 ","3.7","Q2","2.9","0.5"," 126/310 ","Q2","59.52","0.005","1.044","1.064","55.0","Q2",
"VIRUS GENES","VIRUS GENES","0920-8569","1572-994X","GENETICS & HEREDITY","SCIE","2,745","1.9","Q3","0.4"," 126/191 ","1.8","Q4","1.8","0.5"," 150/191 ","Q4","21.73","0.001","0.322","0.4","34.3","Q4",
"VIRUS GENES","VIRUS GENES","0920-8569","1572-994X","VIROLOGY","SCIE","2,745","1.9","Q4","0.4"," 32/41 ","1.8","Q4","1.8","0.5"," 31/41 ","Q4","25.61","0.001","0.322","0.4","23.2","Q4",
"Frontiers in Forests and Global Change","FRONT FOR GLOB CHANG","N/A","2624-893X","ECOLOGY","SCIE","2,744","2.7","Q2","0.92"," 69/195 ","3.5","Q2","2.6","0.7"," 55/195 ","Q1","72.05","0.006","1.365","1.04","64.9","Q2",
"Frontiers in Forests and Global Change","FRONT FOR GLOB CHANG","N/A","2624-893X","FORESTRY","SCIE","2,744","2.7","Q1","0.92"," 15/89 ","3.5","Q1","2.6","0.7"," 21/89 ","Q1","76.97","0.006","1.365","1.04","83.7","Q1",
"Advances in Materials Research-An International Journal","ADV MATER RES-KR","2234-0912","2234-179X","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","2,700","1.9","Q3","0.34"," 301/438 ","2","Q3","1.7","0.6"," 317/438 ","Q3","27.74","0","0.044","0.259","31.4","Q4",
"CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE","CAN J OPHTHALMOL","0008-4182","1715-3360","OPHTHALMOLOGY","SCIE","2,696","3.3","Q1","1.1"," 15/95 ","2.3","Q2","3.2","1.5"," 23/95 ","Q1","76.32","0.002","0.515","0.748","84.7","Q2",
"Foot and Ankle Surgery","FOOT ANKLE SURG","1268-7731","1460-9584","ORTHOPEDICS","SCIE","2,694","1.9","Q2","1.03"," 55/136 ","2.3","Q2","1.7","0.4"," 35/136 ","Q2","74.63","0.005","1.004","0.747","59.9","Q2",
"MULTISCALE MODELING & SIMULATION","MULTISCALE MODEL SIM","1540-3459","1540-3467","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,683","1.9","Q2","0.6"," 47/135 ","2","Q2","1.8","0.4"," 62/135 ","Q2","54.44","0.003","0.575","1.086","65.6","Q1",
"MULTISCALE MODELING & SIMULATION","MULTISCALE MODEL SIM","1540-3459","1540-3467","PHYSICS, MATHEMATICAL","SCIE","2,683","1.9","Q2","0.6"," 20/60 ","2","Q2","1.8","0.4"," 27/60 ","Q2","55.83","0.003","0.575","1.086","67.5","Q1",
"EUROPEAN JOURNAL OF CANCER PREVENTION","EUR J CANCER PREV","0959-8278","1473-5709","ONCOLOGY","SCIE","2,668","2.1","Q3","0.51"," 214/322 ","2.1","Q3","2","1.1"," 203/322 ","Q3","37.11","0.002","0.383","0.566","33.7","Q3",
"CLINICAL NEPHROLOGY","CLIN NEPHROL","0301-0430","0301-0430","UROLOGY & NEPHROLOGY","SCIE","2,637","1.1","Q3","0.39"," 94/126 ","1.1","Q4","1.1","0.2"," 92/126 ","Q3","27.38","0.001","0.295","0.343","25.8","Q3",
