"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Emu-Austral Ornithology","EMU","0158-4197","1448-5540","ORNITHOLOGY","SCIE","1,218","0.9"," 15/29 ","1.3","Q2","0.8","0.2","0.88"," 12/29 ","Q2","Q3","50.0","60.34","0.001","0.118","0.362","Q2",
"Journal of Constructional Steel Research","J CONSTR STEEL RES","0143-974X","1873-5983","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","23,811","4"," 18/91 ","4.2","Q1","3.3","1","0.87"," 21/91 ","Q1","Q1","80.8","77.47","0.013","2.899","0.662","Q2",
"Journal of Constructional Steel Research","J CONSTR STEEL RES","0143-974X","1873-5983","ENGINEERING, CIVIL","SCIE","23,811","4"," 32/181 ","4.2","Q1","3.3","1","0.87"," 41/181 ","Q1","Q1","82.6","77.62","0.013","2.899","0.662","Q1",
"Diagnostics","DIAGNOSTICS","N/A","2075-4418","MEDICINE, GENERAL & INTERNAL","SCIE","24,805","3"," 58/325 ","3.1","Q1","2.8","0.9","0.87"," 64/329 ","Q1","Q1","82.3","80.70","0.037","8.05","0.661","Q2",
"Techniques in Coloproctology","TECH COLOPROCTOL","1123-6337","1128-045X","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,462","2.7"," 64/143 ","3.2","Q2","2.5","0.6","0.87"," 37/143 ","Q2","Q2","55.6","74.48","0.004","0.951","0.871","Q2",
"Techniques in Coloproctology","TECH COLOPROCTOL","1123-6337","1128-045X","SURGERY","SCIE","3,462","2.7"," 56/290 ","3.2","Q1","2.5","0.6","0.87"," 92/290 ","Q2","Q1","80.9","68.45","0.004","0.951","0.871","Q1",
"JOURNAL OF GLAUCOMA","J GLAUCOMA","1057-0829","1536-481X","OPHTHALMOLOGY","SCIE","5,587","2"," 38/95 ","2","Q3","1.7","0.4","0.87"," 38/95 ","Q2","Q2","60.5","60.53","0.005","1.14","0.606","Q2",
"Perioperative Medicine","PERIOPER MED-LONDON","N/A","2047-0525","ANESTHESIOLOGY","SCIE","769","2"," 26/64 ","2.6","Q2","2","0.2","0.87"," 22/64 ","Q2","Q2","60.2","66.41","0.001","0.285","0.815","Q2",
"Perioperative Medicine","PERIOPER MED-LONDON","N/A","2047-0525","SURGERY","SCIE","769","2"," 108/290 ","2.6","Q2","2","0.2","0.87"," 92/290 ","Q2","Q2","62.9","68.45","0.001","0.285","0.815","Q2",
"Quantitative Imaging in Medicine and Surgery","QUANT IMAG MED SURG","2223-4292","2223-4306","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,279","2.9"," 60/204 ","3.2","Q2","2.2","0.3","0.86"," 63/204 ","Q2","Q2","70.8","69.36","0.007","1.54","0.662","Q2",
"Integrative Medicine Research","INTEGR MED RES","2213-4220","2213-4239","INTEGRATIVE & COMPLEMENTARY MEDICINE","SCIE","1,301","2.8"," 14/43 ","2.9","Q2","2.6","0.8","0.86"," 12/43 ","Q2","Q2","68.6","73.26","0.001","0.244","0.531","Q2",
"STRENGTH AND CONDITIONING JOURNAL","STRENGTH COND J","1524-1602","1533-4295","SPORT SCIENCES","SCIE","2,485","2.2"," 45/127 ","2.7","Q2","2","0.9","0.86"," 50/127 ","Q2","Q2","65.0","61.02","0.002","0.465","0.723","Q2",
"BMJ Surgery Interventions & Health Technologies","BMJ SURG INTERV HLTH","N/A","2631-4940","SURGERY","ESCI","142","2.1"," 98/290 ","1.8","Q3","2","0.8","0.86"," 94/290 ","Q2","Q2","66.4","67.76","0","0.092","0.689","Q2",
"International Journal of Structural Integrity","INT J STRUCT INTEGR","1757-9864","1757-9872","ENGINEERING, MULTIDISCIPLINARY","ESCI","829","3.5"," 32/179 ","2.1","Q2","3.1","0.7","0.85"," 42/180 ","Q1","Q1","82.4","76.94","0.001","0.181","0.335","Q2",
"EXPERIMENTAL GERONTOLOGY","EXP GERONTOL","0531-5565","1873-6815","GERIATRICS & GERONTOLOGY","SCIE","13,393","3.3"," 35/74 ","3.8","Q2","3.2","1","0.85"," 30/74 ","Q2","Q2","53.4","60.14","0.011","2.437","0.907","Q3",
"Molecular Brain","MOL BRAIN","N/A","1756-6606","NEUROSCIENCES","SCIE","4,571","3.3"," 124/310 ","3.8","Q2","3.2","0.8","0.85"," 126/310 ","Q2","Q2","60.2","59.52","0.006","1.265","1.123","Q2",
"EXPERIMENTAL PHYSIOLOGY","EXP PHYSIOL","0958-0670","1469-445X","PHYSIOLOGY","SCIE","6,581","2.6"," 33/85 ","2.8","Q2","2.4","0.8","0.85"," 37/85 ","Q2","Q2","61.8","57.06","0.005","1.158","0.78","Q2",
"ARCHIVES OF PSYCHIATRIC NURSING","ARCH PSYCHIAT NURS","0883-9417","1532-8228","NURSING","SCIE, SSCI","2,785","2.2"," 46/191 ","2.4","Q2","2.1","0.5","0.85"," 71/191 ","Q2","Q1","76.2","63.09","0.003","0.561","0.597","Q2",
"ARCHIVES OF PSYCHIATRIC NURSING","ARCH PSYCHIAT NURS","0883-9417","1532-8228","PSYCHIATRY","SCIE, SSCI","2,785","2.2"," 141/276 ","2.4","Q3","2.1","0.5","0.85"," 96/276 ","Q2","Q3","49.1","65.40","0.003","0.561","0.597","Q3",
"Journal of Latin Linguistics","J LAT LINGUIST","2194-8739","2194-8747","CLASSICS","ESCI","30","0.2"," N/A ","N/A","N/A","0.1","<0.1","0.85"," 23/60 ","Q2","N/A","N/A","62.50","0","0.037","N/A","N/A",
"Journal of Latin Linguistics","J LAT LINGUIST","2194-8739","2194-8747","LANGUAGE & LINGUISTICS","ESCI","30","0.2"," N/A ","N/A","N/A","0.1","<0.1","0.85"," 107/393 ","Q2","N/A","N/A","72.90","0","0.037","N/A","N/A",
"Journal of Latin Linguistics","J LAT LINGUIST","2194-8739","2194-8747","LINGUISTICS","ESCI","30","0.2"," 254/297 ","N/A","N/A","0.1","<0.1","0.85"," 126/297 ","Q2","Q4","14.6","57.74","0","0.037","N/A","N/A",
"International Journal of Management Science and Engineering Management","INT J MANAG SCI ENG","1750-9653","1750-9661","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","ESCI","738","3"," 35/106 ","2.6","Q2","2.6","0.3","0.84"," 29/106 ","Q2","Q2","67.5","73.11","0.001","0.121","0.401","Q3",
"JOURNAL OF CLUSTER SCIENCE","J CLUST SCI","1040-7278","1572-8862","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","4,450","2.7"," 17/44 ","2.8","Q2","2.6","0.7","0.84"," 15/44 ","Q2","Q2","62.5","67.05","0.003","0.678","0.35","Q2",
"COMPUTERS & GEOSCIENCES","COMPUT GEOSCI-UK","0098-3004","1873-7803","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","14,689","4.2"," 41/169 ","4.4","Q2","4","0.6","0.83"," 64/169 ","Q2","Q1","76.0","62.43","0.008","1.656","1.09","Q2",
"COMPUTERS & GEOSCIENCES","COMPUT GEOSCI-UK","0098-3004","1873-7803","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","14,689","4.2"," 34/253 ","4.4","Q1","4","0.6","0.83"," 82/253 ","Q2","Q1","86.8","67.79","0.008","1.656","1.09","Q1",
"JOURNAL OF RHEOLOGY","J RHEOL","0148-6055","1520-8516","MECHANICS","SCIE","7,025","3"," 48/170 ","3.6","Q1","2.6","1.5","0.83"," 52/170 ","Q2","Q2","72.1","69.71","0.003","0.662","0.796","Q1",
"CONNECTIVE TISSUE RESEARCH","CONNECT TISSUE RES","0300-8207","1607-8438","CELL BIOLOGY","SCIE","2,799","2.8"," 136/205 ","3.3","Q3","2.8","0.4","0.83"," 79/205 ","Q2","Q3","33.9","61.71","0.002","0.424","0.773","Q3",
"CONNECTIVE TISSUE RESEARCH","CONNECT TISSUE RES","0300-8207","1607-8438","ORTHOPEDICS","SCIE","2,799","2.8"," 24/136 ","3.3","Q1","2.8","0.4","0.83"," 51/136 ","Q2","Q1","82.7","62.87","0.002","0.424","0.773","Q2",
"Folia Geographica","FOLIA GEOGR-SLOVAKIA","1336-6157","2454-1001","GEOGRAPHY","ESCI","152","2.6"," 36/171 ","1.8","Q2","1.9","0.5","0.83"," 46/172 ","Q2","Q1","79.2","73.55","0","0.024","0.182","Q3",
"MICROPALEONTOLOGY","MICROPALEONTOLOGY","0026-2803","1937-2795","PALEONTOLOGY","SCIE","1,494","1.3"," 34/56 ","1.2","Q4","1.2","1.1","0.83"," 23/56 ","Q2","Q3","40.2","59.82","0","0.071","0.327","Q4",
"Journal of Late Antiquity","J LATE ANTIQUITY","1939-6716","1942-1273","HUMANITIES, MULTIDISCIPLINARY","ESCI","191","0.5"," N/A ","0.6","N/A","0.4","0.3","0.83"," 91/406 ","Q1","N/A","N/A","77.71","0","0.087","0.578","Q1",
"JOURNAL OF PLASMA PHYSICS","J PLASMA PHYS","0022-3778","1469-7807","PHYSICS, FLUIDS & PLASMAS","SCIE","3,336","2.1"," 19/40 ","2.2","Q2","1.6","0.6","0.82"," 12/40 ","Q2","Q2","53.8","71.25","0.004","0.955","0.841","Q1",
"Atencion Primaria","ATEN PRIM","0212-6567","1578-1275","MEDICINE, GENERAL & INTERNAL","SCIE","1,479","1.8"," 109/325 ","1.6","Q2","1.6","0.3","0.82"," 70/329 ","Q1","Q2","66.6","78.88","0.001","0.221","0.316","Q3",
"Atencion Primaria","ATEN PRIM","0212-6567","1578-1275","PRIMARY HEALTH CARE","SCIE","1,479","1.8"," 18/30 ","1.6","Q4","1.6","0.3","0.82"," 21/30 ","Q1","Q3","41.7","31.67","0.001","0.221","0.316","Q4",
"Constructive Mathematical Analysis","CONSTR MATH ANAL","N/A","2651-2939","MATHEMATICS","ESCI","171","1.1"," 98/489 ","N/A","N/A","1.1","0.4","0.82"," 128/489 ","Q2","Q1","80.1","73.93","0","0.077","N/A","N/A",
"Maritime Transport Research","MARIT TRANSPORT RES","2666-822X","2666-822X","TRANSPORTATION","ESCI","290","3.9"," 18/57 ","4","Q2","3.7","1.3","0.81"," 25/57 ","Q2","Q2","69.3","57.02","0","0.098","0.817","Q2",
"Maritime Transport Research","MARIT TRANSPORT RES","2666-822X","2666-822X","TRANSPORTATION SCIENCE & TECHNOLOGY","ESCI","290","3.9"," 24/72 ","4","Q2","3.7","1.3","0.81"," 25/72 ","Q2","Q2","67.4","65.97","0","0.098","0.817","Q2",
"APPLIED PHYSICS LETTERS","APPL PHYS LETT","0003-6951","1077-3118","PHYSICS, APPLIED","SCIE","178,216","3.5"," 59/179 ","3.5","Q2","3.2","0.8","0.81"," 53/179 ","Q2","Q2","67.3","70.67","0.074","16.103","0.833","Q2",
"Journal of Frailty & Aging","J FRALITY AGING","2260-1341","2273-4309","GERIATRICS & GERONTOLOGY","ESCI","1,143","3.3"," 35/74 ","3.4","Q3","3.2","0.7","0.81"," 34/74 ","Q2","Q2","53.4","54.73","0.002","0.387","0.884","Q3",
"IEEE Transactions on Signal and Information Processing over Networks","IEEE T SIGNAL INF PR","2373-776X","2373-776X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","1,409","3"," 136/352 ","3.3","Q2","2.5","0.8","0.81"," 130/354 ","Q2","Q2","61.5","63.42","0.003","0.711","1.29","Q1",
"IEEE Transactions on Signal and Information Processing over Networks","IEEE T SIGNAL INF PR","2373-776X","2373-776X","TELECOMMUNICATIONS","SCIE","1,409","3"," 53/119 ","3.3","Q2","2.5","0.8","0.81"," 50/119 ","Q2","Q2","55.9","58.40","0.003","0.711","1.29","Q1",
"Journal of Mining Institute","J MIN INST","2411-3336","2541-9404","MINING & MINERAL PROCESSING","ESCI","1,094","2.4"," 10/31 ","1.8","Q3","2","1.2","0.81"," 8/31 ","Q2","Q2","69.4","75.81","0.001","0.197","0.237","Q3",
"SIAM JOURNAL ON CONTROL AND OPTIMIZATION","SIAM J CONTROL OPTIM","0363-0129","1095-7138","AUTOMATION & CONTROL SYSTEMS","SCIE","10,043","2.2"," 41/84 ","2.4","Q2","2","0.7","0.81"," 27/84 ","Q2","Q2","51.8","68.45","0.009","2.001","1.333","Q1",
"SIAM JOURNAL ON CONTROL AND OPTIMIZATION","SIAM J CONTROL OPTIM","0363-0129","1095-7138","MATHEMATICS, APPLIED","SCIE","10,043","2.2"," 46/331 ","2.4","Q1","2","0.7","0.81"," 119/331 ","Q2","Q1","86.3","64.20","0.009","2.001","1.333","Q1",
"ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY","ENVIRON DEV SUSTAIN","1387-585X","1573-2975","ENVIRONMENTAL SCIENCES","SCIE","16,812","4.7"," 93/358 ","4.7","Q2","4.1","0.8","0.8"," 127/359 ","Q2","Q2","74.2","64.76","0.016","3.437","0.655","Q2",
"ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY","ENVIRON DEV SUSTAIN","1387-585X","1573-2975","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","16,812","4.7"," 38/91 ","4.7","Q2","4.1","0.8","0.8"," 39/91 ","Q2","Q2","58.8","57.69","0.016","3.437","0.655","Q3",
"Journal of Advanced Joining Processes","J ADV JOIN PROCESS","2666-3309","2666-3309","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","531","3.8"," 172/438 ","4","Q2","3.5","0.7","0.8"," 147/438 ","Q1","Q2","60.8","66.55","0.001","0.143","0.631","Q2",
"Journal of Advanced Joining Processes","J ADV JOIN PROCESS","2666-3309","2666-3309","METALLURGY & METALLURGICAL ENGINEERING","ESCI","531","3.8"," 17/90 ","4","Q1","3.5","0.7","0.8"," 18/91 ","Q1","Q1","81.7","80.77","0.001","0.143","0.631","Q1",
"Tropical Medicine and Infectious Disease","TROP MED INFECT DIS","N/A","2414-6366","INFECTIOUS DISEASES","SCIE","3,837","2.8"," 64/132 ","3","Q2","2.5","0.7","0.8"," 45/132 ","Q2","Q2","51.9","66.29","0.007","1.569","0.806","Q2",
"Tropical Medicine and Infectious Disease","TROP MED INFECT DIS","N/A","2414-6366","PARASITOLOGY","SCIE","3,837","2.8"," 13/45 ","3","Q2","2.5","0.7","0.8"," 17/45 ","Q2","Q2","72.2","63.33","0.007","1.569","0.806","Q1",
"Tropical Medicine and Infectious Disease","TROP MED INFECT DIS","N/A","2414-6366","TROPICAL MEDICINE","SCIE","3,837","2.8"," 7/28 ","3","Q1","2.5","0.7","0.8"," 10/28 ","Q2","Q1","76.8","66.07","0.007","1.569","0.806","Q1",
"Accounting Education","ACCOUNT EDUC","0963-9284","1468-4489","BUSINESS, FINANCE","ESCI","1,357","2.5"," 77/231 ","3.5","Q2","1.8","0.3","0.8"," 69/231 ","Q2","Q2","66.9","70.35","0.001","0.148","0.522","Q2",
"Journal of Cardiovascular Nursing","J CARDIOVASC NURS","0889-4655","1550-5049","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,415","1.7"," 132/220 ","2.2","Q3","1.5","0.9","0.8"," 69/220 ","Q2","Q3","40.2","68.86","0.002","0.413","0.603","Q3",
"Journal of Cardiovascular Nursing","J CARDIOVASC NURS","0889-4655","1550-5049","NURSING","SCIE, SSCI","2,415","1.7"," 80/191 ","2.2","Q2","1.5","0.9","0.8"," 82/191 ","Q2","Q2","58.4","57.33","0.002","0.413","0.603","Q2",
"PATTERN RECOGNITION LETTERS","PATTERN RECOGN LETT","0167-8655","1872-7344","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","16,773","3.9"," 65/197 ","4.2","Q2","3.5","0.9","0.79"," 70/198 ","Q2","Q2","67.3","64.90","0.013","2.892","0.892","Q2",
"BMC CANCER","BMC CANCER","N/A","1471-2407","ONCOLOGY","SCIE","44,444","3.4"," 110/322 ","3.8","Q2","3.3","0.6","0.79"," 121/322 ","Q2","Q2","66.0","62.58","0.052","11.383","0.984","Q2",
"Journal of Neurorestoratology","J NEURORESTORATOLOGY","2324-2426","2324-2426","CLINICAL NEUROLOGY","ESCI","349","3.1"," 90/277 ","2.7","Q3","2.9","0.4","0.79"," 111/278 ","Q2","Q2","67.7","60.25","0","0.085","0.424","Q4",
"JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS","J CONTIN EDUC HEALTH","0894-1912","1554-558X","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","1,622","1.6"," 38/85 ","1.8","Q2","1.3","0.9","0.79"," 37/85 ","Q2","Q2","55.9","57.06","0.001","0.216","0.517","Q2",
"JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS","J CONTIN EDUC HEALTH","0894-1912","1554-558X","HEALTH CARE SCIENCES & SERVICES","SCIE","1,622","1.6"," 112/174 ","1.8","Q3","1.3","0.9","0.79"," 72/175 ","Q2","Q3","35.9","59.14","0.001","0.216","0.517","Q4",
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS","J TOXICOL ENV HEAL B","1093-7404","1521-6950","ENVIRONMENTAL SCIENCES","SCIE","2,281","6.4"," 50/358 ","8.6","Q1","6.1","3.7","0.78"," 131/359 ","Q2","Q1","86.2","63.65","0.001","0.194","1.678","Q1",
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS","J TOXICOL ENV HEAL B","1093-7404","1521-6950","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","2,281","6.4"," 22/403 ","8.6","Q1","6.1","3.7","0.78"," 153/403 ","Q2","Q1","94.7","62.16","0.001","0.194","1.678","Q1",
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS","J TOXICOL ENV HEAL B","1093-7404","1521-6950","TOXICOLOGY","SCIE","2,281","6.4"," 7/106 ","8.6","Q1","6.1","3.7","0.78"," 40/106 ","Q2","Q1","93.9","62.74","0.001","0.194","1.678","Q1",
"Mathematical Geosciences","MATH GEOSCI","1874-8961","1874-8953","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","1,743","2.8"," 84/253 ","2.4","Q2","2.3","0.6","0.78"," 96/253 ","Q2","Q2","67.0","62.25","0.002","0.367","0.713","Q2",
"Mathematical Geosciences","MATH GEOSCI","1874-8961","1874-8953","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,743","2.8"," 28/135 ","2.4","Q2","2.3","0.6","0.78"," 39/135 ","Q2","Q1","79.6","71.48","0.002","0.367","0.713","Q2",
"Journal of Central Nervous System Disease","J CENT NERV SYST DIS","1179-5735","1179-5735","CLINICAL NEUROLOGY","ESCI","546","2.6"," 118/277 ","3.8","Q2","2.6","0.6","0.78"," 113/278 ","Q2","Q2","57.6","59.53","0.001","0.162","0.827","Q2",
"JBJS Open Access","JBJS OPEN ACCESS","N/A","2472-7245","ORTHOPEDICS","ESCI","562","2.3"," 38/136 ","N/A","N/A","2.2","0.4","0.78"," 59/136 ","Q2","Q2","72.4","56.99","0.002","0.341","N/A","N/A",
"JBJS Open Access","JBJS OPEN ACCESS","N/A","2472-7245","SURGERY","ESCI","562","2.3"," 79/290 ","N/A","N/A","2.2","0.4","0.78"," 115/290 ","Q2","Q2","72.9","60.52","0.002","0.341","N/A","N/A",
"Biomimetics","BIOMIMETICS-BASEL","N/A","2313-7673","ENGINEERING, MULTIDISCIPLINARY","SCIE","2,498","3.4"," 34/179 ","3.8","Q1","2.9","0.9","0.77"," 48/180 ","Q2","Q1","81.3","73.61","0.002","0.502","0.567","Q1",
"Biomimetics","BIOMIMETICS-BASEL","N/A","2313-7673","MATERIALS SCIENCE, BIOMATERIALS","SCIE","2,498","3.4"," 31/53 ","3.8","Q3","2.9","0.9","0.77"," 22/53 ","Q2","Q3","42.5","59.43","0.002","0.502","0.567","Q3",
"COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE","COGN AFFECT BEHAV NE","1530-7026","1531-135X","BEHAVIORAL SCIENCES","SCIE","4,606","2.5"," 21/55 ","3.2","Q1","2.4","0.9","0.77"," 28/55 ","Q2","Q2","62.7","50.00","0.005","1.017","1.173","Q1",
"COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE","COGN AFFECT BEHAV NE","1530-7026","1531-135X","NEUROSCIENCES","SCIE","4,606","2.5"," 187/310 ","3.2","Q2","2.4","0.9","0.77"," 154/310 ","Q2","Q3","39.8","50.48","0.005","1.017","1.173","Q2",
"POTATO RESEARCH","POTATO RES","0014-3065","1871-4528","AGRONOMY","SCIE","1,638","2.3"," 31/125 ","2.5","Q2","2","0.5","0.77"," 27/125 ","Q1","Q1","75.6","78.80","0.001","0.144","0.342","Q2",
"Facial Plastic Surgery & Aesthetic Medicine","FACIAL PLAST SURG AE","2689-3614","2689-3622","SURGERY","SCIE","616","1.6"," 144/290 ","2","Q2","1.1","0.3","0.77"," 117/290 ","Q2","Q2","50.5","59.83","0.001","0.229","0.425","Q3",
"CRITICAL REVIEWS IN TOXICOLOGY","CRIT REV TOXICOL","1040-8444","1547-6898","TOXICOLOGY","SCIE","4,376","5.7"," 12/106 ","7.6","Q1","5.5","0.6","0.76"," 43/106 ","Q2","Q1","89.2","59.91","0.002","0.459","1.657","Q1",
"Frontiers of Optoelectronics","FRONT OPTOELECTRON","2095-2759","2095-2767","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","1,092","4.1"," 94/352 ","3.5","Q2","4.1","0.4","0.76"," 136/354 ","Q2","Q2","73.4","61.72","0.001","0.276","0.748","Q2",
"Biomechanics and Modeling in Mechanobiology","BIOMECH MODEL MECHAN","1617-7959","1617-7940","BIOPHYSICS","SCIE","4,703","3"," 26/77 ","3.1","Q2","2.7","0.7","0.76"," 22/77 ","Q2","Q2","66.9","72.08","0.004","0.894","0.693","Q2",
"Biomechanics and Modeling in Mechanobiology","BIOMECH MODEL MECHAN","1617-7959","1617-7940","ENGINEERING, BIOMEDICAL","SCIE","4,703","3"," 62/122 ","3.1","Q3","2.7","0.7","0.76"," 51/122 ","Q2","Q3","49.6","58.61","0.004","0.894","0.693","Q2",
"Infection and Drug Resistance","INFECT DRUG RESIST","1178-6973","1178-6973","INFECTIOUS DISEASES","SCIE","9,759","2.9"," 58/132 ","3.6","Q2","2.7","0.6","0.76"," 50/132 ","Q2","Q2","56.4","62.50","0.014","3.159","0.752","Q3",
"Infection and Drug Resistance","INFECT DRUG RESIST","1178-6973","1178-6973","PHARMACOLOGY & PHARMACY","SCIE","9,759","2.9"," 147/354 ","3.6","Q2","2.7","0.6","0.76"," 136/354 ","Q2","Q2","58.6","61.72","0.014","3.159","0.752","Q2",
"Neuropsychologia","NEUROPSYCHOLOGIA","0028-3932","1873-3514","BEHAVIORAL SCIENCES","SCIE","22,115","2"," 31/55 ","2.7","Q2","1.9","0.5","0.75"," 30/55 ","Q2","Q3","44.5","46.36","0.013","2.772","0.977","Q2",
"Neuropsychologia","NEUROPSYCHOLOGIA","0028-3932","1873-3514","NEUROSCIENCES","SCIE","22,115","2"," 228/310 ","2.7","Q3","1.9","0.5","0.75"," 163/310 ","Q2","Q3","26.6","47.58","0.013","2.772","0.977","Q2",
"Neuropsychologia","NEUROPSYCHOLOGIA","0028-3932","1873-3514","PSYCHOLOGY, EXPERIMENTAL","SSCI","22,115","2"," 52/99 ","2.7","Q2","1.9","0.5","0.75"," 47/99 ","Q2","Q3","48.0","53.03","0.013","2.772","0.977","Q2",
"AGRICULTURAL HISTORY","AGR HIST","0002-1482","1533-8290","HISTORY","AHCI, SSCI","644","0.4"," 121/518 ","0.6","Q1","0.3","0.1","0.75"," 187/519 ","Q2","Q1","76.7","64.07","0","0.033","0.179","Q3",
"AGRICULTURAL HISTORY","AGR HIST","0002-1482","1533-8290","HISTORY & PHILOSOPHY OF SCIENCE","AHCI, SCIE, SSCI","644","0.4"," 64/104 ","0.6","Q3","0.3","0.1","0.75"," 37/104 ","Q2","Q3","38.9","64.90","0","0.033","0.179","Q4",
"International Journal of Construction Management","INT J CONSTR MANAG","1562-3599","2331-2327","CONSTRUCTION & BUILDING TECHNOLOGY","ESCI","3,602","3.4"," 23/91 ","4","Q1","3.1","0.6","0.74"," 24/91 ","Q2","Q2","75.3","74.18","0.003","0.727","0.531","Q2",
"International Journal of Construction Management","INT J CONSTR MANAG","1562-3599","2331-2327","ENGINEERING, CIVIL","ESCI","3,602","3.4"," 46/181 ","4","Q1","3.1","0.6","0.74"," 54/181 ","Q2","Q2","74.9","70.44","0.003","0.727","0.531","Q2",
"International Journal of Construction Management","INT J CONSTR MANAG","1562-3599","2331-2327","MANAGEMENT","ESCI","3,602","3.4"," 153/401 ","4","Q2","3.1","0.6","0.74"," 179/402 ","Q2","Q2","62.0","55.60","0.003","0.727","0.531","Q3",
"PHARMACOLOGY","PHARMACOLOGY","0031-7012","1423-0313","PHARMACOLOGY & PHARMACY","SCIE","2,891","2.9"," 147/354 ","2.5","Q3","2.8","0.7","0.74"," 149/354 ","Q2","Q2","58.6","58.05","0.002","0.351","0.503","Q3",
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","SEIZURE-EUR J EPILEP","1059-1311","1532-2688","CLINICAL NEUROLOGY","SCIE","8,354","2.7"," 110/277 ","3","Q2","2.5","0.7","0.74"," 128/278 ","Q2","Q2","60.5","54.14","0.009","1.958","0.9","Q2",
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","SEIZURE-EUR J EPILEP","1059-1311","1532-2688","NEUROSCIENCES","SCIE","8,354","2.7"," 158/310 ","3","Q3","2.5","0.7","0.74"," 166/310 ","Q2","Q3","49.2","46.61","0.009","1.958","0.9","Q3",
"Animal Biotelemetry","ANIM BIOTELEM","N/A","2050-3385","BIODIVERSITY CONSERVATION","SCIE","900","2.4"," 25/74 ","N/A","N/A","2","0.6","0.74"," 23/74 ","Q2","Q2","66.9","69.59","0.001","0.22","N/A","N/A",
"Animal Biotelemetry","ANIM BIOTELEM","N/A","2050-3385","ECOLOGY","SCIE","900","2.4"," 82/195 ","N/A","N/A","2","0.6","0.74"," 84/195 ","Q2","Q2","58.2","57.18","0.001","0.22","N/A","N/A",
"Animal Biotelemetry","ANIM BIOTELEM","N/A","2050-3385","MARINE & FRESHWATER BIOLOGY","SCIE","900","2.4"," 25/119 ","N/A","N/A","2","0.6","0.74"," 34/119 ","Q2","Q1","79.4","71.85","0.001","0.22","N/A","N/A",
"KIDNEY & BLOOD PRESSURE RESEARCH","KIDNEY BLOOD PRESS R","1420-4096","1423-0143","PERIPHERAL VASCULAR DISEASE","SCIE","2,651","2.3"," 44/96 ","2.5","Q2","2.3","0.3","0.74"," 30/96 ","Q2","Q2","54.7","69.27","0.003","0.604","0.62","Q3",
"KIDNEY & BLOOD PRESSURE RESEARCH","KIDNEY BLOOD PRESS R","1420-4096","1423-0143","PHYSIOLOGY","SCIE","2,651","2.3"," 44/85 ","2.5","Q3","2.3","0.3","0.74"," 46/85 ","Q2","Q3","48.8","46.47","0.003","0.604","0.62","Q3",
"KIDNEY & BLOOD PRESSURE RESEARCH","KIDNEY BLOOD PRESS R","1420-4096","1423-0143","UROLOGY & NEPHROLOGY","SCIE","2,651","2.3"," 51/126 ","2.5","Q2","2.3","0.3","0.74"," 53/126 ","Q2","Q2","59.9","58.33","0.003","0.604","0.62","Q2",
