"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA","J ACOUST SOC AM","0001-4966","1520-8524","AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY","SCIE","48,198","2.1"," 8/35 ","2.2","Q2","1.6","0.5","0.93"," 13/35 ","Q1","Q1","78.6","64.29","0.017","3.678","0.527","Q2",
"Non-coding RNA Research","NON-CODING RNA RES","2468-2160","2468-0540","BIOCHEMISTRY & MOLECULAR BIOLOGY","ESCI","937","5.9"," 52/313 ","N/A","N/A","4.1","2","0.92"," 84/313 ","Q2","Q1","83.5","73.32","0.001","0.2","N/A","N/A",
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","CELL BIOLOGY","SCIE","9,998","4.1"," 84/205 ","4.8","Q2","4","1","0.92"," 70/205 ","Q2","Q2","59.3","66.10","0.01","2.151","1.399","Q2",
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","ONCOLOGY","SCIE","9,998","4.1"," 91/322 ","4.8","Q2","4","1","0.92"," 88/322 ","Q2","Q2","71.9","72.83","0.01","2.151","1.399","Q1",
"OPHTHALMIC RESEARCH","OPHTHALMIC RES","0030-3747","1423-0259","OPHTHALMOLOGY","SCIE","2,168","2"," 38/95 ","2.1","Q2","1.9","0.5","0.92"," 36/95 ","Q2","Q2","60.5","62.63","0.002","0.459","0.606","Q2",
"CURRENT OPINION IN PSYCHIATRY","CURR OPIN PSYCHIATR","0951-7367","1473-6578","PSYCHIATRY","SCIE, SSCI","6,055","7.5"," 13/276 ","6.6","Q1","7.4","1.5","0.91"," 87/276 ","Q2","Q1","95.5","68.66","0.006","1.388","2.165","Q1",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","COMP BIOCHEM PHYS A","1095-6433","1531-4332","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","10,009","2.1"," 243/313 ","2.2","Q4","2","0.6","0.91"," 86/313 ","Q1","Q4","22.5","72.68","0.003","0.687","0.507","Q3",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","COMP BIOCHEM PHYS A","1095-6433","1531-4332","PHYSIOLOGY","SCIE","10,009","2.1"," 53/85 ","2.2","Q3","2","0.6","0.91"," 29/85 ","Q1","Q3","38.2","66.47","0.003","0.687","0.507","Q3",
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY","COMP BIOCHEM PHYS A","1095-6433","1531-4332","ZOOLOGY","SCIE","10,009","2.1"," 23/180 ","2.2","Q1","2","0.6","0.91"," 42/180 ","Q1","Q1","87.5","76.94","0.003","0.687","0.507","Q2",
"Research in Comparative and International Education","RES COMP INT EDUC","1745-4999","1745-4999","EDUCATION & EDUCATIONAL RESEARCH","ESCI","573","1.6"," 277/756 ","1.9","Q2","1.1","0.9","0.91"," 265/756 ","Q2","Q2","63.4","65.01","0.001","0.125","0.492","Q2",
"Kragujevac Journal of Mathematics","KRAGUJEV J MATH","1450-9628","1450-9628","MATHEMATICS","ESCI","405","1"," 117/489 ","0.8","Q2","1","0.4","0.91"," 104/489 ","Q1","Q1","76.2","78.83","0","0.107","0.214","Q4",
"BME Frontiers","BME FRONT","N/A","2765-8031","ENGINEERING, BIOMEDICAL","ESCI","346","5"," 27/122 ","N/A","N/A","4.9","2.3","0.9"," 35/122 ","Q2","Q1","78.3","71.72","0.001","0.135","N/A","N/A",
"Ecosystem Health and Sustainability","ECOSYST HEALTH SUST","2096-4129","2332-8878","ECOLOGY","SCIE","1,140","4.2"," 36/195 ","5","Q1","4","0.6","0.9"," 57/195 ","Q2","Q1","81.8","71.03","0.001","0.249","0.953","Q2",
"Ecosystem Health and Sustainability","ECOSYST HEALTH SUST","2096-4129","2332-8878","ENVIRONMENTAL SCIENCES","SCIE","1,140","4.2"," 110/358 ","5","Q2","4","0.6","0.9"," 99/359 ","Q2","Q2","69.4","72.56","0.001","0.249","0.953","Q2",
"EVOLUTION","EVOLUTION","0014-3820","1558-5646","ECOLOGY","SCIE","27,748","3.1"," 56/195 ","3.4","Q2","2.8","0.9","0.9"," 57/195 ","Q2","Q2","71.5","71.03","0.01","2.259","1.323","Q1",
"EVOLUTION","EVOLUTION","0014-3820","1558-5646","EVOLUTIONARY BIOLOGY","SCIE","27,748","3.1"," 17/54 ","3.4","Q2","2.8","0.9","0.9"," 24/54 ","Q2","Q2","69.4","56.48","0.01","2.259","1.323","Q1",
"EVOLUTION","EVOLUTION","0014-3820","1558-5646","GENETICS & HEREDITY","SCIE","27,748","3.1"," 73/191 ","3.4","Q2","2.8","0.9","0.9"," 61/191 ","Q2","Q2","62.0","68.32","0.01","2.259","1.323","Q1",
"Research Ethics","RES ETHICS-UK","1747-0161","2047-6094","ETHICS","ESCI","438","2.1"," 22/77 ","N/A","N/A","1.8","0.8","0.89"," 29/77 ","Q2","Q2","72.1","62.99","0.001","0.166","N/A","N/A",
"Research Ethics","RES ETHICS-UK","1747-0161","2047-6094","MEDICAL ETHICS","ESCI","438","2.1"," 8/23 ","N/A","N/A","1.8","0.8","0.89"," 11/23 ","Q2","Q2","67.4","54.35","0.001","0.166","N/A","N/A",
"Research Ethics","RES ETHICS-UK","1747-0161","2047-6094","SOCIAL ISSUES","ESCI","438","2.1"," 21/67 ","N/A","N/A","1.8","0.8","0.89"," 22/67 ","Q2","Q2","69.4","67.91","0.001","0.166","N/A","N/A",
"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR","PHARMACOL BIOCHEM BE","0091-3057","1873-5177","BEHAVIORAL SCIENCES","SCIE","10,449","3.3"," 8/55 ","3.2","Q1","3.1","0.5","0.88"," 19/55 ","Q2","Q1","86.4","66.36","0.005","1.066","0.937","Q2",
"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR","PHARMACOL BIOCHEM BE","0091-3057","1873-5177","NEUROSCIENCES","SCIE","10,449","3.3"," 124/310 ","3.2","Q2","3.1","0.5","0.88"," 121/310 ","Q2","Q2","60.2","61.13","0.005","1.066","0.937","Q3",
"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR","PHARMACOL BIOCHEM BE","0091-3057","1873-5177","PHARMACOLOGY & PHARMACY","SCIE","10,449","3.3"," 118/354 ","3.2","Q2","3.1","0.5","0.88"," 105/354 ","Q2","Q2","66.8","70.48","0.005","1.066","0.937","Q1",
"Journal of Pharmacological Sciences","J PHARMACOL SCI","1347-8613","1347-8648","PHARMACOLOGY & PHARMACY","SCIE","4,726","3"," 136/354 ","3","Q2","2.9","0.5","0.88"," 105/354 ","Q2","Q2","61.7","70.48","0.003","0.637","0.585","Q3",
"NEUROSURGERY CLINICS OF NORTH AMERICA","NEUROSURG CLIN N AM","1042-3680","1558-1349","CLINICAL NEUROLOGY","SCIE","2,623","2"," 170/277 ","2.9","Q2","1.9","0.2","0.88"," 92/278 ","Q2","Q3","38.8","67.09","0.002","0.458","0.874","Q2",
"NEUROSURGERY CLINICS OF NORTH AMERICA","NEUROSURG CLIN N AM","1042-3680","1558-1349","SURGERY","SCIE","2,623","2"," 108/290 ","2.9","Q1","1.9","0.2","0.88"," 89/290 ","Q2","Q2","62.9","69.48","0.002","0.458","0.874","Q1",
"Korean Journal of Pain","KOREAN J PAIN","2005-9159","2093-0569","CLINICAL NEUROLOGY","SCIE","1,181","3.4"," 73/277 ","3.2","Q2","3.1","0.9","0.87"," 93/278 ","Q2","Q2","73.8","66.73","0.001","0.259","0.725","Q3",
"Journal of Accounting in Emerging Economies","J ACCOUNT EMERG ECON","2042-1168","2042-1176","BUSINESS, FINANCE","ESCI","971","3.2"," 54/231 ","3.8","Q1","2.8","0.5","0.87"," 61/231 ","Q2","Q1","76.8","73.81","0.001","0.13","0.402","Q3",
"Journal of Attention Disorders","J ATTEN DISORD","1087-0547","1557-1246","PSYCHIATRY","SCIE, SSCI","5,188","2.7"," 109/276 ","3","Q2","2.4","0.4","0.87"," 94/276 ","Q2","Q2","60.7","66.12","0.006","1.386","0.889","Q2",
"Journal of Attention Disorders","J ATTEN DISORD","1087-0547","1557-1246","PSYCHOLOGY, DEVELOPMENTAL","SSCI","5,188","2.7"," 31/91 ","3","Q2","2.4","0.4","0.87"," 42/91 ","Q2","Q2","66.5","54.40","0.006","1.386","0.889","Q2",
"Computational Methods and Function Theory","COMPUT METH FUNCT TH","1617-9447","2195-3724","MATHEMATICS","SCIE","483","0.6"," 263/489 ","0.9","Q2","0.5","0.2","0.87"," 113/489 ","Q1","Q3","46.3","76.99","0.001","0.169","0.381","Q3",
"Computational Methods and Function Theory","COMPUT METH FUNCT TH","1617-9447","2195-3724","MATHEMATICS, APPLIED","SCIE","483","0.6"," 256/331 ","0.9","Q3","0.5","0.2","0.87"," 104/331 ","Q1","Q4","22.8","68.73","0.001","0.169","0.381","Q3",
"Journal of Plant Interactions","J PLANT INTERACT","1742-9145","1742-9153","PLANT SCIENCES","SCIE","2,575","2.6"," 87/265 ","3.9","Q1","2.6","0.5","0.86"," 68/265 ","Q2","Q2","67.4","74.53","0.001","0.311","0.571","Q2",
"Current Neuropharmacology","CURR NEUROPHARMACOL","1570-159X","1875-6190","NEUROSCIENCES","SCIE","7,774","4.8"," 57/310 ","7.1","Q1","4.8","1.6","0.85"," 126/310 ","Q2","Q1","81.8","59.52","0.007","1.451","1.47","Q2",
"Current Neuropharmacology","CURR NEUROPHARMACOL","1570-159X","1875-6190","PHARMACOLOGY & PHARMACY","SCIE","7,774","4.8"," 50/354 ","7.1","Q1","4.8","1.6","0.85"," 112/354 ","Q2","Q1","86.0","68.50","0.007","1.451","1.47","Q1",
"ASN Neuro","ASN NEURO","1759-0914","1759-0914","NEUROSCIENCES","SCIE","1,311","3.9"," 92/310 ","4.3","Q2","3.9","0.3","0.85"," 126/310 ","Q2","Q2","70.5","59.52","0.001","0.295","1.084","Q2",
"COMMENTS ON INORGANIC CHEMISTRY","COMMENT INORG CHEM","0260-3594","1548-9574","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","592","3.8"," 10/44 ","4","Q1","3.8","0.4","0.85"," 13/44 ","Q2","Q1","78.4","71.59","0","0.076","0.714","Q1",
"ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik","ZAMM-Z ANGEW MATH ME","0044-2267","1521-4001","MATHEMATICS, APPLIED","SCIE","4,381","2.3"," 41/331 ","1.8","Q1","2","0.9","0.85"," 111/331 ","Q2","Q1","87.8","66.62","0.002","0.502","0.376","Q3",
"ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik","ZAMM-Z ANGEW MATH ME","0044-2267","1521-4001","MECHANICS","SCIE","4,381","2.3"," 75/170 ","1.8","Q3","2","0.9","0.85"," 47/170 ","Q2","Q2","56.2","72.65","0.002","0.502","0.376","Q3",
"BMC BIOTECHNOLOGY","BMC BIOTECHNOL","N/A","1472-6750","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,894","3.5"," 63/174 ","3.2","Q2","3.5","0.5","0.84"," 55/174 ","Q2","Q2","64.1","68.68","0.002","0.389","0.611","Q2",
"ACM Transactions on Management Information Systems","ACM TRANS MANAG INF","2158-656X","2158-6578","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","881","2.5"," 119/249 ","3.1","Q2","2.3","1.6","0.84"," 91/251 ","Q2","Q2","52.4","63.94","0.001","0.158","0.642","Q2",
"COMPUTERS & OPERATIONS RESEARCH","COMPUT OPER RES","0305-0548","1873-765X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","16,520","4.1"," 43/169 ","4.5","Q2","3.7","0.8","0.83"," 64/169 ","Q2","Q2","74.9","62.43","0.013","2.88","1.174","Q1",
"COMPUTERS & OPERATIONS RESEARCH","COMPUT OPER RES","0305-0548","1873-765X","ENGINEERING, INDUSTRIAL","SCIE","16,520","4.1"," 18/69 ","4.5","Q2","3.7","0.8","0.83"," 22/69 ","Q2","Q2","74.6","68.84","0.013","2.88","1.174","Q1",
"COMPUTERS & OPERATIONS RESEARCH","COMPUT OPER RES","0305-0548","1873-765X","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","16,520","4.1"," 26/106 ","4.5","Q1","3.7","0.8","0.83"," 30/106 ","Q2","Q1","75.9","72.17","0.013","2.88","1.174","Q1",
"Geoscience Data Journal","GEOSCI DATA J","2049-6060","2049-6060","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","575","3.3"," 65/253 ","4","Q1","3","0.3","0.83"," 82/253 ","Q2","Q2","74.5","67.79","0.001","0.249","1.299","Q1",
"Geoscience Data Journal","GEOSCI DATA J","2049-6060","2049-6060","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","575","3.3"," 43/110 ","4","Q2","3","0.3","0.83"," 41/110 ","Q2","Q2","61.4","63.18","0.001","0.249","1.299","Q2",
"ARCHIVES OF GERONTOLOGY AND GERIATRICS","ARCH GERONTOL GERIAT","0167-4943","1872-6976","GERIATRICS & GERONTOLOGY","SCIE","8,965","3.5"," 29/74 ","3.6","Q2","3.3","0.8","0.82"," 33/74 ","Q2","Q2","61.5","56.08","0.008","1.803","0.907","Q3",
"NORMA","NORMA","1890-2138","1890-2146","SOCIOLOGY","ESCI","332","2.1"," 67/217 ","N/A","N/A","1.9","0.3","0.82"," 100/217 ","Q2","Q2","69.4","54.15","0.001","0.148","N/A","N/A",
"SPINAL CORD","SPINAL CORD","1362-4393","1476-5624","CLINICAL NEUROLOGY","SCIE","7,548","2.1"," 160/277 ","2.6","Q3","2","0.3","0.82"," 105/278 ","Q2","Q3","42.4","62.41","0.005","1.062","0.794","Q3",
"SPINAL CORD","SPINAL CORD","1362-4393","1476-5624","REHABILITATION","SCIE","7,548","2.1"," 40/169 ","2.6","Q2","2","0.3","0.82"," 75/169 ","Q2","Q1","76.6","55.92","0.005","1.062","0.794","Q1",
"BEHAVIOR GENETICS","BEHAV GENET","0001-8244","1573-3297","BEHAVIORAL SCIENCES","SCIE","2,603","2.6"," 15/55 ","2.4","Q3","2.3","0.2","0.81"," 22/55 ","Q2","Q2","73.6","60.91","0.002","0.392","1.092","Q1",
"BEHAVIOR GENETICS","BEHAV GENET","0001-8244","1573-3297","GENETICS & HEREDITY","SCIE","2,603","2.6"," 91/191 ","2.4","Q3","2.3","0.2","0.81"," 70/191 ","Q2","Q2","52.6","63.61","0.002","0.392","1.092","Q2",
"BEHAVIOR GENETICS","BEHAV GENET","0001-8244","1573-3297","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","2,603","2.6"," 56/218 ","2.4","Q2","2.3","0.2","0.81"," 82/218 ","Q2","Q2","74.5","62.61","0.002","0.392","1.092","Q1",
"Banach Journal of Mathematical Analysis","BANACH J MATH ANAL","2662-2033","1735-8787","MATHEMATICS","SCIE","573","1.1"," 98/489 ","1","Q2","1","0.4","0.81"," 135/489 ","Q2","Q1","80.1","72.49","0.001","0.283","0.496","Q2",
"Banach Journal of Mathematical Analysis","BANACH J MATH ANAL","2662-2033","1735-8787","MATHEMATICS, APPLIED","SCIE","573","1.1"," 163/331 ","1","Q3","1","0.4","0.81"," 119/331 ","Q2","Q2","50.9","64.20","0.001","0.283","0.496","Q3",
"IEEE Open Journal of Antennas and Propagation","IEEE OPEN J ANTENN P","N/A","2637-6431","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","970","3.5"," 120/352 ","3.6","Q2","3.3","0.5","0.8"," 132/354 ","Q2","Q2","66.1","62.85","0.002","0.485","1.037","Q2",
"IEEE Open Journal of Antennas and Propagation","IEEE OPEN J ANTENN P","N/A","2637-6431","TELECOMMUNICATIONS","ESCI","970","3.5"," 45/119 ","3.6","Q2","3.3","0.5","0.8"," 52/119 ","Q2","Q2","62.6","56.72","0.002","0.485","1.037","Q2",
"Aquaculture Environment Interactions","AQUACULT ENV INTERAC","1869-215X","1869-7534","FISHERIES","SCIE","1,231","2.2"," 17/62 ","2.6","Q2","2","0.8","0.8"," 21/62 ","Q1","Q2","73.4","66.94","0.001","0.203","0.559","Q1",
"Aquaculture Environment Interactions","AQUACULT ENV INTERAC","1869-215X","1869-7534","MARINE & FRESHWATER BIOLOGY","SCIE","1,231","2.2"," 29/119 ","2.6","Q1","2","0.8","0.8"," 28/119 ","Q1","Q1","76.1","76.89","0.001","0.203","0.559","Q1",
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE","J EXP PSYCHOL HUMAN","0096-1523","1939-1277","PSYCHOLOGY","SCIE","10,125","2.1"," 41/92 ","2.4","Q2","2","0.5","0.8"," 35/92 ","Q2","Q2","56.0","62.50","0.005","1.112","1.079","Q2",
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE","J EXP PSYCHOL HUMAN","0096-1523","1939-1277","PSYCHOLOGY, EXPERIMENTAL","SSCI","10,125","2.1"," 44/99 ","2.4","Q2","2","0.5","0.8"," 41/99 ","Q2","Q2","56.1","59.09","0.005","1.112","1.079","Q2",
"JOURNAL OF INDUSTRIAL ECOLOGY","J IND ECOL","1088-1980","1530-9290","ENGINEERING, ENVIRONMENTAL","SCIE","8,729","4.9"," 27/81 ","6.3","Q2","4.6","1","0.79"," 27/81 ","Q2","Q2","67.3","67.28","0.007","1.589","1.474","Q1",
"JOURNAL OF INDUSTRIAL ECOLOGY","J IND ECOL","1088-1980","1530-9290","ENVIRONMENTAL SCIENCES","SCIE","8,729","4.9"," 84/358 ","6.3","Q1","4.6","1","0.79"," 130/359 ","Q2","Q1","76.7","63.93","0.007","1.589","1.474","Q1",
"JOURNAL OF INDUSTRIAL ECOLOGY","J IND ECOL","1088-1980","1530-9290","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","8,729","4.9"," 37/91 ","6.3","Q2","4.6","1","0.79"," 41/91 ","Q2","Q2","59.9","55.49","0.007","1.589","1.474","Q2",
"Bioengineering-Basel","BIOENGINEERING-BASEL","N/A","2306-5354","ENGINEERING, BIOMEDICAL","SCIE","7,760","3.8"," 44/122 ","N/A","N/A","3.4","1","0.79"," 45/122 ","Q2","Q2","64.3","63.52","0.007","1.594","N/A","N/A",
"Journal of Cancer","J CANCER","1837-9664","1837-9664","ONCOLOGY","SCIE","13,612","3.3"," 118/322 ","3.3","Q2","3.3","0.6","0.79"," 121/322 ","Q2","Q2","63.5","62.58","0.018","3.885","0.709","Q3",
"Horticulture Environment and Biotechnology","HORTIC ENVIRON BIOTE","2211-3452","2211-3460","HORTICULTURE","SCIE","2,102","2.5"," 9/38 ","2.4","Q2","2.2","0.4","0.79"," 9/38 ","Q1","Q1","77.6","77.63","0.001","0.247","0.32","Q2",
"GENES BRAIN AND BEHAVIOR","GENES BRAIN BEHAV","1601-1848","1601-183X","BEHAVIORAL SCIENCES","SCIE","3,519","2.4"," 24/55 ","2.9","Q2","2.3","0.5","0.79"," 25/55 ","Q2","Q2","57.3","55.45","0.003","0.659","1.031","Q1",
"GENES BRAIN AND BEHAVIOR","GENES BRAIN BEHAV","1601-1848","1601-183X","NEUROSCIENCES","SCIE","3,519","2.4"," 195/310 ","2.9","Q3","2.3","0.5","0.79"," 146/310 ","Q2","Q3","37.3","53.06","0.003","0.659","1.031","Q2",
"Saudi Dental Journal","SAUDI DENT J","1013-9052","1658-3558","DENTISTRY, ORAL SURGERY & MEDICINE","ESCI","1,559","1.7"," 79/157 ","2.1","Q2","1.7","0.4","0.79"," 71/157 ","Q2","Q3","50.0","55.10","0.001","0.318","0.391","Q3",
"NONLINEARITY","NONLINEARITY","0951-7715","1361-6544","MATHEMATICS, APPLIED","SCIE","6,677","1.6"," 89/331 ","1.9","Q1","1.5","0.5","0.79"," 125/331 ","Q2","Q2","73.3","62.39","0.011","2.416","1.19","Q1",
"NONLINEARITY","NONLINEARITY","0951-7715","1361-6544","PHYSICS, MATHEMATICAL","SCIE","6,677","1.6"," 25/60 ","1.9","Q2","1.5","0.5","0.79"," 18/60 ","Q2","Q2","59.2","70.83","0.011","2.416","1.19","Q1",
"Transactions on Emerging Telecommunications Technologies","T EMERG TELECOMMUN T","2161-3915","2161-3915","TELECOMMUNICATIONS","SCIE","3,649","2.5"," 62/119 ","2.6","Q3","2.4","0.4","0.78"," 57/119 ","Q2","Q3","48.3","52.52","0.005","1.08","0.479","Q3",
"Economics & Sociology","ECON SOCIOL","2071-789X","2306-3459","ECONOMICS","ESCI","915","2.1"," 200/597 ","1.7","Q3","1.8","0.4","0.78"," 187/600 ","Q2","Q2","66.6","68.92","0.001","0.172","0.249","Q3",
"JOURNAL OF COMMUNICATIONS AND NETWORKS","J COMMUN NETW-S KOR","1229-2370","1976-5541","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,183","2.9"," 103/249 ","3","Q2","2.7","0.4","0.77"," 105/251 ","Q2","Q2","58.8","58.37","0.001","0.282","0.664","Q2",
"JOURNAL OF COMMUNICATIONS AND NETWORKS","J COMMUN NETW-S KOR","1229-2370","1976-5541","TELECOMMUNICATIONS","SCIE","1,183","2.9"," 58/119 ","3","Q2","2.7","0.4","0.77"," 58/119 ","Q2","Q2","51.7","51.68","0.001","0.282","0.664","Q2",
"in silico Plants","IN SILICO PLANTS","N/A","2517-5025","AGRONOMY","ESCI","244","2.6"," 25/125 ","2.9","Q1","2.4","0.6","0.77"," 27/125 ","Q1","Q1","80.4","78.80","0","0.094","0.645","Q1",
"in silico Plants","IN SILICO PLANTS","N/A","2517-5025","MATHEMATICAL & COMPUTATIONAL BIOLOGY","ESCI","244","2.6"," 20/65 ","2.9","Q2","2.4","0.6","0.77"," 24/65 ","Q1","Q2","70.0","63.85","0","0.094","0.645","Q3",
"in silico Plants","IN SILICO PLANTS","N/A","2517-5025","PLANT SCIENCES","ESCI","244","2.6"," 87/265 ","2.9","Q2","2.4","0.6","0.77"," 84/265 ","Q1","Q2","67.4","68.49","0","0.094","0.645","Q2",
"CANADIAN JOURNAL OF SURGERY","CAN J SURG","0008-428X","1488-2310","SURGERY","SCIE","3,001","2.2"," 90/290 ","2.6","Q2","2.1","0.5","0.77"," 117/290 ","Q2","Q2","69.1","59.83","0.003","0.558","0.896","Q1",
"COMPUTATIONAL OPTIMIZATION AND APPLICATIONS","COMPUT OPTIM APPL","0926-6003","1573-2894","MATHEMATICS, APPLIED","SCIE","3,171","1.6"," 89/331 ","2","Q1","1.4","0.4","0.77"," 133/331 ","Q2","Q2","73.3","59.97","0.004","0.97","1.099","Q1",
"COMPUTATIONAL OPTIMIZATION AND APPLICATIONS","COMPUT OPTIM APPL","0926-6003","1573-2894","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","3,171","1.6"," 65/106 ","2","Q3","1.4","0.4","0.77"," 32/106 ","Q2","Q3","39.2","70.28","0.004","0.97","1.099","Q2",
"Green Chemistry Letters and Reviews","GREEN CHEM LETT REV","1751-8253","1751-7192","CHEMISTRY, MULTIDISCIPLINARY","SCIE","2,562","5.8"," 56/230 ","6.6","Q1","5.7","1.5","0.76"," 78/231 ","Q2","Q1","75.9","66.45","0.002","0.389","0.872","Q2",
"Green Chemistry Letters and Reviews","GREEN CHEM LETT REV","1751-8253","1751-7192","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","2,562","5.8"," 31/91 ","6.6","Q2","5.7","1.5","0.76"," 42/91 ","Q2","Q2","66.5","54.40","0.002","0.389","0.872","Q2",
"Annals of General Psychiatry","ANN GEN PSYCHIATR","N/A","1744-859X","PSYCHIATRY","SCIE, SSCI","1,856","3.6"," 66/276 ","3.8","Q2","3.6","0.5","0.76"," 115/276 ","Q2","Q1","76.3","58.51","0.002","0.462","1.038","Q2",
"Journal of Cardiopulmonary Rehabilitation and Prevention","J CARDIOPULM REHABIL","1932-7501","1932-751X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,500","3.3"," 59/220 ","3.2","Q2","2.4","1.4","0.76"," 76/220 ","Q2","Q2","73.4","65.68","0.003","0.631","0.971","Q2",
"Journal of Physiological Sciences","J PHYSIOL SCI","1880-6546","1880-6562","PHYSIOLOGY","SCIE","1,679","2.6"," 33/85 ","2.7","Q2","2.5","0.2","0.76"," 43/85 ","Q3","Q2","61.8","50.00","0.002","0.328","0.625","Q3",
"Fashion and Textiles","FASH TEXT","2198-0802","2198-0802","MATERIALS SCIENCE, TEXTILES","SCIE","768","2.3"," 6/29 ","2.6","Q2","2.1","0.5","0.76"," 7/29 ","Q1","Q1","81.0","77.59","0.001","0.158","0.461","Q1",
"Journal of Police and Criminal Psychology","J POLICE CRIM PSYCHO","0882-0783","1936-6469","CRIMINOLOGY & PENOLOGY","ESCI","944","1.7"," 37/113 ","1.8","Q2","1.6","0.3","0.76"," 59/113 ","Q3","Q2","67.7","48.23","0.001","0.287","0.501","Q3",
"Journal of International Students","J INT STUDENTS","2162-3104","2166-3750","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,136","1.5"," 300/756 ","1.8","Q2","1.2","0.2","0.76"," 327/756 ","Q2","Q2","60.4","56.81","0.001","0.314","0.432","Q2",
"Moral Philosophy and Politics","MORAL PHILOS POLIT","2194-5616","2194-5624","ETHICS","ESCI","115","0.9"," 53/77 ","N/A","N/A","0.8","0.4","0.76"," 36/77 ","Q2","Q3","31.8","53.90","0","0.069","N/A","N/A",
"Moral Philosophy and Politics","MORAL PHILOS POLIT","2194-5616","2194-5624","PHILOSOPHY","ESCI","115","0.9"," N/A ","N/A","N/A","0.8","0.4","0.76"," 96/325 ","Q2","N/A","N/A","70.62","0","0.069","N/A","N/A",
"Moral Philosophy and Politics","MORAL PHILOS POLIT","2194-5616","2194-5624","POLITICAL SCIENCE","ESCI","115","0.9"," 196/317 ","N/A","N/A","0.8","0.4","0.76"," 146/317 ","Q2","Q3","38.3","54.10","0","0.069","N/A","N/A",
"Ecological Solutions and Evidence","ECOL SOLUT EVID","N/A","2688-8319","ECOLOGY","ESCI","504","2.6"," 73/195 ","2.7","Q2","2.4","0.4","0.75"," 81/195 ","Q2","Q2","62.8","58.72","0.001","0.247","0.794","Q2",
"MOLECULAR AND CELLULAR NEUROSCIENCE","MOL CELL NEUROSCI","1044-7431","1095-9327","NEUROSCIENCES","SCIE","5,593","2.6"," 176/310 ","3.3","Q2","2.6","0.9","0.75"," 163/310 ","Q3","Q3","43.4","47.58","0.003","0.589","0.929","Q3",
"PHARMACOPSYCHIATRY","PHARMACOPSYCHIATRY","0176-3679","1439-0795","PHARMACOLOGY & PHARMACY","SCIE","1,812","3.6"," 94/354 ","4","Q2","3.5","0.3","0.74"," 149/354 ","Q2","Q2","73.6","58.05","0.001","0.306","1.199","Q1",
"PHARMACOPSYCHIATRY","PHARMACOPSYCHIATRY","0176-3679","1439-0795","PSYCHIATRY","SCIE","1,812","3.6"," 66/276 ","4","Q2","3.5","0.3","0.74"," 125/276 ","Q2","Q1","76.3","54.89","0.001","0.306","1.199","Q2",
