"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"NEUROLOGIA MEDICO-CHIRURGICA","NEUROL MED-CHIR","0470-8105","1349-8029","CLINICAL NEUROLOGY","SCIE","3,479","2.4"," 137/277 ","2.2","Q3","2.3","0.2","0.89"," 90/278 ","Q2","Q2","50.7","67.81","0.002","0.407","0.61","Q3",
"NEUROLOGIA MEDICO-CHIRURGICA","NEUROL MED-CHIR","0470-8105","1349-8029","SURGERY","SCIE","3,479","2.4"," 73/290 ","2.2","Q2","2.3","0.2","0.89"," 87/290 ","Q2","Q2","75.0","70.17","0.002","0.407","0.61","Q2",
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","1351-0088","1479-6821","ENDOCRINOLOGY & METABOLISM","SCIE","7,177","4.1"," 49/186 ","4.4","Q2","4","1.1","0.88"," 61/186 ","Q2","Q2","73.9","67.47","0.005","1.186","1.273","Q1",
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","1351-0088","1479-6821","ONCOLOGY","SCIE","7,177","4.1"," 91/322 ","4.4","Q2","4","1.1","0.88"," 96/322 ","Q2","Q2","71.9","70.34","0.005","1.186","1.273","Q2",
"Cardiovascular Toxicology","CARDIOVASC TOXICOL","1530-7905","1559-0259","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,971","3.4"," 57/220 ","3","Q2","3.4","0.6","0.88"," 62/220 ","Q2","Q2","74.3","72.05","0.002","0.358","0.561","Q3",
"Cardiovascular Toxicology","CARDIOVASC TOXICOL","1530-7905","1559-0259","TOXICOLOGY","SCIE","1,971","3.4"," 35/106 ","3","Q3","3.4","0.6","0.88"," 28/106 ","Q2","Q2","67.5","74.06","0.002","0.358","0.561","Q3",
"Cognitive Neurodynamics","COGN NEURODYNAMICS","1871-4080","1871-4099","NEUROSCIENCES","SCIE","2,164","3.1"," 136/310 ","3.5","Q2","2.8","0.4","0.88"," 121/310 ","Q2","Q2","56.3","61.13","0.003","0.571","0.7","Q3",
"COMPUTER VISION AND IMAGE UNDERSTANDING","COMPUT VIS IMAGE UND","1077-3142","1090-235X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","6,761","4.3"," 54/197 ","4.9","Q2","3.9","0.5","0.87"," 62/198 ","Q2","Q2","72.8","68.94","0.005","1.158","1.289","Q1",
"COMPUTER VISION AND IMAGE UNDERSTANDING","COMPUT VIS IMAGE UND","1077-3142","1090-235X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","6,761","4.3"," 83/352 ","4.9","Q1","3.9","0.5","0.87"," 119/354 ","Q2","Q1","76.6","66.53","0.005","1.158","1.289","Q1",
"SCIENTOMETRICS","SCIENTOMETRICS","0138-9130","1588-2861","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","20,397","3.5"," 58/169 ","3.8","Q2","3","0.6","0.87"," 57/169 ","Q1","Q2","66.0","66.57","0.013","2.826","0.86","Q2",
"SCIENTOMETRICS","SCIENTOMETRICS","0138-9130","1588-2861","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","20,397","3.5"," 29/160 ","3.8","Q1","3","0.6","0.87"," 38/161 ","Q1","Q1","82.2","76.71","0.013","2.826","0.86","Q1",
"Inventions","INVENTIONS-BASEL","N/A","2411-5134","ENGINEERING, MULTIDISCIPLINARY","ESCI","1,306","2.1"," 56/179 ","2.7","Q2","1.9","0.6","0.87"," 40/180 ","Q1","Q2","69.0","78.06","0.001","0.322","0.418","Q2",
"TEACHING AND LEARNING IN MEDICINE","TEACH LEARN MED","1040-1334","1532-8015","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","2,056","2.1"," 26/85 ","2.5","Q2","2","0.4","0.87"," 31/85 ","Q2","Q2","70.0","64.12","0.003","0.556","0.951","Q1",
"TEACHING AND LEARNING IN MEDICINE","TEACH LEARN MED","1040-1334","1532-8015","HEALTH CARE SCIENCES & SERVICES","SCIE","2,056","2.1"," 88/174 ","2.5","Q2","2","0.4","0.87"," 63/175 ","Q2","Q3","49.7","64.29","0.003","0.556","0.951","Q2",
"ZOOLOGICAL STUDIES","ZOOL STUD","1021-5506","1810-522X","ZOOLOGY","SCIE","1,651","1.5"," 58/180 ","1.5","Q2","1.3","0.4","0.87"," 50/180 ","Q2","Q2","68.1","72.50","0.001","0.218","0.398","Q2",
"GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL","GEOARCHAEOLOGY","0883-6353","1520-6548","ARCHAEOLOGY","AHCI","1,299","1.4"," N/A ","1.6","N/A","1.4","0.3","0.87"," 46/163 ","Q2","N/A","N/A","72.09","0.001","0.309","0.644","Q1",
"GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL","GEOARCHAEOLOGY","0883-6353","1520-6548","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","1,299","1.4"," 175/253 ","1.6","Q3","1.4","0.3","0.87"," 69/253 ","Q2","Q3","31.0","72.92","0.001","0.309","0.644","Q2",
"Regional Statistics","REG STAT","2063-9538","2064-8243","GEOGRAPHY","ESCI","347","N/A"," N/A ","N/A","N/A","N/A","N/A","0.87"," 42/172 ","Q1","N/A","N/A","75.87","0","0.045","0.186","Q3",
"Biocatalysis and Agricultural Biotechnology","BIOCATAL AGR BIOTECH","N/A","1878-8181","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","ESCI","8,902","3.4"," 69/174 ","3.8","Q2","3.3","0.8","0.86"," 50/174 ","Q2","Q2","60.6","71.55","0.008","1.711","0.501","Q3",
"Aeolian Research","AEOLIAN RES","1875-9637","2212-1684","GEOGRAPHY, PHYSICAL","SCIE","2,212","3.1"," 17/65 ","3","Q2","3.1","0.8","0.86"," 22/65 ","Q2","Q2","74.6","66.92","0.002","0.337","0.708","Q2",
"ACTA PALAEONTOLOGICA POLONICA","ACTA PALAEONTOL POL","0567-7920","1732-2421","PALEONTOLOGY","SCIE","2,385","1.8"," 17/56 ","1.8","Q2","1.8","0.5","0.86"," 21/56 ","Q2","Q2","70.5","63.39","0.001","0.28","0.542","Q2",
"BULLETIN OF ENTOMOLOGICAL RESEARCH","B ENTOMOL RES","0007-4853","1475-2670","ENTOMOLOGY","SCIE","4,083","1.6"," 36/109 ","1.6","Q2","1.5","0.3","0.86"," 29/109 ","Q2","Q2","67.4","73.85","0.001","0.301","0.367","Q2",
"Arabian Journal of Mathematics","ARAB J MATH","2193-5343","2193-5351","MATHEMATICS","ESCI","285","0.9"," 145/489 ","1","Q2","0.9","0.1","0.86"," 115/489 ","Q1","Q2","70.4","76.58","0.001","0.116","0.282","Q3",
"MINDS AND MACHINES","MIND MACH","0924-6495","1572-8641","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","1,687","4.2"," 59/197 ","7.5","Q1","3.8","0.7","0.85"," 64/198 ","Q2","Q2","70.3","67.93","0.003","0.709","2.682","Q1",
"EuroMed Journal of Business","EUROMED J BUS","1450-2194","1758-888X","BUSINESS","ESCI","943","3.8"," 104/302 ","3.8","Q2","3.3","0.5","0.85"," 107/302 ","Q2","Q2","65.7","64.74","0.001","0.163","0.492","Q3",
"SURGERY TODAY","SURG TODAY","0941-1291","1436-2813","SURGERY","SCIE","5,806","1.7"," 133/290 ","2.2","Q2","1.6","0.3","0.85"," 96/290 ","Q2","Q2","54.3","67.07","0.005","1.042","0.586","Q2",
"POLYMER COMPOSITES","POLYM COMPOSITE","0272-8397","1548-0569","MATERIALS SCIENCE, COMPOSITES","SCIE","18,563","4.8"," 10/35 ","3.9","Q2","3.3","1.1","0.84"," 12/35 ","Q1","Q2","72.9","67.14","0.011","2.494","0.438","Q2",
"POLYMER COMPOSITES","POLYM COMPOSITE","0272-8397","1548-0569","POLYMER SCIENCE","SCIE","18,563","4.8"," 17/94 ","3.9","Q2","3.3","1.1","0.84"," 22/94 ","Q1","Q1","82.4","77.13","0.011","2.494","0.438","Q2",
"SciPost Physics Core","SCIPOST PHYSICS CORE","N/A","2666-9366","PHYSICS, MULTIDISCIPLINARY","ESCI","369","2.6"," 36/110 ","2.7","Q2","2.5","0.6","0.84"," 27/110 ","Q1","Q2","67.7","75.91","0.001","0.232","1.116","Q1",
"Foundations of Data Science","FOUND DATA SCI","N/A","2639-8001","MATHEMATICS, APPLIED","ESCI","174","1.7"," 83/331 ","1.8","Q1","1.5","0.3","0.84"," 114/331 ","Q1","Q2","75.1","65.71","0.001","0.187","1.124","Q1",
"Foundations of Data Science","FOUND DATA SCI","N/A","2639-8001","STATISTICS & PROBABILITY","ESCI","174","1.7"," 35/168 ","1.8","Q2","1.5","0.3","0.84"," 29/168 ","Q1","Q1","79.5","83.04","0.001","0.187","1.124","Q2",
"SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS","SIAM J MATRIX ANAL A","0895-4798","1095-7162","MATHEMATICS, APPLIED","SCIE","4,654","1.5"," 98/331 ","1.9","Q1","1.3","0.2","0.84"," 114/331 ","Q2","Q2","70.5","65.71","0.004","0.772","1.19","Q1",
"Mark Twain Annual","MARK TWAIN ANNU","1553-0981","1756-2597","LITERATURE, AMERICAN","ESCI","17","0.2"," N/A ","0.1","N/A","0.2","<0.1","0.84"," 9/28 ","Q2","N/A","N/A","69.64","0","0.004","0.038","Q4",
"Journal of Hazardous Materials Letters","J HAZARD MATER LETT","2666-9110","2666-9110","ENGINEERING, ENVIRONMENTAL","ESCI","458","6.6"," 19/81 ","6.4","Q1","6.5","0.6","0.83"," 25/81 ","Q2","Q1","77.2","69.75","0.001","0.157","1.253","Q1",
"Journal of Hazardous Materials Letters","J HAZARD MATER LETT","2666-9110","2666-9110","ENVIRONMENTAL SCIENCES","ESCI","458","6.6"," 47/358 ","6.4","Q1","6.5","0.6","0.83"," 113/359 ","Q2","Q1","87.0","68.66","0.001","0.157","1.253","Q1",
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","0022-3042","1471-4159","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","31,580","4.2"," 88/313 ","4.9","Q2","4.1","0.9","0.83"," 99/313 ","Q2","Q2","72.0","68.53","0.011","2.43","1.332","Q1",
"JOURNAL OF NEUROCHEMISTRY","J NEUROCHEM","0022-3042","1471-4159","NEUROSCIENCES","SCIE","31,580","4.2"," 78/310 ","4.9","Q1","4.1","0.9","0.83"," 137/310 ","Q2","Q2","75.0","55.97","0.011","2.43","1.332","Q2",
"Journal of Soil Science and Plant Nutrition","J SOIL SCI PLANT NUT","0718-9508","0718-9516","ENVIRONMENTAL SCIENCES","SCIE","6,339","3.4"," 154/358 ","3.6","Q2","3","0.6","0.83"," 113/359 ","Q2","Q2","57.1","68.66","0.005","1.034","0.495","Q3",
"Journal of Soil Science and Plant Nutrition","J SOIL SCI PLANT NUT","0718-9508","0718-9516","PLANT SCIENCES","SCIE","6,339","3.4"," 60/265 ","3.6","Q2","3","0.6","0.83"," 72/265 ","Q2","Q1","77.5","73.02","0.005","1.034","0.495","Q2",
"Journal of Soil Science and Plant Nutrition","J SOIL SCI PLANT NUT","0718-9508","0718-9516","SOIL SCIENCE","SCIE","6,339","3.4"," 17/49 ","3.6","Q2","3","0.6","0.83"," 18/49 ","Q2","Q2","66.3","64.29","0.005","1.034","0.495","Q3",
"MARINE BIOTECHNOLOGY","MAR BIOTECHNOL","1436-2228","1436-2236","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,410","2.6"," 95/174 ","2.8","Q3","2.5","0.5","0.83"," 56/174 ","Q1","Q3","45.7","68.10","0.002","0.371","0.528","Q3",
"MARINE BIOTECHNOLOGY","MAR BIOTECHNOL","1436-2228","1436-2236","MARINE & FRESHWATER BIOLOGY","SCIE","3,410","2.6"," 21/119 ","2.8","Q1","2.5","0.5","0.83"," 25/119 ","Q1","Q1","82.8","79.41","0.002","0.371","0.528","Q2",
"Geriatric Nursing","GERIATR NURS","0197-4572","1528-3984","GERIATRICS & GERONTOLOGY","SCIE","3,117","2.5"," 46/74 ","2.6","Q3","2.4","0.3","0.83"," 31/74 ","Q2","Q3","38.5","58.78","0.004","0.917","0.666","Q3",
"Geriatric Nursing","GERIATR NURS","0197-4572","1528-3984","GERONTOLOGY","SSCI","3,117","2.5"," 15/47 ","2.6","Q2","2.4","0.3","0.83"," 15/48 ","Q2","Q2","69.1","69.79","0.004","0.917","0.666","Q3",
"Geriatric Nursing","GERIATR NURS","0197-4572","1528-3984","NURSING","SCIE, SSCI","3,117","2.5"," 32/191 ","2.6","Q1","2.4","0.3","0.83"," 73/191 ","Q2","Q1","83.5","62.04","0.004","0.917","0.666","Q1",
"Smart Structures and Systems","SMART STRUCT SYST","1738-1584","1738-1991","ENGINEERING, CIVIL","SCIE","3,022","2.1"," 83/181 ","2.8","Q2","1.9","0.2","0.83"," 47/181 ","Q1","Q2","54.4","74.31","0.002","0.505","0.455","Q2",
"Smart Structures and Systems","SMART STRUCT SYST","1738-1584","1738-1991","ENGINEERING, MECHANICAL","SCIE","3,022","2.1"," 82/180 ","2.8","Q2","1.9","0.2","0.83"," 45/180 ","Q1","Q2","54.7","75.28","0.002","0.505","0.455","Q2",
"Smart Structures and Systems","SMART STRUCT SYST","1738-1584","1738-1991","INSTRUMENTS & INSTRUMENTATION","SCIE","3,022","2.1"," 38/76 ","2.8","Q2","1.9","0.2","0.83"," 22/76 ","Q1","Q2","50.7","71.71","0.002","0.505","0.455","Q2",
"PHYSICIAN AND SPORTSMEDICINE","PHYSICIAN SPORTSMED","0091-3847","2326-3660","ORTHOPEDICS","SCIE","2,218","1.9"," 55/136 ","2.4","Q2","1.8","0.3","0.83"," 51/136 ","Q2","Q2","59.9","62.87","0.002","0.539","0.735","Q2",
"PHYSICIAN AND SPORTSMEDICINE","PHYSICIAN SPORTSMED","0091-3847","2326-3660","PRIMARY HEALTH CARE","SCIE","2,218","1.9"," 16/30 ","2.4","Q2","1.8","0.3","0.83"," 19/30 ","Q2","Q3","48.3","38.33","0.002","0.539","0.735","Q2",
"PHYSICIAN AND SPORTSMEDICINE","PHYSICIAN SPORTSMED","0091-3847","2326-3660","SPORT SCIENCES","SCIE","2,218","1.9"," 58/127 ","2.4","Q2","1.8","0.3","0.83"," 56/127 ","Q2","Q2","54.7","56.30","0.002","0.539","0.735","Q2",
"IEEE MICROWAVE MAGAZINE","IEEE MICROW MAG","1527-3342","1557-9581","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,799","3.7"," 112/352 ","3.5","Q2","3.4","1.1","0.82"," 127/354 ","Q2","Q2","68.3","64.27","0.002","0.475","0.894","Q2",
"IEEE MICROWAVE MAGAZINE","IEEE MICROW MAG","1527-3342","1557-9581","TELECOMMUNICATIONS","SCIE","2,799","3.7"," 40/119 ","3.5","Q2","3.4","1.1","0.82"," 49/119 ","Q2","Q2","66.8","59.24","0.002","0.475","0.894","Q2",
"Journal of Neurosurgery-Pediatrics","J NEUROSURG-PEDIATR","1933-0707","1933-0715","CLINICAL NEUROLOGY","SCIE","5,737","2.1"," 160/277 ","2.4","Q3","1.8","0.5","0.82"," 105/278 ","Q2","Q3","42.4","62.41","0.005","1.192","0.752","Q3",
"Journal of Neurosurgery-Pediatrics","J NEUROSURG-PEDIATR","1933-0707","1933-0715","PEDIATRICS","SCIE","5,737","2.1"," 59/186 ","2.4","Q2","1.8","0.5","0.82"," 65/186 ","Q2","Q2","68.5","65.32","0.005","1.192","0.752","Q2",
"Journal of Neurosurgery-Pediatrics","J NEUROSURG-PEDIATR","1933-0707","1933-0715","SURGERY","SCIE","5,737","2.1"," 98/290 ","2.4","Q2","1.8","0.5","0.82"," 105/290 ","Q2","Q2","66.4","63.97","0.005","1.192","0.752","Q2",
"Japan Journal of Nursing Science","JPN J NURS SCI","1742-7932","1742-7924","NURSING","SCIE, SSCI","1,019","1.7"," 80/191 ","2","Q2","1.6","0.3","0.82"," 76/191 ","Q2","Q2","58.4","60.47","0.001","0.271","0.474","Q3",
"JCO Oncology Practice","JCO ONCOL PRACT","2688-1527","2688-1535","ONCOLOGY","SCIE","3,432","4.7"," 73/322 ","4.4","Q2","4.4","1.7","0.81"," 113/322 ","Q2","Q1","77.5","65.06","0.011","2.508","1.998","Q1",
"JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE","J SCI FOOD AGR","0022-5142","1097-0010","AGRICULTURE, MULTIDISCIPLINARY","SCIE","36,788","3.3"," 16/89 ","4","Q1","3.2","0.6","0.81"," 20/89 ","Q1","Q1","82.6","78.09","0.017","3.745","0.572","Q1",
"JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE","J SCI FOOD AGR","0022-5142","1097-0010","CHEMISTRY, APPLIED","SCIE","36,788","3.3"," 25/74 ","4","Q2","3.2","0.6","0.81"," 19/74 ","Q1","Q2","66.9","75.00","0.017","3.745","0.572","Q2",
"JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE","J SCI FOOD AGR","0022-5142","1097-0010","FOOD SCIENCE & TECHNOLOGY","SCIE","36,788","3.3"," 66/173 ","4","Q2","3.2","0.6","0.81"," 56/173 ","Q1","Q2","62.1","67.92","0.017","3.745","0.572","Q2",
"BEHAVIOURAL BRAIN RESEARCH","BEHAV BRAIN RES","0166-4328","1872-7549","BEHAVIORAL SCIENCES","SCIE","25,612","2.6"," 15/55 ","2.8","Q2","2.5","0.5","0.81"," 22/55 ","Q2","Q2","73.6","60.91","0.016","3.555","0.741","Q3",
"BEHAVIOURAL BRAIN RESEARCH","BEHAV BRAIN RES","0166-4328","1872-7549","NEUROSCIENCES","SCIE","25,612","2.6"," 176/310 ","2.8","Q3","2.5","0.5","0.81"," 138/310 ","Q2","Q3","43.4","55.65","0.016","3.555","0.741","Q3",
"Journal of Psychosomatic Obstetrics & Gynecology","J PSYCHOSOM OBST GYN","0167-482X","1743-8942","OBSTETRICS & GYNECOLOGY","SCIE","2,001","2.1"," 57/136 ","3","Q2","2","0.2","0.81"," 55/136 ","Q2","Q2","58.5","59.93","0.002","0.355","0.827","Q2",
"Journal of Psychosomatic Obstetrics & Gynecology","J PSYCHOSOM OBST GYN","0167-482X","1743-8942","PSYCHIATRY","SCIE","2,001","2.1"," 148/276 ","3","Q2","2","0.2","0.81"," 108/276 ","Q2","Q3","46.6","61.05","0.002","0.355","0.827","Q2",
"Journal of Psychosomatic Obstetrics & Gynecology","J PSYCHOSOM OBST GYN","0167-482X","1743-8942","PSYCHOLOGY, CLINICAL","SSCI","2,001","2.1"," 80/180 ","3","Q2","2","0.2","0.81"," 76/180 ","Q2","Q2","55.8","58.06","0.002","0.355","0.827","Q2",
"INTERNATIONAL JOURNAL OF COLORECTAL DISEASE","INT J COLORECTAL DIS","0179-1958","1432-1262","GASTROENTEROLOGY & HEPATOLOGY","SCIE","7,996","2.5"," 71/143 ","2.7","Q3","2.4","0.5","0.8"," 47/143 ","Q2","Q2","50.7","67.48","0.008","1.703","0.756","Q3",
"INTERNATIONAL JOURNAL OF COLORECTAL DISEASE","INT J COLORECTAL DIS","0179-1958","1432-1262","SURGERY","SCIE","7,996","2.5"," 68/290 ","2.7","Q2","2.4","0.5","0.8"," 107/290 ","Q2","Q1","76.7","63.28","0.008","1.703","0.756","Q2",
"DEVELOPMENTAL DYNAMICS","DEV DYNAM","1058-8388","1097-0177","ANATOMY & MORPHOLOGY","SCIE","8,570","2"," 6/22 ","2.7","Q1","1.9","0.3","0.8"," 11/22 ","Q2","Q2","75.0","52.27","0.004","0.907","0.97","Q1",
"DEVELOPMENTAL DYNAMICS","DEV DYNAM","1058-8388","1097-0177","DEVELOPMENTAL BIOLOGY","SCIE","8,570","2"," 24/39 ","2.7","Q2","1.9","0.3","0.8"," 13/39 ","Q2","Q3","39.7","67.95","0.004","0.907","0.97","Q2",
"International Journal of Computerized Dentistry","INT J COMPUT DENT","1463-4201","1463-4201","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","859","1.8"," 72/157 ","2.8","Q2","1.7","0.8","0.8"," 70/157 ","Q2","Q2","54.5","55.73","0.001","0.184","0.622","Q2",
"Annals of Animal Science","ANN ANIM SCI","1642-3402","2300-8733","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","1,593","1.8"," 25/80 ","1.8","Q2","1.6","0.6","0.79"," 24/80 ","Q2","Q2","69.4","70.63","0.001","0.218","0.26","Q3",
"JOURNAL OF THE HISTORY OF INTERNATIONAL LAW","J HIST INT LAW","1388-199X","1571-8050","LAW","ESCI","190","1.1"," 113/421 ","1.1","Q2","1.1","<0.1","0.79"," 159/421 ","Q2","Q2","73.3","62.35","0.001","0.118","0.707","Q1",
"International Journal of Fashion Studies","INT J FASH STUD","2051-7106","2051-7114","HUMANITIES, MULTIDISCIPLINARY","ESCI","73","0.3"," N/A ","0.5","N/A","0.3","0.2","0.79"," 96/406 ","Q1","N/A","N/A","76.48","0","0.05","0.331","Q1",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","4,777","3"," 72/220 ","2.9","Q2","2.2","0.8","0.78"," 73/220 ","Q2","Q2","67.5","67.05","0.006","1.371","0.778","Q2",
"JOURNAL OF NUCLEAR CARDIOLOGY","J NUCL CARDIOL","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,777","3"," 52/204 ","2.9","Q2","2.2","0.8","0.78"," 75/204 ","Q2","Q2","74.8","63.48","0.006","1.371","0.778","Q2",
"JOURNAL OF NEUROSCIENCE RESEARCH","J NEUROSCI RES","0360-4012","1097-4547","NEUROSCIENCES","SCIE","12,949","2.9"," 143/310 ","4","Q2","2.9","0.7","0.78"," 150/310 ","Q2","Q2","54.0","51.77","0.007","1.632","1.124","Q2",
"MATHEMATISCHE NACHRICHTEN","MATH NACHR","0025-584X","1522-2616","MATHEMATICS","SCIE","3,220","0.8"," 178/489 ","1","Q2","0.7","0.2","0.78"," 146/489 ","Q2","Q2","63.7","70.25","0.004","0.769","0.605","Q2",
"MACHINE LEARNING","MACH LEARN","0885-6125","1573-0565","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","30,632","4.3"," 54/197 ","5.8","Q1","4.2","0.4","0.77"," 71/198 ","Q2","Q2","72.8","64.39","0.008","1.843","1.748","Q1",
"ISPRS International Journal of Geo-Information","ISPRS INT J GEO-INF","N/A","2220-9964","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","12,458","2.8"," 105/249 ","3","Q2","2.6","0.6","0.77"," 105/251 ","Q2","Q2","58.0","58.37","0.015","3.277","0.557","Q2",
"ISPRS International Journal of Geo-Information","ISPRS INT J GEO-INF","N/A","2220-9964","GEOGRAPHY, PHYSICAL","SCIE","12,458","2.8"," 22/65 ","3","Q2","2.6","0.6","0.77"," 28/65 ","Q2","Q2","66.9","57.69","0.015","3.277","0.557","Q3",
"ISPRS International Journal of Geo-Information","ISPRS INT J GEO-INF","N/A","2220-9964","REMOTE SENSING","SCIE","12,458","2.8"," 29/62 ","3","Q2","2.6","0.6","0.77"," 26/62 ","Q2","Q2","54.0","58.87","0.015","3.277","0.557","Q3",
"American Journal of Alzheimers Disease and Other Dementias","AM J ALZHEIMERS DIS","1533-3175","1938-2731","CLINICAL NEUROLOGY","SCIE","2,582","2.7"," 110/277 ","3.2","Q2","2.6","0.3","0.77"," 118/278 ","Q2","Q2","60.5","57.73","0.002","0.398","0.9","Q2",
"American Journal of Alzheimers Disease and Other Dementias","AM J ALZHEIMERS DIS","1533-3175","1938-2731","GERIATRICS & GERONTOLOGY","SCIE","2,582","2.7"," 44/74 ","3.2","Q3","2.6","0.3","0.77"," 39/74 ","Q2","Q3","41.2","47.97","0.002","0.398","0.9","Q3",
"COMPUTER GRAPHICS FORUM","COMPUT GRAPH FORUM","0167-7055","1467-8659","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","9,599","2.7"," 44/131 ","2.9","Q2","2.4","0.3","0.77"," 47/131 ","Q2","Q2","66.8","64.50","0.013","2.804","1.154","Q1",
"JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY","J STEROID BIOCHEM","0960-0760","1879-1220","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","10,925","2.7"," 193/313 ","3.6","Q2","2.6","0.5","0.77"," 119/313 ","Q2","Q3","38.5","62.14","0.006","1.413","0.832","Q2",
"JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY","J STEROID BIOCHEM","0960-0760","1879-1220","ENDOCRINOLOGY & METABOLISM","SCIE","10,925","2.7"," 104/186 ","3.6","Q2","2.6","0.5","0.77"," 80/186 ","Q2","Q3","44.4","57.26","0.006","1.413","0.832","Q3",
"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY","CARDIOVASC INTER RAD","0174-1551","1432-086X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","7,200","2.8"," 79/220 ","2.6","Q2","2.5","0.8","0.76"," 76/220 ","Q2","Q2","64.3","65.68","0.006","1.335","0.679","Q2",
"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY","CARDIOVASC INTER RAD","0174-1551","1432-086X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,200","2.8"," 67/204 ","2.6","Q2","2.5","0.8","0.76"," 79/204 ","Q2","Q2","67.4","61.52","0.006","1.335","0.679","Q2",
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY","SCIE","3,533","4.2"," 89/322 ","4.2","Q2","4.1","0.5","0.75"," 130/322 ","Q2","Q2","72.5","59.78","0.002","0.522","1.015","Q2",
"Current Opinion in Systems Biology","CURR OPIN SYST BIOL","2452-3100","2452-3100","BIOCHEMISTRY & MOLECULAR BIOLOGY","ESCI","922","3.4"," 138/313 ","N/A","N/A","3.4","0.1","0.75"," 124/313 ","Q2","Q2","56.1","60.54","0.003","0.628","N/A","N/A",
"Current Opinion in Systems Biology","CURR OPIN SYST BIOL","2452-3100","2452-3100","MATHEMATICAL & COMPUTATIONAL BIOLOGY","ESCI","922","3.4"," 13/65 ","N/A","N/A","3.4","0.1","0.75"," 25/65 ","Q2","Q1","80.8","62.31","0.003","0.628","N/A","N/A",
"JOURNAL OF DISCRETE MATHEMATICAL SCIENCES & CRYPTOGRAPHY","J DISCRET MATH SCI C","0972-0529","2169-0065","MATHEMATICS, APPLIED","ESCI","1,199","1.2"," 140/331 ","1.1","Q2","1","0.1","0.75"," 137/331 ","Q2","Q2","57.9","58.76","0.002","0.414","0.253","Q4",
"Journal of World Christianity","J WORLD CHRISTIANITY","2377-8784","1943-1538","RELIGION","ESCI","36","0.3"," N/A ","0.3","N/A","0.3","<0.1","0.75"," 101/339 ","Q2","N/A","N/A","70.35","0","0.052","0.425","Q1",
"ANIMAL WELFARE","ANIM WELFARE","0962-7286","2054-1538","VETERINARY SCIENCES","SCIE","2,726","1.4"," 73/167 ","1.8","Q2","1.2","0.9","0.74"," 62/168 ","Q2","Q2","56.6","63.39","0.001","0.138","0.374","Q2",
