"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"HEAT TRANSFER ENGINEERING","HEAT TRANSFER ENG","0145-7632","1521-0537","THERMODYNAMICS","SCIE","4,251","1.6","Q3","0.45"," 50/76 ","1.9","Q3","1.2","0.3"," 38/76 ","Q2","50.66","0.002","0.383","0.273","34.9","Q3",
"ANIMAL CONSERVATION","ANIM CONSERV","1367-9430","1469-1795","BIODIVERSITY CONSERVATION","SCIE","4,209","2.8","Q1","0.83"," 17/74 ","3.7","Q1","2.7","0.6"," 19/74 ","Q2","75.00","0.003","0.743","1.12","77.7","Q1",
"ANIMAL CONSERVATION","ANIM CONSERV","1367-9430","1469-1795","ECOLOGY","SCIE","4,209","2.8","Q2","0.83"," 64/195 ","3.7","Q2","2.7","0.6"," 68/195 ","Q2","65.38","0.003","0.743","1.12","67.4","Q2",
"INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY","INT J MED MICROBIOL","1438-4221","1618-0607","MICROBIOLOGY","SCIE","4,195","4.5","Q1","0.78"," 39/161 ","3.3","Q3","4.5","0.6"," 66/161 ","Q2","59.32","0.003","0.547","0.978","76.1","Q2",
"INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY","INT J MED MICROBIOL","1438-4221","1618-0607","VIROLOGY","SCIE","4,195","4.5","Q1","0.78"," 9/41 ","3.3","Q2","4.5","0.6"," 15/41 ","Q2","64.63","0.003","0.547","0.978","79.3","Q2",
"Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery","WIRES DATA MIN KNOWL","1942-4787","1942-4795","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","4,096","6.4","Q1","0.73"," 34/197 ","12.5","Q1","6.3","2.5"," 77/198 ","Q2","61.36","0.005","1.15","2.98","83.0","Q1",
"Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery","WIRES DATA MIN KNOWL","1942-4787","1942-4795","COMPUTER SCIENCE, THEORY & METHODS","SCIE","4,096","6.4","Q1","0.73"," 12/143 ","12.5","Q1","6.3","2.5"," 50/143 ","Q2","65.38","0.005","1.15","2.98","92.0","Q1",
"JOURNAL OF REPRODUCTIVE IMMUNOLOGY","J REPROD IMMUNOL","0165-0378","1872-7603","IMMUNOLOGY","SCIE","4,060","2.9","Q3","0.78"," 108/181 ","3.3","Q3","2.7","0.8"," 68/181 ","Q2","62.71","0.003","0.643","0.8","40.6","Q3",
"JOURNAL OF REPRODUCTIVE IMMUNOLOGY","J REPROD IMMUNOL","0165-0378","1872-7603","REPRODUCTIVE BIOLOGY","SCIE","4,060","2.9","Q2","0.78"," 14/39 ","3.3","Q2","2.7","0.8"," 19/39 ","Q2","52.56","0.003","0.643","0.8","65.4","Q2",
"CLINICS IN GERIATRIC MEDICINE","CLIN GERIATR MED","0749-0690","1879-8853","GERIATRICS & GERONTOLOGY","SCIE","3,759","3.1","Q3","0.9"," 38/74 ","4.6","Q2","3.1","0.2"," 28/74 ","Q2","62.84","0.002","0.529","1.127","49.3","Q2",
"POSTGRADUATE MEDICINE","POSTGRAD MED","0032-5481","1941-9260","MEDICINE, GENERAL & INTERNAL","SCIE","3,729","2.6","Q1","0.7"," 70/325 ","3.4","Q1","2.5","1.1"," 79/329 ","Q1","76.14","0.004","0.798","0.859","78.6","Q1",
"MECHANICS RESEARCH COMMUNICATIONS","MECH RES COMMUN","0093-6413","1873-3972","MECHANICS","SCIE","3,613","1.9","Q3","0.55"," 96/170 ","2","Q3","1.8","0.6"," 83/170 ","Q2","51.47","0.002","0.458","0.477","43.8","Q2",
"PROBABILISTIC ENGINEERING MECHANICS","PROBABILIST ENG MECH","0266-8920","1878-4275","ENGINEERING, MECHANICAL","SCIE","3,571","3","Q2","1.01"," 50/180 ","3","Q2","2.4","1"," 30/180 ","Q1","83.61","0.002","0.344","0.69","72.5","Q2",
"PROBABILISTIC ENGINEERING MECHANICS","PROBABILIST ENG MECH","0266-8920","1878-4275","MECHANICS","SCIE","3,571","3","Q2","1.01"," 48/170 ","3","Q2","2.4","1"," 36/170 ","Q1","79.12","0.002","0.344","0.69","72.1","Q2",
"PROBABILISTIC ENGINEERING MECHANICS","PROBABILIST ENG MECH","0266-8920","1878-4275","STATISTICS & PROBABILITY","SCIE","3,571","3","Q1","1.01"," 16/168 ","3","Q1","2.4","1"," 19/168 ","Q1","88.99","0.002","0.344","0.69","90.8","Q2",
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","0889-8588","1558-1977","HEMATOLOGY","SCIE","3,107","2.5","Q2","0.51"," 41/97 ","3.2","Q2","2.5","0.6"," 46/97 ","Q2","53.09","0.003","0.707","0.964","58.2","Q2",
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","HEMATOL ONCOL CLIN N","0889-8588","1558-1977","ONCOLOGY","SCIE","3,107","2.5","Q3","0.51"," 183/322 ","3.2","Q2","2.5","0.6"," 203/322 ","Q2","37.11","0.003","0.707","0.964","43.3","Q2",
"MEDICAL AND VETERINARY ENTOMOLOGY","MED VET ENTOMOL","0269-283X","1365-2915","ENTOMOLOGY","SCIE","3,068","1.6","Q2","0.85"," 36/109 ","1.8","Q2","1.5","0.3"," 31/109 ","Q2","72.02","0.001","0.284","0.478","67.4","Q2",
"MEDICAL AND VETERINARY ENTOMOLOGY","MED VET ENTOMOL","0269-283X","1365-2915","VETERINARY SCIENCES","SCIE","3,068","1.6","Q2","0.85"," 62/167 ","1.8","Q2","1.5","0.3"," 47/168 ","Q2","72.32","0.001","0.284","0.478","63.2","Q1",
"DRUG METABOLISM REVIEWS","DRUG METAB REV","0360-2532","1097-9883","PHARMACOLOGY & PHARMACY","SCIE","3,049","3.4","Q2","0.64"," 105/354 ","6.5","Q1","3.3","1.1"," 183/354 ","Q3","48.45","0.001","0.242","1.202","70.5","Q1",
"EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS","EUR BIOPHYS J BIOPHY","0175-7571","1432-1017","BIOPHYSICS","SCIE","2,997","2.2","Q3","0.53"," 51/77 ","1.8","Q4","2","1.4"," 51/77 ","Q3","34.42","0.001","0.284","0.436","34.4","Q3",
"Biomedical Journal","BIOMED J","2319-4170","2320-2890","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","2,865","4.1","Q2","0.95"," 96/313 ","5.4","Q1","4.1","2.6"," 80/313 ","Q2","74.60","0.003","0.75","1.197","69.5","Q2",
"Biomedical Journal","BIOMED J","2319-4170","2320-2890","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","2,865","4.1","Q2","0.95"," 62/189 ","5.4","Q1","4.1","2.6"," 55/189 ","Q2","71.16","0.003","0.75","1.197","67.5","Q2",
"ANNALI DI MATEMATICA PURA ED APPLICATA","ANN MAT PUR APPL","0373-3114","1618-1891","MATHEMATICS","SCIE","2,718","1","Q1","0.66"," 117/489 ","1","Q2","1","0.2"," 203/489 ","Q2","58.59","0.004","0.794","0.718","76.2","Q2",
"ANNALI DI MATEMATICA PURA ED APPLICATA","ANN MAT PUR APPL","0373-3114","1618-1891","MATHEMATICS, APPLIED","SCIE","2,718","1","Q3","0.66"," 181/331 ","1","Q3","1","0.2"," 159/331 ","Q2","52.11","0.004","0.794","0.718","45.5","Q2",
"JOURNAL OF MATHEMATICAL CHEMISTRY","J MATH CHEM","0259-9791","1572-8897","CHEMISTRY, MULTIDISCIPLINARY","SCIE","2,712","1.7","Q3","0.48"," 146/230 ","1.3","Q3","1.3","0.4"," 113/231 ","Q2","51.30","0.001","0.324","0.287","36.7","Q3",
"JOURNAL OF MATHEMATICAL CHEMISTRY","J MATH CHEM","0259-9791","1572-8897","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,712","1.7","Q2","0.48"," 63/135 ","1.3","Q3","1.3","0.4"," 79/135 ","Q2","41.85","0.001","0.324","0.287","53.7","Q4",
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY","PROG NUCL MAG RES SP","0079-6565","1873-3301","CHEMISTRY, PHYSICAL","SCIE","2,664","7.3","Q2","0.84"," 45/178 ","8.1","Q1","7.1","1.8"," 54/178 ","Q1","69.94","0.002","0.382","2.484","75.0","Q1",
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY","PROG NUCL MAG RES SP","0079-6565","1873-3301","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","SCIE","2,664","7.3","Q1","0.84"," 1/40 ","8.1","Q1","7.1","1.8"," 9/40 ","Q1","78.75","0.002","0.382","2.484","98.8","Q1",
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY","PROG NUCL MAG RES SP","0079-6565","1873-3301","SPECTROSCOPY","SCIE","2,664","7.3","Q1","0.84"," 1/44 ","8.1","Q1","7.1","1.8"," 12/44 ","Q1","73.86","0.002","0.382","2.484","98.9","Q1",
"JOURNAL OF BIOENERGETICS AND BIOMEMBRANES","J BIOENERG BIOMEMBR","0145-479X","1573-6881","BIOPHYSICS","SCIE","2,621","2.9","Q2","0.59"," 31/77 ","3.1","Q2","2.9","0.5"," 38/77 ","Q2","51.30","0.001","0.239","0.645","60.4","Q2",
"JOURNAL OF BIOENERGETICS AND BIOMEMBRANES","J BIOENERG BIOMEMBR","0145-479X","1573-6881","CELL BIOLOGY","SCIE","2,621","2.9","Q3","0.59"," 132/205 ","3.1","Q3","2.9","0.5"," 118/205 ","Q2","42.68","0.001","0.239","0.645","35.9","Q3",
"APPLIED ENGINEERING IN AGRICULTURE","APPL ENG AGRIC","0883-8542","1943-7838","AGRICULTURAL ENGINEERING","SCIE","2,462","0.8","Q4","0.14"," 16/20 ","1.1","Q4","0.8","0.1"," 15/20 ","Q3","27.50","0.001","0.152","0.17","22.5","Q4",
"IEEE TRANSACTIONS ON BROADCASTING","IEEE T BROADCAST","0018-9316","1557-9611","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,447","3.2","Q2","0.98"," 130/352 ","3.6","Q2","2.1","0.8"," 105/354 ","Q2","70.48","0.003","0.663","0.923","63.2","Q2",
"IEEE TRANSACTIONS ON BROADCASTING","IEEE T BROADCAST","0018-9316","1557-9611","TELECOMMUNICATIONS","SCIE","2,447","3.2","Q2","0.98"," 50/119 ","3.6","Q2","2.1","0.8"," 40/119 ","Q2","66.81","0.003","0.663","0.923","58.4","Q2",
"INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS","INT J ARTIF ORGANS","0391-3988","1724-6040","ENGINEERING, BIOMEDICAL","SCIE","2,433","1.4","Q4","0.38"," 99/122 ","1.5","Q4","1.3","0.3"," 94/122 ","Q3","23.36","0.002","0.343","0.363","19.3","Q4",
"INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS","INT J ARTIF ORGANS","0391-3988","1724-6040","TRANSPLANTATION","SCIE","2,433","1.4","Q3","0.38"," 21/31 ","1.5","Q3","1.3","0.3"," 23/31 ","Q3","27.42","0.002","0.343","0.363","33.9","Q4",
"REVIEWS IN CHEMICAL ENGINEERING","REV CHEM ENG","0167-8299","2191-0235","ENGINEERING, CHEMICAL","SCIE","2,399","4.9","Q1","0.45"," 39/170 ","6.2","Q1","4.9","0.9"," 84/171 ","Q2","51.17","0.002","0.406","1.008","77.4","Q1",
"LETHAIA","LETHAIA","0024-1164","1502-3931","PALEONTOLOGY","SCIE","2,280","1.9","Q1","0.74"," 12/56 ","1.8","Q2","1.8","0.5"," 29/56 ","Q3","49.11","0.001","0.251","0.618","79.5","Q1",
"International Journal of Engineering","INT J ENG-IRAN","1025-2495","1735-9244","ENGINEERING, MULTIDISCIPLINARY","ESCI","2,280","1.5","Q2","0.42"," 75/179 ","1.1","Q3","1","0.5"," 85/180 ","Q2","53.06","0.001","0.289","0.137","58.4","Q3",
"MATHEMATICS AND MECHANICS OF SOLIDS","MATH MECH SOLIDS","1081-2865","1741-3028","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,247","1.7","Q3","0.53"," 321/438 ","1.8","Q4","1.6","0.5"," 232/438 ","Q3","47.15","0.003","0.621","0.45","26.8","Q3",
"MATHEMATICS AND MECHANICS OF SOLIDS","MATH MECH SOLIDS","1081-2865","1741-3028","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,247","1.7","Q2","0.53"," 63/135 ","1.8","Q2","1.6","0.5"," 73/135 ","Q3","46.30","0.003","0.621","0.45","53.7","Q3",
"MATHEMATICS AND MECHANICS OF SOLIDS","MATH MECH SOLIDS","1081-2865","1741-3028","MECHANICS","SCIE","2,247","1.7","Q3","0.53"," 106/170 ","1.8","Q3","1.6","0.5"," 89/170 ","Q3","47.94","0.003","0.621","0.45","37.9","Q2",
"Meditari Accountancy Research","MEDITARI ACCOUNT RES","2049-372X","2049-3738","BUSINESS, FINANCE","ESCI","1,909","3.5","Q1","1"," 46/231 ","4","Q1","3","0.8"," 49/231 ","Q1","79.00","0.001","0.323","0.53","80.3","Q2",
"POWDER DIFFRACTION","POWDER DIFFR","0885-7156","1945-7413","MATERIALS SCIENCE, CHARACTERIZATION & TESTING","SCIE","1,908","0.3","Q4","0.14"," 37/38 ","1.5","Q3","0.2","0.1"," 34/38 ","Q4","11.84","0.001","0.134","0.332","3.9","Q2",
"Protection and Control of Modern Power Systems","PROT CONTR MOD POW","2367-2617","2367-0983","ENERGY & FUELS","SCIE","1,839","8.7","Q1","1.7"," 30/170 ","7.9","Q1","8","2.4"," 18/173 ","Q1","89.88","0.003","0.565","1.609","82.6","Q1",
"Protection and Control of Modern Power Systems","PROT CONTR MOD POW","2367-2617","2367-0983","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","1,839","8.7","Q1","1.7"," 16/352 ","7.9","Q1","8","2.4"," 32/354 ","Q1","91.10","0.003","0.565","1.609","95.6","Q1",
"JOURNAL D ANALYSE MATHEMATIQUE","J ANAL MATH","0021-7670","1565-8538","MATHEMATICS","SCIE","1,828","0.8","Q2","0.77"," 178/489 ","1","Q2","0.8","0.3"," 152/489 ","Q2","69.02","0.002","0.541","0.966","63.7","Q1",
"NEUROPEDIATRICS","NEUROPEDIATRICS","0174-304X","1439-1899","CLINICAL NEUROLOGY","SCIE","1,802","1.1","Q4","0.43"," 230/277 ","1.4","Q4","1.1","0.5"," 218/278 ","Q3","21.76","0.001","0.309","0.473","17.1","Q4",
"NEUROPEDIATRICS","NEUROPEDIATRICS","0174-304X","1439-1899","PEDIATRICS","SCIE","1,802","1.1","Q3","0.43"," 129/186 ","1.4","Q3","1.1","0.5"," 132/186 ","Q3","29.30","0.001","0.309","0.473","30.9","Q3",
"Egyptian Journal of Aquatic Research","EGYPT J AQUATIC RES","1687-4285","2090-3278","MARINE & FRESHWATER BIOLOGY","ESCI","1,753","2.2","Q1","0.89"," 29/119 ","3.8","Q1","2","0.6"," 17/119 ","Q1","86.13","0.001","0.253","0.58","76.1","Q1",
"Journal of Applied Mechanics and Technical Physics","J APPL MECH TECH PH+","0021-8944","1573-8620","MECHANICS","SCIE","1,679","0.5","Q4","0.12"," 160/170 ","0.6","Q4","0.4","0.1"," 161/170 ","Q4","5.59","0.001","0.144","0.112","6.2","Q4",
"Journal of Applied Mechanics and Technical Physics","J APPL MECH TECH PH+","0021-8944","1573-8620","PHYSICS, APPLIED","SCIE","1,679","0.5","Q4","0.12"," 175/179 ","0.6","Q4","0.4","0.1"," 172/179 ","Q4","4.19","0.001","0.144","0.112","2.5","Q4",
"Journal of Advanced Prosthodontics","J ADV PROSTHODONT","2005-7806","2005-7814","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","1,652","2.7","Q1","1.16"," 35/157 ","3","Q2","2.6","0.2"," 33/157 ","Q1","79.30","0.001","0.287","0.688","78.0","Q1",
"IISE Transactions","IISE TRANS","2472-5854","2472-5862","ENGINEERING, INDUSTRIAL","SCIE","1,624","2","Q3","0.42"," 41/69 ","2.8","Q2","1.7","0.5"," 42/69 ","Q3","39.86","0.003","0.749","0.817","41.3","Q2",
"IISE Transactions","IISE TRANS","2472-5854","2472-5862","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","1,624","2","Q2","0.42"," 51/106 ","2.8","Q2","1.7","0.5"," 70/106 ","Q3","34.43","0.003","0.749","0.817","52.4","Q2",
"International Journal of Sociology and Social Policy","INT J SOCIOL SOC POL","0144-333X","1758-6720","SOCIOLOGY","ESCI","1,599","1.2","Q3","0.87"," 121/217 ","1.9","Q2","1.1","0.4"," 86/217 ","Q2","60.60","0.002","0.369","0.468","44.5","Q3",
"International Agrophysics","INT AGROPHYS","0236-8722","2300-8725","AGRONOMY","SCIE","1,577","2","Q2","0.59"," 39/125 ","2.4","Q2","1.7","0.3"," 40/125 ","Q2","68.40","0.001","0.193","0.451","69.2","Q2",
"CONSTRUCTIVE APPROXIMATION","CONSTR APPROX","0176-4276","1432-0940","MATHEMATICS","SCIE","1,568","2.3","Q1","1.99"," 21/489 ","1.9","Q1","2.2","0.4"," 17/489 ","Q1","96.63","0.003","0.553","1.4","95.8","Q1",
"BEHAVIORAL MEDICINE","BEHAV MED","0896-4289","1940-4026","BEHAVIORAL SCIENCES","SCIE","1,497","2","Q3","0.72"," 31/55 ","3.7","Q1","2","<0.1"," 33/55 ","Q2","40.91","0.002","0.54","1.355","44.5","Q1",
"BEHAVIORAL MEDICINE","BEHAV MED","0896-4289","1940-4026","PSYCHIATRY","SCIE, SSCI","1,497","2","Q3","0.72"," 157/276 ","3.7","Q2","2","<0.1"," 132/276 ","Q2","52.36","0.002","0.54","1.355","43.3","Q1",
"CURRENT PROBLEMS IN CANCER","CURR PROB CANCER","0147-0272","1535-6345","ONCOLOGY","SCIE","1,440","2.5","Q3","0.54"," 183/322 ","2.7","Q3","2.5","0.4"," 196/322 ","Q3","39.29","0.002","0.426","0.692","43.3","Q3",
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","AGRICULTURAL ECONOMICS & POLICY","SCIE","1,418","2.1","Q2","0.83"," 16/39 ","2.7","Q2","1.9","0.3"," 15/39 ","Q2","62.82","0.001","0.241","0.512","60.3","Q2",
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","ECONOMICS","SSCI","1,418","2.1","Q2","0.83"," 200/597 ","2.7","Q2","1.9","0.3"," 171/600 ","Q2","71.58","0.001","0.241","0.512","66.6","Q3",
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","FOOD SCIENCE & TECHNOLOGY","SCIE","1,418","2.1","Q3","0.83"," 108/173 ","2.7","Q3","1.9","0.3"," 55/173 ","Q2","68.50","0.001","0.241","0.512","37.9","Q2",
"POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES","POL J FOOD NUTR SCI","1230-0322","2083-6007","FOOD SCIENCE & TECHNOLOGY","SCIE","1,360","2.3","Q3","0.53"," 99/173 ","2.5","Q3","2.2","0.3"," 96/173 ","Q3","44.80","0.001","0.109","0.337","43.1","Q3",
"Accountability in Research-Ethics Integrity and Policy","ACCOUNT RES","0898-9621","1545-5815","MEDICAL ETHICS","SCIE","1,324","2.8","Q1","0.88"," 4/23 ","3.5","Q1","2.4","2.5"," 12/23 ","Q3","50.00","0.002","0.363","1.102","84.8","Q2",
"Systems Biology in Reproductive Medicine","SYST BIOL REPROD MED","1939-6368","1939-6376","ANDROLOGY","SCIE","1,295","2.1","Q3","0.78"," 5/8 ","2.8","Q2","2.1","0.5"," 6/8 ","Q2","31.25","0.001","0.231","0.605","43.8","Q3",
"Systems Biology in Reproductive Medicine","SYST BIOL REPROD MED","1939-6368","1939-6376","REPRODUCTIVE BIOLOGY","SCIE","1,295","2.1","Q3","0.78"," 25/39 ","2.8","Q3","2.1","0.5"," 19/39 ","Q2","52.56","0.001","0.231","0.605","37.2","Q3",
"Europes Journal of Psychology","EUR J PSYCHOL","1841-0413","1841-0413","PSYCHOLOGY, MULTIDISCIPLINARY","ESCI","1,271","1.8","Q2","0.72"," 97/218 ","3","Q2","1.8","0.1"," 97/218 ","Q2","55.73","0.001","0.283","0.766","55.7","Q2",
"Journal of Islamic Accounting and Business Research","J ISLAMIC ACCOUNT BU","1759-0817","1759-0825","BUSINESS, FINANCE","ESCI","1,242","2.5","Q2","0.64"," 77/231 ","2.4","Q2","1.7","0.5"," 91/231 ","Q2","60.82","0.001","0.161","0.239","66.9","Q3",
"JOURNAL OF PALLIATIVE CARE","J PALLIAT CARE","0825-8597","2369-5293","HEALTH CARE SCIENCES & SERVICES","SCIE","1,179","1.3","Q4","0.42"," 136/174 ","1.6","Q3","1.1","0.4"," 140/175 ","Q3","20.29","0.001","0.247","0.518","22.1","Q3",
"JOURNAL OF PALLIATIVE CARE","J PALLIAT CARE","0825-8597","2369-5293","HEALTH POLICY & SERVICES","SSCI","1,179","1.3","Q4","0.42"," 98/118 ","1.6","Q4","1.1","0.4"," 106/119 ","Q3","11.34","0.001","0.247","0.518","17.4","Q3",
"JOURNAL OF PALLIATIVE CARE","J PALLIAT CARE","0825-8597","2369-5293","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","1,179","1.3","Q4","0.42"," 311/403 ","1.6","Q3","1.1","0.4"," 302/403 ","Q3","25.19","0.001","0.247","0.518","23.0","Q3",
"Astronomy and Computing","ASTRON COMPUT","2213-1337","2213-1345","ASTRONOMY & ASTROPHYSICS","SCIE","1,159","1.9","Q2","0.49"," 42/84 ","2.1","Q2","1.8","0.5"," 42/84 ","Q2","50.60","0.002","0.384","0.76","50.6","Q2",
"Astronomy and Computing","ASTRON COMPUT","2213-1337","2213-1345","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","1,159","1.9","Q3","0.49"," 111/169 ","2.1","Q3","1.8","0.5"," 109/169 ","Q2","35.80","0.002","0.384","0.76","34.6","Q2",
"Current Medical Imaging","CURR MED IMAGING","1573-4056","1875-6603","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,118","1.1","Q3","0.35"," 153/204 ","1","Q4","1.1","0.5"," 146/204 ","Q3","28.68","0.001","0.263","0.2","25.2","Q4",
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","J AGR RESOUR ECON","1068-5502","2327-8285","AGRICULTURAL ECONOMICS & POLICY","SCIE","1,111","1.2","Q3","0.46"," 26/39 ","1.5","Q3","1.2","0.3"," 26/39 ","Q3","34.62","0.001","0.119","0.379","34.6","Q2",
"JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","J AGR RESOUR ECON","1068-5502","2327-8285","ECONOMICS","SSCI","1,111","1.2","Q3","0.46"," 341/597 ","1.5","Q3","1.2","0.3"," 318/600 ","Q3","47.08","0.001","0.119","0.379","43.0","Q3",
"Current Bioinformatics","CURR BIOINFORM","1574-8936","2212-392X","BIOCHEMICAL RESEARCH METHODS","SCIE","1,080","2.4","Q3","0.88"," 51/85 ","1.8","Q4","2.4","0.7"," 22/85 ","Q2","74.71","0.001","0.267","0.316","40.6","Q4",
"Current Bioinformatics","CURR BIOINFORM","1574-8936","2212-392X","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","1,080","2.4","Q2","0.88"," 24/65 ","1.8","Q3","2.4","0.7"," 20/65 ","Q2","70.00","0.001","0.267","0.316","63.8","Q4",
"Journal of Innovative Optical Health Sciences","J INNOV OPT HEAL SCI","1793-5458","1793-7205","OPTICS","SCIE","1,079","2.3","Q2","0.77"," 51/119 ","2.2","Q2","1.5","0.8"," 44/120 ","Q2","63.75","0.001","0.201","0.364","57.6","Q3",
"Journal of Innovative Optical Health Sciences","J INNOV OPT HEAL SCI","1793-5458","1793-7205","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,079","2.3","Q2","0.77"," 85/204 ","2.2","Q3","1.5","0.8"," 78/204 ","Q2","62.01","0.001","0.201","0.364","58.6","Q3",
"Monaldi Archives for Chest Disease","MONALDI ARCH CHEST D","1122-0643","2532-5264","RESPIRATORY SYSTEM","ESCI","1,067","1.1","Q4","0.37"," 81/100 ","1.1","Q4","1","0.5"," 76/101 ","Q4","25.25","0.001","0.22","0.264","19.5","Q4",
"Indian Journal of Public Health","INDIAN J PUBLIC HLTH","0019-557X","2229-7693","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","1,058","0.9","Q4","0.29"," 346/403 ","1.3","Q4","0.9","0.1"," 345/403 ","Q4","14.52","0.001","0.219","0.285","14.3","Q4",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","0165-4896","1879-3118","ECONOMICS","SSCI","1,056","0.5","Q4","0.23"," 489/597 ","0.6","Q4","0.5","0.2"," 460/600 ","Q4","23.42","0.001","0.253","0.447","18.2","Q3",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","0165-4896","1879-3118","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","1,056","0.5","Q4","0.23"," 118/135 ","0.6","Q4","0.5","0.2"," 117/135 ","Q4","13.70","0.001","0.253","0.447","13.0","Q3",
"MATHEMATICAL SOCIAL SCIENCES","MATH SOC SCI","0165-4896","1879-3118","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","1,056","0.5","Q4","0.23"," 63/67 ","0.6","Q4","0.5","0.2"," 63/67 ","Q4","6.72","0.001","0.253","0.447","6.7","Q4",
"Journal of Nursing Measurement","J NURS MEAS","1061-3749","1945-7049","NURSING","ESCI","999","0.7","Q4","0.35"," 161/191 ","0.7","Q4","0.7","0.3"," 161/191 ","Q4","15.97","0","0.074","0.178","16.0","Q4",
"Journal of Community Genetics","J COMMUN GENET","1868-310X","1868-6001","GENETICS & HEREDITY","ESCI","977","1.5","Q4","0.46"," 147/191 ","2","Q3","1.4","0.4"," 136/191 ","Q3","29.06","0.002","0.42","0.822","23.3","Q2",
"Journal of Agricultural and Applied Economics","J AGRIC APPL ECON","1074-0708","2056-7405","AGRICULTURAL ECONOMICS & POLICY","ESCI","953","1.6","Q2","0.53"," 18/39 ","1.8","Q2","1.4","0.1"," 21/39 ","Q2","47.44","0.001","0.123","0.395","55.1","Q2",
"Journal of Agricultural and Applied Economics","J AGRIC APPL ECON","1074-0708","2056-7405","ECONOMICS","ESCI","953","1.6","Q2","0.53"," 273/597 ","1.8","Q2","1.4","0.1"," 285/600 ","Q2","52.58","0.001","0.123","0.395","54.4","Q3",
"Journal of Young Pharmacists","J YOUNG PHARM","0975-1483","0975-1505","PHARMACOLOGY & PHARMACY","ESCI","910","0.4","Q4","0.1"," 335/354 ","0.6","Q4","0.4","0.1"," 341/354 ","Q4","3.81","0","0.073","0.078","5.5","Q4",
"ARCHIVES OF PHYTOPATHOLOGY AND PLANT PROTECTION","ARCH PHYTOPATH PLANT","0323-5408","1477-2906","PLANT SCIENCES","ESCI","881","1","Q3","0.27"," 194/265 ","N/A","N/A","1","0.2"," 207/265 ","Q4","22.08","0.001","0.141","N/A","27.0","N/A",
"Progress in Transplantation","PROG TRANSPLANT","1526-9248","2164-6708","SURGERY","SCIE","843","0.6","Q4","0.26"," 239/290 ","0.9","Q4","0.6","0.2"," 235/290 ","Q4","19.14","0.001","0.213","0.395","17.8","Q3",
