"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"JOURNAL OF FOOD AND DRUG ANALYSIS","J FOOD DRUG ANAL","1021-9498","1021-9498","PHARMACOLOGY & PHARMACY","SCIE","5,106","2.6","Q2","0.62"," 173/354 ","4.9","Q1","2.5","0.7"," 192/354 ","Q2","45.90","0.002","0.526","0.75","51.3","Q2",
"JOURNAL OF PALEONTOLOGY","J PALEONTOL","0022-3360","1937-2337","PALEONTOLOGY","SCIE","5,094","1.3","Q3","0.75"," 34/56 ","1.3","Q3","1.2","0.5"," 28/56 ","Q2","50.89","0.002","0.331","0.397","40.2","Q3",
"MODERN PHYSICS LETTERS B","MOD PHYS LETT B","0217-9849","1793-6640","PHYSICS, APPLIED","SCIE","5,093","1.8","Q3","0.49"," 120/179 ","1.3","Q4","1.6","0.4"," 105/179 ","Q2","41.62","0.004","0.919","0.205","33.2","Q4",
"MODERN PHYSICS LETTERS B","MOD PHYS LETT B","0217-9849","1793-6640","PHYSICS, CONDENSED MATTER","SCIE","5,093","1.8","Q3","0.49"," 53/79 ","1.3","Q4","1.6","0.4"," 39/79 ","Q2","51.27","0.004","0.919","0.205","33.5","Q4",
"MODERN PHYSICS LETTERS B","MOD PHYS LETT B","0217-9849","1793-6640","PHYSICS, MATHEMATICAL","SCIE","5,093","1.8","Q2","0.49"," 22/60 ","1.3","Q2","1.6","0.4"," 34/60 ","Q2","44.17","0.004","0.919","0.205","64.2","Q4",
"Biomedical Engineering Online","BIOMED ENG ONLINE","N/A","1475-925X","ENGINEERING, BIOMEDICAL","SCIE","5,035","2.9","Q3","0.57"," 65/122 ","3.5","Q2","2.8","0.6"," 71/122 ","Q3","42.21","0.004","0.801","0.722","47.1","Q2",
"GEOFLUIDS","GEOFLUIDS","1468-8115","1468-8123","GEOCHEMISTRY & GEOPHYSICS","SCIE","5,006","1.2","Q3","0.53"," 63/101 ","1.4","Q3","1.1","0.4"," 50/101 ","Q2","50.99","0.006","1.252","0.268","38.1","Q4",
"GEOFLUIDS","GEOFLUIDS","1468-8115","1468-8123","GEOLOGY","SCIE","5,006","1.2","Q2","0.53"," 26/60 ","1.4","Q2","1.1","0.4"," 33/60 ","Q2","45.83","0.006","1.252","0.268","57.5","Q3",
"JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE","J AM SOC HORTIC SCI","0003-1062","2327-9788","HORTICULTURE","SCIE","4,994","1.2","Q3","0.56"," 21/38 ","1.6","Q3","1.2","0.2"," 16/38 ","Q2","59.21","0","0.104","0.267","46.1","Q3",
"BIPOLAR DISORDERS","BIPOLAR DISORD","1398-5647","1399-5618","CLINICAL NEUROLOGY","SCIE","4,831","5","Q1","0.99"," 32/277 ","5.9","Q1","4.3","1.2"," 75/278 ","Q2","73.20","0.005","1.03","2.107","88.6","Q1",
"BIPOLAR DISORDERS","BIPOLAR DISORD","1398-5647","1399-5618","NEUROSCIENCES","SCIE","4,831","5","Q1","0.99"," 49/310 ","5.9","Q1","4.3","1.2"," 92/310 ","Q2","70.48","0.005","1.03","2.107","84.4","Q1",
"BIPOLAR DISORDERS","BIPOLAR DISORD","1398-5647","1399-5618","PSYCHIATRY","SCIE","4,831","5","Q1","0.99"," 35/276 ","5.9","Q1","4.3","1.2"," 76/276 ","Q2","72.64","0.005","1.03","2.107","87.5","Q1",
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","1755-1471","1755-148X","CELL BIOLOGY","SCIE","4,805","3.9","Q2","0.79"," 90/205 ","3.6","Q3","3.9","0.3"," 83/205 ","Q2","59.76","0.003","0.659","1.151","56.3","Q2",
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","1755-1471","1755-148X","DERMATOLOGY","SCIE","4,805","3.9","Q1","0.79"," 14/94 ","3.6","Q1","3.9","0.3"," 34/94 ","Q2","64.36","0.003","0.659","1.151","85.6","Q1",
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","1755-1471","1755-148X","ONCOLOGY","SCIE","4,805","3.9","Q2","0.79"," 99/322 ","3.6","Q2","3.9","0.3"," 121/322 ","Q2","62.58","0.003","0.659","1.151","69.4","Q2",
"Construction Management and Economics","CONSTR MANAG ECON","0144-6193","1466-433X","BUSINESS","ESCI","4,731","3","Q2","0.63"," 135/302 ","3.8","Q2","2.5","0.6"," 143/302 ","Q2","52.81","0.001","0.292","0.558","55.5","Q3",
"CLINICS IN DERMATOLOGY","CLIN DERMATOL","0738-081X","1879-1131","DERMATOLOGY","SCIE","4,619","2.3","Q2","1.05"," 41/94 ","3.1","Q2","2.3","1.2"," 21/94 ","Q1","78.19","0.003","0.655","0.799","56.9","Q2",
"ERJ Open Research","ERJ OPEN RES","N/A","2312-0541","RESPIRATORY SYSTEM","SCIE","4,588","4.3","Q1","0.9"," 21/100 ","4","Q1","4.1","1"," 29/101 ","Q2","71.78","0.011","2.38","1.315","79.5","Q1",
"Journal of Medical Case Reports","J MED CASE REP","N/A","1752-1947","MEDICINE, GENERAL & INTERNAL","ESCI","4,538","0.9","Q3","0.28"," 181/325 ","N/A","N/A","0.9","0.2"," 173/329 ","Q3","47.57","0.004","0.931","N/A","44.5","N/A",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,504","3.3","Q2","0.68"," 149/313 ","2.7","Q3","3","0.6"," 150/313 ","Q2","52.24","0.002","0.465","0.544","52.6","Q3",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","BIOPHYSICS","SCIE","4,504","3.3","Q1","0.68"," 19/77 ","2.7","Q3","3","0.6"," 33/77 ","Q2","57.79","0.002","0.465","0.544","76.0","Q3",
"BIOPHYSICAL CHEMISTRY","BIOPHYS CHEM","0301-4622","1873-4200","CHEMISTRY, PHYSICAL","SCIE","4,504","3.3","Q2","0.68"," 82/178 ","2.7","Q3","3","0.6"," 71/178 ","Q2","60.39","0.002","0.465","0.544","54.2","Q3",
"CURRENT OPINION IN OPHTHALMOLOGY","CURR OPIN OPHTHALMOL","1040-8738","1531-7021","OPHTHALMOLOGY","SCIE","4,330","3","Q1","0.75"," 18/95 ","3.6","Q1","2.9","0.8"," 46/95 ","Q2","52.11","0.004","0.856","1.194","81.6","Q1",
"BULLETIN OF MARINE SCIENCE","B MAR SCI","0007-4977","1553-6955","MARINE & FRESHWATER BIOLOGY","SCIE","4,323","1.5","Q3","0.52"," 61/119 ","1.5","Q3","1.4","0.3"," 64/119 ","Q3","46.64","0.001","0.154","0.365","49.2","Q3",
"BULLETIN OF MARINE SCIENCE","B MAR SCI","0007-4977","1553-6955","OCEANOGRAPHY","SCIE","4,323","1.5","Q3","0.52"," 44/65 ","1.5","Q3","1.4","0.3"," 40/65 ","Q3","39.23","0.001","0.154","0.365","33.1","Q4",
"CURRENT DRUG METABOLISM","CURR DRUG METAB","1389-2002","1875-5453","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,301","2.1","Q4","0.35"," 243/313 ","2.9","Q3","2","0.5"," 273/313 ","Q4","12.94","0.002","0.433","0.475","22.5","Q4",
"CURRENT DRUG METABOLISM","CURR DRUG METAB","1389-2002","1875-5453","PHARMACOLOGY & PHARMACY","SCIE","4,301","2.1","Q3","0.35"," 210/354 ","2.9","Q2","2","0.5"," 284/354 ","Q4","19.92","0.002","0.433","0.475","40.8","Q3",
"MOLECULAR SIMULATION","MOL SIMULAT","0892-7022","1029-0435","CHEMISTRY, PHYSICAL","SCIE","4,135","1.9","Q4","0.43"," 143/178 ","2.1","Q4","1.8","0.5"," 123/178 ","Q3","31.18","0.002","0.505","0.372","19.9","Q3",
"MOLECULAR SIMULATION","MOL SIMULAT","0892-7022","1029-0435","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","SCIE","4,135","1.9","Q3","0.43"," 23/40 ","2.1","Q2","1.8","0.5"," 28/40 ","Q3","31.25","0.002","0.505","0.372","43.8","Q3",
"ADVANCES IN HEALTH SCIENCES EDUCATION","ADV HEALTH SCI EDUC","1382-4996","1573-1677","EDUCATION & EDUCATIONAL RESEARCH","SSCI","4,121","3","Q1","1.4"," 83/756 ","4","Q1","2.6","0.5"," 131/756 ","Q1","82.74","0.004","0.821","1.266","89.1","Q1",
"ADVANCES IN HEALTH SCIENCES EDUCATION","ADV HEALTH SCI EDUC","1382-4996","1573-1677","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","4,121","3","Q1","1.4"," 17/85 ","4","Q1","2.6","0.5"," 13/85 ","Q1","85.29","0.004","0.821","1.266","80.6","Q1",
"ADVANCES IN HEALTH SCIENCES EDUCATION","ADV HEALTH SCI EDUC","1382-4996","1573-1677","HEALTH CARE SCIENCES & SERVICES","SCIE","4,121","3","Q2","1.4"," 51/174 ","4","Q1","2.6","0.5"," 21/175 ","Q1","88.29","0.004","0.821","1.266","71.0","Q2",
"ANTI-CANCER DRUGS","ANTI-CANCER DRUG","0959-4973","1473-5741","ONCOLOGY","SCIE","4,075","1.8","Q3","0.63"," 241/322 ","1.9","Q4","1.8","0.7"," 169/322 ","Q3","47.67","0.002","0.524","0.365","25.3","Q4",
"ANTI-CANCER DRUGS","ANTI-CANCER DRUG","0959-4973","1473-5741","PHARMACOLOGY & PHARMACY","SCIE","4,075","1.8","Q3","0.63"," 240/354 ","1.9","Q3","1.8","0.7"," 190/354 ","Q3","46.47","0.002","0.524","0.365","32.3","Q3",
"Rice","RICE","1939-8425","1939-8433","AGRONOMY","SCIE","4,043","4.8","Q1","1.56"," 12/125 ","5.4","Q1","4.7","0.6"," 8/125 ","Q1","94.00","0.003","0.743","1.005","90.8","Q1",
"CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY","CRIT REV BIOCHEM MOL","1040-9238","1549-7798","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","3,999","6.2","Q1","0.65"," 44/313 ","8.6","Q1","6.2","1.3"," 163/313 ","Q3","48.08","0.003","0.737","3.084","86.1","Q1",
"Biological Psychiatry-Cognitive Neuroscience and Neuroimaging","BIOL PSYCHIAT-COGN N","2451-9022","2451-9030","NEUROSCIENCES","SCIE","3,990","5.7","Q1","1.47"," 40/310 ","6.1","Q1","5.6","2"," 35/310 ","Q1","88.87","0.01","2.249","2.444","87.3","Q1",
"Current Opinion in Critical Care","CURR OPIN CRIT CARE","1070-5295","1531-7072","CRITICAL CARE MEDICINE","SCIE","3,900","3.5","Q1","0.61"," 13/54 ","3.6","Q1","3.4","0.9"," 26/55 ","Q2","53.64","0.005","0.996","1.222","76.9","Q1",
"Journal of Chiropractic Medicine","J CHIROPR MED","0899-3467","1556-3715","REHABILITATION","ESCI","3,885","0.8","Q4","0.4"," 141/169 ","1.3","Q4","0.8","0.1"," 143/169 ","Q4","15.68","0","0.086","0.26","16.9","Q4",
"INDIAN JOURNAL OF PHYSICS","INDIAN J PHYS","0973-1458","0974-9845","PHYSICS, MULTIDISCIPLINARY","SCIE","3,729","1.6","Q2","0.47"," 54/110 ","1.6","Q2","1.4","0.5"," 51/110 ","Q2","54.09","0.003","0.595","0.223","51.4","Q3",
"JACC-Basic to Translational Science","JACC-BASIC TRANSL SC","2452-302X","2452-302X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,724","8.4","Q1","2.13"," 16/220 ","8.7","Q1","8.1","3"," 16/220 ","Q1","92.95","0.008","1.778","2.922","93.0","Q1",
"JOURNAL OF SPINAL CORD MEDICINE","J SPINAL CORD MED","1079-0268","2045-7723","CLINICAL NEUROLOGY","SCIE","3,691","1.8","Q3","0.53"," 188/277 ","2","Q3","1.6","0.3"," 190/278 ","Q3","31.83","0.003","0.71","0.588","32.3","Q3",
"INSECT MOLECULAR BIOLOGY","INSECT MOL BIOL","0962-1075","1365-2583","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","3,646","2.3","Q3","0.74"," 229/313 ","2.8","Q3","2.2","0.8"," 126/313 ","Q2","59.90","0.002","0.395","0.665","27.0","Q3",
"INSECT MOLECULAR BIOLOGY","INSECT MOL BIOL","0962-1075","1365-2583","ENTOMOLOGY","SCIE","3,646","2.3","Q1","0.74"," 21/109 ","2.8","Q1","2.2","0.8"," 38/109 ","Q2","65.60","0.002","0.395","0.665","81.2","Q1",
"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY","INT J SUST DEV WORLD","1350-4509","1745-2627","ECOLOGY","SCIE","3,529","6.5","Q1","1.5"," 11/195 ","5.3","Q1","6.3","2.1"," 17/195 ","Q1","91.54","0.002","0.511","0.813","94.6","Q2",
"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY","INT J SUST DEV WORLD","1350-4509","1745-2627","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","3,529","6.5","Q2","1.5"," 26/91 ","5.3","Q2","6.3","2.1"," 15/91 ","Q1","84.07","0.002","0.511","0.813","72.0","Q2",
"MACROMOLECULAR RESEARCH","MACROMOL RES","1598-5032","2092-7673","POLYMER SCIENCE","SCIE","3,447","2.8","Q2","0.53"," 45/94 ","2","Q3","2.5","0.8"," 48/94 ","Q3","49.47","0.002","0.372","0.289","52.7","Q3",
"Accounts of Materials Research","ACCOUNTS MATER RES","N/A","2643-6728","CHEMISTRY, MULTIDISCIPLINARY","ESCI","3,420","14","Q1","2.48"," 19/230 ","14.1","Q1","13.9","2.8"," 15/231 ","Q1","93.72","0.007","1.506","3.647","92.0","Q1",
"Accounts of Materials Research","ACCOUNTS MATER RES","N/A","2643-6728","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","3,420","14","Q1","2.48"," 30/438 ","14.1","Q1","13.9","2.8"," 20/438 ","Q1","95.55","0.007","1.506","3.647","93.3","Q1",
"Journal of Research in Medical Sciences","J RES MED SCI","1735-1995","1735-7136","MEDICINE, GENERAL & INTERNAL","SCIE","3,380","1.5","Q2","0.32"," 129/325 ","1.7","Q2","1.4","0.1"," 159/329 ","Q2","51.82","0.002","0.33","0.383","60.5","Q2",
"Journal of Human Kinetics","J HUM KINET","1640-5544","1899-7562","SPORT SCIENCES","SCIE","3,356","1.9","Q2","0.86"," 58/127 ","2.5","Q2","1.7","0.5"," 50/127 ","Q2","61.02","0.003","0.596","0.555","54.7","Q3",
"BIOSYSTEMS","BIOSYSTEMS","0303-2647","1872-8324","BIOLOGY","SCIE","3,322","2","Q2","0.6"," 49/109 ","1.8","Q3","1.4","0.5"," 45/109 ","Q2","59.17","0.002","0.404","0.36","55.5","Q3",
"BIOSYSTEMS","BIOSYSTEMS","0303-2647","1872-8324","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","3,322","2","Q3","0.6"," 33/65 ","1.8","Q3","1.4","0.5"," 34/65 ","Q2","48.46","0.002","0.404","0.36","50.0","Q4",
"JOURNAL OF SYSTEMS ARCHITECTURE","J SYST ARCHITECT","1383-7621","1873-6165","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","3,274","3.7","Q1","1.04"," 14/59 ","3.6","Q2","3.3","0.9"," 15/59 ","Q1","75.42","0.004","0.913","0.7","77.1","Q2",
"JOURNAL OF SYSTEMS ARCHITECTURE","J SYST ARCHITECT","1383-7621","1873-6165","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","3,274","3.7","Q1","1.04"," 28/131 ","3.6","Q1","3.3","0.9"," 25/131 ","Q1","81.30","0.004","0.913","0.7","79.0","Q2",
"International Journal of Laboratory Hematology","INT J LAB HEMATOL","1751-5521","1751-553X","HEMATOLOGY","SCIE","3,260","2.2","Q3","0.43"," 53/97 ","2.4","Q3","2","0.3"," 59/97 ","Q3","39.69","0.004","0.775","0.582","45.9","Q3",
"PRESENCE-Virtual and Augmented Reality","PRESENCE-VIRTUAL AUG","1054-7460","1531-3263","COMPUTER SCIENCE, CYBERNETICS","SCIE","3,241","0.7","Q4","0.16"," 27/32 ","N/A","N/A","0.7","0.3"," 28/32 ","Q4","14.06","0","0.039","N/A","17.2","N/A",
"PRESENCE-Virtual and Augmented Reality","PRESENCE-VIRTUAL AUG","1054-7460","1531-3263","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","3,241","0.7","Q4","0.16"," 117/131 ","N/A","N/A","0.7","0.3"," 128/131 ","Q4","2.67","0","0.039","N/A","11.1","N/A",
"npj Biofilms and Microbiomes","NPJ BIOFILMS MICROBI","N/A","2055-5008","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,237","7.8","Q1","1.86"," 15/174 ","8","Q1","7.7","1.2"," 8/174 ","Q1","95.69","0.005","1.099","1.95","91.7","Q1",
"npj Biofilms and Microbiomes","NPJ BIOFILMS MICROBI","N/A","2055-5008","MICROBIOLOGY","SCIE","3,237","7.8","Q1","1.86"," 17/161 ","8","Q1","7.7","1.2"," 14/161 ","Q1","91.61","0.005","1.099","1.95","89.8","Q1",
"BIOGERONTOLOGY","BIOGERONTOLOGY","1389-5729","1573-6768","GERIATRICS & GERONTOLOGY","SCIE","3,224","4.4","Q1","1"," 16/74 ","4.3","Q2","4.1","1.1"," 24/74 ","Q2","68.24","0.002","0.414","0.941","79.1","Q2",
"Intensive and Critical Care Nursing","INTENS CRIT CARE NUR","0964-3397","1532-4036","NURSING","SCIE, SSCI","3,129","4.9","Q1","2.25"," 2/191 ","4.1","Q1","4","1.3"," 2/191 ","Q1","99.21","0.003","0.683","0.902","99.2","Q1",
"CURRENT OPINION IN GASTROENTEROLOGY","CURR OPIN GASTROEN","0267-1379","1531-7056","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,075","2.6","Q2","0.44"," 67/143 ","3","Q2","2.6","0.6"," 93/143 ","Q3","35.31","0.003","0.588","0.868","53.5","Q2",
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES","J ENVIRON SCI HEAL B","0360-1234","1532-4109","ENVIRONMENTAL SCIENCES","SCIE","3,057","1.4","Q4","0.43"," 300/358 ","2.2","Q3","1.4","0.4"," 250/359 ","Q3","30.50","0.001","0.314","0.357","16.3","Q4",
"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES","J ENVIRON SCI HEAL B","0360-1234","1532-4109","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","3,057","1.4","Q3","0.43"," 295/403 ","2.2","Q3","1.4","0.4"," 298/403 ","Q3","26.18","0.001","0.314","0.357","26.9","Q4",
"AIDS PATIENT CARE AND STDS","AIDS PATIENT CARE ST","1087-2914","1557-7449","INFECTIOUS DISEASES","SCIE","3,022","3.4","Q2","0.93"," 47/132 ","4.3","Q1","2.4","0.6"," 32/132 ","Q1","76.14","0.003","0.738","1.532","64.8","Q1",
"AIDS PATIENT CARE AND STDS","AIDS PATIENT CARE ST","1087-2914","1557-7449","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","3,022","3.4","Q1","0.93"," 92/403 ","4.3","Q1","2.4","0.6"," 109/403 ","Q1","73.08","0.003","0.738","1.532","77.3","Q1",
"IEEE Transactions on Emerging Topics in Computing","IEEE T EMERG TOP COM","2168-6750","2168-6750","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","2,968","5.1","Q1","1.86"," 43/249 ","4.5","Q1","4.9","1.8"," 21/251 ","Q1","91.83","0.005","0.999","1.096","82.9","Q1",
"IEEE Transactions on Emerging Topics in Computing","IEEE T EMERG TOP COM","2168-6750","2168-6750","TELECOMMUNICATIONS","SCIE","2,968","5.1","Q1","1.86"," 24/119 ","4.5","Q1","4.9","1.8"," 14/119 ","Q1","88.66","0.005","0.999","1.096","80.3","Q1",
"VETERINARY RADIOLOGY & ULTRASOUND","VET RADIOL ULTRASOUN","1058-8183","1740-8261","VETERINARY SCIENCES","SCIE","2,947","1.3","Q2","0.7"," 78/167 ","1.4","Q3","1.1","0.2"," 68/168 ","Q2","59.82","0.001","0.236","0.278","53.6","Q3",
"JOURNAL OF CHEMICAL NEUROANATOMY","J CHEM NEUROANAT","0891-0618","1873-6300","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","2,898","2.7","Q3","0.55"," 193/313 ","2.6","Q3","2.5","0.5"," 209/313 ","Q3","33.39","0.002","0.474","0.565","38.5","Q3",
"JOURNAL OF CHEMICAL NEUROANATOMY","J CHEM NEUROANAT","0891-0618","1873-6300","NEUROSCIENCES","SCIE","2,898","2.7","Q3","0.55"," 158/310 ","2.6","Q3","2.5","0.5"," 232/310 ","Q3","25.32","0.002","0.474","0.565","49.2","Q4",
"BIODEGRADATION","BIODEGRADATION","0923-9820","1572-9729","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","2,894","3.1","Q2","0.71"," 82/174 ","3.4","Q2","3","0.6"," 77/174 ","Q2","56.03","0.001","0.202","0.575","53.2","Q3",
"IET Electric Power Applications","IET ELECTR POWER APP","1751-8660","1751-8679","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,874","1.5","Q3","0.37"," 252/352 ","1.7","Q3","1.3","0.2"," 242/354 ","Q3","31.78","0.003","0.679","0.385","28.6","Q3",
"PERMAFROST AND PERIGLACIAL PROCESSES","PERMAFROST PERIGLAC","1045-6740","1099-1530","GEOGRAPHY, PHYSICAL","SCIE","2,873","3","Q2","1.42"," 19/65 ","4.4","Q1","2.8","0.6"," 7/65 ","Q1","90.00","0.002","0.395","1.3","71.5","Q1",
"PERMAFROST AND PERIGLACIAL PROCESSES","PERMAFROST PERIGLAC","1045-6740","1099-1530","GEOLOGY","SCIE","2,873","3","Q1","1.42"," 4/60 ","4.4","Q1","2.8","0.6"," 4/60 ","Q1","94.17","0.002","0.395","1.3","94.2","Q1",
"Frontiers in Astronomy and Space Sciences","FRONT ASTRON SPACE","2296-987X","2296-987X","ASTRONOMY & ASTROPHYSICS","SCIE","2,785","2.6","Q2","0.51"," 35/84 ","2.8","Q2","2.4","0.7"," 40/84 ","Q2","52.98","0.008","1.648","1.056","58.9","Q2",
"JOURNAL OF QUALITY TECHNOLOGY","J QUAL TECHNOL","0022-4065","2575-6230","ENGINEERING, INDUSTRIAL","SCIE","2,762","2.6","Q2","0.72"," 29/69 ","3.2","Q2","2.4","0.2"," 27/69 ","Q2","61.59","0.001","0.327","1.122","58.7","Q1",
"JOURNAL OF QUALITY TECHNOLOGY","J QUAL TECHNOL","0022-4065","2575-6230","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","2,762","2.6","Q2","0.72"," 38/106 ","3.2","Q2","2.4","0.2"," 34/106 ","Q2","68.40","0.001","0.327","1.122","64.6","Q2",
"JOURNAL OF QUALITY TECHNOLOGY","J QUAL TECHNOL","0022-4065","2575-6230","STATISTICS & PROBABILITY","SCIE","2,762","2.6","Q1","0.72"," 21/168 ","3.2","Q1","2.4","0.2"," 46/168 ","Q2","72.92","0.001","0.327","1.122","87.8","Q2",
"Journal of Diabetes","J DIABETES","1753-0393","1753-0407","ENDOCRINOLOGY & METABOLISM","SCIE","2,714","3","Q2","0.71"," 88/186 ","3.5","Q2","2.9","0.7"," 93/186 ","Q2","50.27","0.003","0.709","0.978","53.0","Q2",
"JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS","J VET PHARMACOL THER","0140-7783","1365-2885","PHARMACOLOGY & PHARMACY","SCIE","2,670","1.5","Q3","0.55"," 265/354 ","1.5","Q4","1.4","0.4"," 218/354 ","Q3","38.56","0.001","0.238","0.299","25.3","Q4",
"JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS","J VET PHARMACOL THER","0140-7783","1365-2885","VETERINARY SCIENCES","SCIE","2,670","1.5","Q2","0.55"," 66/167 ","1.5","Q2","1.4","0.4"," 96/168 ","Q3","43.15","0.001","0.238","0.299","60.8","Q2",
"JOURNAL OF OCEANOGRAPHY","J OCEANOGR","0916-8370","1573-868X","OCEANOGRAPHY","SCIE","2,667","1.3","Q4","0.55"," 50/65 ","1.7","Q3","1.1","0.3"," 37/65 ","Q3","43.85","0.001","0.23","0.572","23.8","Q3",
"Information Processing in Agriculture","INFORM PROCESS AGR","2214-3173","2214-3173","AGRICULTURE, MULTIDISCIPLINARY","ESCI","2,573","7.7","Q1","2.03"," 2/89 ","N/A","N/A","7.3","4.9"," 3/89 ","Q1","97.19","0.002","0.481","N/A","98.3","N/A",
"Information Processing in Agriculture","INFORM PROCESS AGR","2214-3173","2214-3173","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","ESCI","2,573","7.7","Q1","2.03"," 12/169 ","N/A","N/A","7.3","4.9"," 13/169 ","Q1","92.60","0.002","0.481","N/A","93.2","N/A",
"Allergy Asthma & Immunology Research","ALLERGY ASTHMA IMMUN","2092-7355","2092-7363","ALLERGY","SCIE","2,568","4.1","Q2","0.75"," 13/39 ","4.8","Q2","3.8","1.1"," 14/39 ","Q2","65.38","0.003","0.634","1.151","67.9","Q2",
"Allergy Asthma & Immunology Research","ALLERGY ASTHMA IMMUN","2092-7355","2092-7363","IMMUNOLOGY","SCIE","2,568","4.1","Q2","0.75"," 74/181 ","4.8","Q2","3.8","1.1"," 73/181 ","Q2","59.94","0.003","0.634","1.151","59.4","Q2",
"International Braz J Urol","INT BRAZ J UROL","1677-5538","1677-6119","UROLOGY & NEPHROLOGY","SCIE","2,554","3.1","Q1","0.91"," 28/126 ","2.3","Q2","2.3","1.7"," 35/126 ","Q2","72.62","0.002","0.506","0.532","78.2","Q3",
"Japanese Journal of Radiology","JPN J RADIOL","1867-1071","1867-108X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,519","2.9","Q2","0.74"," 60/204 ","2.8","Q2","2.6","0.6"," 83/204 ","Q2","59.56","0.003","0.701","0.651","70.8","Q2",
"CLINICS IN SPORTS MEDICINE","CLIN SPORT MED","0278-5919","1556-228X","SPORT SCIENCES","SCIE","2,507","1.9","Q2","0.68"," 58/127 ","2","Q3","1.9","0.1"," 68/127 ","Q3","46.85","0.001","0.322","0.691","54.7","Q2",
"Journal of Genetic Engineering and Biotechnology","J GENET ENG BIOTECHN","2090-5920","2090-5920","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","ESCI","2,500","3.6","Q2","0.69"," 59/174 ","N/A","N/A","3.6","3"," 79/174 ","Q2","54.89","0.002","0.526","N/A","66.4","N/A",
"GYNECOLOGIC AND OBSTETRIC INVESTIGATION","GYNECOL OBSTET INVES","0378-7346","1423-002X","OBSTETRICS & GYNECOLOGY","SCIE","2,491","2","Q2","0.82"," 63/136 ","1.8","Q3","2","0.4"," 50/136 ","Q2","63.60","0.001","0.275","0.458","54.0","Q3",
"JOURNAL OF HEALTH POPULATION AND NUTRITION","J HEALTH POPUL NUTR","1606-0997","2072-1315","ENVIRONMENTAL SCIENCES","SCIE","2,471","2.4","Q3","0.55"," 221/358 ","2.7","Q3","2.3","0.5"," 209/359 ","Q3","41.92","0.001","0.216","0.62","38.4","Q3",
