"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"KOREAN JOURNAL OF RADIOLOGY","KOREAN J RADIOL","1229-6929","2005-8330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,172","4.4","Q1","1.39"," 27/204 ","4.1","Q1","3.8","1"," 26/204 ","Q1","87.50","0.006","1.299","1.058","87.0","Q1",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","BIOCHEMICAL RESEARCH METHODS","SCIE","5,105","1.4","Q4","0.49"," 77/85 ","1.8","Q4","1.3","0.1"," 62/85 ","Q3","27.65","0.002","0.515","0.652","10.0","Q2",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","5,105","1.4","Q4","0.49"," 152/174 ","1.8","Q4","1.3","0.1"," 122/174 ","Q3","30.17","0.002","0.515","0.652","12.9","Q2",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","5,105","1.4","Q4","0.49"," 130/169 ","1.8","Q3","1.3","0.1"," 109/169 ","Q3","35.80","0.002","0.515","0.652","23.4","Q2",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","5,105","1.4","Q4","0.49"," 50/65 ","1.8","Q3","1.3","0.1"," 48/65 ","Q3","26.92","0.002","0.515","0.652","23.8","Q3",
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","STATISTICS & PROBABILITY","SCIE","5,105","1.4","Q2","0.49"," 53/168 ","1.8","Q2","1.3","0.1"," 96/168 ","Q3","43.15","0.002","0.515","0.652","68.8","Q2",
"Carbon Energy","CARBON ENERGY","N/A","2637-9368","CHEMISTRY, PHYSICAL","SCIE","5,024","19.5","Q1","2.29"," 8/178 ","19.9","Q1","18.4","4.7"," 14/178 ","Q1","92.42","0.007","1.464","3.575","95.8","Q1",
"Carbon Energy","CARBON ENERGY","N/A","2637-9368","ENERGY & FUELS","SCIE","5,024","19.5","Q1","2.29"," 7/170 ","19.9","Q1","18.4","4.7"," 9/173 ","Q1","95.09","0.007","1.464","3.575","96.2","Q1",
"Carbon Energy","CARBON ENERGY","N/A","2637-9368","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,024","19.5","Q1","2.29"," 17/438 ","19.9","Q1","18.4","4.7"," 28/438 ","Q1","93.72","0.007","1.464","3.575","96.2","Q1",
"Carbon Energy","CARBON ENERGY","N/A","2637-9368","NANOSCIENCE & NANOTECHNOLOGY","SCIE","5,024","19.5","Q1","2.29"," 6/140 ","19.9","Q1","18.4","4.7"," 12/140 ","Q1","91.79","0.007","1.464","3.575","96.1","Q1",
"NEURAL PROCESSING LETTERS","NEURAL PROCESS LETT","1370-4621","1573-773X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","5,000","2.6","Q3","0.47"," 104/197 ","2.4","Q3","2.4","0.6"," 128/198 ","Q3","35.61","0.006","1.228","0.465","47.5","Q3",
"International Journal of Applied Ceramic Technology","INT J APPL CERAM TEC","1546-542X","1744-7402","MATERIALS SCIENCE, CERAMICS","SCIE","4,966","1.8","Q2","0.43"," 13/31 ","1.9","Q2","1.6","0.5"," 14/31 ","Q2","56.45","0.003","0.694","0.281","59.7","Q2",
"JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY","J CLIN PSYCHOPHARM","0271-0749","1533-712X","PHARMACOLOGY & PHARMACY","SCIE","4,693","2.9","Q2","0.65"," 147/354 ","3","Q2","2.7","1"," 177/354 ","Q2","50.14","0.003","0.562","0.844","58.6","Q2",
"JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY","J CLIN PSYCHOPHARM","0271-0749","1533-712X","PSYCHIATRY","SCIE","4,693","2.9","Q2","0.65"," 98/276 ","3","Q2","2.7","1"," 151/276 ","Q2","45.47","0.003","0.562","0.844","64.7","Q2",
"BMC NEUROSCIENCE","BMC NEUROSCI","1471-2202","1471-2202","NEUROSCIENCES","SCIE","4,681","2.4","Q3","0.65"," 195/310 ","2.9","Q3","2.3","0.7"," 195/310 ","Q3","37.26","0.002","0.473","0.747","37.3","Q3",
"JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES","J LOND MATH SOC","0024-6107","1469-7750","MATHEMATICS","SCIE","4,664","1","Q1","0.93"," 117/489 ","1.1","Q1","1","0.3"," 100/489 ","Q1","79.65","0.006","1.305","1.277","76.2","Q1",
"BMC NURSING","BMC NURS","1472-6955","1472-6955","NURSING","SCIE, SSCI","4,412","3.1","Q1","1.65"," 15/191 ","3.5","Q1","2.8","0.5"," 8/191 ","Q1","96.07","0.005","1.137","0.721","92.4","Q1",
"Asian Pacific Journal of Tropical Biomedicine","ASIAN PAC J TROP BIO","2221-1691","2588-9222","TROPICAL MEDICINE","SCIE","4,392","1.7","Q3","0.63"," 20/28 ","1.5","Q3","1.5","0.4"," 16/28 ","Q3","44.64","0.001","0.113","0.184","30.4","Q4",
"NUMERICAL HEAT TRANSFER PART A-APPLICATIONS","NUMER HEAT TR A-APPL","1040-7782","1521-0634","MECHANICS","SCIE","4,314","2.8","Q2","0.53"," 56/170 ","2.6","Q2","1.9","1.1"," 89/170 ","Q2","47.94","0.001","0.304","0.351","67.4","Q3",
"NUMERICAL HEAT TRANSFER PART A-APPLICATIONS","NUMER HEAT TR A-APPL","1040-7782","1521-0634","THERMODYNAMICS","SCIE","4,314","2.8","Q2","0.53"," 23/76 ","2.6","Q2","1.9","1.1"," 30/76 ","Q2","61.18","0.001","0.304","0.351","70.4","Q3",
"FOREST SCIENCE","FOREST SCI","0015-749X","1938-3738","FORESTRY","SCIE","4,289","1.5","Q2","0.53"," 40/89 ","1.9","Q2","1.4","0.3"," 46/89 ","Q3","48.88","0.001","0.237","0.368","55.6","Q2",
"BIOLOGICAL CYBERNETICS","BIOL CYBERN","0340-1200","1432-0770","COMPUTER SCIENCE, CYBERNETICS","SCIE","4,218","1.7","Q3","0.34"," 22/32 ","1.9","Q3","1.6","0.7"," 22/32 ","Q3","32.81","0.001","0.238","0.733","32.8","Q2",
"BIOLOGICAL CYBERNETICS","BIOL CYBERN","0340-1200","1432-0770","NEUROSCIENCES","SCIE","4,218","1.7","Q4","0.34"," 251/310 ","1.9","Q4","1.6","0.7"," 277/310 ","Q3","10.81","0.001","0.238","0.733","19.2","Q3",
"DENTAL MATERIALS JOURNAL","DENT MATER J","0287-4547","0287-4547","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","4,192","1.9","Q2","0.67"," 66/157 ","2.4","Q2","1.8","0.3"," 89/157 ","Q3","43.63","0.002","0.508","0.412","58.3","Q3",
"DENTAL MATERIALS JOURNAL","DENT MATER J","0287-4547","0287-4547","MATERIALS SCIENCE, BIOMATERIALS","SCIE","4,192","1.9","Q4","0.67"," 45/53 ","2.4","Q4","1.8","0.3"," 32/53 ","Q3","40.57","0.002","0.508","0.412","16.0","Q4",
"Journal of Bionic Engineering","J BIONIC ENG","1672-6529","2543-2141","ENGINEERING, MULTIDISCIPLINARY","SCIE","3,956","4.9","Q1","1.04"," 20/179 ","4.1","Q1","4.4","1.8"," 33/180 ","Q1","81.94","0.003","0.717","0.669","89.1","Q1",
"Journal of Bionic Engineering","J BIONIC ENG","1672-6529","2543-2141","MATERIALS SCIENCE, BIOMATERIALS","SCIE","3,956","4.9","Q2","1.04"," 19/53 ","4.1","Q3","4.4","1.8"," 13/53 ","Q1","76.42","0.003","0.717","0.669","65.1","Q3",
"Journal of Bionic Engineering","J BIONIC ENG","1672-6529","2543-2141","ROBOTICS","SCIE","3,956","4.9","Q1","1.04"," 11/46 ","4.1","Q2","4.4","1.8"," 13/46 ","Q1","72.83","0.003","0.717","0.669","77.2","Q3",
"Iranian Journal of Pharmaceutical Research","IRAN J PHARM RES","1735-0328","1726-6890","PHARMACOLOGY & PHARMACY","SCIE","3,911","1.8","Q3","0.43"," 240/354 ","2","Q3","1.8","0.1"," 262/354 ","Q3","26.13","0.002","0.461","0.31","32.3","Q4",
"Journal of Hospital Medicine","J HOSP MED","1553-5592","1553-5606","MEDICINE, GENERAL & INTERNAL","SCIE","3,869","2.4","Q1","0.65"," 80/325 ","2.6","Q2","2","0.7"," 90/329 ","Q2","72.80","0.005","1.063","0.945","75.5","Q1",
"JOURNAL OF BIOLOGICAL RHYTHMS","J BIOL RHYTHM","0748-7304","1552-4531","BIOLOGY","SCIE","3,856","2.9","Q2","0.86"," 28/109 ","3.5","Q2","2.8","0.6"," 29/109 ","Q2","73.85","0.002","0.496","1.186","74.8","Q1",
"JOURNAL OF BIOLOGICAL RHYTHMS","J BIOL RHYTHM","0748-7304","1552-4531","PHYSIOLOGY","SCIE","3,856","2.9","Q2","0.86"," 27/85 ","3.5","Q2","2.8","0.6"," 36/85 ","Q2","58.24","0.002","0.496","1.186","68.8","Q1",
"INTERNATIONAL JOURNAL OF PLANT SCIENCES","INT J PLANT SCI","1058-5893","1537-5315","PLANT SCIENCES","SCIE","3,842","1.5","Q3","0.56"," 148/265 ","1.9","Q3","1.3","0.3"," 121/265 ","Q2","54.53","0.001","0.315","0.561","44.3","Q2",
"Arquivos Brasileiros de Cardiologia","ARQ BRAS CARDIOL","0066-782X","1678-4170","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,840","2","Q3","0.58"," 118/220 ","2","Q3","1.6","1.4"," 105/220 ","Q2","52.50","0.002","0.538","0.406","46.6","Q3",
"Journal of Wound Care","J WOUND CARE","0969-0700","2062-2916","DERMATOLOGY","SCIE","3,773","1.5","Q3","0.59"," 59/94 ","2","Q3","1.3","0.3"," 52/94 ","Q3","45.21","0.002","0.497","0.357","37.8","Q3",
"Diagnostic Pathology","DIAGN PATHOL","N/A","1746-1596","PATHOLOGY","SCIE","3,645","2.4","Q2","0.83"," 41/88 ","2.6","Q2","2.4","0.5"," 35/88 ","Q2","60.80","0.003","0.676","0.644","54.0","Q2",
"European Journal of Environmental and Civil Engineering","EUR J ENVIRON CIV EN","1964-8189","2116-7214","ENGINEERING, CIVIL","SCIE","3,630","2.2","Q2","0.56"," 77/181 ","2.3","Q2","2","0.4"," 77/181 ","Q2","57.73","0.004","0.841","0.432","57.7","Q2",
"European Journal of Environmental and Civil Engineering","EUR J ENVIRON CIV EN","1964-8189","2116-7214","ENGINEERING, GEOLOGICAL","SCIE","3,630","2.2","Q3","0.56"," 33/63 ","2.3","Q3","2","0.4"," 37/63 ","Q2","42.06","0.004","0.841","0.432","48.4","Q3",
"IET Intelligent Transport Systems","IET INTELL TRANSP SY","1751-956X","1751-9578","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,595","2.3","Q2","0.55"," 175/352 ","2.8","Q2","2.2","0.3"," 179/354 ","Q2","49.58","0.004","0.976","0.584","50.4","Q2",
"IET Intelligent Transport Systems","IET INTELL TRANSP SY","1751-956X","1751-9578","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","3,595","2.3","Q2","0.55"," 36/72 ","2.8","Q2","2.2","0.3"," 34/72 ","Q2","53.47","0.004","0.976","0.584","50.7","Q2",
"SPEECH COMMUNICATION","SPEECH COMMUN","0167-6393","1872-7182","ACOUSTICS","SCIE","3,590","2.4","Q2","0.73"," 11/40 ","2.3","Q2","2.2","0.3"," 13/40 ","Q2","68.75","0.002","0.451","0.612","73.8","Q1",
"SPEECH COMMUNICATION","SPEECH COMMUN","0167-6393","1872-7182","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","3,590","2.4","Q3","0.73"," 91/169 ","2.3","Q3","2.2","0.3"," 70/169 ","Q2","58.88","0.002","0.451","0.612","46.4","Q3",
"American Journal of Hospice & Palliative Medicine","AM J HOSP PALLIAT ME","1049-9091","1938-2715","HEALTH CARE SCIENCES & SERVICES","SCIE","3,530","1.5","Q3","0.51"," 120/174 ","2","Q3","1.3","0.3"," 123/175 ","Q3","30.00","0.006","1.207","0.655","31.3","Q3",
"Geosphere","GEOSPHERE","1553-040X","1553-040X","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","3,525","1.7","Q3","0.55"," 155/253 ","2.4","Q2","1.5","0.4"," 145/253 ","Q3","42.89","0.004","0.799","0.898","38.9","Q2",
"STRUCTURAL CHEMISTRY","STRUCT CHEM","1040-0400","1572-9001","CHEMISTRY, MULTIDISCIPLINARY","SCIE","3,501","2.1","Q3","0.52"," 129/230 ","1.6","Q3","1.9","0.8"," 109/231 ","Q2","53.03","0.002","0.437","0.227","44.1","Q3",
"STRUCTURAL CHEMISTRY","STRUCT CHEM","1040-0400","1572-9001","CHEMISTRY, PHYSICAL","SCIE","3,501","2.1","Q3","0.52"," 133/178 ","1.6","Q4","1.9","0.8"," 96/178 ","Q2","46.35","0.002","0.437","0.227","25.6","Q4",
"STRUCTURAL CHEMISTRY","STRUCT CHEM","1040-0400","1572-9001","CRYSTALLOGRAPHY","SCIE","3,501","2.1","Q2","0.52"," 13/33 ","1.6","Q3","1.9","0.8"," 17/33 ","Q2","50.00","0.002","0.437","0.227","62.1","Q3",
"AMERICAN JOURNAL OF DERMATOPATHOLOGY","AM J DERMATOPATH","0193-1091","1533-0311","DERMATOLOGY","SCIE","3,481","1.1","Q4","0.44"," 73/94 ","1.2","Q4","1","0.2"," 65/94 ","Q3","31.38","0.002","0.503","0.317","22.9","Q4",
"INTERNATIONAL JOURNAL OF COSMETIC SCIENCE","INT J COSMETIC SCI","0142-5463","1468-2494","DERMATOLOGY","SCIE","3,476","2.7","Q2","0.66"," 33/94 ","3.2","Q2","2.6","0.3"," 45/94 ","Q2","52.66","0.002","0.337","0.55","65.4","Q2",
"ACTA OCEANOLOGICA SINICA","ACTA OCEANOL SIN","0253-505X","1869-1099","OCEANOGRAPHY","SCIE","3,447","1.4","Q3","0.43"," 46/65 ","1.6","Q3","1.3","0.2"," 48/65 ","Q3","26.92","0.003","0.596","0.369","30.0","Q3",
"WILDLIFE RESEARCH","WILDLIFE RES","1035-3712","1448-5494","ECOLOGY","SCIE","3,442","1.6","Q3","0.77"," 130/195 ","2","Q3","1.4","0.4"," 79/195 ","Q2","59.74","0.002","0.382","0.512","33.6","Q3",
"WILDLIFE RESEARCH","WILDLIFE RES","1035-3712","1448-5494","ZOOLOGY","SCIE","3,442","1.6","Q2","0.77"," 52/180 ","2","Q1","1.4","0.4"," 60/180 ","Q2","66.94","0.002","0.382","0.512","71.4","Q2",
"Minerva Anestesiologica","MINERVA ANESTESIOL","0375-9393","1827-1596","ANESTHESIOLOGY","SCIE","3,423","2.9","Q1","0.73"," 14/64 ","2.6","Q2","2.1","0.9"," 26/64 ","Q2","60.16","0.003","0.62","0.616","78.9","Q2",
"Minerva Anestesiologica","MINERVA ANESTESIOL","0375-9393","1827-1596","CRITICAL CARE MEDICINE","SCIE","3,423","2.9","Q2","0.73"," 19/54 ","2.6","Q2","2.1","0.9"," 21/55 ","Q2","62.73","0.003","0.62","0.616","65.7","Q3",
"International Journal of Distributed Sensor Networks","INT J DISTRIB SENS N","1550-1329","1550-1477","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,421","1.9","Q3","0.44"," 156/249 ","1.6","Q3","1.9","0.7"," 167/251 ","Q3","33.67","0.002","0.535","0.299","37.6","Q3",
"International Journal of Distributed Sensor Networks","INT J DISTRIB SENS N","1550-1329","1550-1477","TELECOMMUNICATIONS","SCIE","3,421","1.9","Q3","0.44"," 78/119 ","1.6","Q3","1.9","0.7"," 83/119 ","Q3","30.67","0.002","0.535","0.299","34.9","Q3",
"npj Parkinsons Disease","NPJ PARKINSONS DIS","N/A","2373-8057","NEUROSCIENCES","SCIE","3,417","6.7","Q1","1.9"," 27/310 ","7.3","Q1","6.4","1.5"," 23/310 ","Q1","92.74","0.007","1.421","2.049","91.5","Q1",
"CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS","CLIN APPL THROMB-HEM","1076-0296","1938-2723","HEMATOLOGY","SCIE","3,384","2.3","Q2","0.46"," 48/97 ","2.4","Q3","2.2","0.3"," 54/97 ","Q3","44.85","0.004","0.891","0.603","51.0","Q3",
"CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS","CLIN APPL THROMB-HEM","1076-0296","1938-2723","PERIPHERAL VASCULAR DISEASE","SCIE","3,384","2.3","Q2","0.46"," 44/96 ","2.4","Q3","2.2","0.3"," 58/96 ","Q3","40.10","0.004","0.891","0.603","54.7","Q3",
"JOURNAL OF WOOD SCIENCE","J WOOD SCI","1435-0211","1611-4663","FORESTRY","SCIE","3,382","2.2","Q2","0.92"," 23/89 ","2.5","Q2","2.2","0.5"," 21/89 ","Q1","76.97","0.001","0.301","0.436","74.7","Q2",
"JOURNAL OF WOOD SCIENCE","J WOOD SCI","1435-0211","1611-4663","MATERIALS SCIENCE, PAPER & WOOD","SCIE","3,382","2.2","Q1","0.92"," 5/23 ","2.5","Q1","2.2","0.5"," 5/23 ","Q1","80.43","0.001","0.301","0.436","80.4","Q1",
"SEMINARS IN NEPHROLOGY","SEMIN NEPHROL","0270-9295","1558-4488","UROLOGY & NEPHROLOGY","SCIE","3,375","2.8","Q2","0.58"," 33/126 ","4.4","Q1","2.7","0.8"," 72/126 ","Q3","43.25","0.003","0.58","1.351","74.2","Q1",
"AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE","AM J DRUG ALCOHOL AB","0095-2990","1097-9891","PSYCHOLOGY, CLINICAL","SSCI","3,367","2.7","Q2","0.8"," 52/180 ","3.6","Q2","2.6","0.5"," 79/180 ","Q2","56.39","0.004","0.821","1.259","71.4","Q1",
"AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE","AM J DRUG ALCOHOL AB","0095-2990","1097-9891","SUBSTANCE ABUSE","SCIE, SSCI","3,367","2.7","Q2","0.8"," 23/55 ","3.6","Q1","2.6","0.5"," 24/55 ","Q2","57.27","0.004","0.821","1.259","59.1","Q1",
"Signal Image and Video Processing","SIGNAL IMAGE VIDEO P","1863-1703","1863-1711","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,365","2","Q3","0.44"," 202/352 ","1.8","Q3","1.8","0.3"," 217/354 ","Q3","38.84","0.003","0.738","0.317","42.8","Q3",
"Signal Image and Video Processing","SIGNAL IMAGE VIDEO P","1863-1703","1863-1711","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","3,365","2","Q3","0.44"," 23/36 ","1.8","Q3","1.8","0.3"," 23/36 ","Q3","37.50","0.003","0.738","0.317","37.5","Q4",
"Journal of the Endocrine Society","J ENDOCR SOC","N/A","2472-1972","ENDOCRINOLOGY & METABOLISM","ESCI","3,346","3","Q2","0.71"," 88/186 ","3.3","Q2","3","0.6"," 93/186 ","Q2","50.27","0.008","1.702","1.063","53.0","Q2",
"EVOLUTIONARY COMPUTATION","EVOL COMPUT","1063-6560","1530-9304","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","3,282","4.6","Q2","0.95"," 50/197 ","4.9","Q2","4.3","1"," 54/198 ","Q1","72.98","0.001","0.246","1.233","74.9","Q2",
"EVOLUTIONARY COMPUTATION","EVOL COMPUT","1063-6560","1530-9304","COMPUTER SCIENCE, THEORY & METHODS","SCIE","3,282","4.6","Q1","0.95"," 22/143 ","4.9","Q1","4.3","1"," 30/143 ","Q1","79.37","0.001","0.246","1.233","85.0","Q1",
"APPLIED SPECTROSCOPY REVIEWS","APPL SPECTROSC REV","0570-4928","1520-569X","INSTRUMENTS & INSTRUMENTATION","SCIE","3,162","5.4","Q1","0.7"," 10/76 ","6","Q1","4.8","1.2"," 30/76 ","Q2","61.18","0.002","0.37","1.016","87.5","Q1",
"APPLIED SPECTROSCOPY REVIEWS","APPL SPECTROSC REV","0570-4928","1520-569X","SPECTROSCOPY","SCIE","3,162","5.4","Q1","0.7"," 4/44 ","6","Q1","4.8","1.2"," 18/44 ","Q2","60.23","0.002","0.37","1.016","92.0","Q1",
"Journal of Optical Communications and Networking","J OPT COMMUN NETW","1943-0620","1943-0639","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","3,110","4","Q1","1.22"," 11/59 ","3.4","Q2","2.9","0.7"," 9/59 ","Q1","85.59","0.003","0.631","0.654","82.2","Q2",
"Journal of Optical Communications and Networking","J OPT COMMUN NETW","1943-0620","1943-0639","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,110","4","Q1","1.22"," 62/249 ","3.4","Q2","2.9","0.7"," 52/251 ","Q1","79.48","0.003","0.631","0.654","75.3","Q2",
"Journal of Optical Communications and Networking","J OPT COMMUN NETW","1943-0620","1943-0639","OPTICS","SCIE","3,110","4","Q1","1.22"," 27/119 ","3.4","Q2","2.9","0.7"," 20/120 ","Q1","83.75","0.003","0.631","0.654","77.7","Q2",
"Journal of Optical Communications and Networking","J OPT COMMUN NETW","1943-0620","1943-0639","TELECOMMUNICATIONS","SCIE","3,110","4","Q2","1.22"," 36/119 ","3.4","Q2","2.9","0.7"," 26/119 ","Q1","78.57","0.003","0.631","0.654","70.2","Q2",
"Plant Genome","PLANT GENOME-US","N/A","1940-3372","GENETICS & HEREDITY","SCIE","3,046","3.9","Q1","1.02"," 44/191 ","3.9","Q2","3.6","0.9"," 43/191 ","Q1","77.75","0.003","0.559","0.848","77.2","Q2",
"Plant Genome","PLANT GENOME-US","N/A","1940-3372","PLANT SCIENCES","SCIE","3,046","3.9","Q1","1.02"," 48/265 ","3.9","Q1","3.6","0.9"," 49/265 ","Q1","81.70","0.003","0.559","0.848","82.1","Q1",
"CURRENT PROBLEMS IN CARDIOLOGY","CURR PROB CARDIOLOGY","0146-2806","1535-6280","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,006","3","Q2","0.74"," 72/220 ","3.5","Q2","2.8","1.2"," 79/220 ","Q2","64.32","0.004","0.844","0.914","67.5","Q2",
"Materials Today Advances","MATER TODAY ADV","2590-0498","2590-0498","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,984","8.1","Q1","1.4"," 72/438 ","9.7","Q1","7.8","1.4"," 63/438 ","Q1","85.73","0.004","0.917","1.733","83.7","Q1",
"Jornal de Pediatria","J PEDIAT-BRAZIL","0021-7557","1678-4782","PEDIATRICS","SCIE","2,979","2.8","Q1","1.75"," 33/186 ","2.8","Q2","2.7","0.7"," 7/186 ","Q1","96.51","0.003","0.6","0.71","82.5","Q2",
"Current Drug Delivery","CURR DRUG DELIV","1567-2018","1875-5704","PHARMACOLOGY & PHARMACY","SCIE","2,976","2.8","Q2","0.67"," 158/354 ","2.8","Q2","2.6","1.6"," 171/354 ","Q2","51.84","0.002","0.33","0.364","55.5","Q3",
"Chinese Journal of Cancer Research","CHINESE J CANCER RES","1000-9604","1993-0631","ONCOLOGY","SCIE","2,963","7","Q1","0.84"," 41/322 ","5.6","Q1","6","1"," 102/322 ","Q2","68.48","0.003","0.692","1.183","87.4","Q2",
"Nursing & Health Sciences","NURS HEALTH SCI","1441-0745","1442-2018","NURSING","SCIE, SSCI","2,919","2.1","Q2","1.15"," 52/191 ","2.4","Q2","2.1","0.2"," 29/191 ","Q1","85.08","0.002","0.457","0.568","73.0","Q2",
"Journal of Pediatric and Adolescent Gynecology","J PEDIATR ADOL GYNEC","1083-3188","1873-4332","OBSTETRICS & GYNECOLOGY","SCIE","2,895","1.7","Q3","0.75"," 77/136 ","1.8","Q3","1.5","1"," 63/136 ","Q2","54.04","0.003","0.655","0.599","43.8","Q3",
"Journal of Pediatric and Adolescent Gynecology","J PEDIATR ADOL GYNEC","1083-3188","1873-4332","PEDIATRICS","SCIE","2,895","1.7","Q2","0.75"," 78/186 ","1.8","Q3","1.5","1"," 74/186 ","Q2","60.48","0.003","0.655","0.599","58.3","Q2",
"International Journal of Medical Robotics and Computer Assisted Surgery","INT J MED ROBOT COMP","1478-5951","1478-596X","SURGERY","SCIE","2,881","2.3","Q2","1.05"," 79/290 ","2.7","Q2","2.2","0.4"," 62/290 ","Q1","78.79","0.003","0.725","0.683","72.9","Q2",
"RUSSIAN JOURNAL OF PLANT PHYSIOLOGY","RUSS J PLANT PHYSL+","1021-4437","1608-3407","PLANT SCIENCES","SCIE","2,876","1.1","Q3","0.32"," 183/265 ","1.5","Q3","0.9","0.3"," 190/265 ","Q3","28.49","0.001","0.215","0.187","31.1","Q4",
"Retrovirology","RETROVIROLOGY","N/A","1742-4690","VIROLOGY","SCIE","2,850","2.7","Q3","0.47"," 24/41 ","3.1","Q3","2.7","1.2"," 29/41 ","Q3","30.49","0.002","0.393","1.028","42.7","Q2",
"Gland Surgery","GLAND SURG","2227-684X","2227-8575","SURGERY","SCIE","2,838","1.5","Q3","0.69"," 153/290 ","2.1","Q2","1.4","0.3"," 135/290 ","Q2","53.62","0.004","0.877","0.489","47.4","Q3",
"Allergy Asthma and Clinical Immunology","ALLERGY ASTHMA CL IM","1710-1492","1710-1492","ALLERGY","SCIE","2,693","2.6","Q2","0.45"," 19/39 ","3.5","Q2","2.5","0.5"," 22/39 ","Q3","44.87","0.003","0.757","0.891","52.6","Q2",
"Allergy Asthma and Clinical Immunology","ALLERGY ASTHMA CL IM","1710-1492","1710-1492","IMMUNOLOGY","SCIE","2,693","2.6","Q3","0.45"," 127/181 ","3.5","Q3","2.5","0.5"," 134/181 ","Q3","26.24","0.003","0.757","0.891","30.1","Q3",
"SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS","SIAM J APPL DYN SYST","1536-0040","N/A","MATHEMATICS, APPLIED","SCIE","2,690","1.7","Q2","0.93"," 83/331 ","2.5","Q1","1.6","0.3"," 94/331 ","Q1","71.75","0.004","0.836","1.12","75.1","Q1",
"SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS","SIAM J APPL DYN SYST","1536-0040","N/A","PHYSICS, MATHEMATICAL","SCIE","2,690","1.7","Q2","0.93"," 23/60 ","2.5","Q1","1.6","0.3"," 11/60 ","Q1","82.50","0.004","0.836","1.12","62.5","Q1",
"JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION","J CLIN BIOCHEM NUTR","0912-0009","1880-5086","NUTRITION & DIETETICS","SCIE","2,681","2","Q3","0.48"," 75/114 ","2.4","Q3","1.7","0.3"," 72/114 ","Q3","37.28","0.001","0.294","0.423","34.6","Q3",
"NEOPLASMA","NEOPLASMA","0028-2685","1338-4317","ONCOLOGY","SCIE","2,672","2","Q3","0.57"," 221/322 ","2","Q4","2","0.3"," 188/322 ","Q3","41.77","0.002","0.504","0.405","31.5","Q4",
"World Journal of Gastrointestinal Oncology","WORLD J GASTRO ONCOL","1948-5204","1948-5204","GASTROENTEROLOGY & HEPATOLOGY","SCIE","2,644","2.5","Q2","0.49"," 71/143 ","2.8","Q2","2.5","0.4"," 81/143 ","Q3","43.71","0.003","0.685","0.642","50.7","Q3",
