"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Structural Control & Health Monitoring","STRUCT CONTROL HLTH","1545-2255","1545-2263","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","8,594","4.6","Q1","1.08"," 15/91 ","5.5","Q1","4.2","1"," 16/91 ","Q1","82.97","0.009","2.053","1.156","84.1","Q1",
"Structural Control & Health Monitoring","STRUCT CONTROL HLTH","1545-2255","1545-2263","ENGINEERING, CIVIL","SCIE","8,594","4.6","Q1","1.08"," 22/181 ","5.5","Q1","4.2","1"," 27/181 ","Q1","85.36","0.009","2.053","1.156","88.1","Q1",
"Structural Control & Health Monitoring","STRUCT CONTROL HLTH","1545-2255","1545-2263","INSTRUMENTS & INSTRUMENTATION","SCIE","8,594","4.6","Q1","1.08"," 14/76 ","5.5","Q1","4.2","1"," 13/76 ","Q1","83.55","0.009","2.053","1.156","82.2","Q1",
"CURRENT OPINION IN COLLOID & INTERFACE SCIENCE","CURR OPIN COLLOID IN","1359-0294","1879-0399","CHEMISTRY, PHYSICAL","SCIE","8,468","7.9","Q1","0.44"," 42/178 ","7.5","Q1","7.6","1"," 121/178 ","Q3","32.30","0.005","1.103","1.593","76.7","Q1",
"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","AM J GERIAT PSYCHIAT","1064-7481","1545-7214","GERIATRICS & GERONTOLOGY","SCIE","8,439","4.4","Q1","1.62"," 16/74 ","5","Q1","4.2","1.2"," 5/74 ","Q1","93.92","0.008","1.699","1.657","79.1","Q1",
"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","AM J GERIAT PSYCHIAT","1064-7481","1545-7214","GERONTOLOGY","SSCI","8,439","4.4","Q1","1.62"," 6/47 ","5","Q1","4.2","1.2"," 2/48 ","Q1","96.88","0.008","1.699","1.657","88.3","Q1",
"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","AM J GERIAT PSYCHIAT","1064-7481","1545-7214","PSYCHIATRY","SCIE, SSCI","8,439","4.4","Q1","1.62"," 48/276 ","5","Q1","4.2","1.2"," 20/276 ","Q1","92.93","0.008","1.699","1.657","82.8","Q1",
"JOURNAL OF PLANT NUTRITION","J PLANT NUTR","0190-4167","1532-4087","PLANT SCIENCES","SCIE","8,439","1.6","Q3","0.47"," 138/265 ","2.4","Q2","1.5","0.3"," 138/265 ","Q3","48.11","0.003","0.718","0.321","48.1","Q3",
"Clinical Ophthalmology","CLIN OPHTHALMOL","1177-5483","1177-5483","OPHTHALMOLOGY","ESCI","8,277","1.8","Q3","0.79"," 49/95 ","2.1","Q2","1.6","0.4"," 45/95 ","Q2","53.16","0.011","2.357","0.652","48.9","Q2",
"JOURNAL OF VIROLOGICAL METHODS","J VIROL METHODS","0166-0934","1879-0984","BIOCHEMICAL RESEARCH METHODS","SCIE","7,977","2.2","Q3","0.67"," 55/85 ","2","Q3","2.2","0.4"," 41/85 ","Q2","52.35","0.003","0.718","0.401","35.9","Q3",
"JOURNAL OF VIROLOGICAL METHODS","J VIROL METHODS","0166-0934","1879-0984","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","7,977","2.2","Q3","0.67"," 119/174 ","2","Q4","2.2","0.4"," 82/174 ","Q2","53.16","0.003","0.718","0.401","31.9","Q4",
"JOURNAL OF VIROLOGICAL METHODS","J VIROL METHODS","0166-0934","1879-0984","VIROLOGY","SCIE","7,977","2.2","Q3","0.67"," 29/41 ","2","Q3","2.2","0.4"," 22/41 ","Q2","47.56","0.003","0.718","0.401","30.5","Q4",
"JOURNAL OF THE AMERICAN DENTAL ASSOCIATION","J AM DENT ASSOC","0002-8177","1943-4723","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","7,813","3.1","Q1","1.49"," 23/157 ","3.4","Q1","2.9","0.9"," 17/157 ","Q1","89.49","0.003","0.755","0.899","85.7","Q1",
"MAGNETIC RESONANCE IMAGING","MAGN RESON IMAGING","0730-725X","1873-5894","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","7,803","2.1","Q2","0.69"," 96/204 ","2.3","Q2","2","0.5"," 89/204 ","Q2","56.62","0.006","1.292","0.677","53.2","Q2",
"CORAL REEFS","CORAL REEFS","0722-4028","1432-0975","MARINE & FRESHWATER BIOLOGY","SCIE","7,631","2.7","Q1","1.12"," 18/119 ","3.3","Q1","2.5","0.6"," 11/119 ","Q1","91.18","0.005","1.128","0.955","85.3","Q1",
"INTERNATIONAL JOURNAL OF MODERN PHYSICS B","INT J MOD PHYS B","0217-9792","1793-6578","PHYSICS, APPLIED","SCIE","7,354","2.6","Q2","0.55"," 81/179 ","1.6","Q3","2.3","0.9"," 88/179 ","Q2","51.12","0.005","1.011","0.241","55.0","Q4",
"INTERNATIONAL JOURNAL OF MODERN PHYSICS B","INT J MOD PHYS B","0217-9792","1793-6578","PHYSICS, CONDENSED MATTER","SCIE","7,354","2.6","Q3","0.55"," 40/79 ","1.6","Q3","2.3","0.9"," 31/79 ","Q2","61.39","0.005","1.011","0.241","50.0","Q4",
"INTERNATIONAL JOURNAL OF MODERN PHYSICS B","INT J MOD PHYS B","0217-9792","1793-6578","PHYSICS, MATHEMATICAL","SCIE","7,354","2.6","Q1","0.55"," 7/60 ","1.6","Q2","2.3","0.9"," 31/60 ","Q2","49.17","0.005","1.011","0.241","89.2","Q4",
"JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME","J MANUF SCI E-T ASME","1087-1357","1528-8935","ENGINEERING, MANUFACTURING","SCIE","7,102","2.4","Q3","0.74"," 39/68 ","3","Q3","2.3","1.2"," 22/68 ","Q2","68.38","0.004","0.905","0.573","43.4","Q2",
"JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME","J MANUF SCI E-T ASME","1087-1357","1528-8935","ENGINEERING, MECHANICAL","SCIE","7,102","2.4","Q2","0.74"," 68/180 ","3","Q2","2.3","1.2"," 53/180 ","Q2","70.83","0.004","0.905","0.573","62.5","Q2",
"CURRENT OPINION IN PHARMACOLOGY","CURR OPIN PHARMACOL","1471-4892","1471-4973","PHARMACOLOGY & PHARMACY","SCIE","6,924","4","Q1","1.28"," 82/354 ","4.1","Q2","4","1.2"," 44/354 ","Q1","87.71","0.005","1.047","1.058","77.0","Q1",
"JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B","J VAC SCI TECHNOL B","2166-2746","2166-2754","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","6,687","1.5","Q3","0.28"," 252/352 ","1.3","Q4","1.3","0.4"," 278/354 ","Q4","21.61","0.002","0.468","0.267","28.6","Q3",
"JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B","J VAC SCI TECHNOL B","2166-2746","2166-2754","NANOSCIENCE & NANOTECHNOLOGY","SCIE","6,687","1.5","Q4","0.28"," 115/140 ","1.3","Q4","1.3","0.4"," 115/140 ","Q4","18.21","0.002","0.468","0.267","18.2","Q4",
"JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B","J VAC SCI TECHNOL B","2166-2746","2166-2754","PHYSICS, APPLIED","SCIE","6,687","1.5","Q3","0.28"," 134/179 ","1.3","Q4","1.3","0.4"," 145/179 ","Q4","19.27","0.002","0.468","0.267","25.4","Q4",
"RESEARCH IN NURSING & HEALTH","RES NURS HEALTH","0160-6891","1098-240X","NURSING","SCIE, SSCI","6,575","2.1","Q2","0.99"," 52/191 ","2.4","Q2","2.1","0.2"," 49/191 ","Q2","74.61","0.002","0.393","0.719","73.0","Q1",
"BRAIN PATHOLOGY","BRAIN PATHOL","1015-6305","1750-3639","CLINICAL NEUROLOGY","SCIE","6,493","5.8","Q1","1.8"," 25/277 ","6","Q1","5.7","0.7"," 20/278 ","Q1","92.99","0.006","1.237","1.845","91.2","Q1",
"BRAIN PATHOLOGY","BRAIN PATHOL","1015-6305","1750-3639","NEUROSCIENCES","SCIE","6,493","5.8","Q1","1.8"," 39/310 ","6","Q1","5.7","0.7"," 27/310 ","Q1","91.45","0.006","1.237","1.845","87.6","Q1",
"BRAIN PATHOLOGY","BRAIN PATHOL","1015-6305","1750-3639","PATHOLOGY","SCIE","6,493","5.8","Q1","1.8"," 7/88 ","6","Q1","5.7","0.7"," 7/88 ","Q1","92.61","0.006","1.237","1.845","92.6","Q1",
"INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE","INT J TUBERC LUNG D","1027-3719","1815-7920","INFECTIOUS DISEASES","SCIE","6,424","3.4","Q2","0.57"," 47/132 ","2.6","Q3","2.9","1.6"," 69/132 ","Q3","48.11","0.006","1.254","0.933","64.8","Q2",
"INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE","INT J TUBERC LUNG D","1027-3719","1815-7920","RESPIRATORY SYSTEM","SCIE","6,424","3.4","Q2","0.57"," 31/100 ","2.6","Q3","2.9","1.6"," 53/101 ","Q3","48.02","0.006","1.254","0.933","69.5","Q2",
"Nature Reviews Urology","NAT REV UROL","1759-4812","1759-4820","UROLOGY & NEPHROLOGY","SCIE","6,393","12.1","Q1","2.99"," 5/126 ","15.2","Q1","11.9","1.8"," 7/126 ","Q1","94.84","0.008","1.791","4.534","96.4","Q1",
"Frontiers in Surgery","FRONT SURG","2296-875X","2296-875X","SURGERY","SCIE","5,993","1.6","Q2","0.72"," 144/290 ","1.7","Q3","1.6","0.4"," 127/290 ","Q2","56.38","0.01","2.261","0.432","50.5","Q3",
"AMERICAN JOURNAL OF PERINATOLOGY","AM J PERINAT","0735-1631","1098-8785","OBSTETRICS & GYNECOLOGY","SCIE","5,977","1.5","Q3","0.81"," 89/136 ","1.7","Q3","1.4","0.3"," 55/136 ","Q2","59.93","0.008","1.734","0.577","34.9","Q3",
"AMERICAN JOURNAL OF PERINATOLOGY","AM J PERINAT","0735-1631","1098-8785","PEDIATRICS","SCIE","5,977","1.5","Q2","0.81"," 86/186 ","1.7","Q3","1.4","0.3"," 66/186 ","Q2","64.78","0.008","1.734","0.577","54.0","Q2",
"JOURNAL OF REINFORCED PLASTICS AND COMPOSITES","J REINF PLAST COMP","0731-6844","1530-7964","MATERIALS SCIENCE, COMPOSITES","SCIE","5,767","2.3","Q3","0.39"," 19/35 ","3.2","Q2","2.1","0.4"," 20/35 ","Q3","44.29","0.002","0.387","0.489","47.1","Q2",
"JOURNAL OF REINFORCED PLASTICS AND COMPOSITES","J REINF PLAST COMP","0731-6844","1530-7964","POLYMER SCIENCE","SCIE","5,767","2.3","Q3","0.39"," 53/94 ","3.2","Q2","2.1","0.4"," 60/94 ","Q3","36.70","0.002","0.387","0.489","44.1","Q2",
"Chemical Biology & Drug Design","CHEM BIOL DRUG DES","1747-0277","1747-0285","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","5,697","3.2","Q2","0.58"," 155/313 ","2.9","Q3","3.1","0.5"," 190/313 ","Q3","39.46","0.004","0.773","0.505","50.6","Q3",
"Chemical Biology & Drug Design","CHEM BIOL DRUG DES","1747-0277","1747-0285","CHEMISTRY, MEDICINAL","SCIE","5,697","3.2","Q3","0.58"," 39/72 ","2.9","Q3","3.1","0.5"," 48/72 ","Q3","34.03","0.004","0.773","0.505","46.5","Q3",
"GENETICS AND MOLECULAR RESEARCH","GENET MOL RES","N/A","1676-5680","GENETICS & HEREDITY","ESCI","5,689","0.6","Q4","0.07"," 182/191 ","0.7","Q4","0.6","1.3"," 190/191 ","Q4","0.79","0","0.092","0.122","5.0","Q4",
"Ticks and Tick-Borne Diseases","TICKS TICK-BORNE DIS","1877-959X","1877-9603","INFECTIOUS DISEASES","SCIE","5,510","3.1","Q2","0.82"," 52/132 ","3.1","Q2","2.8","0.8"," 42/132 ","Q2","68.56","0.006","1.342","0.72","61.0","Q3",
"Ticks and Tick-Borne Diseases","TICKS TICK-BORNE DIS","1877-959X","1877-9603","MICROBIOLOGY","SCIE","5,510","3.1","Q2","0.82"," 78/161 ","3.1","Q3","2.8","0.8"," 63/161 ","Q2","61.18","0.006","1.342","0.72","51.9","Q3",
"Ticks and Tick-Borne Diseases","TICKS TICK-BORNE DIS","1877-959X","1877-9603","PARASITOLOGY","SCIE","5,510","3.1","Q1","0.82"," 10/45 ","3.1","Q1","2.8","0.8"," 14/45 ","Q2","70.00","0.006","1.342","0.72","78.9","Q2",
"European Business Review","EUR BUS REV","0955-534X","1758-7107","BUSINESS","ESCI","5,486","4","Q2","0.75"," 92/302 ","14.9","Q1","3.6","0.8"," 115/302 ","Q2","62.09","0.004","0.951","2.386","69.7","Q1",
"INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW","INT J NUMER METHOD H","0961-5539","1758-6585","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","5,174","4","Q1","1.23"," 12/135 ","3.3","Q1","3.4","1.3"," 18/135 ","Q1","87.04","0.004","0.824","0.436","91.5","Q3",
"INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW","INT J NUMER METHOD H","0961-5539","1758-6585","MECHANICS","SCIE","5,174","4","Q1","1.23"," 30/170 ","3.3","Q1","3.4","1.3"," 22/170 ","Q1","87.35","0.004","0.824","0.436","82.6","Q3",
"INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW","INT J NUMER METHOD H","0961-5539","1758-6585","THERMODYNAMICS","SCIE","5,174","4","Q1","1.23"," 18/76 ","3.3","Q2","3.4","1.3"," 10/76 ","Q1","87.50","0.004","0.824","0.436","77.0","Q2",
"NEUROMODULATION","NEUROMODULATION","1094-7159","1525-1403","CLINICAL NEUROLOGY","SCIE","4,926","3.2","Q2","0.76"," 80/277 ","3.5","Q2","2.8","1.7"," 122/278 ","Q2","56.29","0.006","1.23","0.999","71.3","Q2",
"NEUROMODULATION","NEUROMODULATION","1094-7159","1525-1403","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","4,926","3.2","Q2","0.76"," 81/189 ","3.5","Q2","2.8","1.7"," 74/189 ","Q2","61.11","0.006","1.23","0.999","57.4","Q2",
"ACTA OPTICA SINICA","ACTA OPT SIN","0253-2239","0253-2239","OPTICS","ESCI","4,899","1.6","Q3","0.4"," 79/119 ","1.1","Q4","1","0.3"," 83/120 ","Q3","31.25","0.002","0.498","0.087","34.0","Q4",
"PEDIATRIC DERMATOLOGY","PEDIATR DERMATOL","0736-8046","1525-1470","DERMATOLOGY","SCIE","4,875","1.2","Q3","0.56"," 70/94 ","1.4","Q3","1.2","0.2"," 54/94 ","Q3","43.09","0.005","1.036","0.43","26.1","Q3",
"PEDIATRIC DERMATOLOGY","PEDIATR DERMATOL","0736-8046","1525-1470","PEDIATRICS","SCIE","4,875","1.2","Q3","0.56"," 119/186 ","1.4","Q3","1.2","0.2"," 112/186 ","Q3","40.05","0.005","1.036","0.43","36.3","Q3",
"INTERNATIONAL OPHTHALMOLOGY","INT OPHTHALMOL","0165-5701","1573-2630","OPHTHALMOLOGY","SCIE","4,818","1.4","Q3","0.61"," 61/95 ","1.6","Q3","1.4","0.2"," 58/95 ","Q3","39.47","0.008","1.653","0.45","36.3","Q3",
"GEOLOGICAL JOURNAL","GEOL J","0072-1050","1099-1034","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","4,736","1.4","Q3","0.43"," 175/253 ","1.7","Q3","1.3","1.3"," 167/253 ","Q3","34.19","0.006","1.311","0.441","31.0","Q3",
"STATISTICS & PROBABILITY LETTERS","STAT PROBABIL LETT","0167-7152","1879-2103","STATISTICS & PROBABILITY","SCIE","4,710","0.9","Q3","0.41"," 102/168 ","0.8","Q4","0.9","0.1"," 117/168 ","Q3","30.65","0.005","1.014","0.445","39.6","Q3",
"BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY","BEST PRACT RES CL RH","1521-6942","1521-1770","RHEUMATOLOGY","SCIE","4,615","4.5","Q1","1.06"," 11/57 ","5.5","Q1","4.4","0.5"," 12/57 ","Q1","79.82","0.003","0.757","1.583","81.6","Q1",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,575","4.8","Q1","1.1"," 27/174 ","4.9","Q1","4.7","0.9"," 25/174 ","Q1","85.92","0.005","1.017","1.134","84.8","Q1",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","GENETICS & HEREDITY","SCIE","4,575","4.8","Q1","1.1"," 29/191 ","4.9","Q1","4.7","0.9"," 36/191 ","Q1","81.41","0.005","1.017","1.134","85.1","Q2",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","4,575","4.8","Q1","1.1"," 45/189 ","4.9","Q2","4.7","0.9"," 43/189 ","Q1","77.51","0.005","1.017","1.134","76.5","Q2",
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","ONCOLOGY","SCIE","4,575","4.8","Q1","1.1"," 70/322 ","4.9","Q1","4.7","0.9"," 69/322 ","Q1","78.73","0.005","1.017","1.134","78.4","Q2",
"JOURNAL OF DERMATOLOGICAL TREATMENT","J DERMATOL TREAT","0954-6634","1471-1753","DERMATOLOGY","SCIE","4,554","2.9","Q2","1.03"," 30/94 ","2.8","Q2","2.8","1"," 22/94 ","Q1","77.13","0.007","1.426","0.776","68.6","Q2",
"Stem Cell Reviews and Reports","STEM CELL REV REP","2629-3269","2629-3277","CELL & TISSUE ENGINEERING","SCIE","4,546","4.5","Q2","0.99"," 10/31 ","4.7","Q2","4.3","0.6"," 10/31 ","Q2","69.35","0.005","1.095","0.946","69.4","Q2",
"Stem Cell Reviews and Reports","STEM CELL REV REP","2629-3269","2629-3277","CELL BIOLOGY","SCIE","4,546","4.5","Q2","0.99"," 72/205 ","4.7","Q2","4.3","0.6"," 63/205 ","Q2","69.51","0.005","1.095","0.946","65.1","Q3",
"Stem Cell Reviews and Reports","STEM CELL REV REP","2629-3269","2629-3277","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","4,546","4.5","Q2","0.99"," 52/189 ","4.7","Q2","4.3","0.6"," 49/189 ","Q2","74.34","0.005","1.095","0.946","72.8","Q2",
"PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS","PHYSIOL MOL BIOL PLA","0971-5894","0974-0430","PLANT SCIENCES","SCIE","4,471","3.4","Q1","0.9"," 60/265 ","3.7","Q1","3.3","0.5"," 60/265 ","Q1","77.55","0.003","0.752","0.536","77.5","Q2",
"JOURNAL OF AGRONOMY AND CROP SCIENCE","J AGRON CROP SCI","0931-2250","1439-037X","AGRONOMY","SCIE","4,423","3.7","Q1","1.13"," 17/125 ","4","Q1","3.4","0.7"," 14/125 ","Q1","89.20","0.002","0.39","0.63","86.8","Q1",
"Advanced Sustainable Systems","ADV SUSTAIN SYST","2366-7486","2366-7486","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","4,398","6.5","Q2","1"," 26/91 ","6.6","Q2","6.4","0.8"," 31/91 ","Q2","66.48","0.006","1.284","1.201","72.0","Q2",
"Advanced Sustainable Systems","ADV SUSTAIN SYST","2366-7486","2366-7486","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","4,398","6.5","Q1","1"," 95/438 ","6.6","Q1","6.4","0.8"," 112/438 ","Q2","74.54","0.006","1.284","1.201","78.4","Q1",
"EXPERIMENTAL AND APPLIED ACAROLOGY","EXP APPL ACAROL","0168-8162","1572-9702","ENTOMOLOGY","SCIE","4,359","1.8","Q2","0.92"," 32/109 ","2","Q2","1.5","0.4"," 26/109 ","Q1","76.61","0.002","0.454","0.467","71.1","Q2",
"International Journal of Ophthalmology","INT J OPHTHALMOL-CHI","2222-3959","2227-4898","OPHTHALMOLOGY","SCIE","4,294","1.9","Q2","0.64"," 44/95 ","1.8","Q3","1.4","0.3"," 54/95 ","Q3","43.68","0.005","1.063","0.433","54.2","Q3",
"PHYSICS OF THE SOLID STATE","PHYS SOLID STATE+","1063-7834","1090-6460","PHYSICS, CONDENSED MATTER","SCIE","4,278","0.9","Q4","0.11"," 70/79 ","0.6","Q4","0.9","0.5"," 74/79 ","Q4","6.96","0.001","0.311","0.115","12.0","Q4",
"Oncogenesis","ONCOGENESIS","2157-9024","2157-9024","ONCOLOGY","SCIE","4,260","5.9","Q1","1.31"," 53/322 ","6","Q1","5.8","1"," 51/322 ","Q1","84.32","0.005","1.157","1.562","83.7","Q1",
"HEAT TRANSFER ENGINEERING","HEAT TRANSFER ENG","0145-7632","1521-0537","ENGINEERING, MECHANICAL","SCIE","4,251","1.6","Q3","0.45"," 109/180 ","1.9","Q3","1.2","0.3"," 104/180 ","Q2","42.50","0.002","0.383","0.273","39.7","Q3",
"HEAT TRANSFER ENGINEERING","HEAT TRANSFER ENG","0145-7632","1521-0537","MECHANICS","SCIE","4,251","1.6","Q3","0.45"," 114/170 ","1.9","Q3","1.2","0.3"," 111/170 ","Q2","35.00","0.002","0.383","0.273","33.2","Q3",
"HEAT TRANSFER ENGINEERING","HEAT TRANSFER ENG","0145-7632","1521-0537","THERMODYNAMICS","SCIE","4,251","1.6","Q3","0.45"," 50/76 ","1.9","Q3","1.2","0.3"," 38/76 ","Q2","50.66","0.002","0.383","0.273","34.9","Q3",
"ANIMAL CONSERVATION","ANIM CONSERV","1367-9430","1469-1795","BIODIVERSITY CONSERVATION","SCIE","4,209","2.8","Q1","0.83"," 17/74 ","3.7","Q1","2.7","0.6"," 19/74 ","Q2","75.00","0.003","0.743","1.12","77.7","Q1",
"ANIMAL CONSERVATION","ANIM CONSERV","1367-9430","1469-1795","ECOLOGY","SCIE","4,209","2.8","Q2","0.83"," 64/195 ","3.7","Q2","2.7","0.6"," 68/195 ","Q2","65.38","0.003","0.743","1.12","67.4","Q2",
"CEREBELLUM","CEREBELLUM","1473-4222","1473-4230","NEUROSCIENCES","SCIE","4,116","2.7","Q3","0.66"," 158/310 ","3.1","Q3","2.4","0.5"," 191/310 ","Q3","38.55","0.005","1.129","1.115","49.2","Q2",
"Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery","WIRES DATA MIN KNOWL","1942-4787","1942-4795","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","4,096","6.4","Q1","0.73"," 34/197 ","12.5","Q1","6.3","2.5"," 77/198 ","Q2","61.36","0.005","1.15","2.98","83.0","Q1",
"Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery","WIRES DATA MIN KNOWL","1942-4787","1942-4795","COMPUTER SCIENCE, THEORY & METHODS","SCIE","4,096","6.4","Q1","0.73"," 12/143 ","12.5","Q1","6.3","2.5"," 50/143 ","Q2","65.38","0.005","1.15","2.98","92.0","Q1",
"JOURNAL OF REPRODUCTIVE IMMUNOLOGY","J REPROD IMMUNOL","0165-0378","1872-7603","IMMUNOLOGY","SCIE","4,060","2.9","Q3","0.78"," 108/181 ","3.3","Q3","2.7","0.8"," 68/181 ","Q2","62.71","0.003","0.643","0.8","40.6","Q3",
"JOURNAL OF REPRODUCTIVE IMMUNOLOGY","J REPROD IMMUNOL","0165-0378","1872-7603","REPRODUCTIVE BIOLOGY","SCIE","4,060","2.9","Q2","0.78"," 14/39 ","3.3","Q2","2.7","0.8"," 19/39 ","Q2","52.56","0.003","0.643","0.8","65.4","Q2",
"MICROELECTRONICS JOURNAL","MICROELECTRON J","0026-2692","1879-2391","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","4,035","1.9","Q3","0.39"," 211/352 ","1.7","Q3","1.3","0.6"," 238/354 ","Q3","32.91","0.002","0.467","0.247","40.2","Q3",
"MICROELECTRONICS JOURNAL","MICROELECTRON J","0026-2692","1879-2391","NANOSCIENCE & NANOTECHNOLOGY","SCIE","4,035","1.9","Q4","0.39"," 110/140 ","1.7","Q4","1.3","0.6"," 94/140 ","Q3","33.21","0.002","0.467","0.247","21.8","Q4",
"Translational Cancer Research","TRANSL CANCER RES","2218-676X","2219-6803","ONCOLOGY","SCIE","3,929","1.5","Q4","0.22"," 259/322 ","1.4","Q4","1.4","0.3"," 287/322 ","Q4","11.02","0.005","1.195","0.294","19.7","Q4",
"EXPERIMENTAL AND MOLECULAR PATHOLOGY","EXP MOL PATHOL","0014-4800","1096-0945","PATHOLOGY","SCIE","3,923","2.8","Q2","1.1"," 30/88 ","2.7","Q2","2.7","0.7"," 20/88 ","Q1","77.84","0.002","0.533","0.551","66.5","Q2",
"Gastroenterology Research and Practice","GASTROENT RES PRACT","1687-6121","1687-630X","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,893","2","Q3","0.4"," 90/143 ","2","Q3","2","0.4"," 99/143 ","Q3","31.12","0.003","0.72","0.511","37.4","Q3",
"FISHERIES SCIENCE","FISHERIES SCI","0919-9268","1444-2906","FISHERIES","SCIE","3,885","1.4","Q3","0.48"," 37/62 ","1.8","Q3","1.3","0.3"," 39/62 ","Q3","37.90","0.001","0.315","0.371","41.1","Q3",
"JOURNAL OF THE KOREAN PHYSICAL SOCIETY","J KOREAN PHYS SOC","0374-4884","1976-8524","PHYSICS, MULTIDISCIPLINARY","SCIE","3,819","0.8","Q3","0.16"," 77/110 ","0.6","Q3","0.7","0.2"," 86/110 ","Q4","22.27","0.002","0.474","0.137","30.5","Q4",
"WILDLIFE SOCIETY BULLETIN","WILDLIFE SOC B","2328-5540","2328-5540","BIODIVERSITY CONSERVATION","SCIE","3,770","0.9","Q4","0.32"," 56/74 ","1.5","Q3","0.9","0.3"," 55/74 ","Q3","26.35","0.001","0.291","0.386","25.0","Q3",
"CLINICS IN GERIATRIC MEDICINE","CLIN GERIATR MED","0749-0690","1879-8853","GERIATRICS & GERONTOLOGY","SCIE","3,759","3.1","Q3","0.9"," 38/74 ","4.6","Q2","3.1","0.2"," 28/74 ","Q2","62.84","0.002","0.529","1.127","49.3","Q2",
"FLOW MEASUREMENT AND INSTRUMENTATION","FLOW MEAS INSTRUM","0955-5986","1873-6998","ENGINEERING, MECHANICAL","SCIE","3,702","2.3","Q2","0.59"," 71/180 ","2.2","Q2","1.9","0.5"," 75/180 ","Q2","58.61","0.002","0.461","0.353","60.8","Q2",
"FLOW MEASUREMENT AND INSTRUMENTATION","FLOW MEAS INSTRUM","0955-5986","1873-6998","INSTRUMENTS & INSTRUMENTATION","SCIE","3,702","2.3","Q2","0.59"," 31/76 ","2.2","Q2","1.9","0.5"," 35/76 ","Q2","54.61","0.002","0.461","0.353","59.9","Q3",
"MECHANICS RESEARCH COMMUNICATIONS","MECH RES COMMUN","0093-6413","1873-3972","MECHANICS","SCIE","3,613","1.9","Q3","0.55"," 96/170 ","2","Q3","1.8","0.6"," 83/170 ","Q2","51.47","0.002","0.458","0.477","43.8","Q2",
"MICROSURGERY","MICROSURG","0738-1085","1098-2752","SURGERY","SCIE","3,597","1.5","Q3","0.7"," 153/290 ","2","Q2","1.3","0.2"," 131/290 ","Q2","55.00","0.003","0.555","0.55","47.4","Q2",
"PROBABILISTIC ENGINEERING MECHANICS","PROBABILIST ENG MECH","0266-8920","1878-4275","ENGINEERING, MECHANICAL","SCIE","3,571","3","Q2","1.01"," 50/180 ","3","Q2","2.4","1"," 30/180 ","Q1","83.61","0.002","0.344","0.69","72.5","Q2",
