"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Journal of the American Board of Family Medicine","J AM BOARD FAM MED","1557-2625","1558-7118","PRIMARY HEALTH CARE","SCIE","4,119","2.4","Q2","1.36"," 11/30 ","2.6","Q2","2.3","1.4"," 7/30 ","Q1","78.33","0.005","1.149","1.062","65.0","Q1",
"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B","DISCRETE CONT DYN-B","1531-3492","1553-524X","MATHEMATICS, APPLIED","SCIE","4,102","1.3","Q2","0.7"," 124/331 ","1.2","Q2","1.2","0.3"," 150/331 ","Q2","54.83","0.007","1.428","0.508","62.7","Q2",
"Biomicrofluidics","BIOMICROFLUIDICS","N/A","1932-1058","BIOCHEMICAL RESEARCH METHODS","SCIE","4,032","2.6","Q2","0.59"," 42/85 ","2.8","Q2","2.6","0.3"," 49/85 ","Q2","42.94","0.002","0.475","0.542","51.2","Q3",
"Biomicrofluidics","BIOMICROFLUIDICS","N/A","1932-1058","BIOPHYSICS","SCIE","4,032","2.6","Q3","0.59"," 39/77 ","2.8","Q2","2.6","0.3"," 38/77 ","Q2","51.30","0.002","0.475","0.542","50.0","Q3",
"Biomicrofluidics","BIOMICROFLUIDICS","N/A","1932-1058","NANOSCIENCE & NANOTECHNOLOGY","SCIE","4,032","2.6","Q3","0.59"," 94/140 ","2.8","Q3","2.6","0.3"," 70/140 ","Q2","50.36","0.002","0.475","0.542","33.2","Q3",
"Biomicrofluidics","BIOMICROFLUIDICS","N/A","1932-1058","PHYSICS, FLUIDS & PLASMAS","SCIE","4,032","2.6","Q2","0.59"," 12/40 ","2.8","Q2","2.6","0.3"," 22/40 ","Q2","46.25","0.002","0.475","0.542","71.3","Q3",
"Translational Stroke Research","TRANSL STROKE RES","1868-4483","1868-601X","CLINICAL NEUROLOGY","SCIE","4,021","3.8","Q1","1.3"," 59/277 ","5.1","Q1","3.6","0.6"," 41/278 ","Q1","85.43","0.005","1.118","1.237","78.9","Q1",
"Translational Stroke Research","TRANSL STROKE RES","1868-4483","1868-601X","NEUROSCIENCES","SCIE","4,021","3.8","Q2","1.3"," 97/310 ","5.1","Q1","3.6","0.6"," 53/310 ","Q1","83.06","0.005","1.118","1.237","68.9","Q2",
"SEMINARS IN LIVER DISEASE","SEMIN LIVER DIS","0272-8087","1098-8971","GASTROENTEROLOGY & HEPATOLOGY","SCIE","4,004","4.3","Q1","0.67"," 29/143 ","5.5","Q1","4.3","0.5"," 61/143 ","Q2","57.69","0.003","0.748","1.986","80.1","Q1",
"PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY","PHARM DEV TECHNOL","1083-7450","1097-9867","PHARMACOLOGY & PHARMACY","SCIE","3,871","2.6","Q2","0.83"," 173/354 ","3.1","Q2","2.5","0.6"," 122/354 ","Q2","65.68","0.002","0.413","0.417","51.3","Q3",
"IMA JOURNAL OF NUMERICAL ANALYSIS","IMA J NUMER ANAL","0272-4979","1464-3642","MATHEMATICS, APPLIED","SCIE","3,822","2.3","Q1","1.27"," 41/331 ","2.5","Q1","2.2","0.6"," 51/331 ","Q1","84.74","0.007","1.427","1.476","87.8","Q1",
"Western Journal of Emergency Medicine","WEST J EMERG MED","1936-900X","1936-9018","EMERGENCY MEDICINE","SCIE","3,800","1.8","Q2","1.01"," 23/54 ","2.4","Q2","1.7","0.2"," 14/54 ","Q2","75.00","0.006","1.229","0.866","58.3","Q1",
"ENGINEERING OPTIMIZATION","ENG OPTIMIZ","0305-215X","1029-0273","ENGINEERING, MULTIDISCIPLINARY","SCIE","3,730","2.2","Q2","0.59"," 50/179 ","2.3","Q2","1.9","0.8"," 61/180 ","Q2","66.39","0.003","0.641","0.481","72.3","Q2",
"ENGINEERING OPTIMIZATION","ENG OPTIMIZ","0305-215X","1029-0273","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","3,730","2.2","Q2","0.59"," 45/106 ","2.3","Q2","1.9","0.8"," 47/106 ","Q2","56.13","0.003","0.641","0.481","58.0","Q3",
"Biophysical Reviews","BIOPHYS REV-GER","1867-2450","1867-2469","BIOPHYSICS","ESCI","3,712","4.9","Q1","0.76"," 9/77 ","N/A","N/A","4.2","1.8"," 22/77 ","Q2","72.08","0.005","1.145","N/A","89.0","N/A",
"Transportation Research Interdisciplinary Perspectives","TRANSP RES INTERDISC","2590-1982","2590-1982","TRANSPORTATION","ESCI","3,665","3.9","Q2","1.25"," 18/57 ","N/A","N/A","3.7","0.6"," 14/57 ","Q1","76.32","0.006","1.373","N/A","69.3","N/A",
"JOURNAL OF BIOSCIENCES","J BIOSCIENCES","0250-5991","0973-7138","BIOLOGY","SCIE","3,635","2.1","Q2","0.51"," 46/109 ","2.3","Q2","2.1","0.4"," 58/109 ","Q3","47.25","0.002","0.464","0.464","58.3","Q3",
"Therapeutic Advances in Gastroenterology","THER ADV GASTROENTER","1756-283X","1756-2848","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,511","3.9","Q1","0.68"," 34/143 ","4","Q2","3.8","0.7"," 60/143 ","Q2","58.39","0.005","1.133","1.149","76.6","Q2",
"SAGE Open Medicine","SAGE OPEN MED","2050-3121","2050-3121","MEDICINE, GENERAL & INTERNAL","ESCI","3,426","2.3","Q2","0.51"," 87/325 ","2.7","Q1","2.3","0.3"," 112/329 ","Q2","66.11","0.006","1.274","0.689","73.4","Q1",
"npj Breast Cancer","NPJ BREAST CANCER","N/A","2374-4677","ONCOLOGY","SCIE","3,423","6.5","Q1","1.34"," 44/322 ","6.6","Q1","6.4","2"," 49/322 ","Q1","84.94","0.008","1.809","2.372","86.5","Q1",
"JOURNAL OF ADHESION","J ADHESION","0021-8464","1545-5823","ENGINEERING, CHEMICAL","SCIE","3,323","2.9","Q2","0.47"," 77/170 ","2.6","Q3","2.4","0.6"," 81/171 ","Q2","52.92","0.002","0.351","0.42","55.0","Q2",
"JOURNAL OF ADHESION","J ADHESION","0021-8464","1545-5823","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,323","2.9","Q3","0.47"," 220/438 ","2.6","Q3","2.4","0.6"," 255/438 ","Q2","41.89","0.002","0.351","0.42","49.9","Q3",
"JOURNAL OF ADHESION","J ADHESION","0021-8464","1545-5823","MECHANICS","SCIE","3,323","2.9","Q2","0.47"," 51/170 ","2.6","Q2","2.4","0.6"," 106/170 ","Q2","37.94","0.002","0.351","0.42","70.3","Q3",
"APHASIOLOGY","APHASIOLOGY","0268-7038","1464-5041","AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY","SCIE","3,311","1.5","Q2","0.77"," 17/35 ","2.1","Q2","1.3","0.1"," 19/35 ","Q2","47.14","0.002","0.413","0.519","52.9","Q3",
"APHASIOLOGY","APHASIOLOGY","0268-7038","1464-5041","CLINICAL NEUROLOGY","SCIE","3,311","1.5","Q4","0.77"," 209/277 ","2.1","Q3","1.3","0.1"," 118/278 ","Q2","57.73","0.002","0.413","0.519","24.7","Q4",
"APHASIOLOGY","APHASIOLOGY","0268-7038","1464-5041","LINGUISTICS","SSCI","3,311","1.5","Q2","0.77"," 81/297 ","2.1","Q1","1.3","0.1"," 139/297 ","Q2","53.37","0.002","0.413","0.519","72.9","Q2",
"APHASIOLOGY","APHASIOLOGY","0268-7038","1464-5041","REHABILITATION","SCIE, SSCI","3,311","1.5","Q3","0.77"," 87/169 ","2.1","Q2","1.3","0.1"," 84/169 ","Q2","50.59","0.002","0.413","0.519","48.8","Q3",
"Physiotherapy","PHYSIOTHERAPY","0031-9406","1873-1465","REHABILITATION","SCIE","3,233","3.1","Q1","1.25"," 13/169 ","3.4","Q1","3","0.8"," 21/169 ","Q1","87.87","0.002","0.5","0.917","92.6","Q1",
"ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER","ANN ANAT","0940-9602","1618-0402","ANATOMY & MORPHOLOGY","SCIE","3,190","2","Q2","1.28"," 6/22 ","2.2","Q2","1.7","0.4"," 2/22 ","Q1","93.18","0.003","0.577","0.513","75.0","Q2",
"CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES","CRIT REV CL LAB SCI","1040-8363","1549-781X","MEDICAL LABORATORY TECHNOLOGY","SCIE","3,172","6.6","Q1","1.32"," 2/30 ","9.4","Q1","6.6","0.8"," 9/30 ","Q2","71.67","0.003","0.587","2.092","95.0","Q1",
"JOURNAL OF ELASTICITY","J ELASTICITY","0374-3535","1573-2681","ENGINEERING, MULTIDISCIPLINARY","SCIE","3,153","1.8","Q2","0.47"," 66/179 ","1.6","Q2","1.6","0.6"," 78/180 ","Q2","56.94","0.001","0.29","0.512","63.4","Q2",
"JOURNAL OF ELASTICITY","J ELASTICITY","0374-3535","1573-2681","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,153","1.8","Q3","0.47"," 312/438 ","1.6","Q4","1.6","0.6"," 255/438 ","Q2","41.89","0.001","0.29","0.512","28.9","Q3",
"JOURNAL OF ELASTICITY","J ELASTICITY","0374-3535","1573-2681","MECHANICS","SCIE","3,153","1.8","Q3","0.47"," 103/170 ","1.6","Q3","1.6","0.6"," 106/170 ","Q2","37.94","0.001","0.29","0.512","39.7","Q2",
"Water Supply","WATER SUPPLY","1606-9749","1607-0798","ENGINEERING, ENVIRONMENTAL","SCIE","3,125","1.9","Q4","0.33"," 63/81 ","1.9","Q4","1.7","0.3"," 59/81 ","Q3","27.78","0.004","0.771","0.271","22.8","Q4",
"Water Supply","WATER SUPPLY","1606-9749","1607-0798","ENVIRONMENTAL SCIENCES","SCIE","3,125","1.9","Q3","0.33"," 259/358 ","1.9","Q4","1.7","0.3"," 288/359 ","Q3","19.92","0.004","0.771","0.271","27.8","Q4",
"Water Supply","WATER SUPPLY","1606-9749","1607-0798","WATER RESOURCES","SCIE","3,125","1.9","Q3","0.33"," 77/127 ","1.9","Q3","1.7","0.3"," 99/127 ","Q3","22.44","0.004","0.771","0.271","39.8","Q4",
"International Journal of Digital Earth","INT J DIGIT EARTH","1753-8947","1753-8955","GEOGRAPHY, PHYSICAL","SCIE","3,111","3.7","Q1","1.03"," 13/65 ","3.9","Q1","3.4","0.9"," 14/65 ","Q1","79.23","0.003","0.635","0.789","80.8","Q2",
"International Journal of Digital Earth","INT J DIGIT EARTH","1753-8947","1753-8955","REMOTE SENSING","SCIE","3,111","3.7","Q2","1.03"," 22/62 ","3.9","Q2","3.4","0.9"," 14/62 ","Q1","78.23","0.003","0.635","0.789","65.3","Q2",
"JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY","J INTERV CARD ELECTR","1383-875X","1572-8595","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,108","2.1","Q3","0.53"," 113/220 ","1.9","Q3","1.8","0.6"," 114/220 ","Q3","48.41","0.005","1.042","0.578","48.9","Q3",
"VIRTUAL REALITY","VIRTUAL REAL-LONDON","1359-4338","1434-9957","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","3,081","4.4","Q1","0.87"," 37/169 ","5.4","Q1","4","0.9"," 57/169 ","Q2","66.57","0.003","0.76","1.026","78.4","Q2",
"VIRTUAL REALITY","VIRTUAL REAL-LONDON","1359-4338","1434-9957","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","3,081","4.4","Q1","0.87"," 15/131 ","5.4","Q1","4","0.9"," 37/131 ","Q2","72.14","0.003","0.76","1.026","88.9","Q1",
"VIRTUAL REALITY","VIRTUAL REAL-LONDON","1359-4338","1434-9957","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","3,081","4.4","Q1","0.87"," 9/36 ","5.4","Q1","4","0.9"," 12/36 ","Q2","68.06","0.003","0.76","1.026","76.4","Q2",
"JOURNAL OF CHEMICAL SCIENCES","J CHEM SCI","0974-3626","0973-7103","CHEMISTRY, MULTIDISCIPLINARY","SCIE","3,069","1.7","Q3","0.32"," 146/230 ","1.7","Q3","1.7","0.6"," 145/231 ","Q3","37.45","0.001","0.307","0.243","36.7","Q3",
"Lancet Regional Health-Western Pacific","LANCET REG HEALTH-W","N/A","2666-6065","HEALTH CARE SCIENCES & SERVICES","SCIE","3,050","7.6","Q1","2.53"," 6/174 ","7.7","Q1","7.3","1.9"," 5/175 ","Q1","97.43","0.008","1.702","2.747","96.8","Q1",
"Lancet Regional Health-Western Pacific","LANCET REG HEALTH-W","N/A","2666-6065","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,050","7.6","Q1","2.53"," 17/403 ","7.7","Q1","7.3","1.9"," 13/403 ","Q1","96.90","0.008","1.702","2.747","95.9","Q1",
"COMPUTING","COMPUTING","0010-485X","1436-5057","COMPUTER SCIENCE, THEORY & METHODS","SCIE","3,029","3.3","Q2","0.85"," 37/143 ","2.8","Q2","3.1","0.4"," 37/143 ","Q2","74.48","0.002","0.525","0.536","74.5","Q2",
"BLOOD PURIFICATION","BLOOD PURIFICAT","0253-5068","1421-9735","HEMATOLOGY","SCIE","3,024","2.2","Q3","0.75"," 53/97 ","2.5","Q3","2","0.4"," 32/97 ","Q2","67.53","0.003","0.679","0.652","45.9","Q3",
"BLOOD PURIFICATION","BLOOD PURIFICAT","0253-5068","1421-9735","UROLOGY & NEPHROLOGY","SCIE","3,024","2.2","Q2","0.75"," 54/126 ","2.5","Q2","2","0.4"," 48/126 ","Q2","62.30","0.003","0.679","0.652","57.5","Q2",
"LINEAR & MULTILINEAR ALGEBRA","LINEAR MULTILINEAR A","0308-1087","1563-5139","MATHEMATICS","SCIE","3,006","0.9","Q2","0.85"," 145/489 ","1","Q2","0.8","0.2"," 121/489 ","Q1","75.36","0.006","1.299","0.507","70.4","Q2",
"Beneficial Microbes","BENEF MICROBES","1876-2883","1876-2891","MICROBIOLOGY","SCIE","3,001","3","Q2","0.7"," 80/161 ","5","Q2","3","0.5"," 74/161 ","Q2","54.35","0.002","0.521","0.931","50.6","Q2",
"Beneficial Microbes","BENEF MICROBES","1876-2883","1876-2891","NUTRITION & DIETETICS","SCIE","3,001","3","Q2","0.7"," 54/114 ","5","Q1","3","0.5"," 56/114 ","Q2","51.32","0.002","0.521","0.931","53.1","Q2",
"BIRTH-ISSUES IN PERINATAL CARE","BIRTH-ISS PERINAT C","0730-7659","1523-536X","NURSING","SCIE, SSCI","2,889","2.8","Q1","1.23"," 22/191 ","3.4","Q1","2.6","0.2"," 24/191 ","Q1","87.70","0.003","0.681","1.175","88.7","Q1",
"BIRTH-ISSUES IN PERINATAL CARE","BIRTH-ISS PERINAT C","0730-7659","1523-536X","OBSTETRICS & GYNECOLOGY","SCIE","2,889","2.8","Q1","1.23"," 33/136 ","3.4","Q1","2.6","0.2"," 18/136 ","Q1","87.13","0.003","0.681","1.175","76.1","Q1",
"BIRTH-ISSUES IN PERINATAL CARE","BIRTH-ISS PERINAT C","0730-7659","1523-536X","PEDIATRICS","SCIE","2,889","2.8","Q1","1.23"," 33/186 ","3.4","Q1","2.6","0.2"," 24/186 ","Q1","87.37","0.003","0.681","1.175","82.5","Q1",
"ACTA NUMERICA","ACTA NUMER","0962-4929","1474-0508","MATHEMATICS","SCIE","2,887","16.3","Q1","10.89"," 1/489 ","18.8","Q1","16.1","1.1"," 1/489 ","Q1","99.90","0.003","0.58","11.046","99.9","Q1",
"International Journal of Dentistry","INT J DENT","1687-8728","1687-8736","DENTISTRY, ORAL SURGERY & MEDICINE","ESCI","2,865","1.9","Q2","0.79"," 66/157 ","2.1","Q2","1.9","0.4"," 71/157 ","Q2","55.10","0.002","0.506","0.399","58.3","Q3",
"ALGORITHMICA","ALGORITHMICA","0178-4617","1432-0541","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","2,787","0.9","Q4","0.42"," 106/131 ","1","Q4","0.8","<0.1"," 93/131 ","Q3","29.39","0.004","0.891","0.639","19.5","Q2",
"ALGORITHMICA","ALGORITHMICA","0178-4617","1432-0541","MATHEMATICS, APPLIED","SCIE","2,787","0.9","Q3","0.42"," 200/331 ","1","Q3","0.8","<0.1"," 242/331 ","Q3","27.04","0.004","0.891","0.639","39.7","Q2",
"JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING","J WATERW PORT COAST","0733-950X","1943-5460","ENGINEERING, CIVIL","SCIE","2,749","1.4","Q3","0.48"," 120/181 ","1.9","Q3","1.3","0.9"," 88/181 ","Q2","51.66","0.001","0.215","0.413","34.0","Q2",
"JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING","J WATERW PORT COAST","0733-950X","1943-5460","ENGINEERING, OCEAN","SCIE","2,749","1.4","Q3","0.48"," 12/18 ","1.9","Q3","1.3","0.9"," 11/18 ","Q2","41.67","0.001","0.215","0.413","36.1","Q3",
"JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING","J WATERW PORT COAST","0733-950X","1943-5460","WATER RESOURCES","SCIE","2,749","1.4","Q4","0.48"," 100/127 ","1.9","Q3","1.3","0.9"," 75/127 ","Q2","41.34","0.001","0.215","0.413","21.7","Q3",
"TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY","TELLUS A","N/A","1600-0870","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","2,713","1.7","Q4","0.5"," 84/110 ","1.9","Q4","1.7","0.2"," 78/110 ","Q3","29.55","0.001","0.233","0.734","24.1","Q3",
"TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY","TELLUS A","N/A","1600-0870","OCEANOGRAPHY","SCIE","2,713","1.7","Q3","0.5"," 38/65 ","1.9","Q3","1.7","0.2"," 43/65 ","Q3","34.62","0.001","0.233","0.734","42.3","Q2",
"Radiography","RADIOGRAPHY","1078-8174","1532-2831","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","ESCI","2,619","2.5","Q2","0.84"," 73/204 ","2.3","Q2","1.7","0.7"," 65/204 ","Q2","68.38","0.002","0.44","0.359","64.5","Q3",
"MARINE GEORESOURCES & GEOTECHNOLOGY","MAR GEORESOUR GEOTEC","1064-119X","1521-0618","ENGINEERING, GEOLOGICAL","SCIE","2,598","2","Q3","0.62"," 35/63 ","2.5","Q2","1.7","0.4"," 32/63 ","Q2","50.00","0.003","0.58","0.468","45.2","Q2",
"MARINE GEORESOURCES & GEOTECHNOLOGY","MAR GEORESOUR GEOTEC","1064-119X","1521-0618","ENGINEERING, OCEAN","SCIE","2,598","2","Q2","0.62"," 7/18 ","2.5","Q2","1.7","0.4"," 8/18 ","Q2","58.33","0.003","0.58","0.468","63.9","Q2",
"MARINE GEORESOURCES & GEOTECHNOLOGY","MAR GEORESOUR GEOTEC","1064-119X","1521-0618","MINING & MINERAL PROCESSING","SCIE","2,598","2","Q2","0.62"," 15/31 ","2.5","Q2","1.7","0.4"," 13/31 ","Q2","59.68","0.003","0.58","0.468","53.2","Q2",
"MARINE GEORESOURCES & GEOTECHNOLOGY","MAR GEORESOUR GEOTEC","1064-119X","1521-0618","OCEANOGRAPHY","SCIE","2,598","2","Q2","0.62"," 30/65 ","2.5","Q2","1.7","0.4"," 34/65 ","Q2","48.46","0.003","0.58","0.468","54.6","Q3",
"World Electric Vehicle Journal","WORLD ELECTR VEHIC J","2032-6653","2032-6653","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","2,586","2.6","Q2","0.57"," 157/352 ","N/A","N/A","2.2","0.7"," 168/354 ","Q2","52.68","0.002","0.526","N/A","55.5","N/A",
"World Electric Vehicle Journal","WORLD ELECTR VEHIC J","2032-6653","2032-6653","TRANSPORTATION SCIENCE & TECHNOLOGY","ESCI","2,586","2.6","Q2","0.57"," 34/72 ","N/A","N/A","2.2","0.7"," 32/72 ","Q2","56.25","0.002","0.526","N/A","53.5","N/A",
"LGBT Health","LGBT HEALTH","2325-8292","2325-8306","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","2,580","3.9","Q1","1.22"," 60/403 ","5.9","Q1","3.8","0.4"," 52/403 ","Q1","87.22","0.005","1.098","2.376","85.2","Q1",
"Chemical Engineering Journal Advances","CHEM ENG J ADV","2666-8211","2666-8211","ENGINEERING, CHEMICAL","ESCI","2,574","5.5","Q1","0.63"," 31/170 ","N/A","N/A","5.5","1.5"," 56/171 ","Q2","67.54","0.003","0.657","N/A","82.1","N/A",
"Chemical Engineering Journal Advances","CHEM ENG J ADV","2666-8211","2666-8211","ENGINEERING, ENVIRONMENTAL","ESCI","2,574","5.5","Q2","0.63"," 24/81 ","N/A","N/A","5.5","1.5"," 40/81 ","Q2","51.23","0.003","0.657","N/A","71.0","N/A",
"JOURNAL OF COMPUTER INFORMATION SYSTEMS","J COMPUT INFORM SYST","0887-4417","2380-2057","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","2,528","2.5","Q2","0.67"," 119/249 ","3.1","Q2","2.3","1.4"," 120/251 ","Q2","52.39","0.002","0.387","0.559","52.4","Q2",
"Current Opinion in HIV and AIDS","CURR OPIN HIV AIDS","1746-630X","1746-6318","IMMUNOLOGY","SCIE","2,509","4.5","Q2","0.53"," 61/181 ","3.8","Q2","4.4","0.9"," 119/181 ","Q3","34.53","0.004","0.793","1.633","66.6","Q1",
"Current Opinion in HIV and AIDS","CURR OPIN HIV AIDS","1746-630X","1746-6318","INFECTIOUS DISEASES","SCIE","2,509","4.5","Q1","0.53"," 23/132 ","3.8","Q2","4.4","0.9"," 77/132 ","Q3","42.05","0.004","0.793","1.633","83.0","Q1",
"Planetary Science Journal","PLANET SCI J","N/A","2632-3338","ASTRONOMY & ASTROPHYSICS","ESCI","2,457","3.8","Q2","0.89"," 22/84 ","3.7","Q2","3","0.9"," 24/84 ","Q2","72.02","0.009","1.919","1.765","74.4","Q1",
"Journal of the Pediatric Infectious Diseases Society","J PEDIAT INF DIS SOC","2048-7193","2048-7207","INFECTIOUS DISEASES","SCIE","2,449","2.5","Q3","1.02"," 74/132 ","2.6","Q3","2.5","0.5"," 31/132 ","Q1","76.89","0.005","1.17","0.999","44.3","Q2",
"Journal of the Pediatric Infectious Diseases Society","J PEDIAT INF DIS SOC","2048-7193","2048-7207","PEDIATRICS","SCIE","2,449","2.5","Q1","1.02"," 44/186 ","2.6","Q2","2.5","0.5"," 41/186 ","Q1","78.23","0.005","1.17","0.999","76.6","Q1",
"BioNanoScience","BIONANOSCIENCE","2191-1630","2191-1649","MATERIALS SCIENCE, BIOMATERIALS","ESCI","2,447","3","Q3","0.48"," 38/53 ","3.1","Q4","2.8","0.5"," 40/53 ","Q4","25.47","0.002","0.435","0.401","29.2","Q4",
"ELECTRONIC JOURNAL OF PROBABILITY","ELECTRON J PROBAB","1083-6489","1083-6489","STATISTICS & PROBABILITY","SCIE","2,436","1.3","Q2","0.57"," 65/168 ","1.3","Q2","1.2","0.2"," 71/168 ","Q2","58.04","0.008","1.679","1.284","61.6","Q1",
"Mediterranean Journal of Mathematics","MEDITERR J MATH","1660-5446","1660-5454","MATHEMATICS","SCIE","2,377","1.1","Q1","0.86"," 98/489 ","1.1","Q1","1","0.5"," 115/489 ","Q1","76.58","0.005","1","0.489","80.1","Q2",
"Mediterranean Journal of Mathematics","MEDITERR J MATH","1660-5446","1660-5454","MATHEMATICS, APPLIED","SCIE","2,377","1.1","Q2","0.86"," 163/331 ","1.1","Q2","1","0.5"," 106/331 ","Q1","68.13","0.005","1","0.489","50.9","Q3",
"Archives of Iranian Medicine","ARCH IRAN MED","1029-2977","1735-3947","MEDICINE, GENERAL & INTERNAL","SCIE","2,342","1","Q3","0.35"," 168/325 ","1.7","Q2","1","0.1"," 148/329 ","Q2","55.17","0.002","0.351","0.356","48.5","Q2",
"Energy Conversion and Management-X","ENERG CONVERS MAN-X","2590-1745","2590-1745","ENERGY & FUELS","ESCI","2,288","7.1","Q1","1.31"," 40/170 ","7.1","Q1","6.7","1.5"," 34/173 ","Q1","80.64","0.003","0.639","1.239","76.8","Q2",
"Energy Conversion and Management-X","ENERG CONVERS MAN-X","2590-1745","2590-1745","MECHANICS","ESCI","2,288","7.1","Q1","1.31"," 5/170 ","7.1","Q1","6.7","1.5"," 17/170 ","Q1","90.29","0.003","0.639","1.239","97.4","Q1",
"Energy Conversion and Management-X","ENERG CONVERS MAN-X","2590-1745","2590-1745","THERMODYNAMICS","ESCI","2,288","7.1","Q1","1.31"," 4/76 ","7.1","Q1","6.7","1.5"," 9/76 ","Q1","88.82","0.003","0.639","1.239","95.4","Q1",
"Best Practice & Research-Clinical Anaesthesiology","BEST PRAC RES-CL ANA","1521-6896","1878-1608","ANESTHESIOLOGY","SCIE","2,209","4.7","Q1","1.75"," 7/64 ","4.6","Q1","4.6","0.4"," 7/64 ","Q1","89.84","0.002","0.463","1.206","89.8","Q1",
"Case Studies on Transport Policy","CASE STUD TRANSP POL","2213-624X","2213-6258","TRANSPORTATION","ESCI","2,205","2.4","Q3","0.63"," 36/57 ","2.5","Q3","2.3","0.6"," 37/57 ","Q3","35.96","0.003","0.652","0.502","37.7","Q3",
"JCO Clinical Cancer Informatics","JCO CLIN CANCER INFO","2473-4276","2473-4276","ONCOLOGY","ESCI","2,193","3.3","Q2","0.8"," 118/322 ","4.5","Q2","2.8","0.3"," 116/322 ","Q2","64.13","0.006","1.388","1.669","63.5","Q1",
"PUBLIC HEALTH NURSING","PUBLIC HEALTH NURS","0737-1209","1525-1446","NURSING","SCIE, SSCI","2,185","1.7","Q2","0.62"," 80/191 ","1.9","Q2","1.6","0.3"," 106/191 ","Q3","44.76","0.002","0.537","0.512","58.4","Q2",
"PUBLIC HEALTH NURSING","PUBLIC HEALTH NURS","0737-1209","1525-1446","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","2,185","1.7","Q3","0.62"," 260/403 ","1.9","Q3","1.6","0.3"," 215/403 ","Q3","46.77","0.002","0.537","0.512","35.6","Q3",
"JSLS-Journal of the Society of Laparoendoscopic Surgeons","JSLS-J SOC LAPAROEND","1086-8089","N/A","SURGERY","SCIE","2,176","1.4","Q3","0.49"," 165/290 ","2","Q2","1.4","0.3"," 186/290 ","Q3","36.03","0.001","0.306","0.572","43.3","Q2",
"Pilot and Feasibility Studies","PILOT FEASIBILITY ST","N/A","2055-5784","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","2,160","1.5","Q3","0.39"," 140/189 ","N/A","N/A","1.4","0.4"," 143/189 ","Q4","24.60","0.004","0.95","N/A","26.2","N/A",
"Journal of Clinical Neurology","J CLIN NEUROL","1738-6586","2005-5013","CLINICAL NEUROLOGY","SCIE","2,147","2.9","Q2","0.66"," 99/277 ","2.8","Q2","2.8","1"," 153/278 ","Q3","45.14","0.002","0.443","0.748","64.4","Q3",
"PERFUSION-UK","PERFUSION-UK","0267-6591","1477-111X","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,146","1.1","Q4","0.28"," 171/220 ","1.4","Q3","1","0.2"," 172/220 ","Q4","22.05","0.003","0.58","0.385","22.5","Q3",
"PERFUSION-UK","PERFUSION-UK","0267-6591","1477-111X","PERIPHERAL VASCULAR DISEASE","SCIE","2,146","1.1","Q4","0.28"," 80/96 ","1.4","Q4","1","0.2"," 79/96 ","Q4","18.23","0.003","0.58","0.385","17.2","Q4",
