"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"IMMUNOLOGY AND CELL BIOLOGY","IMMUNOL CELL BIOL","0818-9641","1440-1711","IMMUNOLOGY","SCIE","4,888","3.2","Q3","0.48"," 99/181 ","4.3","Q2","3","0.6"," 130/181 ","Q3","28.45","0.004","0.838","1.307","45.6","Q2",
"JCO Precision Oncology","JCO PRECIS ONCOL","N/A","2473-4284","ONCOLOGY","SCIE","4,860","5.3","Q1","1.03"," 61/322 ","5.1","Q1","5.2","2.4"," 76/322 ","Q1","76.55","0.014","3.149","2.353","81.2","Q1",
"JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY","J NUCL SCI TECHNOL","0022-3131","1881-1248","NUCLEAR SCIENCE & TECHNOLOGY","SCIE","4,842","1.5","Q2","0.59"," 17/40 ","1.7","Q2","0.9","0.7"," 19/40 ","Q2","53.75","0.002","0.417","0.365","58.8","Q2",
"OCEANOGRAPHY","OCEANOGRAPHY","1042-8275","1042-8275","OCEANOGRAPHY","SCIE","4,830","3.2","Q1","0.86"," 11/65 ","3.3","Q1","2.9","1.8"," 19/65 ","Q2","71.54","0.003","0.611","1.179","83.8","Q1",
"Journal of Modern Power Systems and Clean Energy","J MOD POWER SYST CLE","2196-5625","2196-5420","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","4,808","5.7","Q1","1.41"," 51/352 ","5.4","Q1","5","1.5"," 49/354 ","Q1","86.30","0.007","1.592","1.267","85.7","Q1",
"ADDICTION BIOLOGY","ADDICT BIOL","1355-6215","1369-1600","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,722","3.1","Q3","0.8"," 168/313 ","3.1","Q3","3","0.6"," 107/313 ","Q2","65.97","0.006","1.296","1.006","46.5","Q2",
"ADDICTION BIOLOGY","ADDICT BIOL","1355-6215","1369-1600","SUBSTANCE ABUSE","SCIE","4,722","3.1","Q2","0.8"," 15/55 ","3.1","Q2","3","0.6"," 24/55 ","Q2","57.27","0.006","1.296","1.006","73.6","Q2",
"BIOCHEMICAL SYSTEMATICS AND ECOLOGY","BIOCHEM SYST ECOL","0305-1978","1873-2925","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,583","1.4","Q4","0.38"," 282/313 ","1.4","Q4","1.3","0.6"," 261/313 ","Q3","16.77","0.001","0.233","0.188","10.1","Q4",
"BIOCHEMICAL SYSTEMATICS AND ECOLOGY","BIOCHEM SYST ECOL","0305-1978","1873-2925","ECOLOGY","SCIE","4,583","1.4","Q3","0.38"," 137/195 ","1.4","Q4","1.3","0.6"," 141/195 ","Q3","27.95","0.001","0.233","0.188","30.0","Q4",
"BIOCHEMICAL SYSTEMATICS AND ECOLOGY","BIOCHEM SYST ECOL","0305-1978","1873-2925","EVOLUTIONARY BIOLOGY","SCIE","4,583","1.4","Q4","0.38"," 47/54 ","1.4","Q4","1.3","0.6"," 48/54 ","Q3","12.04","0.001","0.233","0.188","13.9","Q4",
"Current Cardiology Reports","CURR CARDIOL REP","1523-3782","1534-3170","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","4,535","3.1","Q2","0.6"," 67/220 ","3.3","Q2","3.1","0.6"," 103/220 ","Q2","53.41","0.007","1.432","0.916","69.8","Q2",
"SOIL USE AND MANAGEMENT","SOIL USE MANAGE","0266-0032","1475-2743","SOIL SCIENCE","SCIE","4,476","5","Q1","0.75"," 10/49 ","3.9","Q2","4.3","0.6"," 19/49 ","Q2","62.24","0.002","0.488","0.648","80.6","Q2",
"International Transactions on Electrical Energy Systems","INT T ELECTR ENERGY","2050-7038","2050-7038","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","4,447","1.9","Q3","0.46"," 211/352 ","2","Q3","1.7","0.8"," 207/354 ","Q3","41.67","0.005","1.146","0.331","40.2","Q3",
"Frontiers in Neuroanatomy","FRONT NEUROANAT","1662-5129","1662-5129","ANATOMY & MORPHOLOGY","SCIE","4,396","2.1","Q1","0.92"," 5/22 ","3.2","Q1","2","0.6"," 8/22 ","Q2","65.91","0.005","1.162","1.169","79.5","Q1",
"Frontiers in Neuroanatomy","FRONT NEUROANAT","1662-5129","1662-5129","NEUROSCIENCES","SCIE","4,396","2.1","Q3","0.92"," 217/310 ","3.2","Q2","2","0.6"," 109/310 ","Q2","65.00","0.005","1.162","1.169","30.2","Q2",
"Clinical Lung Cancer","CLIN LUNG CANCER","1525-7304","1938-0690","ONCOLOGY","SCIE","4,386","3.3","Q2","0.8"," 118/322 ","3.4","Q2","3.2","1"," 116/322 ","Q2","64.13","0.008","1.713","1.156","63.5","Q2",
"BIOLOGICAL BULLETIN","BIOL BULL-US","0006-3185","1939-8697","BIOLOGY","SCIE","4,383","2.1","Q2","0.6"," 46/109 ","1.8","Q3","2.1","0.2"," 45/109 ","Q2","59.17","0.001","0.187","0.524","58.3","Q2",
"BIOLOGICAL BULLETIN","BIOL BULL-US","0006-3185","1939-8697","MARINE & FRESHWATER BIOLOGY","SCIE","4,383","2.1","Q2","0.6"," 36/119 ","1.8","Q2","2.1","0.2"," 54/119 ","Q2","55.04","0.001","0.187","0.524","70.2","Q2",
"APMIS","APMIS","0903-4641","1600-0463","IMMUNOLOGY","SCIE","4,344","2.2","Q4","0.52"," 137/181 ","2.5","Q3","2.1","0.6"," 121/181 ","Q3","33.43","0.002","0.453","0.627","24.6","Q3",
"APMIS","APMIS","0903-4641","1600-0463","MICROBIOLOGY","SCIE","4,344","2.2","Q3","0.52"," 114/161 ","2.5","Q3","2.1","0.6"," 106/161 ","Q3","34.47","0.002","0.453","0.627","29.5","Q3",
"APMIS","APMIS","0903-4641","1600-0463","PATHOLOGY","SCIE","4,344","2.2","Q3","0.52"," 47/88 ","2.5","Q2","2.1","0.6"," 58/88 ","Q3","34.66","0.002","0.453","0.627","47.2","Q2",
"NEUROPSYCHOLOGY REVIEW","NEUROPSYCHOL REV","1040-7308","1573-6660","NEUROSCIENCES","SCIE","4,290","5.4","Q1","0.81"," 42/310 ","7.2","Q1","5.2","1.1"," 138/310 ","Q2","55.65","0.004","0.79","2.346","86.6","Q1",
"NEUROPSYCHOLOGY REVIEW","NEUROPSYCHOL REV","1040-7308","1573-6660","PSYCHOLOGY, CLINICAL","SSCI","4,290","5.4","Q1","0.81"," 8/180 ","7.2","Q1","5.2","1.1"," 76/180 ","Q2","58.06","0.004","0.79","2.346","95.8","Q1",
"JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY","J AM MATH SOC","0894-0347","1088-6834","MATHEMATICS","SCIE","4,208","3.5","Q1","3.04"," 7/489 ","3.7","Q1","3.5","1"," 6/489 ","Q1","98.88","0.006","1.256","5.416","98.7","Q1",
"BIOMETRICAL JOURNAL","BIOMETRICAL J","0323-3847","1521-4036","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","4,156","1.3","Q4","0.56"," 54/65 ","2","Q3","1.1","0.5"," 43/65 ","Q2","34.62","0.005","1.074","1.198","17.7","Q2",
"BIOMETRICAL JOURNAL","BIOMETRICAL J","0323-3847","1521-4036","STATISTICS & PROBABILITY","SCIE","4,156","1.3","Q2","0.56"," 65/168 ","2","Q2","1.1","0.5"," 76/168 ","Q2","55.06","0.005","1.074","1.198","61.6","Q2",
"DENTOMAXILLOFACIAL RADIOLOGY","DENTOMAXILLOFAC RAD","0250-832X","1476-542X","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","4,144","2.9","Q1","1.15"," 30/157 ","3.2","Q1","2.6","0.9"," 34/157 ","Q1","78.66","0.002","0.522","0.694","81.2","Q1",
"DENTOMAXILLOFACIAL RADIOLOGY","DENTOMAXILLOFAC RAD","0250-832X","1476-542X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","4,144","2.9","Q2","1.15"," 60/204 ","3.2","Q2","2.6","0.9"," 32/204 ","Q1","84.56","0.002","0.522","0.694","70.8","Q2",
"JMIR Research Protocols","JMIR RES PROTOC","1929-0748","1929-0748","HEALTH CARE SCIENCES & SERVICES","ESCI","4,072","1.4","Q3","0.45"," 130/174 ","1.5","Q4","1.3","0.3"," 136/175 ","Q3","22.57","0.007","1.623","0.436","25.6","Q4",
"JMIR Research Protocols","JMIR RES PROTOC","1929-0748","1929-0748","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","ESCI","4,072","1.4","Q3","0.45"," 295/403 ","1.5","Q4","1.3","0.3"," 290/403 ","Q3","28.16","0.007","1.623","0.436","26.9","Q3",
"IEEE Geoscience and Remote Sensing Magazine","IEEE GEOSC REM SEN M","2473-2397","2168-6831","GEOCHEMISTRY & GEOPHYSICS","SCIE","4,021","16.2","Q1","2.72"," 2/101 ","15.6","Q1","15.9","1.4"," 2/101 ","Q1","98.51","0.005","1.199","4.411","98.5","Q1",
"IEEE Geoscience and Remote Sensing Magazine","IEEE GEOSC REM SEN M","2473-2397","2168-6831","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","4,021","16.2","Q1","2.72"," 1/36 ","15.6","Q1","15.9","1.4"," 1/36 ","Q1","98.61","0.005","1.199","4.411","98.6","Q1",
"IEEE Geoscience and Remote Sensing Magazine","IEEE GEOSC REM SEN M","2473-2397","2168-6831","REMOTE SENSING","SCIE","4,021","16.2","Q1","2.72"," 1/62 ","15.6","Q1","15.9","1.4"," 1/62 ","Q1","99.19","0.005","1.199","4.411","99.2","Q1",
"ORYX","ORYX","0030-6053","1365-3008","BIODIVERSITY CONSERVATION","SCIE","4,004","2.2","Q2","0.69"," 26/74 ","2.4","Q2","2","1.1"," 27/74 ","Q2","64.19","0.003","0.64","0.679","65.5","Q2",
"ORYX","ORYX","0030-6053","1365-3008","ECOLOGY","SCIE","4,004","2.2","Q2","0.69"," 92/195 ","2.4","Q2","2","1.1"," 93/195 ","Q2","52.56","0.003","0.64","0.679","53.1","Q2",
"Italian Journal of Animal Science","ITAL J ANIM SCI","1594-4077","1828-051X","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","3,988","2.2","Q1","1.05"," 15/80 ","2.3","Q1","2.1","0.5"," 15/80 ","Q1","81.88","0.003","0.583","0.388","81.9","Q2",
"Italian Journal of Animal Science","ITAL J ANIM SCI","1594-4077","1828-051X","VETERINARY SCIENCES","SCIE","3,988","2.2","Q1","1.05"," 32/167 ","2.3","Q1","2.1","0.5"," 30/168 ","Q1","82.44","0.003","0.583","0.388","81.1","Q2",
"ANNALS OF GLACIOLOGY","ANN GLACIOL","0260-3055","1727-5644","GEOGRAPHY, PHYSICAL","SCIE","3,915","2.5","Q2","0.77"," 29/65 ","2.7","Q2","2.4","0.6"," 28/65 ","Q2","57.69","0.002","0.338","1.065","56.2","Q2",
"ANNALS OF GLACIOLOGY","ANN GLACIOL","0260-3055","1727-5644","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","3,915","2.5","Q2","0.77"," 107/253 ","2.7","Q2","2.4","0.6"," 97/253 ","Q2","61.86","0.002","0.338","1.065","57.9","Q1",
"Living Reviews in Relativity","LIVING REV RELATIV","2367-3613","1433-8351","PHYSICS, PARTICLES & FIELDS","SCIE","3,904","26.3","Q1","3.91"," 1/30 ","37.9","Q1","26.2","28.2"," 1/30 ","Q1","98.33","0.003","0.739","15.101","98.3","Q1",
"Insect Science","INSECT SCI","1672-9609","1744-7917","ENTOMOLOGY","SCIE","3,833","2.9","Q1","1.56"," 15/109 ","3.1","Q1","2.7","0.7"," 7/109 ","Q1","94.04","0.004","0.852","0.731","86.7","Q1",
"PATHOLOGY & ONCOLOGY RESEARCH","PATHOL ONCOL RES","1219-4956","1532-2807","ONCOLOGY","SCIE","3,708","2.3","Q3","0.7"," 201/322 ","2.4","Q3","2.3","0.5"," 145/322 ","Q2","55.12","0.004","0.794","0.491","37.7","Q4",
"PATHOLOGY & ONCOLOGY RESEARCH","PATHOL ONCOL RES","1219-4956","1532-2807","PATHOLOGY","SCIE","3,708","2.3","Q2","0.7"," 42/88 ","2.4","Q2","2.3","0.5"," 43/88 ","Q2","51.70","0.004","0.794","0.491","52.8","Q3",
"LUNG","LUNG","0341-2040","1432-1750","RESPIRATORY SYSTEM","SCIE","3,698","4.6","Q1","1.09"," 19/100 ","3.9","Q1","3.8","0.7"," 22/101 ","Q1","78.71","0.004","0.838","1.014","81.5","Q2",
"RUBBER CHEMISTRY AND TECHNOLOGY","RUBBER CHEM TECHNOL","0035-9475","1943-4804","POLYMER SCIENCE","SCIE","3,637","1.2","Q4","0.3"," 80/94 ","1.4","Q4","1","0.3"," 74/94 ","Q4","21.81","0","0.082","0.211","15.4","Q4",
"Phytochemistry Letters","PHYTOCHEM LETT","1874-3900","1876-7486","CHEMISTRY, MEDICINAL","SCIE","3,626","1.3","Q4","0.4"," 64/72 ","1.4","Q4","1.2","0.3"," 59/72 ","Q3","18.75","0.002","0.447","0.233","11.8","Q4",
"Phytochemistry Letters","PHYTOCHEM LETT","1874-3900","1876-7486","PLANT SCIENCES","SCIE","3,626","1.3","Q3","0.4"," 166/265 ","1.4","Q3","1.2","0.3"," 158/265 ","Q3","40.57","0.002","0.447","0.233","37.5","Q3",
"MEDICINA CLINICA","MED CLIN-BARCELONA","0025-7753","1578-8989","MEDICINE, GENERAL & INTERNAL","SCIE","3,530","2.6","Q1","0.53"," 70/325 ","2.3","Q2","2.5","0.7"," 108/329 ","Q2","67.33","0.003","0.595","0.514","78.6","Q2",
"GEOTECHNICAL TESTING JOURNAL","GEOTECH TEST J","0149-6115","1945-7545","ENGINEERING, GEOLOGICAL","SCIE","3,530","1.3","Q3","0.4"," 45/63 ","1.5","Q3","1.2","0.4"," 43/63 ","Q3","32.54","0.001","0.299","0.37","29.4","Q3",
"GEOTECHNICAL TESTING JOURNAL","GEOTECH TEST J","0149-6115","1945-7545","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","3,530","1.3","Q3","0.4"," 179/253 ","1.5","Q3","1.2","0.4"," 178/253 ","Q3","29.84","0.001","0.299","0.37","29.4","Q3",
"INTERNATIONAL JOURNAL OF CHEMICAL KINETICS","INT J CHEM KINET","0538-8066","1097-4601","CHEMISTRY, PHYSICAL","SCIE","3,500","1.5","Q4","0.23"," 158/178 ","1.6","Q4","1.4","0.4"," 161/178 ","Q4","9.83","0.001","0.239","0.328","11.5","Q4",
"HEART & LUNG","HEART LUNG","0147-9563","1527-3288","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,445","2.4","Q2","0.85"," 97/220 ","2.4","Q2","2.3","0.8"," 65/220 ","Q2","70.68","0.003","0.753","0.638","56.1","Q3",
"HEART & LUNG","HEART LUNG","0147-9563","1527-3288","NURSING","SCIE","3,445","2.4","Q1","0.85"," 35/191 ","2.4","Q2","2.3","0.8"," 71/191 ","Q2","63.09","0.003","0.753","0.638","81.9","Q2",
"HEART & LUNG","HEART LUNG","0147-9563","1527-3288","RESPIRATORY SYSTEM","SCIE","3,445","2.4","Q2","0.85"," 47/100 ","2.4","Q3","2.3","0.8"," 33/101 ","Q2","67.82","0.003","0.753","0.638","53.5","Q3",
"Complementary Therapies in Clinical Practice","COMPLEMENT THER CLIN","1744-3881","1873-6947","INTEGRATIVE & COMPLEMENTARY MEDICINE","SCIE","3,415","2.2","Q2","0.8"," 17/43 ","2.8","Q2","2.2","0.6"," 14/43 ","Q2","68.60","0.004","0.905","0.619","61.6","Q2",
"Biomarker Research","BIOMARK RES","N/A","2050-7771","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,399","9.5","Q1","1.55"," 13/189 ","9.4","Q1","9.4","2"," 20/189 ","Q1","89.68","0.006","1.259","2.438","93.4","Q1",
"Biomarker Research","BIOMARK RES","N/A","2050-7771","ONCOLOGY","SCIE","3,399","9.5","Q1","1.55"," 31/322 ","9.4","Q1","9.4","2"," 40/322 ","Q1","87.73","0.006","1.259","2.438","90.5","Q1",
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","CURR TREAT OPTION ON","1527-2729","1534-6277","ONCOLOGY","SCIE","3,389","3.8","Q2","0.59"," 102/322 ","4.5","Q2","3.8","1"," 180/322 ","Q3","44.25","0.005","1.165","1.289","68.5","Q2",
"SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES","SADHANA-ACAD P ENG S","0256-2499","0973-7677","ENGINEERING, MULTIDISCIPLINARY","SCIE","3,273","1.4","Q2","0.43"," 80/179 ","1.4","Q2","1.3","0.3"," 84/180 ","Q2","53.61","0.002","0.501","0.218","55.6","Q3",
"JOURNAL OF MICROENCAPSULATION","J MICROENCAPSUL","0265-2048","1464-5246","CHEMISTRY, APPLIED","SCIE","3,255","3","Q2","0.68"," 29/74 ","4.2","Q2","3","0.6"," 27/74 ","Q2","64.19","0.001","0.213","0.522","61.5","Q2",
"JOURNAL OF MICROENCAPSULATION","J MICROENCAPSUL","0265-2048","1464-5246","ENGINEERING, CHEMICAL","SCIE","3,255","3","Q2","0.68"," 74/170 ","4.2","Q2","3","0.6"," 51/171 ","Q2","70.47","0.001","0.213","0.522","56.8","Q2",
"JOURNAL OF MICROENCAPSULATION","J MICROENCAPSUL","0265-2048","1464-5246","PHARMACOLOGY & PHARMACY","SCIE","3,255","3","Q2","0.68"," 136/354 ","4.2","Q1","3","0.6"," 168/354 ","Q2","52.68","0.001","0.213","0.522","61.7","Q3",
"CRYSTAL RESEARCH AND TECHNOLOGY","CRYST RES TECHNOL","0232-1300","1521-4079","CRYSTALLOGRAPHY","SCIE","3,239","1.5","Q3","0.63"," 18/33 ","1.7","Q3","1.4","0.3"," 14/33 ","Q2","59.09","0.001","0.259","0.312","47.0","Q3",
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","TOHOKU J EXP MED","0040-8727","1349-3329","MEDICINE, GENERAL & INTERNAL","SCIE","3,187","1.7","Q2","0.42"," 116/325 ","1.8","Q2","1.6","0.3"," 132/329 ","Q2","60.03","0.002","0.381","0.41","64.5","Q2",
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","TOHOKU J EXP MED","0040-8727","1349-3329","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,187","1.7","Q3","0.42"," 135/189 ","1.8","Q3","1.6","0.3"," 137/189 ","Q2","27.78","0.002","0.381","0.41","28.8","Q3",
"Immunotherapy","IMMUNOTHERAPY-UK","1750-743X","1750-7448","IMMUNOLOGY","SCIE","3,184","2.7","Q3","0.42"," 120/181 ","2.9","Q3","2.6","0.6"," 139/181 ","Q4","23.48","0.004","0.767","0.719","34.0","Q3",
"WESTERN JOURNAL OF NURSING RESEARCH","WESTERN J NURS RES","0193-9459","1552-8456","NURSING","SCIE, SSCI","3,164","2","Q2","0.79"," 61/191 ","2.3","Q2","1.9","0.2"," 86/191 ","Q2","55.24","0.003","0.614","0.623","68.3","Q2",
"JOURNAL OF THERMAL STRESSES","J THERM STRESSES","0149-5739","1521-074X","MECHANICS","SCIE","3,077","2.6","Q2","0.59"," 64/170 ","2.8","Q2","2.5","0.5"," 78/170 ","Q2","54.41","0.001","0.315","0.49","62.6","Q2",
"JOURNAL OF THERMAL STRESSES","J THERM STRESSES","0149-5739","1521-074X","THERMODYNAMICS","SCIE","3,077","2.6","Q2","0.59"," 29/76 ","2.8","Q2","2.5","0.5"," 28/76 ","Q2","63.82","0.001","0.315","0.49","62.5","Q2",
"Biochemistry and Biophysics Reports","BIOCHEM BIOPHYS REP","2405-5808","2405-5808","BIOCHEMISTRY & MOLECULAR BIOLOGY","ESCI","3,075","2.3","Q3","0.48"," 229/313 ","2.4","Q4","2.3","0.3"," 235/313 ","Q4","25.08","0.003","0.737","0.459","27.0","Q4",
"REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE","REV BRAS ZOOTECN","1516-3598","1806-9290","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","3,060","1.1","Q3","0.44"," 49/80 ","1.2","Q3","0.9","0.2"," 50/80 ","Q3","38.13","0.001","0.16","0.2","39.4","Q3",
"REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE","REV BRAS ZOOTECN","1516-3598","1806-9290","VETERINARY SCIENCES","SCIE","3,060","1.1","Q3","0.44"," 96/167 ","1.2","Q3","0.9","0.2"," 106/168 ","Q3","37.20","0.001","0.16","0.2","42.8","Q3",
"Actuators","ACTUATORS","N/A","2076-0825","ENGINEERING, MECHANICAL","SCIE","3,031","2.2","Q2","0.61"," 75/180 ","2.4","Q2","1.9","0.7"," 71/180 ","Q2","60.83","0.004","0.77","0.419","58.6","Q2",
"Actuators","ACTUATORS","N/A","2076-0825","INSTRUMENTS & INSTRUMENTATION","SCIE","3,031","2.2","Q2","0.61"," 34/76 ","2.4","Q2","1.9","0.7"," 33/76 ","Q2","57.24","0.004","0.77","0.419","55.9","Q3",
"WAVE MOTION","WAVE MOTION","0165-2125","1878-433X","ACOUSTICS","SCIE","2,987","2.1","Q2","0.62"," 14/40 ","1.9","Q2","1.9","0.6"," 17/40 ","Q2","58.75","0.002","0.454","0.473","66.3","Q2",
"WAVE MOTION","WAVE MOTION","0165-2125","1878-433X","MECHANICS","SCIE","2,987","2.1","Q3","0.62"," 87/170 ","1.9","Q3","1.9","0.6"," 70/170 ","Q2","59.12","0.002","0.454","0.473","49.1","Q2",
"WAVE MOTION","WAVE MOTION","0165-2125","1878-433X","PHYSICS, MULTIDISCIPLINARY","SCIE","2,987","2.1","Q2","0.62"," 43/110 ","1.9","Q2","1.9","0.6"," 41/110 ","Q2","63.18","0.002","0.454","0.473","61.4","Q2",
"ENVIRONMENTAL ENGINEERING SCIENCE","ENVIRON ENG SCI","1092-8758","1557-9018","ENGINEERING, ENVIRONMENTAL","SCIE","2,959","1.8","Q4","0.25"," 65/81 ","2.7","Q3","1.4","0.5"," 66/81 ","Q4","19.14","0.001","0.305","0.433","20.4","Q3",
"ENVIRONMENTAL ENGINEERING SCIENCE","ENVIRON ENG SCI","1092-8758","1557-9018","ENVIRONMENTAL SCIENCES","SCIE","2,959","1.8","Q3","0.25"," 267/358 ","2.7","Q3","1.4","0.5"," 318/359 ","Q4","11.56","0.001","0.305","0.433","25.6","Q3",
"Journal of Physiotherapy","J PHYSIOTHER","1836-9553","1836-9561","ORTHOPEDICS","SCIE","2,921","9.7","Q1","3.01"," 1/136 ","10.3","Q1","8.6","1.2"," 1/136 ","Q1","99.63","0.003","0.656","2.946","99.6","Q1",
"Journal of Physiotherapy","J PHYSIOTHER","1836-9553","1836-9561","REHABILITATION","SCIE","2,921","9.7","Q1","3.01"," 1/169 ","10.3","Q1","8.6","1.2"," 1/169 ","Q1","99.70","0.003","0.656","2.946","99.7","Q1",
"MAMMAL REVIEW","MAMMAL REV","0305-1838","1365-2907","ECOLOGY","SCIE","2,853","4.3","Q1","1.06"," 33/195 ","5.3","Q1","4.2","0.4"," 38/195 ","Q1","80.77","0.002","0.47","1.526","83.3","Q1",
"MAMMAL REVIEW","MAMMAL REV","0305-1838","1365-2907","ZOOLOGY","SCIE","2,853","4.3","Q1","1.06"," 2/180 ","5.3","Q1","4.2","0.4"," 22/180 ","Q1","88.06","0.002","0.47","1.526","99.2","Q1",
"JOURNAL OF NURSING ADMINISTRATION","J NURS ADMIN","0002-0443","1539-0721","NURSING","SCIE, SSCI","2,781","1.8","Q2","0.9"," 74/191 ","2","Q2","1.6","0.3"," 62/191 ","Q2","67.80","0.002","0.447","0.463","61.5","Q3",
"JOURNAL OF GEOMETRIC ANALYSIS","J GEOM ANAL","1050-6926","1559-002X","MATHEMATICS","SCIE","2,773","1.2","Q1","1.09"," 80/489 ","1.2","Q1","1.1","0.5"," 77/489 ","Q1","84.36","0.009","2.005","0.935","83.7","Q1",
"ERGODIC THEORY AND DYNAMICAL SYSTEMS","ERGOD THEOR DYN SYST","0143-3857","1469-4417","MATHEMATICS","SCIE","2,770","0.8","Q2","0.66"," 178/489 ","0.8","Q2","0.7","0.1"," 203/489 ","Q2","58.59","0.006","1.266","0.89","63.7","Q1",
"ERGODIC THEORY AND DYNAMICAL SYSTEMS","ERGOD THEOR DYN SYST","0143-3857","1469-4417","MATHEMATICS, APPLIED","SCIE","2,770","0.8","Q3","0.66"," 218/331 ","0.8","Q3","0.7","0.1"," 159/331 ","Q2","52.11","0.006","1.266","0.89","34.3","Q1",
"COMPTES RENDUS MATHEMATIQUE","CR MATH","1631-073X","1778-3569","MATHEMATICS","SCIE","2,720","0.8","Q2","0.67"," 178/489 ","0.8","Q2","0.8","0.2"," 198/489 ","Q2","59.61","0.004","0.776","0.656","63.7","Q2",
"JOURNAL OF SANDWICH STRUCTURES & MATERIALS","J SANDW STRUCT MATER","1099-6362","1530-7972","ENGINEERING, MECHANICAL","SCIE","2,648","3.5","Q1","0.98"," 39/180 ","3.2","Q2","3.3","0.4"," 33/180 ","Q1","81.94","0.002","0.532","0.533","78.6","Q2",
"JOURNAL OF SANDWICH STRUCTURES & MATERIALS","J SANDW STRUCT MATER","1099-6362","1530-7972","MATERIALS SCIENCE, CHARACTERIZATION & TESTING","SCIE","2,648","3.5","Q1","0.98"," 8/38 ","3.2","Q1","3.3","0.4"," 6/38 ","Q1","85.53","0.002","0.532","0.533","80.3","Q1",
"JOURNAL OF SANDWICH STRUCTURES & MATERIALS","J SANDW STRUCT MATER","1099-6362","1530-7972","MATERIALS SCIENCE, COMPOSITES","SCIE","2,648","3.5","Q2","0.98"," 15/35 ","3.2","Q2","3.3","0.4"," 9/35 ","Q1","75.71","0.002","0.532","0.533","58.6","Q2",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","ONCOLOGY","SCIE","2,645","2.6","Q3","0.78"," 175/322 ","4.3","Q2","2.6","0.5"," 126/322 ","Q2","61.02","0.002","0.422","1.119","45.8","Q2",
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,645","2.6","Q2","0.78"," 71/204 ","4.3","Q1","2.6","0.5"," 75/204 ","Q2","63.48","0.002","0.422","1.119","65.4","Q1",
"ADVANCES IN COMPUTATIONAL MATHEMATICS","ADV COMPUT MATH","1019-7168","1572-9044","MATHEMATICS, APPLIED","SCIE","2,633","1.7","Q2","0.92"," 83/331 ","2","Q1","1.7","0.5"," 97/331 ","Q2","70.85","0.004","0.796","1.02","75.1","Q1",
"Integrative Biology","INTEGR BIOL-UK","1757-9694","1757-9708","CELL BIOLOGY","SCIE","2,537","1.5","Q4","0.33"," 190/205 ","2","Q4","1.4","0.3"," 179/205 ","Q4","12.93","0.001","0.15","0.509","7.6","Q4",
"CRITICAL CARE CLINICS","CRIT CARE CLIN","0749-0704","1557-8232","CRITICAL CARE MEDICINE","SCIE","2,524","3","Q2","0.68"," 17/54 ","3.6","Q1","3","0.3"," 23/55 ","Q2","59.09","0.002","0.481","0.976","69.4","Q2",
"INTERNATIONAL JOURNAL OF MODERN PHYSICS C","INT J MOD PHYS C","0129-1831","1793-6586","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","2,511","1.5","Q3","0.49"," 126/169 ","1.2","Q4","1.3","0.6"," 109/169 ","Q3","35.80","0.002","0.37","0.233","25.7","Q4",
