"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"JOURNAL OF ENDOCRINOLOGY","J ENDOCRINOL","0022-0795","1479-6805","ENDOCRINOLOGY & METABOLISM","SCIE","10,825","3.4"," 72/186 ","4.1","Q2","3.3","1.4","0.86"," 64/186 ","Q2","Q2","61.6","65.86","0.005","1.096","1.118","Q2",
"PHYSICAL REVIEW E","PHYS REV E","2470-0045","2470-0053","PHYSICS, FLUIDS & PLASMAS","SCIE","97,417","2.2"," 17/40 ","2.2","Q2","1.8","0.7","0.86"," 10/40 ","Q1","Q2","58.8","76.25","0.056","12.313","0.695","Q2",
"PHYSICAL REVIEW E","PHYS REV E","2470-0045","2470-0053","PHYSICS, MATHEMATICAL","SCIE","97,417","2.2"," 12/60 ","2.2","Q1","1.8","0.7","0.86"," 14/60 ","Q1","Q1","80.8","77.50","0.056","12.313","0.695","Q2",
"International Journal of Numerical Analysis and Modeling","INT J NUMER ANAL MOD","1705-5105","1705-5105","MATHEMATICS","SCIE","710","1.3"," 67/489 ","1.2","Q1","1.2","0.2","0.86"," 115/489 ","Q1","Q1","86.4","76.58","0.001","0.204","0.508","Q2",
"International Journal of Numerical Analysis and Modeling","INT J NUMER ANAL MOD","1705-5105","1705-5105","MATHEMATICS, APPLIED","SCIE","710","1.3"," 124/331 ","1.2","Q2","1.2","0.2","0.86"," 106/331 ","Q1","Q2","62.7","68.13","0.001","0.204","0.508","Q2",
"Elementa-Science of the Anthropocene","ELEMENTA-SCI ANTHROP","2325-1026","2325-1026","ENVIRONMENTAL SCIENCES","SCIE","3,096","4.7"," 93/358 ","5.2","Q1","4","1.1","0.85"," 107/359 ","Q2","Q2","74.2","70.33","0.006","1.231","1.602","Q1",
"Elementa-Science of the Anthropocene","ELEMENTA-SCI ANTHROP","2325-1026","2325-1026","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","3,096","4.7"," 21/110 ","5.2","Q1","4","1.1","0.85"," 38/110 ","Q2","Q1","81.4","65.91","0.006","1.231","1.602","Q1",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, MULTIDISCIPLINARY","SCIE","7,597","4.4"," 69/230 ","4.1","Q2","3.9","1.3","0.84"," 70/231 ","Q1","Q2","70.2","69.91","0.001","0.152","1.116","Q1",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","CHEMISTRY, PHYSICAL","SCIE","7,597","4.4"," 68/178 ","4.1","Q2","3.9","1.3","0.84"," 54/178 ","Q1","Q2","62.1","69.94","0.001","0.152","1.116","Q2",
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","PHYSICS, MULTIDISCIPLINARY","SCIE","7,597","4.4"," 22/110 ","4.1","Q1","3.9","1.3","0.84"," 27/110 ","Q1","Q1","80.5","75.91","0.001","0.152","1.116","Q1",
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","1350-1925","1365-2982","CLINICAL NEUROLOGY","SCIE","9,684","3.5"," 67/277 ","3.4","Q2","3","0.8","0.84"," 101/278 ","Q2","Q1","76.0","63.85","0.009","1.986","1.01","Q2",
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","1350-1925","1365-2982","GASTROENTEROLOGY & HEPATOLOGY","SCIE","9,684","3.5"," 43/143 ","3.4","Q2","3","0.8","0.84"," 41/143 ","Q2","Q2","70.3","71.68","0.009","1.986","1.01","Q2",
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","1350-1925","1365-2982","NEUROSCIENCES","SCIE","9,684","3.5"," 109/310 ","3.4","Q2","3","0.8","0.84"," 132/310 ","Q2","Q2","65.0","57.58","0.009","1.986","1.01","Q2",
"Advanced Pharmaceutical Bulletin","ADV PHARM BULL","2228-5881","2251-7308","PHARMACOLOGY & PHARMACY","ESCI","3,318","3.1"," 126/354 ","4.3","Q1","3","0.6","0.84"," 116/354 ","Q2","Q2","64.5","67.37","0.002","0.431","0.605","Q2",
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION","J EXP PSYCHOL LEARN","0278-7393","1939-1285","PSYCHOLOGY","SCIE","11,885","2.2"," 39/92 ","2.5","Q2","2","0.4","0.84"," 29/92 ","Q2","Q2","58.2","69.02","0.007","1.516","1.179","Q1",
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION","J EXP PSYCHOL LEARN","0278-7393","1939-1285","PSYCHOLOGY, EXPERIMENTAL","SSCI","11,885","2.2"," 38/99 ","2.5","Q2","2","0.4","0.84"," 39/99 ","Q2","Q2","62.1","61.11","0.007","1.516","1.179","Q2",
"Pervasive and Mobile Computing","PERVASIVE MOB COMPUT","1574-1192","1873-1589","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","2,238","3"," 95/249 ","3.4","Q2","3","0.6","0.83"," 97/251 ","Q2","Q2","62.0","61.55","0.002","0.399","0.649","Q2",
"Pervasive and Mobile Computing","PERVASIVE MOB COMPUT","1574-1192","1873-1589","TELECOMMUNICATIONS","SCIE","2,238","3"," 53/119 ","3.4","Q2","3","0.6","0.83"," 48/119 ","Q2","Q2","55.9","60.08","0.002","0.399","0.649","Q2",
"SOUTH AFRICAN JOURNAL OF BOTANY","S AFR J BOT","0254-6299","1727-9321","PLANT SCIENCES","SCIE","11,782","2.7"," 84/265 ","2.9","Q2","2.5","0.7","0.83"," 72/265 ","Q2","Q2","68.5","73.02","0.007","1.569","0.383","Q3",
"Improving Schools","IMPROV SCH","1365-4802","1475-7583","EDUCATION & EDUCATIONAL RESEARCH","ESCI","481","1.1"," 398/756 ","1.3","Q3","1.1","0.5","0.83"," 302/756 ","Q2","Q3","47.4","60.12","0","0.068","0.411","Q2",
"Tourism and Hospitality Research","TOUR HOSP RES","1467-3584","1742-9692","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","1,590","3"," 40/139 ","3.2","Q2","2.7","0.6","0.82"," 47/139 ","Q2","Q2","71.6","66.55","0.001","0.244","0.509","Q2",
"MEDICAL CARE RESEARCH AND REVIEW","MED CARE RES REV","1077-5587","1552-6801","HEALTH CARE SCIENCES & SERVICES","SCIE","2,658","2.4"," 73/174 ","2.8","Q2","2.3","0.3","0.82"," 68/175 ","Q2","Q2","58.3","61.43","0.003","0.732","1.371","Q1",
"MEDICAL CARE RESEARCH AND REVIEW","MED CARE RES REV","1077-5587","1552-6801","HEALTH POLICY & SERVICES","SSCI","2,658","2.4"," 49/118 ","2.8","Q2","2.3","0.3","0.82"," 53/119 ","Q2","Q2","58.9","55.88","0.003","0.732","1.371","Q1",
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","1402-2001","1654-109X","ECOLOGY","SCIE","2,724","2"," 103/195 ","2.7","Q2","1.8","0.6","0.82"," 69/195 ","Q2","Q3","47.4","64.87","0.002","0.398","0.654","Q2",
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","1402-2001","1654-109X","FORESTRY","SCIE","2,724","2"," 28/89 ","2.7","Q1","1.8","0.6","0.82"," 26/89 ","Q2","Q2","69.1","71.35","0.002","0.398","0.654","Q1",
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","1402-2001","1654-109X","PLANT SCIENCES","SCIE","2,724","2"," 117/265 ","2.7","Q2","1.8","0.6","0.82"," 74/265 ","Q2","Q2","56.0","72.26","0.002","0.398","0.654","Q2",
"JOURNAL OF GAY & LESBIAN SOCIAL SERVICES","J GAY LESBIAN SOC SE","1053-8720","1540-4056","SOCIAL WORK","ESCI","788","1.3"," 45/91 ","1.5","Q3","1.1","<0.1","0.82"," 25/91 ","Q2","Q2","51.1","73.08","0.001","0.147","0.524","Q2",
"IEEE Open Journal of Power Electronics","IEEE OPEN J POWER EL","N/A","2644-1314","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","696","5"," 65/352 ","4.8","Q1","4.6","0.6","0.81"," 130/354 ","Q2","Q1","81.7","63.42","0.002","0.383","1.589","Q1",
"IEEE Open Journal of Engineering in Medicine and Biology","IEEE OPEN J ENG MED","N/A","2644-1276","ENGINEERING, BIOMEDICAL","ESCI","374","2.7"," 68/122 ","3.6","Q2","2.7","0.9","0.81"," 44/122 ","Q2","Q3","44.7","64.34","0.001","0.131","0.768","Q2",
"Energy Ecology and Environment","ENERGY ECOL ENVIRON","2363-7692","2363-8338","ENVIRONMENTAL SCIENCES","ESCI","1,093","3.9"," 120/358 ","3.5","Q2","3.8","0.8","0.8"," 127/359 ","Q2","Q2","66.6","64.76","0.001","0.194","0.563","Q3",
"Energy Ecology and Environment","ENERGY ECOL ENVIRON","2363-7692","2363-8338","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","1,093","3.9"," 48/91 ","3.5","Q3","3.8","0.8","0.8"," 39/91 ","Q2","Q3","47.8","57.69","0.001","0.194","0.563","Q3",
"CARDIOVASCULAR DRUGS AND THERAPY","CARDIOVASC DRUG THER","0920-3206","1573-7241","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","3,282","3.1"," 67/220 ","3.3","Q2","3","0.5","0.8"," 69/220 ","Q2","Q2","69.8","68.86","0.004","0.822","0.823","Q2",
"CARDIOVASCULAR DRUGS AND THERAPY","CARDIOVASC DRUG THER","0920-3206","1573-7241","PHARMACOLOGY & PHARMACY","SCIE","3,282","3.1"," 126/354 ","3.3","Q2","3","0.5","0.8"," 125/354 ","Q2","Q2","64.5","64.83","0.004","0.822","0.823","Q2",
"BMC Surgery","BMC SURG","N/A","1471-2482","SURGERY","SCIE","4,455","1.6"," 144/290 ","1.9","Q3","1.6","0.2","0.8"," 107/290 ","Q2","Q2","50.5","63.28","0.006","1.379","0.495","Q3",
"Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies-IMWUT","PROC ACM INTERACT MO","N/A","2474-9567","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","4,848","3.6"," 78/249 ","N/A","N/A","2.6","0.3","0.79"," 103/251 ","Q2","Q2","68.9","59.16","0.006","1.252","N/A","N/A",
"Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies-IMWUT","PROC ACM INTERACT MO","N/A","2474-9567","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","4,848","3.6"," 118/352 ","N/A","N/A","2.6","0.3","0.79"," 135/354 ","Q2","Q2","66.6","62.01","0.006","1.252","N/A","N/A",
"Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies-IMWUT","PROC ACM INTERACT MO","N/A","2474-9567","TELECOMMUNICATIONS","ESCI","4,848","3.6"," 44/119 ","N/A","N/A","2.6","0.3","0.79"," 55/119 ","Q2","Q2","63.4","54.20","0.006","1.252","N/A","N/A",
"Revista de Filologia Alemana","REV FILOL ALEM","1133-0406","1988-2823","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN","ESCI","12","0.1"," N/A ","0.1","N/A","0.1","<0.1","0.79"," 12/27 ","Q2","N/A","N/A","57.41","0","0.011","0.124","Q3",
"International Criminal Justice Review","INT CRIM JUSTICE REV","1057-5677","1556-3855","CRIMINOLOGY & PENOLOGY","ESCI","464","1.4"," 51/113 ","1.8","Q2","1.3","0.2","0.78"," 56/113 ","Q2","Q2","55.3","50.88","0.001","0.148","0.67","Q2",
"International Journal of Multimedia Information Retrieval","INT J MULTIMED INF R","2192-6611","2192-662X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","665","3.6"," 72/197 ","4.9","Q2","3.5","0.1","0.77"," 71/198 ","Q2","Q2","63.7","64.39","0.001","0.199","0.941","Q2",
"International Journal of Multimedia Information Retrieval","INT J MULTIMED INF R","2192-6611","2192-662X","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","665","3.6"," 31/131 ","4.9","Q1","3.5","0.1","0.77"," 47/131 ","Q2","Q1","76.7","64.50","0.001","0.199","0.941","Q2",
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY","INT J GYNECOL PATHOL","0277-1691","1538-7151","OBSTETRICS & GYNECOLOGY","SCIE","2,780","1.6"," 82/136 ","2.1","Q3","1.5","0.7","0.77"," 61/136 ","Q2","Q3","40.1","55.51","0.002","0.522","0.637","Q3",
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY","INT J GYNECOL PATHOL","0277-1691","1538-7151","PATHOLOGY","SCIE","2,780","1.6"," 53/88 ","2.1","Q3","1.5","0.7","0.77"," 40/88 ","Q2","Q3","40.3","55.11","0.002","0.522","0.637","Q2",
"Neuro-Oncology Advances","NEURO-ONCOL ADV","N/A","2632-2498","CLINICAL NEUROLOGY","ESCI","2,279","3.7"," 63/277 ","3.9","Q2","3.6","0.8","0.76"," 122/278 ","Q2","Q1","77.4","56.29","0.006","1.349","1.351","Q1",
"Neuro-Oncology Advances","NEURO-ONCOL ADV","N/A","2632-2498","ONCOLOGY","ESCI","2,279","3.7"," 104/322 ","3.9","Q2","3.6","0.8","0.76"," 128/322 ","Q2","Q2","67.9","60.40","0.006","1.349","1.351","Q2",
"BRITISH JOURNAL OF NUTRITION","BRIT J NUTR","0007-1145","1475-2662","NUTRITION & DIETETICS","SCIE","28,444","3"," 54/114 ","3.5","Q2","2.9","0.7","0.76"," 49/114 ","Q2","Q2","53.1","57.46","0.012","2.685","0.813","Q2",
"UROLOGY","UROLOGY","0090-4295","1527-9995","UROLOGY & NEPHROLOGY","SCIE","20,122","2.1"," 58/126 ","2.2","Q3","1.9","0.6","0.75"," 48/126 ","Q2","Q2","54.4","62.30","0.013","2.856","0.686","Q2",
"PHYSICS OF PLASMAS","PHYS PLASMAS","1070-664X","1089-7674","PHYSICS, FLUIDS & PLASMAS","SCIE","31,886","2"," 21/40 ","1.9","Q3","1.4","0.6","0.75"," 15/40 ","Q2","Q3","48.8","63.75","0.02","4.464","0.539","Q3",
"Teaching & Learning Inquiry-The ISSOTL Journal","TEACH LEARN INQ","2167-4779","2167-4787","EDUCATION & EDUCATIONAL RESEARCH","ESCI","404","1.7"," 257/756 ","1.5","Q2","0.9","0.2","0.75"," 334/756 ","Q2","Q2","66.1","55.89","0","0.072","0.275","Q3",
"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","INT J BIOMETEOROL","0020-7128","1432-1254","BIOPHYSICS","SCIE","9,281","3"," 26/77 ","3.4","Q2","2.7","0.4","0.74"," 25/77 ","Q2","Q2","66.9","68.18","0.005","1.158","0.679","Q2",
"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","INT J BIOMETEOROL","0020-7128","1432-1254","ENVIRONMENTAL SCIENCES","SCIE","9,281","3"," 169/358 ","3.4","Q2","2.7","0.4","0.74"," 144/359 ","Q2","Q2","52.9","60.03","0.005","1.158","0.679","Q2",
"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","INT J BIOMETEOROL","0020-7128","1432-1254","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","9,281","3"," 48/110 ","3.4","Q2","2.7","0.4","0.74"," 50/110 ","Q2","Q2","56.8","55.00","0.005","1.158","0.679","Q3",
"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","INT J BIOMETEOROL","0020-7128","1432-1254","PHYSIOLOGY","SCIE","9,281","3"," 25/85 ","3.4","Q2","2.7","0.4","0.74"," 46/85 ","Q2","Q2","71.2","46.47","0.005","1.158","0.679","Q3",
"Marine Resource Economics","MAR RESOUR ECON","0738-1360","2334-5985","ECONOMICS","SSCI","1,001","2"," 207/597 ","2.2","Q2","1.6","0.5","0.74"," 197/600 ","Q2","Q2","65.4","67.25","0","0.088","0.496","Q3",
"Marine Resource Economics","MAR RESOUR ECON","0738-1360","2334-5985","ENVIRONMENTAL STUDIES","SSCI","1,001","2"," 115/182 ","2.2","Q3","1.6","0.5","0.74"," 87/184 ","Q2","Q3","37.1","52.99","0","0.088","0.496","Q4",
"Marine Resource Economics","MAR RESOUR ECON","0738-1360","2334-5985","FISHERIES","SCIE","1,001","2"," 23/62 ","2.2","Q2","1.6","0.5","0.74"," 25/62 ","Q2","Q2","63.7","60.48","0","0.088","0.496","Q2",
"COMPUTERS & CHEMICAL ENGINEERING","COMPUT CHEM ENG","0098-1354","1873-4375","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","15,589","3.9"," 49/169 ","3.8","Q2","3.3","0.9","0.73"," 70/169 ","Q2","Q2","71.3","58.88","0.011","2.3","0.704","Q2",
"COMPUTERS & CHEMICAL ENGINEERING","COMPUT CHEM ENG","0098-1354","1873-4375","ENGINEERING, CHEMICAL","SCIE","15,589","3.9"," 53/170 ","3.8","Q2","3.3","0.9","0.73"," 47/171 ","Q2","Q2","69.1","72.81","0.011","2.3","0.704","Q2",
"CLINICAL THERAPEUTICS","CLIN THER","0149-2918","1879-114X","PHARMACOLOGY & PHARMACY","SCIE","8,387","3.2"," 124/354 ","3","Q2","3.2","1","0.73"," 154/354 ","Q2","Q2","65.1","56.64","0.006","1.341","0.862","Q2",
"Air Quality Atmosphere and Health","AIR QUAL ATMOS HLTH","1873-9318","1873-9326","ENVIRONMENTAL SCIENCES","SCIE","3,794","2.9"," 185/358 ","3.4","Q2","2.7","0.6","0.73"," 149/359 ","Q2","Q3","48.5","58.64","0.004","0.785","0.577","Q3",
"BOLETIN DE LA SOCIEDAD MATEMATICA MEXICANA","BOL SOC MAT MEX","1405-213X","2296-4495","MATHEMATICS","ESCI","467","0.9"," 145/489 ","0.9","Q2","0.8","0.2","0.73"," 166/489 ","Q2","Q2","70.4","66.16","0.001","0.187","0.331","Q3",
"NUTRITION RESEARCH REVIEWS","NUTR RES REV","0954-4224","1475-2700","NUTRITION & DIETETICS","SCIE","3,263","5.1"," 17/114 ","7.3","Q1","5.1","0.6","0.72"," 52/114 ","Q2","Q1","85.5","54.82","0.002","0.412","1.776","Q1",
"Obesity Research & Clinical Practice","OBES RES CLIN PRACT","1871-403X","1878-0318","ENDOCRINOLOGY & METABOLISM","SCIE","2,163","2.5"," 115/186 ","3","Q3","2.5","0.4","0.72"," 91/186 ","Q2","Q3","38.4","51.34","0.003","0.597","0.84","Q3",
"Obesity Research & Clinical Practice","OBES RES CLIN PRACT","1871-403X","1878-0318","NUTRITION & DIETETICS","SCIE","2,163","2.5"," 65/114 ","3","Q3","2.5","0.4","0.72"," 52/114 ","Q2","Q3","43.4","54.82","0.003","0.597","0.84","Q2",
"Journal of Public Procurement","J PUBLIC PROCUR","1535-0118","2150-6930","PUBLIC ADMINISTRATION","ESCI","390","1.6"," 55/91 ","1.8","Q3","1.2","0.4","0.72"," 51/91 ","Q3","Q3","40.1","44.51","0","0.054","0.31","Q3",
"NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION","NUMER FUNC ANAL OPT","0163-0563","1532-2467","MATHEMATICS, APPLIED","SCIE","1,649","1.4"," 102/331 ","1.3","Q2","1.3","0.4","0.72"," 144/331 ","Q2","Q2","69.3","56.65","0.002","0.366","0.462","Q3",
"European Journal of Pure and Applied Mathematics","EUR J PURE APPL MATH","1307-5543","1307-5543","MATHEMATICS","ESCI","709","1"," 117/489 ","0.8","Q2","0.4","0.4","0.72"," 174/489 ","Q2","Q1","76.2","64.52","0.001","0.161","0.157","Q4",
"MONATSHEFTE FUR MATHEMATIK","MONATSH MATH","0026-9255","1436-5081","MATHEMATICS","SCIE","1,753","0.8"," 178/489 ","0.8","Q2","0.7","0.1","0.72"," 174/489 ","Q2","Q2","63.7","64.52","0.003","0.632","0.509","Q2",
"MicrobiologyOpen","MICROBIOLOGYOPEN","2045-8827","2045-8827","MICROBIOLOGY","SCIE","3,853","3.9"," 56/161 ","3.9","Q2","3.9","0.5","0.71"," 73/161 ","Q2","Q2","65.5","54.97","0.004","0.915","0.782","Q2",
"WEATHER AND FORECASTING","WEATHER FORECAST","0882-8156","1520-0434","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","7,962","3"," 48/110 ","3.3","Q2","2.4","0.5","0.71"," 53/110 ","Q2","Q2","56.8","52.27","0.005","1.191","1.101","Q2",
"Earth and Space Science","EARTH SPACE SCI","N/A","2333-5084","ASTRONOMY & ASTROPHYSICS","SCIE","4,133","2.9"," 29/84 ","3.4","Q2","2.7","0.5","0.71"," 30/84 ","Q2","Q2","66.1","64.88","0.01","2.122","1.144","Q2",
"Earth and Space Science","EARTH SPACE SCI","N/A","2333-5084","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","4,133","2.9"," 80/253 ","3.4","Q2","2.7","0.5","0.71"," 107/253 ","Q2","Q2","68.6","57.91","0.01","2.122","1.144","Q1",
"Clinical and Experimental Nephrology","CLIN EXP NEPHROL","1342-1751","1437-7799","UROLOGY & NEPHROLOGY","SCIE","3,384","2.2"," 54/126 ","2.2","Q3","1.9","0.4","0.71"," 55/126 ","Q2","Q2","57.5","56.75","0.003","0.747","0.563","Q3",
"JOURNAL OF CHILD NEUROLOGY","J CHILD NEUROL","0883-0738","1708-8283","CLINICAL NEUROLOGY","SCIE","6,200","2"," 170/277 ","2.1","Q3","1.9","0.2","0.71"," 136/278 ","Q2","Q3","38.8","51.26","0.003","0.717","0.69","Q3",
"JOURNAL OF CHILD NEUROLOGY","J CHILD NEUROL","0883-0738","1708-8283","PEDIATRICS","SCIE","6,200","2"," 68/186 ","2.1","Q2","1.9","0.2","0.71"," 80/186 ","Q2","Q2","63.7","57.26","0.003","0.717","0.69","Q2",
"Obstetrics & Gynecology Science","OBSTET GYNECOL SCI","2287-8572","2287-8580","OBSTETRICS & GYNECOLOGY","ESCI","1,206","2"," 63/136 ","N/A","N/A","1.7","0.5","0.71"," 67/136 ","Q2","Q2","54.0","51.10","0.001","0.325","N/A","N/A",
"Astin Bulletin-The Journal of the International Actuarial Association","ASTIN BULL","0515-0361","1783-1350","ECONOMICS","SSCI","957","1.7"," 256/597 ","1.9","Q2","1.5","0.4","0.71"," 212/600 ","Q2","Q2","57.2","64.75","0.001","0.223","0.719","Q2",
"Astin Bulletin-The Journal of the International Actuarial Association","ASTIN BULL","0515-0361","1783-1350","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","957","1.7"," 63/135 ","1.9","Q2","1.5","0.4","0.71"," 47/135 ","Q2","Q2","53.7","65.56","0.001","0.223","0.719","Q2",
"Astin Bulletin-The Journal of the International Actuarial Association","ASTIN BULL","0515-0361","1783-1350","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","957","1.7"," 25/67 ","1.9","Q2","1.5","0.4","0.71"," 24/67 ","Q2","Q2","63.4","64.93","0.001","0.223","0.719","Q3",
"Astin Bulletin-The Journal of the International Actuarial Association","ASTIN BULL","0515-0361","1783-1350","STATISTICS & PROBABILITY","SCIE","957","1.7"," 35/168 ","1.9","Q2","1.5","0.4","0.71"," 47/168 ","Q2","Q1","79.5","72.32","0.001","0.223","0.719","Q2",
"JOURNAL OF GEOLOGY","J GEOL","0022-1376","1537-5269","GEOLOGY","SCIE","7,399","1.5"," 18/60 ","1.8","Q1","1.5","0.4","0.71"," 22/60 ","Q2","Q2","70.8","64.17","0.001","0.158","0.583","Q1",
"PROBATION JOURNAL","PROBAT J","0264-5505","1741-3079","CRIMINOLOGY & PENOLOGY","ESCI","382","1.5"," 46/113 ","1.3","Q3","1.3","1","0.71"," 63/113 ","Q3","Q2","59.7","44.69","0","0.078","0.37","Q3",
"Alteridad-Revista de Educacion","ALTERIDAD","1390-325X","1390-8642","EDUCATION & EDUCATIONAL RESEARCH","ESCI","156","1.1"," 398/756 ","1.2","Q3","0.8","0.2","0.71"," 351/756 ","Q2","Q3","47.4","53.64","0","0.044","0.244","Q3",
"Cleaner Engineering and Technology","CLEAN ENG TECHNOL","2666-7908","2666-7908","ENGINEERING, ENVIRONMENTAL","ESCI","3,442","5.3"," 26/81 ","5.6","Q2","5.2","1.7","0.7"," 36/81 ","Q2","Q2","68.5","56.17","0.004","0.871","0.828","Q2",
"Cleaner Engineering and Technology","CLEAN ENG TECHNOL","2666-7908","2666-7908","ENVIRONMENTAL SCIENCES","ESCI","3,442","5.3"," 73/358 ","5.6","Q1","5.2","1.7","0.7"," 157/359 ","Q2","Q1","79.7","56.41","0.004","0.871","0.828","Q2",
"Cleaner Engineering and Technology","CLEAN ENG TECHNOL","2666-7908","2666-7908","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","ESCI","3,442","5.3"," 34/91 ","5.6","Q2","5.2","1.7","0.7"," 47/91 ","Q2","Q2","63.2","48.90","0.004","0.871","0.828","Q2",
"Gastroenterology Report","GASTROENTEROL REP","2052-0034","2052-0034","GASTROENTEROLOGY & HEPATOLOGY","SCIE","1,663","3.8"," 37/143 ","3.8","Q2","3.5","0.6","0.7"," 54/143 ","Q2","Q2","74.5","62.59","0.005","1.045","2.054","Q1",
"Archives of Medical Science","ARCH MED SCI","1734-1922","1896-9151","MEDICINE, GENERAL & INTERNAL","SCIE","4,899","3"," 58/325 ","3.2","Q1","2.7","0.7","0.7"," 79/329 ","Q1","Q1","82.3","76.14","0.004","0.833","0.569","Q2",
"Respiratory Investigation","RESPIR INVESTIG","2212-5345","2212-5353","RESPIRATORY SYSTEM","ESCI","1,545","2.4"," 47/100 ","2.4","Q3","2.2","0.5","0.7"," 40/101 ","Q2","Q2","53.5","60.89","0.002","0.427","0.572","Q3",
"JOURNAL OF MATHEMATICAL PSYCHOLOGY","J MATH PSYCHOL","0022-2496","1096-0880","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","3,597","2.2"," 39/135 ","2.8","Q1","1.9","0.4","0.7"," 48/135 ","Q2","Q2","71.5","64.81","0.002","0.483","1.066","Q1",
"JOURNAL OF MATHEMATICAL PSYCHOLOGY","J MATH PSYCHOL","0022-2496","1096-0880","PSYCHOLOGY, MATHEMATICAL","SSCI","3,597","2.2"," 4/13 ","2.8","Q2","1.9","0.4","0.7"," 6/13 ","Q2","Q2","73.1","57.69","0.002","0.483","1.066","Q3",
"JOURNAL OF MATHEMATICAL PSYCHOLOGY","J MATH PSYCHOL","0022-2496","1096-0880","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","3,597","2.2"," 17/67 ","2.8","Q2","1.9","0.4","0.7"," 25/67 ","Q2","Q2","75.4","63.43","0.002","0.483","1.066","Q2",
"Interest Groups & Advocacy","INTEREST GROUPS ADVO","2047-7414","2047-7422","POLITICAL SCIENCE","ESCI","364","1.4"," 141/317 ","1.6","Q2","1.4","0.2","0.7"," 161/317 ","Q3","Q2","55.7","49.37","0.001","0.174","0.768","Q2",
"Unmanned Systems","UNMANNED SYST","2301-3850","2301-3869","AUTOMATION & CONTROL SYSTEMS","ESCI","680","3"," 35/84 ","3.3","Q2","1.9","0.5","0.69"," 33/84 ","Q2","Q2","58.9","61.31","0.001","0.178","0.69","Q2",
