"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Annals of Applied Statistics","ANN APPL STAT","1932-6157","1941-7330","STATISTICS & PROBABILITY","SCIE","4,707","1.3","Q2","0.75"," 65/168 ","1.9","Q2","1.2","0.3"," 43/168 ","Q2","74.70","0.006","1.314","1.387","61.6","Q1",
"CLINICAL TOXICOLOGY","CLIN TOXICOL","1556-3650","1556-9519","TOXICOLOGY","SCIE","4,698","3","Q2","0.7"," 44/106 ","3.1","Q2","2.7","0.6"," 56/106 ","Q3","47.64","0.006","1.253","1.048","59.0","Q1",
"Energy Science & Engineering","ENERGY SCI ENG","N/A","2050-0505","ENERGY & FUELS","SCIE","4,676","3.5","Q3","0.5"," 93/170 ","3.9","Q3","3.3","0.5"," 105/173 ","Q3","39.60","0.006","1.223","0.666","45.6","Q3",
"Frontiers in Neural Circuits","FRONT NEURAL CIRCUIT","N/A","1662-5110","NEUROSCIENCES","SCIE","4,644","3.4","Q2","0.67"," 116/310 ","3.7","Q2","3.3","0.7"," 188/310 ","Q3","39.52","0.007","1.631","1.635","62.7","Q1",
"NEUROLOGICAL RESEARCH","NEUROL RES","0161-6412","1743-1328","CLINICAL NEUROLOGY","SCIE","4,629","1.7","Q3","0.5"," 198/277 ","2.2","Q3","1.7","0.3"," 196/278 ","Q3","29.68","0.003","0.644","0.526","28.7","Q3",
"NEUROLOGICAL RESEARCH","NEUROL RES","0161-6412","1743-1328","NEUROSCIENCES","SCIE","4,629","1.7","Q4","0.5"," 251/310 ","2.2","Q3","1.7","0.3"," 242/310 ","Q3","22.10","0.003","0.644","0.526","19.2","Q4",
"SURVEYS IN GEOPHYSICS","SURV GEOPHYS","0169-3298","1573-0956","GEOCHEMISTRY & GEOPHYSICS","SCIE","4,596","4.9","Q1","1.09"," 7/101 ","6.8","Q1","4.5","1.4"," 14/101 ","Q1","86.63","0.004","0.961","1.937","93.6","Q1",
"Clinical Nutrition ESPEN","CLIN NUTR ESPEN","2405-4577","2405-4577","NUTRITION & DIETETICS","ESCI","4,347","2.9","Q3","0.63"," 59/114 ","2.9","Q3","2.8","0.4"," 61/114 ","Q3","46.93","0.008","1.706","0.721","48.7","Q3",
"Journal of Sports Science and Medicine","J SPORT SCI MED","1303-2968","1303-2968","SPORT SCIENCES","SCIE","4,325","2.4","Q2","1.07"," 36/127 ","3.3","Q1","2.2","0.2"," 26/127 ","Q1","79.92","0.003","0.617","0.817","72.0","Q2",
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","J BIOL INORG CHEM","0949-8257","1432-1327","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,297","2.7","Q3","0.71"," 193/313 ","3.1","Q3","2.7","0.6"," 134/313 ","Q2","57.35","0.002","0.501","0.646","38.5","Q3",
"JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY","J BIOL INORG CHEM","0949-8257","1432-1327","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","4,297","2.7","Q2","0.71"," 17/44 ","3.1","Q2","2.7","0.6"," 19/44 ","Q2","57.95","0.002","0.501","0.646","62.5","Q1",
"Environmental Microbiology Reports","ENV MICROBIOL REP","1758-2229","1758-2229","ENVIRONMENTAL SCIENCES","SCIE","4,275","3.6","Q2","0.58"," 140/358 ","3.7","Q2","3.5","0.4"," 197/359 ","Q3","45.26","0.003","0.663","0.953","61.0","Q2",
"Environmental Microbiology Reports","ENV MICROBIOL REP","1758-2229","1758-2229","MICROBIOLOGY","SCIE","4,275","3.6","Q2","0.58"," 66/161 ","3.7","Q2","3.5","0.4"," 86/161 ","Q3","46.89","0.003","0.663","0.953","59.3","Q2",
"Current Rheumatology Reports","CURR RHEUMATOL REP","1523-3774","1534-6307","RHEUMATOLOGY","SCIE","4,127","5.7","Q1","1.35"," 6/57 ","5","Q1","5.5","0.5"," 8/57 ","Q1","86.84","0.005","0.993","1.49","90.4","Q1",
"ECOLOGICAL RESEARCH","ECOL RES","0912-3814","1440-1703","ECOLOGY","SCIE","4,116","1.7","Q3","0.45"," 123/195 ","2","Q3","1.5","0.3"," 123/195 ","Q3","37.18","0.002","0.45","0.518","37.2","Q3",
"QUARTERLY REVIEW OF BIOLOGY","Q REV BIOL","0033-5770","1539-7718","BIOLOGY","SCIE","4,087","3.7","Q1","0.73"," 20/109 ","5.9","Q1","3.7","0.8"," 39/109 ","Q2","64.68","0.001","0.155","2.452","82.1","Q1",
"Infectious Diseases of Poverty","INFECT DIS POVERTY","2095-5162","2049-9957","INFECTIOUS DISEASES","SCIE","4,077","4.8","Q1","1.81"," 17/132 ","5","Q1","4.6","1"," 10/132 ","Q1","92.80","0.007","1.465","1.368","87.5","Q1",
"Infectious Diseases of Poverty","INFECT DIS POVERTY","2095-5162","2049-9957","PARASITOLOGY","SCIE","4,077","4.8","Q1","1.81"," 5/45 ","5","Q1","4.6","1"," 2/45 ","Q1","96.67","0.007","1.465","1.368","90.0","Q1",
"Infectious Diseases of Poverty","INFECT DIS POVERTY","2095-5162","2049-9957","TROPICAL MEDICINE","SCIE","4,077","4.8","Q1","1.81"," 2/28 ","5","Q1","4.6","1"," 1/28 ","Q1","98.21","0.007","1.465","1.368","94.6","Q1",
"Stem Cell Research","STEM CELL RES","1873-5061","1876-7753","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,046","0.8","Q4","0.22"," 166/174 ","1.1","Q4","0.7","0.1"," 164/174 ","Q4","6.03","0.005","0.984","0.308","4.9","Q4",
"Stem Cell Research","STEM CELL RES","1873-5061","1876-7753","CELL & TISSUE ENGINEERING","SCIE","4,046","0.8","Q4","0.22"," 31/31 ","1.1","Q4","0.7","0.1"," 31/31 ","Q4","1.61","0.005","0.984","0.308","1.6","Q4",
"Stem Cell Research","STEM CELL RES","1873-5061","1876-7753","CELL BIOLOGY","SCIE","4,046","0.8","Q4","0.22"," 200/205 ","1.1","Q4","0.7","0.1"," 198/205 ","Q4","3.66","0.005","0.984","0.308","2.7","Q4",
"ISRAEL JOURNAL OF MATHEMATICS","ISR J MATH","0021-2172","1565-8511","MATHEMATICS","SCIE","4,031","0.8","Q2","0.72"," 178/489 ","0.8","Q2","0.8","0.2"," 174/489 ","Q2","64.52","0.006","1.413","0.943","63.7","Q1",
"MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION","MATER CORROS","0947-5117","1521-4176","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,920","1.6","Q4","0.34"," 331/438 ","1.8","Q4","1.5","0.4"," 317/438 ","Q3","27.74","0.002","0.451","0.284","24.5","Q4",
"MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION","MATER CORROS","0947-5117","1521-4176","METALLURGY & METALLURGICAL ENGINEERING","SCIE","3,920","1.6","Q2","0.34"," 44/90 ","1.8","Q2","1.5","0.4"," 46/91 ","Q3","50.00","0.002","0.451","0.284","51.7","Q3",
"GENOME","GENOME","0831-2796","1480-3321","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,915","2.3","Q3","0.57"," 110/174 ","2.1","Q4","2.2","0.5"," 104/174 ","Q3","40.52","0.002","0.342","0.532","37.1","Q3",
"GENOME","GENOME","0831-2796","1480-3321","GENETICS & HEREDITY","SCIE","3,915","2.3","Q3","0.57"," 108/191 ","2.1","Q3","2.2","0.5"," 113/191 ","Q3","41.10","0.002","0.342","0.532","43.7","Q3",
"ACTA MECHANICA SINICA","ACTA MECH SINICA-PRC","0567-7718","1614-3116","ENGINEERING, MECHANICAL","SCIE","3,793","3.8","Q1","0.82"," 38/180 ","3.1","Q2","3.2","1.5"," 49/180 ","Q2","73.06","0.003","0.705","0.648","79.2","Q2",
"ACTA MECHANICA SINICA","ACTA MECH SINICA-PRC","0567-7718","1614-3116","MECHANICS","SCIE","3,793","3.8","Q1","0.82"," 32/170 ","3.1","Q2","3.2","1.5"," 54/170 ","Q2","68.53","0.003","0.705","0.648","81.5","Q2",
"Quantum Science and Technology","QUANTUM SCI TECHNOL","2058-9565","2058-9565","PHYSICS, MULTIDISCIPLINARY","SCIE","3,742","5.6","Q1","1.66"," 14/110 ","6.1","Q1","5.4","1.4"," 11/110 ","Q1","90.45","0.01","2.257","2.329","87.7","Q1",
"Quantum Science and Technology","QUANTUM SCI TECHNOL","2058-9565","2058-9565","QUANTUM SCIENCE & TECHNOLOGY","SCIE","3,742","5.6","Q1","1.66"," 5/26 ","6.1","Q1","5.4","1.4"," 3/26 ","Q1","90.38","0.01","2.257","2.329","82.7","Q1",
"IET Microwaves Antennas & Propagation","IET MICROW ANTENNA P","1751-8725","1751-8733","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,662","1.1","Q4","0.37"," 278/352 ","1.4","Q3","1","0.2"," 242/354 ","Q3","31.78","0.004","0.836","0.347","21.2","Q3",
"IET Microwaves Antennas & Propagation","IET MICROW ANTENNA P","1751-8725","1751-8733","TELECOMMUNICATIONS","SCIE","3,662","1.1","Q4","0.37"," 99/119 ","1.4","Q4","1","0.2"," 86/119 ","Q3","28.15","0.004","0.836","0.347","17.2","Q3",
"Fluids and Barriers of the CNS","FLUIDS BARRIERS CNS","2045-8118","2045-8118","NEUROSCIENCES","SCIE","3,449","5.9","Q1","1.55"," 35/310 ","7.5","Q1","5","1.1"," 31/310 ","Q1","90.16","0.005","0.995","1.881","88.9","Q1",
"MMWR Surveillance Summaries","MMWR SURVEILL SUMM","1545-8636","1545-8636","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","3,442","37.3","Q1","8.49"," 1/403 ","30.2","Q1","37.3","15.3"," 3/403 ","Q1","99.38","0.007","1.575","15.251","99.9","Q1",
"Journal of Drugs in Dermatology","J DRUGS DERMATOL","1545-9616","1545-9616","DERMATOLOGY","SCIE","3,426","1.5","Q3","0.55"," 59/94 ","1.6","Q3","1.5","2.2"," 56/94 ","Q3","40.96","0.004","0.774","0.471","37.8","Q3",
"JOURNAL OF ORNITHOLOGY","J ORNITHOL","2193-7192","2193-7206","ORNITHOLOGY","SCIE","3,363","1.3","Q2","1.07"," 11/29 ","1.5","Q2","1.1","0.3"," 8/29 ","Q2","74.14","0.002","0.406","0.406","63.8","Q2",
"EXCLI Journal","EXCLI J","1611-2156","1611-2156","BIOLOGY","SCIE","3,320","3.8","Q1","0.82"," 18/109 ","3.9","Q1","3.7","1.2"," 31/109 ","Q2","72.02","0.003","0.582","0.719","83.9","Q2",
"OPERATIONS RESEARCH LETTERS","OPER RES LETT","0167-6377","1872-7468","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","3,313","0.8","Q4","0.21"," 97/106 ","1.1","Q4","0.8","0.2"," 96/106 ","Q4","9.91","0.003","0.594","0.502","9.0","Q3",
"Advances in Clinical and Experimental Medicine","ADV CLIN EXP MED","1899-5276","2451-2680","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,302","2.1","Q3","0.4"," 118/189 ","2","Q3","1.8","0.8"," 142/189 ","Q4","25.13","0.003","0.738","0.418","37.8","Q3",
"Clinical Cosmetic and Investigational Dermatology","CLIN COSMET INV DERM","1178-7015","1178-7015","DERMATOLOGY","SCIE","3,283","1.9","Q3","0.74"," 51/94 ","2.4","Q2","1.8","0.5"," 37/94 ","Q2","61.17","0.004","0.814","0.568","46.3","Q2",
"Diagnostic and Interventional Imaging","DIAGN INTERV IMAG","2211-5684","2211-5684","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,240","4.9","Q1","1.38"," 20/204 ","4.4","Q1","3.6","4.7"," 27/204 ","Q1","87.01","0.003","0.675","0.976","90.4","Q1",
"Cogent Engineering","COGENT ENG","2331-1916","2331-1916","ENGINEERING, MULTIDISCIPLINARY","ESCI","3,239","2.1","Q2","0.6"," 56/179 ","2","Q2","1.9","0.6"," 60/180 ","Q2","66.94","0.003","0.587","0.319","69.0","Q2",
"Journal of Nanostructure in Chemistry","J NANOSTRUCTURE CHEM","2008-9244","2193-8865","CHEMISTRY, MULTIDISCIPLINARY","SCIE","3,203","8.6","Q1","1.38"," 34/230 ","8.6","Q1","8.5","5.6"," 37/231 ","Q1","84.20","0.003","0.55","1.173","85.4","Q1",
"Journal of Nanostructure in Chemistry","J NANOSTRUCTURE CHEM","2008-9244","2193-8865","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,203","8.6","Q1","1.38"," 64/438 ","8.6","Q1","8.5","5.6"," 68/438 ","Q1","84.59","0.003","0.55","1.173","85.5","Q1",
"Journal of Nanostructure in Chemistry","J NANOSTRUCTURE CHEM","2008-9244","2193-8865","NANOSCIENCE & NANOTECHNOLOGY","SCIE","3,203","8.6","Q1","1.38"," 27/140 ","8.6","Q1","8.5","5.6"," 24/140 ","Q1","83.21","0.003","0.55","1.173","81.1","Q2",
"European Journal of Wood and Wood Products","EUR J WOOD WOOD PROD","0018-3768","1436-736X","FORESTRY","SCIE","3,189","2.4","Q1","0.93"," 21/89 ","2.4","Q2","2.2","0.5"," 20/89 ","Q1","78.09","0.002","0.466","0.361","77.0","Q2",
"European Journal of Wood and Wood Products","EUR J WOOD WOOD PROD","0018-3768","1436-736X","MATERIALS SCIENCE, PAPER & WOOD","SCIE","3,189","2.4","Q1","0.93"," 4/23 ","2.4","Q1","2.2","0.5"," 4/23 ","Q1","84.78","0.002","0.466","0.361","84.8","Q1",
"Brazilian Oral Research","BRAZ ORAL RES","1807-3107","1807-3107","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","3,168","1.5","Q3","0.72"," 89/157 ","2.2","Q2","1.3","0.3"," 83/157 ","Q3","47.45","0.002","0.532","0.458","43.6","Q2",
"CURRENT CANCER DRUG TARGETS","CURR CANCER DRUG TAR","1568-0096","1873-5576","ONCOLOGY","SCIE","3,163","2.3","Q3","0.45"," 201/322 ","3.1","Q2","2.3","1"," 225/322 ","Q3","30.28","0.002","0.389","0.581","37.7","Q3",
"CURRENT OPINION IN PULMONARY MEDICINE","CURR OPIN PULM MED","1070-5287","1531-6971","RESPIRATORY SYSTEM","SCIE","3,143","2.8","Q2","0.66"," 40/100 ","3.1","Q2","2.7","0.7"," 45/101 ","Q2","55.94","0.003","0.691","0.94","60.5","Q2",
"Solid Earth","SOLID EARTH","1869-9510","1869-9529","GEOCHEMISTRY & GEOPHYSICS","SCIE","3,116","3.2","Q1","0.96"," 23/101 ","3.1","Q2","3","0.5"," 22/101 ","Q1","78.71","0.005","1.1","1.15","77.7","Q1",
"Endangered Species Research","ENDANGER SPECIES RES","1863-5407","1613-4796","BIODIVERSITY CONSERVATION","SCIE","3,111","2.6","Q2","0.75"," 20/74 ","2.8","Q2","2.6","0.5"," 22/74 ","Q2","70.95","0.002","0.483","0.771","73.6","Q2",
"Reviews of Environmental Contamination and Toxicology","REV ENVIRON CONTAM T","0179-5953","2197-6554","ENVIRONMENTAL SCIENCES","SCIE","3,013","6.1","Q1","0.78"," 54/358 ","7.1","Q1","5.9","1.8"," 131/359 ","Q2","63.65","0.001","0.228","1.284","85.1","Q1",
"Reviews of Environmental Contamination and Toxicology","REV ENVIRON CONTAM T","0179-5953","2197-6554","TOXICOLOGY","SCIE","3,013","6.1","Q1","0.78"," 10/106 ","7.1","Q1","5.9","1.8"," 40/106 ","Q2","62.74","0.001","0.228","1.284","91.0","Q1",
"JOURNAL OF CLINICAL MONITORING AND COMPUTING","J CLIN MONIT COMPUT","1387-1307","1573-2614","ANESTHESIOLOGY","SCIE","3,005","2","Q2","0.73"," 26/64 ","2","Q3","1.8","0.5"," 26/64 ","Q2","60.16","0.004","0.79","0.538","60.2","Q3",
"JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","JOGNN-J OBST GYN NEO","0884-2175","1552-6909","NURSING","SCIE, SSCI","3,000","1.8","Q2","0.64"," 74/191 ","1.9","Q2","1.6","0.3"," 103/191 ","Q3","46.34","0.002","0.34","0.574","61.5","Q2",
"JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","JOGNN-J OBST GYN NEO","0884-2175","1552-6909","OBSTETRICS & GYNECOLOGY","SCIE","3,000","1.8","Q3","0.64"," 72/136 ","1.9","Q3","1.6","0.3"," 74/136 ","Q3","45.96","0.002","0.34","0.574","47.4","Q3",
"INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING","INT J COMPUT INTEG M","0951-192X","1362-3052","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","2,978","3.7","Q2","0.67"," 54/169 ","4.2","Q2","3.2","0.7"," 79/169 ","Q2","53.55","0.002","0.519","0.689","68.3","Q2",
"INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING","INT J COMPUT INTEG M","0951-192X","1362-3052","ENGINEERING, MANUFACTURING","SCIE","2,978","3.7","Q2","0.67"," 24/68 ","4.2","Q2","3.2","0.7"," 28/68 ","Q2","59.56","0.002","0.519","0.689","65.4","Q2",
"INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING","INT J COMPUT INTEG M","0951-192X","1362-3052","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","2,978","3.7","Q2","0.67"," 29/106 ","4.2","Q2","3.2","0.7"," 39/106 ","Q2","63.68","0.002","0.519","0.689","73.1","Q2",
"ADVANCES IN PHYSIOLOGY EDUCATION","ADV PHYSIOL EDUC","1043-4046","1522-1229","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","2,971","1.7","Q2","0.78"," 35/85 ","2.3","Q2","1.2","1.1"," 40/85 ","Q2","53.53","0.002","0.346","0.44","59.4","Q2",
"ADVANCES IN PHYSIOLOGY EDUCATION","ADV PHYSIOL EDUC","1043-4046","1522-1229","PHYSIOLOGY","SCIE","2,971","1.7","Q4","0.78"," 64/85 ","2.3","Q3","1.2","1.1"," 42/85 ","Q2","51.18","0.002","0.346","0.44","25.3","Q4",
"Quaternary Geochronology","QUAT GEOCHRONOL","1871-1014","1878-0350","GEOGRAPHY, PHYSICAL","SCIE","2,967","1.7","Q3","0.62"," 38/65 ","2","Q3","1.6","0.3"," 33/65 ","Q3","50.00","0.002","0.508","0.753","42.3","Q2",
"Quaternary Geochronology","QUAT GEOCHRONOL","1871-1014","1878-0350","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","2,967","1.7","Q3","0.62"," 155/253 ","2","Q3","1.6","0.3"," 129/253 ","Q3","49.21","0.002","0.508","0.753","38.9","Q2",
"SCIENTIA AGRICOLA","SCI AGR","1678-992X","1678-992X","AGRICULTURE, MULTIDISCIPLINARY","SCIE","2,915","1.8","Q2","0.77"," 29/89 ","1.9","Q2","1.7","0.7"," 21/89 ","Q1","76.97","0.001","0.227","0.343","68.0","Q2",
"IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY","IMMUNOPHARM IMMUNOT","0892-3973","1532-2513","IMMUNOLOGY","SCIE","2,870","2.9","Q3","0.71"," 108/181 ","3.2","Q3","2.9","0.8"," 85/181 ","Q2","53.31","0.002","0.449","0.612","40.6","Q3",
"IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY","IMMUNOPHARM IMMUNOT","0892-3973","1532-2513","PHARMACOLOGY & PHARMACY","SCIE","2,870","2.9","Q2","0.71"," 147/354 ","3.2","Q2","2.9","0.8"," 162/354 ","Q2","54.38","0.002","0.449","0.612","58.6","Q2",
"IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY","IMMUNOPHARM IMMUNOT","0892-3973","1532-2513","TOXICOLOGY","SCIE","2,870","2.9","Q2","0.71"," 49/106 ","3.2","Q2","2.9","0.8"," 53/106 ","Q2","50.47","0.002","0.449","0.612","54.2","Q2",
"Sains Malaysiana","SAINS MALAYS","0126-6039","N/A","MULTIDISCIPLINARY SCIENCES","SCIE","2,853","0.7","Q3","0.19"," 90/134 ","0.9","Q3","0.6","0.1"," 93/135 ","Q3","31.48","0.002","0.37","0.127","33.2","Q3",
"ONLINE INFORMATION REVIEW","ONLINE INFORM REV","1468-4527","1468-4535","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","2,793","3.1","Q2","0.85"," 94/249 ","3.3","Q2","2.7","0.4"," 90/251 ","Q1","64.34","0.002","0.481","0.639","62.4","Q2",
"ONLINE INFORMATION REVIEW","ONLINE INFORM REV","1468-4527","1468-4535","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","2,793","3.1","Q1","0.85"," 33/160 ","3.3","Q1","2.7","0.4"," 39/161 ","Q1","76.09","0.002","0.481","0.639","79.7","Q2",
"ENGINEERING COMPUTATIONS","ENG COMPUTATION","0264-4401","1758-7077","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","2,729","1.5","Q3","1.53"," 126/169 ","1.5","Q4","1.3","0.4"," 26/169 ","Q1","84.91","0.002","0.4","0.295","25.7","Q4",
"ENGINEERING COMPUTATIONS","ENG COMPUTATION","0264-4401","1758-7077","ENGINEERING, MULTIDISCIPLINARY","SCIE","2,729","1.5","Q2","1.53"," 75/179 ","1.5","Q2","1.3","0.4"," 18/180 ","Q1","90.28","0.002","0.4","0.295","58.4","Q2",
"ENGINEERING COMPUTATIONS","ENG COMPUTATION","0264-4401","1758-7077","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,729","1.5","Q3","1.53"," 74/135 ","1.5","Q3","1.3","0.4"," 11/135 ","Q1","92.22","0.002","0.4","0.295","45.6","Q4",
"ENGINEERING COMPUTATIONS","ENG COMPUTATION","0264-4401","1758-7077","MECHANICS","SCIE","2,729","1.5","Q3","1.53"," 115/170 ","1.5","Q3","1.3","0.4"," 9/170 ","Q1","95.00","0.002","0.4","0.295","32.6","Q3",
"ANNALS OF NUCLEAR MEDICINE","ANN NUCL MED","0914-7187","1864-6433","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,717","2.5","Q2","0.74"," 73/204 ","2.3","Q2","2.3","0.4"," 83/204 ","Q2","59.56","0.003","0.605","0.591","64.5","Q2",
"International Journal of Microbiology","INT J MICROBIOL","1687-918X","1687-9198","MICROBIOLOGY","ESCI","2,698","2.8","Q3","0.55"," 85/161 ","4","Q2","2.8","0.6"," 99/161 ","Q3","38.82","0.002","0.474","0.675","47.5","Q3",
"Photoacoustics","PHOTOACOUSTICS","2213-5979","2213-5979","ENGINEERING, BIOMEDICAL","SCIE","2,673","7.1","Q1","2.11"," 15/122 ","7.2","Q1","5.7","1.5"," 7/122 ","Q1","94.67","0.004","0.863","1.538","88.1","Q1",
"Photoacoustics","PHOTOACOUSTICS","2213-5979","2213-5979","INSTRUMENTS & INSTRUMENTATION","SCIE","2,673","7.1","Q1","2.11"," 4/76 ","7.2","Q1","5.7","1.5"," 1/76 ","Q1","99.34","0.004","0.863","1.538","95.4","Q1",
"Photoacoustics","PHOTOACOUSTICS","2213-5979","2213-5979","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,673","7.1","Q1","2.11"," 10/204 ","7.2","Q1","5.7","1.5"," 10/204 ","Q1","95.34","0.004","0.863","1.538","95.3","Q1",
"Energy Efficiency","ENERG EFFIC","1570-646X","1570-6478","ENERGY & FUELS","SCIE","2,635","3.2","Q3","0.58"," 100/170 ","3","Q3","2.9","1"," 91/173 ","Q3","47.69","0.002","0.512","0.563","41.5","Q3",
"Energy Efficiency","ENERG EFFIC","1570-646X","1570-6478","ENVIRONMENTAL STUDIES","SSCI","2,635","3.2","Q2","0.58"," 68/182 ","3","Q3","2.9","1"," 114/184 ","Q3","38.32","0.002","0.512","0.563","62.9","Q3",
"Energy Efficiency","ENERG EFFIC","1570-646X","1570-6478","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE, SSCI","2,635","3.2","Q3","0.58"," 60/91 ","3","Q3","2.9","1"," 57/91 ","Q3","37.91","0.002","0.512","0.563","34.6","Q3",
"OPHTHALMOLOGICA","OPHTHALMOLOGICA","0030-3755","1423-0267","OPHTHALMOLOGY","SCIE","2,570","2.1","Q2","0.92"," 35/95 ","2.2","Q2","2","0.2"," 36/95 ","Q2","62.63","0.002","0.373","0.694","63.7","Q2",
"Tourism Recreation Research","TOUR RECREAT RES","0250-8281","2320-0308","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","2,511","3.4","Q1","0.98"," 33/139 ","4.1","Q1","3","1"," 37/139 ","Q2","73.74","0.002","0.487","0.752","76.6","Q2",
"JOURNAL OF COMMUNICATION DISORDERS","J COMMUN DISORD","0021-9924","1873-7994","AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY","SCIE","2,484","1.8","Q2","0.97"," 13/35 ","2.1","Q2","1.7","0.4"," 12/35 ","Q2","67.14","0.002","0.362","0.659","64.3","Q2",
"JOURNAL OF COMMUNICATION DISORDERS","J COMMUN DISORD","0021-9924","1873-7994","LINGUISTICS","SSCI","2,484","1.8","Q1","0.97"," 56/297 ","2.1","Q1","1.7","0.4"," 102/297 ","Q2","65.82","0.002","0.362","0.659","81.3","Q2",
"JOURNAL OF COMMUNICATION DISORDERS","J COMMUN DISORD","0021-9924","1873-7994","REHABILITATION","SCIE, SSCI","2,484","1.8","Q2","0.97"," 66/169 ","2.1","Q2","1.7","0.4"," 49/169 ","Q2","71.30","0.002","0.362","0.659","61.2","Q2",
"MEDICAL MICROBIOLOGY AND IMMUNOLOGY","MED MICROBIOL IMMUN","0300-8584","1432-1831","IMMUNOLOGY","SCIE","2,456","5.5","Q1","0.94"," 39/181 ","4","Q2","5.3","0.5"," 45/181 ","Q1","75.41","0.002","0.433","1.082","78.7","Q2",
"MEDICAL MICROBIOLOGY AND IMMUNOLOGY","MED MICROBIOL IMMUN","0300-8584","1432-1831","MICROBIOLOGY","SCIE","2,456","5.5","Q1","0.94"," 24/161 ","4","Q2","5.3","0.5"," 53/161 ","Q1","67.39","0.002","0.433","1.082","85.4","Q2",
"Journal of Clinical and Translational Hepatology","J CLIN TRANSL HEPATO","2225-0719","2310-8819","GASTROENTEROLOGY & HEPATOLOGY","SCIE","2,398","3.1","Q2","0.67"," 53/143 ","3.7","Q2","3","0.6"," 61/143 ","Q2","57.69","0.003","0.721","0.865","63.3","Q2",
"ALLERGOLOGIA ET IMMUNOPATHOLOGIA","ALLERGOL IMMUNOPATH","0301-0546","1578-1267","ALLERGY","SCIE","2,375","2.5","Q3","0.45"," 22/39 ","2.2","Q3","2.4","0.8"," 22/39 ","Q3","44.87","0.002","0.432","0.446","44.9","Q3",
"ALLERGOLOGIA ET IMMUNOPATHOLOGIA","ALLERGOL IMMUNOPATH","0301-0546","1578-1267","IMMUNOLOGY","SCIE","2,375","2.5","Q3","0.45"," 131/181 ","2.2","Q4","2.4","0.8"," 134/181 ","Q3","26.24","0.002","0.432","0.446","27.9","Q4",
"JOURNAL OF ZOO AND WILDLIFE MEDICINE","J ZOO WILDLIFE MED","1042-7260","1937-2825","VETERINARY SCIENCES","SCIE","2,346","0.7","Q3","0.36"," 119/167 ","0.8","Q3","0.6","0.1"," 122/168 ","Q3","27.68","0.001","0.202","0.161","29.0","Q3",
