"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Journal of European Competition Law & Practice","J EUR COMPET LAW PRA","2041-7764","2041-7772","LAW","ESCI","322","1.1"," 113/421 ","0.8","Q2","0.9","0.2","0.86"," 146/421 ","Q2","Q2","73.3","65.44","0.001","0.189","0.354","Q2",
"INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS","INT J NUMER ANAL MET","0363-9061","1096-9853","ENGINEERING, GEOLOGICAL","SCIE","8,558","3.4"," 18/63 ","3.8","Q2","3.1","0.7","0.85"," 24/63 ","Q2","Q2","72.2","62.70","0.005","1.067","0.953","Q1",
"INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS","INT J NUMER ANAL MET","0363-9061","1096-9853","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","8,558","3.4"," 188/438 ","3.8","Q2","3.1","0.7","0.85"," 137/438 ","Q2","Q2","57.2","68.84","0.005","1.067","0.953","Q2",
"INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS","INT J NUMER ANAL MET","0363-9061","1096-9853","MECHANICS","SCIE","8,558","3.4"," 39/170 ","3.8","Q1","3.1","0.7","0.85"," 47/170 ","Q2","Q1","77.4","72.65","0.005","1.067","0.953","Q1",
"Atmospheric Environment-X","ATMOS ENVIRON-X","N/A","2590-1621","ENVIRONMENTAL SCIENCES","ESCI","737","3.8"," 129/358 ","3.6","Q2","3.7","1","0.84"," 110/359 ","Q2","Q2","64.1","69.50","0.001","0.309","0.883","Q2",
"Atmospheric Environment-X","ATMOS ENVIRON-X","N/A","2590-1621","METEOROLOGY & ATMOSPHERIC SCIENCES","ESCI","737","3.8"," 34/110 ","3.6","Q2","3.7","1","0.84"," 39/110 ","Q2","Q2","69.5","65.00","0.001","0.309","0.883","Q2",
"PHARMACOTHERAPY","PHARMACOTHERAPY","0277-0008","1875-9114","PHARMACOLOGY & PHARMACY","SCIE","6,647","2.9"," 147/354 ","3.8","Q2","2.7","1","0.84"," 116/354 ","Q2","Q2","58.6","67.37","0.005","1.039","1.164","Q1",
"Prehospital Emergency Care","PREHOSP EMERG CARE","1090-3127","1545-0066","EMERGENCY MEDICINE","SCIE","3,451","2.1"," 15/54 ","2.5","Q1","1.7","0.5","0.84"," 20/54 ","Q2","Q2","73.1","63.89","0.005","0.985","0.88","Q1",
"Prehospital Emergency Care","PREHOSP EMERG CARE","1090-3127","1545-0066","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","3,451","2.1"," 202/403 ","2.5","Q2","1.7","0.5","0.84"," 132/403 ","Q2","Q3","50.0","67.37","0.005","0.985","0.88","Q2",
"Asia Pacific Journal of Public Administration","ASIA PAC J PUBLIC AM","2327-6665","2327-6673","PUBLIC ADMINISTRATION","ESCI","261","1.6"," 55/91 ","1.5","Q3","1.3","0.9","0.84"," 40/91 ","Q2","Q3","40.1","56.59","0","0.079","0.395","Q3",
"South Asian Review","S ASIAN REV","0275-9527","2573-9476","ASIAN STUDIES","ESCI","86","0.3"," N/A ","N/A","N/A","0.2","<0.1","0.84"," 35/100 ","Q2","N/A","N/A","65.50","0","0.027","N/A","N/A",
"South Asian Review","S ASIAN REV","0275-9527","2573-9476","LITERATURE","ESCI","86","0.3"," N/A ","N/A","N/A","0.2","<0.1","0.84"," 76/199 ","Q2","N/A","N/A","62.06","0","0.027","N/A","N/A",
"Lubricants","LUBRICANTS","N/A","2075-4442","ENGINEERING, MECHANICAL","SCIE","3,456","3.1"," 47/180 ","3.1","Q2","2.4","0.9","0.83"," 45/180 ","Q1","Q2","74.2","75.28","0.003","0.61","0.419","Q2",
"COMPUTATIONAL GEOSCIENCES","COMPUTAT GEOSCI","1420-0597","1573-1499","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","2,630","2.1"," 101/169 ","2.2","Q3","1.9","0.4","0.83"," 64/169 ","Q2","Q3","40.5","62.43","0.002","0.517","0.606","Q3",
"COMPUTATIONAL GEOSCIENCES","COMPUTAT GEOSCI","1420-0597","1573-1499","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","2,630","2.1"," 127/253 ","2.2","Q3","1.9","0.4","0.83"," 82/253 ","Q2","Q3","50.0","67.79","0.002","0.517","0.606","Q3",
"SEMINARS IN DIAGNOSTIC PATHOLOGY","SEMIN DIAGN PATHOL","0740-2570","1930-1111","MEDICAL LABORATORY TECHNOLOGY","SCIE","1,794","2.9"," 11/30 ","3.3","Q2","2.9","1","0.82"," 15/30 ","Q2","Q2","65.0","51.67","0.002","0.363","0.941","Q1",
"SEMINARS IN DIAGNOSTIC PATHOLOGY","SEMIN DIAGN PATHOL","0740-2570","1930-1111","PATHOLOGY","SCIE","1,794","2.9"," 28/88 ","3.3","Q2","2.9","1","0.82"," 36/88 ","Q2","Q2","68.8","59.66","0.002","0.363","0.941","Q2",
"Journal of Agribusiness in Developing and Emerging Economies","J AGRIBUS DEV EMERG","2044-0839","2044-0847","AGRICULTURAL ECONOMICS & POLICY","ESCI","902","2.4"," 14/39 ","2.5","Q2","1.4","0.5","0.82"," 16/39 ","Q2","Q2","65.4","60.26","0.001","0.138","0.287","Q3",
"Journal of Agribusiness in Developing and Emerging Economies","J AGRIBUS DEV EMERG","2044-0839","2044-0847","ECONOMICS","ESCI","902","2.4"," 165/597 ","2.5","Q2","1.4","0.5","0.82"," 176/600 ","Q2","Q2","72.4","70.75","0.001","0.138","0.287","Q3",
"Influenza and Other Respiratory Viruses","INFLUENZA OTHER RESP","1750-2640","1750-2659","INFECTIOUS DISEASES","SCIE","3,319","4.3"," 26/132 ","3.7","Q2","4","0.9","0.81"," 43/132 ","Q2","Q1","80.7","67.80","0.005","1.132","1.275","Q1",
"Influenza and Other Respiratory Viruses","INFLUENZA OTHER RESP","1750-2640","1750-2659","VIROLOGY","SCIE","3,319","4.3"," 11/41 ","3.7","Q2","4","0.9","0.81"," 12/41 ","Q2","Q2","74.4","71.95","0.005","1.132","1.275","Q1",
"Transportmetrica A-Transport Science","TRANSPORTMETRICA A","2324-9935","2324-9943","TRANSPORTATION","SSCI","2,044","3.6"," 23/57 ","3.8","Q2","3.1","0.5","0.81"," 25/57 ","Q2","Q2","60.5","57.02","0.003","0.632","0.878","Q2",
"Transportmetrica A-Transport Science","TRANSPORTMETRICA A","2324-9935","2324-9943","TRANSPORTATION SCIENCE & TECHNOLOGY","SCIE","2,044","3.6"," 25/72 ","3.8","Q2","3.1","0.5","0.81"," 25/72 ","Q2","Q2","66.0","65.97","0.003","0.632","0.878","Q2",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","11,821","3.2"," 155/313 ","3.5","Q2","3.1","1.1","0.81"," 104/313 ","Q2","Q2","50.6","66.93","0.005","1.046","0.827","Q2",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","11,821","3.2"," 75/174 ","3.5","Q2","3.1","1.1","0.81"," 60/174 ","Q2","Q2","57.2","65.80","0.005","1.046","0.827","Q2",
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","PLANT SCIENCES","SCIE","11,821","3.2"," 68/265 ","3.5","Q2","3.1","1.1","0.81"," 75/265 ","Q2","Q2","74.5","71.89","0.005","1.046","0.827","Q1",
"FINITE FIELDS AND THEIR APPLICATIONS","FINITE FIELDS TH APP","1071-5797","1090-2465","MATHEMATICS","SCIE","1,860","1.2"," 80/489 ","1.3","Q1","0.9","0.3","0.81"," 135/489 ","Q2","Q1","83.7","72.49","0.004","0.919","0.876","Q1",
"FINITE FIELDS AND THEIR APPLICATIONS","FINITE FIELDS TH APP","1071-5797","1090-2465","MATHEMATICS, APPLIED","SCIE","1,860","1.2"," 140/331 ","1.3","Q2","0.9","0.3","0.81"," 119/331 ","Q2","Q2","57.9","64.20","0.004","0.919","0.876","Q1",
"JOURNAL OF ENGINEERING DESIGN","J ENG DESIGN","0954-4828","1466-1837","ENGINEERING, MULTIDISCIPLINARY","SCIE","1,188","2.5"," 44/179 ","3.3","Q1","1.6","0.7","0.8"," 46/180 ","Q2","Q1","75.7","74.72","0","0.104","0.479","Q2",
"FUNGAL GENETICS AND BIOLOGY","FUNGAL GENET BIOL","1087-1845","1096-0937","GENETICS & HEREDITY","SCIE","5,616","2.4"," 105/191 ","3","Q2","2.3","0.7","0.8"," 72/191 ","Q2","Q3","45.3","62.57","0.002","0.508","0.689","Q3",
"FUNGAL GENETICS AND BIOLOGY","FUNGAL GENET BIOL","1087-1845","1096-0937","MYCOLOGY","SCIE","5,616","2.4"," 17/33 ","3","Q2","2.3","0.7","0.8"," 16/33 ","Q2","Q3","50.0","53.03","0.002","0.508","0.689","Q2",
"Research in Sports Medicine","RES SPORTS MED","1543-8627","1543-8635","SPORT SCIENCES","SCIE","1,474","1.9"," 58/127 ","2.4","Q2","1.8","0.2","0.8"," 58/127 ","Q2","Q2","54.7","54.72","0.002","0.406","0.623","Q3",
"Israel Studies","ISR STUD","1084-9513","1527-201X","AREA STUDIES","ESCI","447","0.7"," 74/176 ","0.6","Q3","0.6","0.1","0.8"," 78/176 ","Q2","Q2","58.2","55.97","0","0.099","0.321","Q3",
"Molecular Biomedicine","MOL BIOMED","N/A","2662-8651","BIOCHEMISTRY & MOLECULAR BIOLOGY","ESCI","608","6.3"," 43/313 ","6.2","Q1","6.1","0.7","0.79"," 111/313 ","Q2","Q1","86.4","64.70","0.001","0.223","1.324","Q1",
"Molecular Biomedicine","MOL BIOMED","N/A","2662-8651","CELL BIOLOGY","ESCI","608","6.3"," 45/205 ","6.2","Q1","6.1","0.7","0.79"," 83/205 ","Q2","Q1","78.3","59.76","0.001","0.223","1.324","Q2",
"Molecular Biomedicine","MOL BIOMED","N/A","2662-8651","MEDICINE, RESEARCH & EXPERIMENTAL","ESCI","608","6.3"," 27/189 ","6.2","Q1","6.1","0.7","0.79"," 71/189 ","Q2","Q1","86.0","62.70","0.001","0.223","1.324","Q1",
"Expert Review of Vaccines","EXPERT REV VACCINES","1476-0584","1744-8395","IMMUNOLOGY","SCIE","5,989","5.5"," 39/181 ","5.4","Q1","5.4","0.8","0.79"," 66/181 ","Q2","Q1","78.7","63.81","0.006","1.313","1.416","Q2",
"Journal of Physiological Anthropology","J PHYSIOL ANTHROPOL","1880-6805","1880-6805","PHYSIOLOGY","SCIE","1,226","3.3"," 21/85 ","2.9","Q2","3.2","0.4","0.79"," 40/85 ","Q2","Q1","75.9","53.53","0.001","0.184","0.695","Q2",
"DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY","DRUG DEV IND PHARM","0363-9045","1520-5762","CHEMISTRY, MEDICINAL","SCIE","7,802","2.4"," 50/72 ","3.3","Q3","2.3","0.7","0.79"," 34/72 ","Q2","Q3","31.3","53.47","0.003","0.621","0.442","Q3",
"DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY","DRUG DEV IND PHARM","0363-9045","1520-5762","PHARMACOLOGY & PHARMACY","SCIE","7,802","2.4"," 188/354 ","3.3","Q2","2.3","0.7","0.79"," 130/354 ","Q2","Q3","47.0","63.42","0.003","0.621","0.442","Q3",
"Reflective Practice","REFLECT PRACT","1462-3943","1470-1103","EDUCATION & EDUCATIONAL RESEARCH","ESCI","1,438","1.6"," 277/756 ","1.9","Q2","1.4","0.3","0.79"," 316/756 ","Q2","Q2","63.4","58.27","0.001","0.23","0.465","Q2",
"International Journal of Care and Caring","INT J CARE CARING","2397-8821","2397-883X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","352","1.2"," 108/263 ","1.3","Q2","0.9","0.8","0.79"," 95/263 ","Q2","Q2","59.1","64.07","0.001","0.123","0.351","Q3",
"POWDER TECHNOLOGY","POWDER TECHNOL","0032-5910","1873-328X","ENGINEERING, CHEMICAL","SCIE","48,406","4.5"," 44/170 ","4.6","Q1","3.9","1.1","0.78"," 40/171 ","Q1","Q2","74.4","76.90","0.03","6.649","0.719","Q2",
"MOLECULAR AND CELLULAR ENDOCRINOLOGY","MOL CELL ENDOCRINOL","0303-7207","1872-8057","CELL BIOLOGY","SCIE","16,133","3.8"," 96/205 ","3.7","Q3","3.7","0.6","0.78"," 86/205 ","Q2","Q2","53.4","58.29","0.01","2.119","0.921","Q3",
"MOLECULAR AND CELLULAR ENDOCRINOLOGY","MOL CELL ENDOCRINOL","0303-7207","1872-8057","ENDOCRINOLOGY & METABOLISM","SCIE","16,133","3.8"," 58/186 ","3.7","Q2","3.7","0.6","0.78"," 78/186 ","Q2","Q2","69.1","58.33","0.01","2.119","0.921","Q2",
"Genes and Nutrition","GENES NUTR","1555-8932","1865-3499","GENETICS & HEREDITY","SCIE","1,747","3.3"," 64/191 ","3.8","Q2","3.3","0.9","0.78"," 77/191 ","Q2","Q2","66.8","59.95","0.001","0.179","0.818","Q2",
"Genes and Nutrition","GENES NUTR","1555-8932","1865-3499","NUTRITION & DIETETICS","SCIE","1,747","3.3"," 47/114 ","3.8","Q2","3.3","0.9","0.78"," 45/114 ","Q2","Q2","59.2","60.96","0.001","0.179","0.818","Q2",
"ADVANCED POWDER TECHNOLOGY","ADV POWDER TECHNOL","0921-8831","1568-5527","ENGINEERING, CHEMICAL","SCIE","14,139","4.2"," 48/170 ","4.3","Q2","4.1","0.8","0.77"," 42/171 ","Q1","Q2","72.1","75.73","0.011","2.421","0.656","Q2",
"Logistics-Basel","LOGISTICS-BASEL","N/A","2305-6290","MANAGEMENT","ESCI","1,057","3.6"," 143/401 ","3.7","Q2","3.2","0.9","0.77"," 170/402 ","Q2","Q2","64.5","57.84","0.001","0.243","0.538","Q3",
"Logistics-Basel","LOGISTICS-BASEL","N/A","2305-6290","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","ESCI","1,057","3.6"," 31/106 ","3.7","Q2","3.2","0.9","0.77"," 32/106 ","Q2","Q2","71.2","70.28","0.001","0.243","0.538","Q3",
"NUTRITIONAL NEUROSCIENCE","NUTR NEUROSCI","1028-415X","1476-8305","NEUROSCIENCES","SCIE","3,983","3.6"," 103/310 ","3.8","Q2","3.5","0.6","0.77"," 154/310 ","Q2","Q2","66.9","50.48","0.004","0.968","0.785","Q3",
"NUTRITIONAL NEUROSCIENCE","NUTR NEUROSCI","1028-415X","1476-8305","NUTRITION & DIETETICS","SCIE","3,983","3.6"," 38/114 ","3.8","Q2","3.5","0.6","0.77"," 47/114 ","Q2","Q2","67.1","59.21","0.004","0.968","0.785","Q2",
"CONTEMPORARY PHYSICS","CONTEMP PHYS","0010-7514","1366-5812","PHYSICS, MULTIDISCIPLINARY","SCIE","2,255","3"," 28/110 ","7.5","Q1","2.7","0.5","0.77"," 31/110 ","Q2","Q2","75.0","72.27","0.001","0.213","2.56","Q1",
"ZooKeys","ZOOKEYS","1313-2989","1313-2970","ZOOLOGY","SCIE","6,713","1.3"," 69/180 ","1.2","Q3","1.1","0.4","0.77"," 60/180 ","Q2","Q2","61.9","66.94","0.007","1.499","0.322","Q3",
"Journal of Human Rights Practice","J HUM RIGHTS PRACT","1757-9619","1757-9627","INTERNATIONAL RELATIONS","ESCI","522","0.9"," 94/165 ","1.1","Q3","0.8","0.3","0.77"," 80/165 ","Q2","Q3","43.3","51.82","0.001","0.157","0.406","Q3",
"Journal of Human Rights Practice","J HUM RIGHTS PRACT","1757-9619","1757-9627","LAW","ESCI","522","0.9"," 142/421 ","1.1","Q2","0.8","0.3","0.77"," 162/421 ","Q2","Q2","66.4","61.64","0.001","0.157","0.406","Q2",
"Journal of Human Rights Practice","J HUM RIGHTS PRACT","1757-9619","1757-9627","POLITICAL SCIENCE","ESCI","522","0.9"," 196/317 ","1.1","Q3","0.8","0.3","0.77"," 144/317 ","Q2","Q3","38.3","54.73","0.001","0.157","0.406","Q3",
"Journal of Clinical and Translational Endocrinology","J CLIN TRANSL ENDOCR","2214-6237","2214-6237","ENDOCRINOLOGY & METABOLISM","ESCI","816","4.2"," 40/186 ","3.3","Q2","4.2","0.5","0.76"," 83/186 ","Q2","Q1","78.8","55.65","0.001","0.235","0.832","Q3",
"PRIMATES","PRIMATES","0032-8332","1610-7365","ZOOLOGY","SCIE","2,327","1.3"," 69/180 ","1.6","Q2","1.1","0.4","0.76"," 62/180 ","Q2","Q2","61.9","65.83","0.001","0.268","0.444","Q2",
"Journal of the American Association for Laboratory Animal Science","J AM ASSOC LAB ANIM","1559-6109","1559-6109","VETERINARY SCIENCES","SCIE","2,225","1.2"," 90/167 ","1.5","Q2","0.9","0.2","0.76"," 59/168 ","Q2","Q3","46.4","65.18","0.001","0.203","0.295","Q3",
"Journal of the American Association for Laboratory Animal Science","J AM ASSOC LAB ANIM","1559-6109","1559-6109","ZOOLOGY","SCIE","2,225","1.2"," 84/180 ","1.5","Q2","0.9","0.2","0.76"," 62/180 ","Q2","Q2","53.6","65.83","0.001","0.203","0.295","Q3",
"Applicable Analysis and Discrete Mathematics","APPL ANAL DISCR MATH","1452-8630","1452-8630","MATHEMATICS","SCIE","539","1"," 117/489 ","1.1","Q1","0.9","0.3","0.76"," 156/489 ","Q2","Q1","76.2","68.20","0.001","0.142","0.405","Q3",
"Applicable Analysis and Discrete Mathematics","APPL ANAL DISCR MATH","1452-8630","1452-8630","MATHEMATICS, APPLIED","SCIE","539","1"," 181/331 ","1.1","Q2","0.9","0.3","0.76"," 135/331 ","Q2","Q3","45.5","59.37","0.001","0.142","0.405","Q3",
"Georgian Mathematical Journal","GEORGIAN MATH J","1072-947X","1572-9176","MATHEMATICS","SCIE","672","0.8"," 178/489 ","0.7","Q2","0.6","0.2","0.76"," 156/489 ","Q2","Q2","63.7","68.20","0.001","0.163","0.237","Q4",
"MECHANICS OF ADVANCED MATERIALS AND STRUCTURES","MECH ADV MATER STRUC","1537-6494","1537-6532","MATERIALS SCIENCE, CHARACTERIZATION & TESTING","SCIE","8,857","3.6"," 7/38 ","3.6","Q1","2.1","1.4","0.75"," 12/38 ","Q2","Q1","82.9","69.74","0.006","1.393","0.429","Q2",
"MECHANICS OF ADVANCED MATERIALS AND STRUCTURES","MECH ADV MATER STRUC","1537-6494","1537-6532","MATERIALS SCIENCE, COMPOSITES","SCIE","8,857","3.6"," 13/35 ","3.6","Q2","2.1","1.4","0.75"," 13/35 ","Q2","Q2","64.3","64.29","0.006","1.393","0.429","Q2",
"MECHANICS OF ADVANCED MATERIALS AND STRUCTURES","MECH ADV MATER STRUC","1537-6494","1537-6532","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","8,857","3.6"," 181/438 ","3.6","Q2","2.1","1.4","0.75"," 156/438 ","Q2","Q2","58.8","64.50","0.006","1.393","0.429","Q3",
"MECHANICS OF ADVANCED MATERIALS AND STRUCTURES","MECH ADV MATER STRUC","1537-6494","1537-6532","MECHANICS","SCIE","8,857","3.6"," 34/170 ","3.6","Q1","2.1","1.4","0.75"," 60/170 ","Q2","Q1","80.3","65.00","0.006","1.393","0.429","Q3",
"Regional Environmental Change","REG ENVIRON CHANGE","1436-3798","1436-378X","ENVIRONMENTAL SCIENCES","SCIE","7,560","3.4"," 154/358 ","4.2","Q2","3.1","1","0.75"," 137/359 ","Q2","Q2","57.1","61.98","0.007","1.45","1.061","Q2",
"Regional Environmental Change","REG ENVIRON CHANGE","1436-3798","1436-378X","ENVIRONMENTAL STUDIES","SSCI","7,560","3.4"," 65/182 ","4.2","Q2","3.1","1","0.75"," 84/184 ","Q2","Q2","64.6","54.62","0.007","1.45","1.061","Q2",
"JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION","J VIS COMMUN IMAGE R","1047-3203","1095-9076","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","5,371","2.6"," 115/249 ","2.4","Q3","2.3","0.8","0.75"," 109/251 ","Q2","Q2","54.0","56.77","0.005","1.137","0.512","Q3",
"JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION","J VIS COMMUN IMAGE R","1047-3203","1095-9076","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","5,371","2.6"," 49/131 ","2.4","Q2","2.3","0.8","0.75"," 49/131 ","Q2","Q2","63.0","62.98","0.005","1.137","0.512","Q3",
"UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","UROL ONCOL-SEMIN ORI","1078-1439","1873-2496","ONCOLOGY","SCIE","6,969","2.4"," 193/322 ","2.5","Q3","2.3","0.6","0.75"," 130/322 ","Q2","Q3","40.2","59.78","0.009","2.032","0.778","Q3",
"UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","UROL ONCOL-SEMIN ORI","1078-1439","1873-2496","UROLOGY & NEPHROLOGY","SCIE","6,969","2.4"," 46/126 ","2.5","Q2","2.3","0.6","0.75"," 48/126 ","Q2","Q2","63.9","62.30","0.009","2.032","0.778","Q2",
"Tomography","TOMOGRAPHY","2379-1381","2379-139X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","1,293","2.2"," 91/204 ","2.3","Q2","2","0.6","0.75"," 81/204 ","Q2","Q2","55.6","60.54","0.002","0.387","0.497","Q3",
"REVIEW OF PALAEOBOTANY AND PALYNOLOGY","REV PALAEOBOT PALYNO","0034-6667","1879-0615","PALEONTOLOGY","SCIE","5,697","1.7"," 20/56 ","1.7","Q2","1.3","0.6","0.74"," 29/56 ","Q2","Q2","65.2","49.11","0.002","0.483","0.448","Q3",
"REVIEW OF PALAEOBOTANY AND PALYNOLOGY","REV PALAEOBOT PALYNO","0034-6667","1879-0615","PLANT SCIENCES","SCIE","5,697","1.7"," 129/265 ","1.7","Q3","1.3","0.6","0.74"," 87/265 ","Q2","Q2","51.5","67.36","0.002","0.483","0.448","Q2",
"CLINICAL GENETICS","CLIN GENET","0009-9163","1399-0004","GENETICS & HEREDITY","SCIE","7,905","2.9"," 81/191 ","3.5","Q2","2.8","0.3","0.73"," 86/191 ","Q2","Q2","57.9","55.24","0.009","2.008","1.347","Q1",
"Aslib Journal of Information Management","ASLIB J INFORM MANAG","2050-3806","1758-3748","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","1,104","2.4"," 126/249 ","2.5","Q3","2","0.9","0.73"," 113/251 ","Q2","Q3","49.6","55.18","0.001","0.237","0.446","Q3",
"Aslib Journal of Information Management","ASLIB J INFORM MANAG","2050-3806","1758-3748","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","1,104","2.4"," 46/160 ","2.5","Q2","2","0.9","0.73"," 47/161 ","Q2","Q2","71.6","71.12","0.001","0.237","0.446","Q2",
"BOLLETTINO DELLA SOCIETA PALEONTOLOGICA ITALIANA","B SOC PALEONTOL ITAL","0375-7633","N/A","PALEONTOLOGY","SCIE","513","1.3"," 34/56 ","1.4","Q3","1.2","0.2","0.73"," 32/56 ","Q3","Q3","40.2","43.75","0","0.071","0.436","Q3",
"International Journal of Research in Undergraduate Mathematics Education","INT J RES UN MATH ED","2198-9745","2198-9753","EDUCATION & EDUCATIONAL RESEARCH","ESCI","325","1.2"," 370/756 ","1.7","Q2","1","0.8","0.73"," 343/756 ","Q2","Q2","51.1","54.70","0.001","0.144","0.625","Q2",
"Political Theology","POLITICAL THEOL","1462-317X","1743-1719","RELIGION","ESCI","271","0.3"," N/A ","0.5","N/A","0.3","<0.1","0.73"," 107/339 ","Q2","N/A","N/A","68.58","0.001","0.139","0.285","Q2",
"International Transactions in Operational Research","INT T OPER RES","0969-6016","1475-3995","MANAGEMENT","SSCI","3,855","3.1"," 171/401 ","3.2","Q2","2.2","0.9","0.72"," 184/402 ","Q2","Q2","57.5","54.35","0.004","0.854","0.611","Q2",
"International Transactions in Operational Research","INT T OPER RES","0969-6016","1475-3995","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","3,855","3.1"," 34/106 ","3.2","Q2","2.2","0.9","0.72"," 34/106 ","Q2","Q2","68.4","68.40","0.004","0.854","0.611","Q3",
"ENDOCRINE","ENDOCRINE","1355-008X","1559-0100","ENDOCRINOLOGY & METABOLISM","SCIE","10,147","3"," 88/186 ","3.1","Q3","2.8","0.5","0.72"," 91/186 ","Q2","Q2","53.0","51.34","0.011","2.37","0.812","Q3",
"Heart Failure Clinics","HEART FAIL CLIN","1551-7136","N/A","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","1,358","2.5"," 90/220 ","2.6","Q2","2.5","0.2","0.72"," 82/220 ","Q2","Q2","59.3","62.95","0.002","0.377","0.768","Q2",
"AGRICULTURAL AND FOREST ENTOMOLOGY","AGR FOREST ENTOMOL","1461-9555","1461-9563","ENTOMOLOGY","SCIE","1,723","1.6"," 36/109 ","1.8","Q2","1.5","0.4","0.72"," 40/109 ","Q2","Q2","67.4","63.76","0.001","0.217","0.428","Q2",
"NAGOYA MATHEMATICAL JOURNAL","NAGOYA MATH J","0027-7630","2152-6842","MATHEMATICS","SCIE","1,112","0.8"," 178/489 ","0.9","Q2","0.8","0.2","0.72"," 174/489 ","Q2","Q2","63.7","64.52","0.002","0.337","0.996","Q1",
"Health Information Management Journal","HEALTH INF MANAG J","1833-3583","1833-3575","HEALTH POLICY & SERVICES","SSCI","607","2.7"," 38/118 ","3.2","Q2","1.9","0.9","0.71"," 65/119 ","Q3","Q2","68.2","45.80","0.001","0.146","0.789","Q3",
"Health Information Management Journal","HEALTH INF MANAG J","1833-3583","1833-3575","MEDICAL INFORMATICS","SCIE","607","2.7"," 25/44 ","3.2","Q3","1.9","0.9","0.71"," 24/44 ","Q3","Q3","44.3","46.59","0.001","0.146","0.789","Q3",
"Journal of Global Sport Management","J GLOB SPORT MANAGE","2470-4067","2470-4075","HOSPITALITY, LEISURE, SPORT & TOURISM","ESCI","395","1.8"," 74/139 ","N/A","N/A","1.7","1.3","0.71"," 57/139 ","Q2","Q3","47.1","59.35","0.001","0.113","N/A","N/A",
"Journal of Global Sport Management","J GLOB SPORT MANAGE","2470-4067","2470-4075","MANAGEMENT","ESCI","395","1.8"," 265/401 ","N/A","N/A","1.7","1.3","0.71"," 187/402 ","Q2","Q3","34.0","53.61","0.001","0.113","N/A","N/A",
"JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY","J WOOD CHEM TECHNOL","0277-3813","1532-2319","MATERIALS SCIENCE, PAPER & WOOD","SCIE","1,336","1.7"," 8/23 ","2.4","Q1","1.5","0.3","0.71"," 8/23 ","Q2","Q2","67.4","67.39","0","0.103","0.326","Q2",
"GLYCOBIOLOGY","GLYCOBIOLOGY","0959-6658","1460-2423","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","7,816","3.4"," 138/313 ","3.7","Q2","3.2","0.7","0.7"," 141/313 ","Q2","Q2","56.1","55.11","0.004","0.847","1.001","Q2",
"ACTA PHYSIOLOGIAE PLANTARUM","ACTA PHYSIOL PLANT","0137-5881","1861-1664","PLANT SCIENCES","SCIE","8,940","2.4"," 96/265 ","2.8","Q2","2.3","0.8","0.7"," 95/265 ","Q2","Q2","64.0","64.34","0.003","0.631","0.392","Q3",
