"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Big Data and Cognitive Computing","BIG DATA COGN COMPUT","N/A","2504-2289","COMPUTER SCIENCE, INFORMATION SYSTEMS","ESCI","1,692","3.7"," 75/249 ","N/A","N/A","3.4","1.9","0.89"," 83/251 ","Q1","Q2","70.1","67.13","0.002","0.435","N/A","N/A",
"Big Data and Cognitive Computing","BIG DATA COGN COMPUT","N/A","2504-2289","COMPUTER SCIENCE, THEORY & METHODS","ESCI","1,692","3.7"," 25/143 ","N/A","N/A","3.4","1.9","0.89"," 33/143 ","Q1","Q1","82.9","77.27","0.002","0.435","N/A","N/A",
"JOURNAL OF NUTRITION","J NUTR","0022-3166","1541-6100","NUTRITION & DIETETICS","SCIE","37,758","3.7"," 37/114 ","4.3","Q2","3.4","1","0.89"," 32/114 ","Q2","Q2","68.0","72.37","0.014","3.138","1.151","Q1",
"Chemistry Teacher International","CHEM TEACH INT","N/A","2569-3263","EDUCATION, SCIENTIFIC DISCIPLINES","ESCI","226","2.2"," 25/85 ","1.9","Q2","2","0.1","0.89"," 30/85 ","Q2","Q2","71.2","65.29","0","0.07","0.33","Q3",
"European Heart Journal - Digital Health","EUR HEART J-DIGIT HL","N/A","2634-3916","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","567","3.9"," 49/220 ","3.9","Q1","3.8","1.7","0.88"," 62/220 ","Q2","Q1","78.0","72.05","0.002","0.355","1.606","Q1",
"Advances in Simulation","ADV SIMUL","N/A","2059-0628","HEALTH CARE SCIENCES & SERVICES","ESCI","677","2.8"," 57/174 ","N/A","N/A","2.6","0.7","0.88"," 62/175 ","Q2","Q2","67.5","64.86","0.001","0.24","N/A","N/A",
"PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS","PHYSICA A","0378-4371","1873-2119","PHYSICS, MULTIDISCIPLINARY","SCIE","34,958","2.8"," 31/110 ","2.6","Q2","2.4","0.6","0.88"," 25/110 ","Q1","Q2","72.3","77.73","0.028","6.121","0.527","Q2",
"CLINICS IN PLASTIC SURGERY","CLIN PLAST SURG","0094-1298","1558-0504","SURGERY","SCIE","3,221","1.8"," 123/290 ","2.8","Q2","1.8","0.4","0.88"," 89/290 ","Q2","Q2","57.8","69.48","0.002","0.443","0.807","Q2",
"BIOFACTORS","BIOFACTORS","0951-6433","1872-8081","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","5,517","5"," 64/313 ","5.8","Q1","4.9","0.9","0.87"," 93/313 ","Q2","Q1","79.7","70.45","0.003","0.706","0.984","Q2",
"BIOFACTORS","BIOFACTORS","0951-6433","1872-8081","ENDOCRINOLOGY & METABOLISM","SCIE","5,517","5"," 30/186 ","5.8","Q1","4.9","0.9","0.87"," 62/186 ","Q2","Q1","84.1","66.94","0.003","0.706","0.984","Q2",
"ADVANCES IN NURSING SCIENCE","ADV NURS SCI","0161-9268","1550-5014","NURSING","SCIE, SSCI","1,857","1.6"," 88/191 ","2.3","Q2","1.6","0.7","0.87"," 64/191 ","Q2","Q2","54.2","66.75","0.001","0.21","0.637","Q2",
"IEEE SIGNAL PROCESSING LETTERS","IEEE SIGNAL PROC LET","1070-9908","1558-2361","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","15,727","3.2"," 130/352 ","3.4","Q2","2.8","0.7","0.86"," 122/354 ","Q2","Q2","63.2","65.68","0.019","4.135","1.049","Q1",
"GEOPHYSICAL JOURNAL INTERNATIONAL","GEOPHYS J INT","0956-540X","1365-246X","GEOCHEMISTRY & GEOPHYSICS","SCIE","33,811","2.8"," 29/101 ","3","Q2","2.3","0.8","0.86"," 34/101 ","Q2","Q2","71.8","66.83","0.023","4.923","1.012","Q2",
"Journal of Oral Biosciences","J ORAL BIOSCI","1349-0079","1880-3865","DENTISTRY, ORAL SURGERY & MEDICINE","ESCI","772","2.6"," 39/157 ","2.6","Q2","2.3","0.3","0.86"," 62/157 ","Q2","Q1","75.5","60.83","0.001","0.182","0.483","Q2",
"Journal of Nonlinear Functional Analysis","J NONLINEAR FUNCT AN","N/A","2052-532X","MATHEMATICS","ESCI","184","1.1"," 98/489 ","0.7","Q2","1.1","0.1","0.86"," 115/489 ","Q1","Q1","80.1","76.58","0","0.065","0.154","Q4",
"Journal of Nonlinear Functional Analysis","J NONLINEAR FUNCT AN","N/A","2052-532X","MATHEMATICS, APPLIED","ESCI","184","1.1"," 163/331 ","0.7","Q3","1.1","0.1","0.86"," 106/331 ","Q1","Q2","50.9","68.13","0","0.065","0.154","Q4",
"APOPTOSIS","APOPTOSIS","1360-8185","1573-675X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","6,525","6.1"," 47/313 ","5.6","Q1","5.8","1.3","0.85"," 95/313 ","Q2","Q1","85.1","69.81","0.003","0.651","1.1","Q2",
"APOPTOSIS","APOPTOSIS","1360-8185","1573-675X","CELL BIOLOGY","SCIE","6,525","6.1"," 48/205 ","5.6","Q2","5.8","1.3","0.85"," 77/205 ","Q2","Q1","76.8","62.68","0.003","0.651","1.1","Q2",
"EXPERT OPINION ON THERAPEUTIC PATENTS","EXPERT OPIN THER PAT","1354-3776","1744-7674","CHEMISTRY, MEDICINAL","SCIE","4,249","5.4"," 12/72 ","6.4","Q1","5.3","1.5","0.85"," 30/72 ","Q2","Q1","84.0","59.03","0.003","0.685","1.253","Q1",
"EXPERT OPINION ON THERAPEUTIC PATENTS","EXPERT OPIN THER PAT","1354-3776","1744-7674","PHARMACOLOGY & PHARMACY","SCIE","4,249","5.4"," 32/354 ","6.4","Q1","5.3","1.5","0.85"," 112/354 ","Q2","Q1","91.1","68.50","0.003","0.685","1.253","Q1",
"Cardiac Failure Review","CARD FAIL REV","2057-7540","2057-7559","CARDIAC & CARDIOVASCULAR SYSTEMS","ESCI","930","4.2"," 46/220 ","N/A","N/A","4.2","1.1","0.85"," 65/220 ","Q2","Q1","79.3","70.68","0.001","0.243","N/A","N/A",
"Nordic Journal of Digital Literacy","NORD J DIGIT LIT","0809-6724","1891-943X","EDUCATION & EDUCATIONAL RESEARCH","ESCI","433","2.2"," 169/756 ","1.8","Q2","1.9","0.3","0.85"," 295/756 ","Q2","Q1","77.7","61.04","0","0.04","0.338","Q3",
"Liquid Crystals Reviews","LIQ CRYST REV","2168-0396","2168-0418","CHEMISTRY, PHYSICAL","SCIE","363","4.8"," 63/178 ","6.1","Q2","3.9","1","0.84"," 54/178 ","Q1","Q2","64.9","69.94","0","0.096","1.775","Q1",
"Liquid Crystals Reviews","LIQ CRYST REV","2168-0396","2168-0418","CRYSTALLOGRAPHY","SCIE","363","4.8"," 3/33 ","6.1","Q1","3.9","1","0.84"," 8/33 ","Q1","Q1","92.4","77.27","0","0.096","1.775","Q1",
"Liquid Crystals Reviews","LIQ CRYST REV","2168-0396","2168-0418","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","363","4.8"," 134/438 ","6.1","Q1","3.9","1","0.84"," 142/438 ","Q1","Q2","69.5","67.69","0","0.096","1.775","Q1",
"Neural Development","NEURAL DEV","N/A","1749-8104","DEVELOPMENTAL BIOLOGY","SCIE","978","4"," 7/39 ","4.1","Q1","4","0.1","0.84"," 11/39 ","Q2","Q1","83.3","73.08","0.001","0.218","1.794","Q1",
"Neural Development","NEURAL DEV","N/A","1749-8104","NEUROSCIENCES","SCIE","978","4"," 86/310 ","4.1","Q2","4","0.1","0.84"," 132/310 ","Q2","Q2","72.4","57.58","0.001","0.218","1.794","Q1",
"Nutrition & Metabolism","NUTR METAB","N/A","1743-7075","NUTRITION & DIETETICS","SCIE","5,173","3.9"," 32/114 ","4.3","Q2","3.9","0.8","0.84"," 38/114 ","Q2","Q2","72.4","67.11","0.004","0.778","0.93","Q2",
"Atmospheric Measurement Techniques","ATMOS MEAS TECH","1867-1381","1867-8548","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","14,248","3.2"," 45/110 ","3.7","Q2","2.7","0.9","0.84"," 39/110 ","Q2","Q2","59.5","65.00","0.017","3.769","1.073","Q2",
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","1473-2262","1473-2262","CELL & TISSUE ENGINEERING","SCIE","2,888","3.2"," 19/31 ","3.4","Q3","3.2","0.3","0.83"," 13/31 ","Q2","Q3","40.3","59.68","0.001","0.275","0.693","Q3",
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","1473-2262","1473-2262","ENGINEERING, BIOMEDICAL","SCIE","2,888","3.2"," 56/122 ","3.4","Q2","3.2","0.3","0.83"," 41/122 ","Q2","Q2","54.5","66.80","0.001","0.275","0.693","Q2",
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","1473-2262","1473-2262","MATERIALS SCIENCE, BIOMATERIALS","SCIE","2,888","3.2"," 33/53 ","3.4","Q3","3.2","0.3","0.83"," 21/53 ","Q2","Q3","38.7","61.32","0.001","0.275","0.693","Q3",
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","1473-2262","1473-2262","ORTHOPEDICS","SCIE","2,888","3.2"," 18/136 ","3.4","Q1","3.2","0.3","0.83"," 51/136 ","Q2","Q1","87.1","62.87","0.001","0.275","0.693","Q2",
"JOURNAL OF MARINE SYSTEMS","J MARINE SYST","0924-7963","1879-1573","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","6,958","2.7"," 92/253 ","2.6","Q2","2.5","1.1","0.83"," 82/253 ","Q1","Q2","63.8","67.79","0.003","0.662","0.72","Q2",
"JOURNAL OF MARINE SYSTEMS","J MARINE SYST","0924-7963","1879-1573","MARINE & FRESHWATER BIOLOGY","SCIE","6,958","2.7"," 18/119 ","2.6","Q1","2.5","1.1","0.83"," 25/119 ","Q1","Q1","85.3","79.41","0.003","0.662","0.72","Q1",
"JOURNAL OF MARINE SYSTEMS","J MARINE SYST","0924-7963","1879-1573","OCEANOGRAPHY","SCIE","6,958","2.7"," 17/65 ","2.6","Q2","2.5","1.1","0.83"," 22/65 ","Q1","Q2","74.6","66.92","0.003","0.662","0.72","Q2",
"Seminars in Thoracic and Cardiovascular Surgery","SEMIN THORAC CARDIOV","1043-0679","1532-9488","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","2,133","2.6"," 84/220 ","2.2","Q3","2.5","1.5","0.83"," 67/220 ","Q2","Q2","62.0","69.77","0.004","0.796","0.887","Q2",
"International Journal of Computer Assisted Radiology and Surgery","INT J COMPUT ASS RAD","1861-6410","1861-6429","ENGINEERING, BIOMEDICAL","SCIE","5,561","2.3"," 76/122 ","3.1","Q3","2.1","0.4","0.83"," 41/122 ","Q2","Q3","38.1","66.80","0.007","1.487","0.742","Q2",
"International Journal of Computer Assisted Radiology and Surgery","INT J COMPUT ASS RAD","1861-6410","1861-6429","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","5,561","2.3"," 85/204 ","3.1","Q2","2.1","0.4","0.83"," 67/204 ","Q2","Q2","58.6","67.40","0.007","1.487","0.742","Q2",
"International Journal of Computer Assisted Radiology and Surgery","INT J COMPUT ASS RAD","1861-6410","1861-6429","SURGERY","SCIE","5,561","2.3"," 79/290 ","3.1","Q1","2.1","0.4","0.83"," 100/290 ","Q2","Q2","72.9","65.69","0.007","1.487","0.742","Q2",
"Baltic Region","BALT REG","2079-8555","2310-0524","AREA STUDIES","ESCI","170","0.7"," 74/176 ","0.6","Q3","0.3","0.2","0.83"," 75/176 ","Q2","Q2","58.2","57.67","0","0.033","0.103","Q4",
"International Journal of Fuzzy Systems","INT J FUZZY SYST","1562-2479","2199-3211","AUTOMATION & CONTROL SYSTEMS","SCIE","4,392","3.6"," 30/84 ","3.4","Q2","3.3","0.9","0.82"," 26/84 ","Q2","Q2","64.9","69.64","0.005","1.069","0.577","Q3",
"International Journal of Fuzzy Systems","INT J FUZZY SYST","1562-2479","2199-3211","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","4,392","3.6"," 72/197 ","3.4","Q2","3.3","0.9","0.82"," 67/198 ","Q2","Q2","63.7","66.41","0.005","1.069","0.577","Q3",
"International Journal of Fuzzy Systems","INT J FUZZY SYST","1562-2479","2199-3211","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","4,392","3.6"," 78/249 ","3.4","Q2","3.3","0.9","0.82"," 100/251 ","Q2","Q2","68.9","60.36","0.005","1.069","0.577","Q2",
"Hydrology","HYDROLOGY-BASEL","N/A","2306-5338","WATER RESOURCES","ESCI","2,678","3.1"," 37/127 ","3","Q2","2.8","1.2","0.82"," 35/127 ","Q2","Q2","71.3","72.83","0.003","0.638","0.53","Q2",
"Oral Radiology","ORAL RADIOL","0911-6028","1613-9674","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","854","1.6"," 86/157 ","2","Q3","1.5","0.3","0.82"," 64/157 ","Q2","Q3","45.5","59.55","0.001","0.262","0.408","Q3",
"RICERCHE DI MATEMATICA","RIC MAT","0035-5038","1827-3491","MATHEMATICS","SCIE","781","1.1"," 98/489 ","1","Q2","1","0.3","0.82"," 128/489 ","Q2","Q1","80.1","73.93","0.001","0.238","0.315","Q3",
"RICERCHE DI MATEMATICA","RIC MAT","0035-5038","1827-3491","MATHEMATICS, APPLIED","SCIE","781","1.1"," 163/331 ","1","Q3","1","0.3","0.82"," 117/331 ","Q2","Q2","50.9","64.80","0.001","0.238","0.315","Q3",
"AMBIO","AMBIO","0044-7447","1654-7209","ENGINEERING, ENVIRONMENTAL","SCIE","12,238","5.8"," 23/81 ","6.2","Q2","5.6","1.5","0.81"," 26/81 ","Q2","Q2","72.2","68.52","0.01","2.174","1.585","Q1",
"AMBIO","AMBIO","0044-7447","1654-7209","ENVIRONMENTAL SCIENCES","SCIE","12,238","5.8"," 63/358 ","6.2","Q1","5.6","1.5","0.81"," 124/359 ","Q2","Q1","82.5","65.60","0.01","2.174","1.585","Q1",
"Frontiers in Molecular Neuroscience","FRONT MOL NEUROSCI","1662-5099","1662-5099","NEUROSCIENCES","SCIE","13,927","3.5"," 109/310 ","4.4","Q2","3.4","0.8","0.81"," 138/310 ","Q2","Q2","65.0","55.65","0.021","4.609","1.208","Q2",
"China Communications","CHINA COMMUN","1673-5447","N/A","TELECOMMUNICATIONS","SCIE","4,490","3.1"," 51/119 ","3.2","Q2","2.6","0.5","0.81"," 50/119 ","Q2","Q2","57.6","58.40","0.007","1.424","0.723","Q2",
"Journal of Engineering Design and Technology","J ENG DES TECHNOL","1726-0531","1726-0531","ENGINEERING, MULTIDISCIPLINARY","ESCI","1,796","2.6"," 43/179 ","2.5","Q2","2.3","0.5","0.81"," 44/180 ","Q1","Q1","76.3","75.83","0.002","0.346","0.338","Q2",
"BMC MUSCULOSKELETAL DISORDERS","BMC MUSCULOSKEL DIS","N/A","1471-2474","ORTHOPEDICS","SCIE","20,694","2.2"," 42/136 ","2.6","Q2","2.1","0.4","0.81"," 56/136 ","Q2","Q2","69.5","59.19","0.024","5.257","0.712","Q2",
"BMC MUSCULOSKELETAL DISORDERS","BMC MUSCULOSKEL DIS","N/A","1471-2474","RHEUMATOLOGY","SCIE","20,694","2.2"," 29/57 ","2.6","Q2","2.1","0.4","0.81"," 20/57 ","Q2","Q3","50.0","65.79","0.024","5.257","0.712","Q3",
"XENOTRANSPLANTATION","XENOTRANSPLANTATION","0908-665X","1399-3089","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","1,604","3.3"," 80/189 ","2.6","Q3","2.4","0.8","0.8"," 70/189 ","Q2","Q2","57.9","63.23","0.002","0.373","0.797","Q2",
"XENOTRANSPLANTATION","XENOTRANSPLANTATION","0908-665X","1399-3089","TRANSPLANTATION","SCIE","1,604","3.3"," 9/31 ","2.6","Q2","2.4","0.8","0.8"," 12/31 ","Q2","Q2","72.6","62.90","0.002","0.373","0.797","Q2",
"Annals of Pediatric Endocrinology & Metabolism","ANN PEDIATR ENDOCRIN","2287-1012","2287-1292","ENDOCRINOLOGY & METABOLISM","ESCI","859","2.8"," 97/186 ","2.4","Q3","2.4","0.6","0.8"," 74/186 ","Q2","Q3","48.1","60.48","0.001","0.185","0.492","Q3",
"Annals of Pediatric Endocrinology & Metabolism","ANN PEDIATR ENDOCRIN","2287-1012","2287-1292","PEDIATRICS","ESCI","859","2.8"," 33/186 ","2.4","Q2","2.4","0.6","0.8"," 67/186 ","Q2","Q1","82.5","64.25","0.001","0.185","0.492","Q3",
"ORGANIC GEOCHEMISTRY","ORG GEOCHEM","0146-6380","1873-5290","GEOCHEMISTRY & GEOPHYSICS","SCIE","13,636","2.6"," 35/101 ","3.2","Q2","2.3","0.6","0.8"," 39/101 ","Q2","Q2","65.8","61.88","0.004","0.883","0.91","Q2",
"Community Work & Family","COMMUNITY WORK FAM","1366-8803","1469-3615","SOCIOLOGY","ESCI","1,172","1.9"," 78/217 ","2.2","Q2","1.7","0.3","0.8"," 102/217 ","Q2","Q2","64.3","53.23","0.001","0.294","0.728","Q2",
"Scandinavian Journal of Disability Research","SCAND J DISABIL RES","1501-7419","1745-3011","REHABILITATION","ESCI","736","1.7"," 70/169 ","2.1","Q2","1.6","0.3","0.8"," 80/169 ","Q2","Q2","58.9","52.96","0.001","0.198","0.714","Q2",
"VSWG-Vierteljahrschrift fur Sozial-und Wirtschaftsgeschichte","VSWG-VIERTELJAHR SOZ","0340-8728","0340-8728","HISTORY","ESCI","218","0.4"," 121/518 ","0.4","Q2","0.4","<0.1","0.79"," 175/519 ","Q2","Q1","76.7","66.38","0","0.037","0.314","Q2",
"PLASMA PHYSICS AND CONTROLLED FUSION","PLASMA PHYS CONTR F","0741-3335","1361-6587","PHYSICS, FLUIDS & PLASMAS","SCIE","10,341","2.1"," 19/40 ","2.1","Q3","1.8","0.8","0.78"," 14/40 ","Q2","Q2","53.8","66.25","0.009","2.068","0.779","Q2",
"AStA-Advances in Statistical Analysis","ASTA-ADV STAT ANAL","1863-8171","1863-818X","STATISTICS & PROBABILITY","SCIE","592","1.4"," 53/168 ","1.3","Q2","1.3","<0.1","0.78"," 38/168 ","Q1","Q2","68.8","77.68","0.001","0.183","0.601","Q3",
"NEMATOLOGY","NEMATOLOGY","1388-5545","1388-5545","ZOOLOGY","SCIE","2,244","1.2"," 84/180 ","1.1","Q3","0.8","0.4","0.78"," 58/180 ","Q2","Q2","53.6","68.06","0.001","0.153","0.202","Q4",
"CTS-Clinical and Translational Science","CTS-CLIN TRANSL SCI","1752-8054","1752-8062","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","4,167","3.1"," 87/189 ","3.6","Q2","3.1","0.5","0.76"," 74/189 ","Q2","Q2","54.2","61.11","0.008","1.661","1.117","Q2",
"Brain Connectivity","BRAIN CONNECT","2158-0014","2158-0022","NEUROSCIENCES","SCIE","2,825","2.4"," 195/310 ","2.5","Q3","2.4","0.8","0.76"," 158/310 ","Q3","Q3","37.3","49.19","0.002","0.504","0.91","Q3",
"EUROPEAN JOURNAL OF IMMUNOLOGY","EUR J IMMUNOL","0014-2980","1521-4141","IMMUNOLOGY","SCIE","19,799","4.5"," 61/181 ","4.6","Q2","4.3","0.8","0.74"," 76/181 ","Q2","Q2","66.6","58.29","0.01","2.245","1.532","Q1",
"International Journal of Fruit Science","INT J FRUIT SCI","1553-8362","1553-8621","HORTICULTURE","SCIE","1,547","2.4"," 11/38 ","2.5","Q2","2.4","0.5","0.74"," 10/38 ","Q2","Q2","72.4","75.00","0.001","0.258","0.34","Q2",
"BRITISH POULTRY SCIENCE","BRIT POULTRY SCI","0007-1668","1466-1799","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","5,388","1.6"," 34/80 ","2.3","Q1","1.6","0.4","0.74"," 28/80 ","Q2","Q2","58.1","65.63","0.002","0.333","0.403","Q2",
"CINEJ Cinema Journal","CINEJ CINE J","2159-2411","2158-8724","FILM, RADIO, TELEVISION","ESCI","38","0.2"," N/A ","0.2","N/A","0.1","<0.1","0.74"," 19/64 ","Q2","N/A","N/A","71.09","0","0.011","0.073","Q4",
"ELECTROCHEMISTRY COMMUNICATIONS","ELECTROCHEM COMMUN","1388-2481","1873-1902","ELECTROCHEMISTRY","SCIE","17,003","4.7"," 15/45 ","4.3","Q2","4.6","0.9","0.73"," 14/45 ","Q2","Q2","67.8","70.00","0.007","1.493","0.793","Q2",
"JOURNAL OF IMMUNOLOGY","J IMMUNOL","0022-1767","1550-6606","IMMUNOLOGY","SCIE","107,121","3.6"," 86/181 ","4.2","Q2","3.5","0.9","0.73"," 78/181 ","Q2","Q2","52.8","57.18","0.036","7.85","1.448","Q2",
"INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY","INT J IMAG SYST TECH","0899-9457","1098-1098","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","2,271","3"," 136/352 ","2.9","Q2","2.7","0.4","0.73"," 138/354 ","Q2","Q2","61.5","61.16","0.002","0.444","0.443","Q3",
"INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY","INT J IMAG SYST TECH","0899-9457","1098-1098","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","2,271","3"," 16/36 ","2.9","Q3","2.7","0.4","0.73"," 14/36 ","Q2","Q2","56.9","62.50","0.002","0.444","0.443","Q3",
"INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY","INT J IMAG SYST TECH","0899-9457","1098-1098","OPTICS","SCIE","2,271","3"," 39/119 ","2.9","Q2","2.7","0.4","0.73"," 46/120 ","Q2","Q2","67.6","62.08","0.002","0.444","0.443","Q2",
"AMERICAN JOURNAL OF THERAPEUTICS","AM J THER","1075-2765","1536-3686","PHARMACOLOGY & PHARMACY","SCIE","2,002","2.9"," 147/354 ","2.5","Q3","2.7","1.4","0.73"," 154/354 ","Q2","Q2","58.6","56.64","0.001","0.299","0.586","Q3",
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES","J CHROMATOGR B","1570-0232","1873-376X","BIOCHEMICAL RESEARCH METHODS","SCIE","19,606","2.8"," 35/85 ","2.8","Q2","2.6","0.5","0.72"," 37/85 ","Q2","Q2","59.4","57.06","0.008","1.741","0.48","Q3",
"JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES","J CHROMATOGR B","1570-0232","1873-376X","CHEMISTRY, ANALYTICAL","SCIE","19,606","2.8"," 46/106 ","2.8","Q2","2.6","0.5","0.72"," 41/106 ","Q2","Q2","57.1","61.79","0.008","1.741","0.48","Q2",
"Couple and Family Psychology-Research and Practice","COUPLE FAM PSYCHOL","2160-4096","2160-410X","FAMILY STUDIES","ESCI","416","1.9"," 24/66 ","1.6","Q3","1.8","0.4","0.72"," 29/66 ","Q2","Q2","64.4","56.82","0.001","0.133","0.552","Q3",
"Nurse Leader","NURSE LEAD","1541-4612","1541-4620","NURSING","ESCI","585","1.3"," 111/191 ","1.1","Q4","1.1","0.3","0.72"," 92/191 ","Q2","Q3","42.1","52.09","0.001","0.175","0.249","Q4",
"BULLETIN OF THE LONDON MATHEMATICAL SOCIETY","B LOND MATH SOC","0024-6093","1469-2120","MATHEMATICS","SCIE","2,544","0.8"," 178/489 ","0.9","Q2","0.8","0.1","0.72"," 174/489 ","Q2","Q2","63.7","64.52","0.005","1.088","1.006","Q1",
"Revista Iberoamericana de Psicologia y Salud","REV IBEROAM PSICOL S","2171-2069","1989-9246","PSYCHOLOGY, MULTIDISCIPLINARY","ESCI","166","2.4"," 65/218 ","2.1","Q2","1.7","0.3","0.71"," 101/218 ","Q2","Q2","70.4","53.90","0","0.027","0.301","Q3",
"Journal of Academic Ethics","J ACAD ETHICS","1570-1727","1572-8544","ETHICS","ESCI","596","2.2"," 19/77 ","2","Q2","2","0.4","0.71"," 38/77 ","Q2","Q1","76.0","51.30","0.001","0.177","0.601","Q3",
"Organic Agriculture","ORG AGR","1879-4238","1879-4246","AGRICULTURE, MULTIDISCIPLINARY","ESCI","670","2"," 26/89 ","N/A","N/A","1.9","0.4","0.71"," 22/89 ","Q1","Q2","71.3","75.84","0.001","0.122","N/A","N/A",
"BRAIN RESEARCH","BRAIN RES","0006-8993","1872-6240","NEUROSCIENCES","SCIE","42,170","2.7"," 158/310 ","2.9","Q3","2.6","0.5","0.7"," 180/310 ","Q3","Q3","49.2","42.10","0.013","2.746","0.761","Q3",
"PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE","PHOTODERMATOL PHOTO","0905-4383","1600-0781","DERMATOLOGY","SCIE","2,067","2.5"," 36/94 ","3","Q2","2.4","0.4","0.7"," 43/94 ","Q2","Q2","62.2","54.79","0.002","0.332","0.671","Q2",
"Schizophrenia Research-Cognition","SCHIZOPHR RES-COGN","2215-0013","2215-0013","PSYCHIATRY","ESCI","571","2.3"," 131/276 ","N/A","N/A","2.2","0.4","0.7"," 137/276 ","Q2","Q2","52.7","50.54","0.001","0.22","N/A","N/A",
"Schizophrenia Research-Cognition","SCHIZOPHR RES-COGN","2215-0013","2215-0013","PSYCHOLOGY, EXPERIMENTAL","ESCI","571","2.3"," 34/99 ","N/A","N/A","2.2","0.4","0.7"," 55/99 ","Q2","Q2","66.2","44.95","0.001","0.22","N/A","N/A",
"European Journal of Obstetrics & Gynecology and Reproductive Biology","EUR J OBSTET GYN R B","0301-2115","1872-7654","OBSTETRICS & GYNECOLOGY","SCIE","13,708","2.1"," 57/136 ","2.3","Q2","2","0.3","0.7"," 68/136 ","Q2","Q2","58.5","50.37","0.012","2.686","0.662","Q2",
"European Journal of Obstetrics & Gynecology and Reproductive Biology","EUR J OBSTET GYN R B","0301-2115","1872-7654","REPRODUCTIVE BIOLOGY","SCIE","13,708","2.1"," 25/39 ","2.3","Q3","2","0.3","0.7"," 25/39 ","Q2","Q3","37.2","37.18","0.012","2.686","0.662","Q3",
"Substance Abuse and Rehabilitation","SUBST ABUSE REHABIL","1179-8467","1179-8467","SUBSTANCE ABUSE","ESCI","613","5.1"," 3/55 ","6.6","Q1","5","0.2","0.69"," 30/55 ","Q3","Q1","95.5","46.36","0.001","0.151","1.983","Q1",
"Road Materials and Pavement Design","ROAD MATER PAVEMENT","1468-0629","2164-7402","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","6,608","3.4"," 23/91 ","3.9","Q1","3","0.7","0.69"," 29/91 ","Q2","Q2","75.3","68.68","0.005","1.037","0.637","Q2",
"Road Materials and Pavement Design","ROAD MATER PAVEMENT","1468-0629","2164-7402","ENGINEERING, CIVIL","SCIE","6,608","3.4"," 46/181 ","3.9","Q1","3","0.7","0.69"," 61/181 ","Q2","Q2","74.9","66.57","0.005","1.037","0.637","Q2",
"Road Materials and Pavement Design","ROAD MATER PAVEMENT","1468-0629","2164-7402","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","6,608","3.4"," 188/438 ","3.9","Q2","3","0.7","0.69"," 180/438 ","Q2","Q2","57.2","59.02","0.005","1.037","0.637","Q2",
"Journal of Water and Climate Change","J WATER CLIM CHANGE","2040-2244","2408-9354","WATER RESOURCES","SCIE","2,613","2.7"," 49/127 ","2.8","Q2","2.4","0.4","0.69"," 46/127 ","Q2","Q2","61.8","64.17","0.003","0.642","0.463","Q3",
