"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"AGRICULTURAL ECONOMICS","AGR ECON-BLACKWELL","0169-5150","1574-0862","AGRICULTURAL ECONOMICS & POLICY","SCIE","5,262","4.5","Q1","1.04"," 2/39 ","4.7","Q1","4.3","0.8"," 11/39 ","Q1","73.08","0.003","0.592","1.078","96.2","Q1",
"AGRICULTURAL ECONOMICS","AGR ECON-BLACKWELL","0169-5150","1574-0862","ECONOMICS","SSCI","5,262","4.5","Q1","1.04"," 61/597 ","4.7","Q1","4.3","0.8"," 125/600 ","Q1","79.25","0.003","0.592","1.078","89.9","Q1",
"Essays in Biochemistry","ESSAYS BIOCHEM","0071-1365","1744-1358","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","5,249","5.6","Q1","0.65"," 56/313 ","7.5","Q1","5.6","2.5"," 163/313 ","Q3","48.08","0.007","1.443","2.231","82.3","Q1",
"Aquaculture Reports","AQUACULT REP","2352-5134","2352-5134","FISHERIES","SCIE","5,214","3.2","Q1","1.29"," 10/62 ","3.5","Q1","2.9","0.7"," 7/62 ","Q1","89.52","0.006","1.294","0.547","84.7","Q2",
"EXPERIMENTAL PARASITOLOGY","EXP PARASITOL","0014-4894","1090-2449","PARASITOLOGY","SCIE","5,188","1.4","Q3","0.53"," 28/45 ","1.6","Q3","1.3","0.4"," 28/45 ","Q3","38.89","0.002","0.37","0.313","38.9","Q3",
"Materialia","MATERIALIA","2589-1529","2589-1529","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","5,156","3","Q2","0.6"," 218/438 ","3.2","Q2","2.9","0.6"," 206/438 ","Q2","53.08","0.008","1.795","0.641","50.3","Q2",
"Trends in Chemistry","TRENDS CHEM","N/A","2589-5974","CHEMISTRY, MULTIDISCIPLINARY","SCIE","5,139","14","Q1","1.09"," 19/230 ","17.7","Q1","13.9","4.4"," 50/231 ","Q1","78.57","0.011","2.338","4.693","92.0","Q1",
"JOURNAL OF HUMAN HYPERTENSION","J HUM HYPERTENS","0950-9240","1476-5527","PERIPHERAL VASCULAR DISEASE","SCIE","5,108","2.7","Q2","0.54"," 34/96 ","2.6","Q2","2.5","0.7"," 46/96 ","Q2","52.60","0.004","0.875","0.757","65.1","Q2",
"MOLECULAR GENETICS AND GENOMICS","MOL GENET GENOMICS","1617-4615","1617-4623","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","5,078","2.3","Q3","0.6"," 229/313 ","2.5","Q3","2.3","0.5"," 178/313 ","Q3","43.29","0.003","0.558","0.506","27.0","Q3",
"MOLECULAR GENETICS AND GENOMICS","MOL GENET GENOMICS","1617-4615","1617-4623","GENETICS & HEREDITY","SCIE","5,078","2.3","Q3","0.6"," 108/191 ","2.5","Q3","2.3","0.5"," 105/191 ","Q3","45.29","0.003","0.558","0.506","43.7","Q4",
"Global Change Biology Bioenergy","GCB BIOENERGY","1757-1693","1757-1707","AGRONOMY","SCIE","5,061","5.9","Q1","1.08"," 6/125 ","5.4","Q1","5.4","1"," 17/125 ","Q1","86.80","0.004","0.807","1.05","95.6","Q1",
"Global Change Biology Bioenergy","GCB BIOENERGY","1757-1693","1757-1707","ENERGY & FUELS","SCIE","5,061","5.9","Q2","1.08"," 57/170 ","5.4","Q2","5.4","1"," 52/173 ","Q1","70.23","0.004","0.807","1.05","66.8","Q2",
"INTERNATIONAL JOURNAL OF NEUROSCIENCE","INT J NEUROSCI","0020-7454","1563-5279","NEUROSCIENCES","SCIE","4,981","1.7","Q4","0.45"," 251/310 ","2","Q4","1.7","0.3"," 258/310 ","Q4","16.94","0.004","0.799","0.461","19.2","Q4",
"Structure and Infrastructure Engineering","STRUCT INFRASTRUCT E","1573-2479","1744-8980","ENGINEERING, CIVIL","SCIE","4,958","2.6","Q2","0.71"," 67/181 ","3.7","Q2","2.4","0.5"," 59/181 ","Q2","67.68","0.004","0.94","0.732","63.3","Q1",
"Structure and Infrastructure Engineering","STRUCT INFRASTRUCT E","1573-2479","1744-8980","ENGINEERING, MECHANICAL","SCIE","4,958","2.6","Q2","0.71"," 63/180 ","3.7","Q1","2.4","0.5"," 57/180 ","Q2","68.61","0.004","0.94","0.732","65.3","Q1",
"IEEE Transactions on Computational Social Systems","IEEE T COMPUT SOC SY","2329-924X","2329-924X","COMPUTER SCIENCE, CYBERNETICS","SCIE","4,843","4.5","Q1","0.96"," 6/32 ","4.6","Q1","3.8","1.2"," 6/32 ","Q1","82.81","0.007","1.566","0.923","82.8","Q1",
"IEEE Transactions on Computational Social Systems","IEEE T COMPUT SOC SY","2329-924X","2329-924X","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","4,843","4.5","Q1","0.96"," 51/249 ","4.6","Q1","3.8","1.2"," 80/251 ","Q1","68.33","0.007","1.566","0.923","79.7","Q2",
"JACS Au","JACS AU","N/A","2691-3704","CHEMISTRY, MULTIDISCIPLINARY","ESCI","4,793","8.5","Q1","1.55"," 35/230 ","8.5","Q1","8.3","1.9"," 29/231 ","Q1","87.66","0.01","2.261","2.557","85.0","Q1",
"PEDIATRIC CLINICS OF NORTH AMERICA","PEDIATR CLIN N AM","0031-3955","1557-8240","PEDIATRICS","SCIE","4,674","2.1","Q2","0.86"," 59/186 ","3","Q1","2","0.4"," 62/186 ","Q2","66.94","0.003","0.716","0.944","68.5","Q1",
"MICROVASCULAR RESEARCH","MICROVASC RES","0026-2862","1095-9319","PERIPHERAL VASCULAR DISEASE","SCIE","4,625","2.9","Q2","0.76"," 30/96 ","3","Q2","2.8","0.6"," 28/96 ","Q2","71.35","0.003","0.6","0.609","69.3","Q3",
"RESEARCH QUARTERLY FOR EXERCISE AND SPORT","RES Q EXERCISE SPORT","0270-1367","2168-3824","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","4,587","1.4","Q3","0.56"," 88/139 ","2.3","Q2","1.3","0.5"," 70/139 ","Q3","50.00","0.002","0.465","0.589","37.1","Q2",
"RESEARCH QUARTERLY FOR EXERCISE AND SPORT","RES Q EXERCISE SPORT","0270-1367","2168-3824","PSYCHOLOGY","SCIE","4,587","1.4","Q3","0.56"," 66/92 ","2.3","Q3","1.3","0.5"," 57/92 ","Q3","38.59","0.002","0.465","0.589","28.8","Q3",
"RESEARCH QUARTERLY FOR EXERCISE AND SPORT","RES Q EXERCISE SPORT","0270-1367","2168-3824","PSYCHOLOGY, APPLIED","SSCI","4,587","1.4","Q3","0.56"," 76/113 ","2.3","Q3","1.3","0.5"," 68/114 ","Q3","40.79","0.002","0.465","0.589","33.2","Q3",
"RESEARCH QUARTERLY FOR EXERCISE AND SPORT","RES Q EXERCISE SPORT","0270-1367","2168-3824","SPORT SCIENCES","SCIE","4,587","1.4","Q3","0.56"," 78/127 ","2.3","Q3","1.3","0.5"," 78/127 ","Q3","38.98","0.002","0.465","0.589","39.0","Q3",
"Chinese Journal of Mechanical Engineering","CHIN J MECH ENG-EN","1000-9345","2192-8258","ENGINEERING, MECHANICAL","SCIE","4,504","4.6","Q1","0.79"," 31/180 ","4.2","Q1","4.3","1.1"," 50/180 ","Q2","72.50","0.004","0.839","0.782","83.1","Q1",
"ETHOLOGY","ETHOLOGY","0179-1613","1439-0310","BEHAVIORAL SCIENCES","SCIE","4,227","1.3","Q4","0.56"," 43/55 ","1.7","Q4","1.3","0.2"," 46/55 ","Q3","17.27","0.002","0.483","0.555","22.7","Q4",
"ETHOLOGY","ETHOLOGY","0179-1613","1439-0310","ZOOLOGY","SCIE","4,227","1.3","Q2","0.56"," 69/180 ","1.7","Q2","1.3","0.2"," 102/180 ","Q3","43.61","0.002","0.483","0.555","61.9","Q1",
"BASIC AND APPLIED ECOLOGY","BASIC APPL ECOL","1439-1791","1618-0089","ECOLOGY","SCIE","4,196","3","Q2","0.98"," 60/195 ","3.5","Q2","3","0.6"," 48/195 ","Q1","75.64","0.003","0.688","0.921","69.5","Q2",
"DNA AND CELL BIOLOGY","DNA CELL BIOL","1044-5498","1557-7430","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,075","2.6","Q3","0.53"," 204/313 ","3.6","Q2","2.5","0.5"," 217/313 ","Q3","30.83","0.003","0.701","0.742","35.0","Q3",
"DNA AND CELL BIOLOGY","DNA CELL BIOL","1044-5498","1557-7430","CELL BIOLOGY","SCIE","4,075","2.6","Q3","0.53"," 144/205 ","3.6","Q3","2.5","0.5"," 137/205 ","Q3","33.41","0.003","0.701","0.742","30.0","Q3",
"DNA AND CELL BIOLOGY","DNA CELL BIOL","1044-5498","1557-7430","GENETICS & HEREDITY","SCIE","4,075","2.6","Q2","0.53"," 91/191 ","3.6","Q2","2.5","0.5"," 122/191 ","Q3","36.39","0.003","0.701","0.742","52.6","Q3",
"Qualitative Research in Sport Exercise and Health","QUAL RES SPORT EXERC","2159-676X","2159-6778","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","4,066","8","Q1","0.98"," 9/139 ","11.6","Q1","7.6","0.3"," 37/139 ","Q2","73.74","0.009","1.872","3.49","93.9","Q1",
"Qualitative Research in Sport Exercise and Health","QUAL RES SPORT EXERC","2159-676X","2159-6778","PSYCHOLOGY, APPLIED","SSCI","4,066","8","Q1","0.98"," 8/113 ","11.6","Q1","7.6","0.3"," 34/114 ","Q2","70.61","0.009","1.872","3.49","93.4","Q1",
"Qualitative Research in Sport Exercise and Health","QUAL RES SPORT EXERC","2159-676X","2159-6778","SPORT SCIENCES","SCIE","4,066","8","Q1","0.98"," 4/127 ","11.6","Q1","7.6","0.3"," 35/127 ","Q2","72.83","0.009","1.872","3.49","97.2","Q1",
"BMB Reports","BMB REP","1976-6696","1976-670X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,052","2.9","Q3","0.48"," 178/313 ","3.9","Q2","2.8","0.9"," 235/313 ","Q4","25.08","0.004","0.78","0.906","43.3","Q2",
"CURRENT OPINION IN LIPIDOLOGY","CURR OPIN LIPIDOL","0957-9672","1473-6535","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","3,994","3.8","Q2","0.6"," 112/313 ","3.9","Q2","3.7","0.7"," 178/313 ","Q2","43.29","0.002","0.537","1.199","64.4","Q2",
"CURRENT OPINION IN LIPIDOLOGY","CURR OPIN LIPIDOL","0957-9672","1473-6535","ENDOCRINOLOGY & METABOLISM","SCIE","3,994","3.8","Q2","0.6"," 58/186 ","3.9","Q2","3.7","0.7"," 116/186 ","Q2","37.90","0.002","0.537","1.199","69.1","Q2",
"CURRENT OPINION IN LIPIDOLOGY","CURR OPIN LIPIDOL","0957-9672","1473-6535","PERIPHERAL VASCULAR DISEASE","SCIE","3,994","3.8","Q1","0.6"," 19/96 ","3.9","Q1","3.7","0.7"," 40/96 ","Q2","58.85","0.002","0.537","1.199","80.7","Q1",
"Medicina Oral Patologia Oral y Cirugia Bucal","MED ORAL PATOL ORAL","1698-6946","1698-6946","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","3,981","1.8","Q2","0.78"," 72/157 ","2.5","Q2","1.8","0.5"," 74/157 ","Q2","53.18","0.002","0.51","0.559","54.5","Q2",
"Journal of Obstetrics and Gynaecology Canada","J OBSTET GYNAECOL CA","1701-2163","1701-2163","OBSTETRICS & GYNECOLOGY","ESCI","3,878","2","Q2","0.67"," 63/136 ","2","Q3","1.8","0.5"," 71/136 ","Q3","48.16","0.004","0.971","0.658","54.0","Q2",
"Research in Astronomy and Astrophysics","RES ASTRON ASTROPHYS","1674-4527","2397-6209","ASTRONOMY & ASTROPHYSICS","SCIE","3,864","1.8","Q3","0.4"," 44/84 ","1.7","Q3","1.5","0.9"," 48/84 ","Q3","43.45","0.006","1.223","0.6","48.2","Q3",
"ENVIRONMENTAL CONSERVATION","ENVIRON CONSERV","0376-8929","1469-4387","BIODIVERSITY CONSERVATION","SCIE","3,815","2.2","Q2","0.49"," 26/74 ","3","Q2","2.1","0.7"," 38/74 ","Q3","49.32","0.001","0.298","0.831","65.5","Q2",
"ENVIRONMENTAL CONSERVATION","ENVIRON CONSERV","0376-8929","1469-4387","ENVIRONMENTAL SCIENCES","SCIE","3,815","2.2","Q3","0.49"," 239/358 ","3","Q3","2.1","0.7"," 232/359 ","Q3","35.52","0.001","0.298","0.831","33.4","Q2",
"TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL","T I MEAS CONTROL","0142-3312","1477-0369","AUTOMATION & CONTROL SYSTEMS","SCIE","3,772","1.7","Q3","0.38"," 54/84 ","1.6","Q3","1.3","0.4"," 57/84 ","Q3","32.74","0.004","0.85","0.274","36.3","Q3",
"TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL","T I MEAS CONTROL","0142-3312","1477-0369","INSTRUMENTS & INSTRUMENTATION","SCIE","3,772","1.7","Q3","0.38"," 44/76 ","1.6","Q3","1.3","0.4"," 50/76 ","Q3","34.87","0.004","0.85","0.274","42.8","Q3",
"Expert Review of Gastroenterology & Hepatology","EXPERT REV GASTROENT","1747-4124","1747-4132","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,749","3.8","Q2","0.62"," 37/143 ","4.2","Q1","3.7","0.6"," 65/143 ","Q2","54.90","0.004","0.966","1.045","74.5","Q2",
"AUSTRALIAN DENTAL JOURNAL","AUST DENT J","0045-0421","1834-7819","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","3,685","1.9","Q2","0.82"," 66/157 ","2.3","Q2","1.8","0.4"," 64/157 ","Q2","59.55","0.001","0.268","0.539","58.3","Q2",
"International Journal of Oral Science","INT J ORAL SCI","1674-2818","2049-3169","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","3,639","10.8","Q1","5.61"," 2/157 ","11.7","Q1","10.7","1.6"," 1/157 ","Q1","99.68","0.004","0.822","2.292","99.0","Q1",
"OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA","OTOLARYNG CLIN N AM","0030-6665","1557-8259","OTORHINOLARYNGOLOGY","SCIE","3,584","1.3","Q3","0.69"," 36/65 ","2","Q2","1.3","0.3"," 34/65 ","Q3","48.46","0.002","0.536","0.594","45.4","Q2",
"Mitigation and Adaptation Strategies for Global Change","MITIG ADAPT STRAT GL","1381-2386","1573-1596","ENVIRONMENTAL SCIENCES","SCIE","3,485","2.5","Q3","0.59"," 209/358 ","3.6","Q2","2.4","0.6"," 190/359 ","Q3","47.21","0.002","0.463","0.864","41.8","Q2",
"Virtual and Physical Prototyping","VIRTUAL PHYS PROTOTY","1745-2759","1745-2767","ENGINEERING, MANUFACTURING","SCIE","3,479","10.2","Q1","1.86"," 5/68 ","10.2","Q1","8.7","2"," 6/68 ","Q1","91.91","0.003","0.654","1.824","93.4","Q1",
"Virtual and Physical Prototyping","VIRTUAL PHYS PROTOTY","1745-2759","1745-2767","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,479","10.2","Q1","1.86"," 52/438 ","10.2","Q1","8.7","2"," 39/438 ","Q1","91.21","0.003","0.654","1.824","88.2","Q1",
"JOURNAL OF GEOMETRY AND PHYSICS","J GEOM PHYS","0393-0440","1879-1662","MATHEMATICS","SCIE","3,386","1.6","Q1","1.02"," 50/489 ","1.3","Q1","1.5","0.3"," 84/489 ","Q1","82.92","0.005","1.15","0.579","89.9","Q2",
"JOURNAL OF GEOMETRY AND PHYSICS","J GEOM PHYS","0393-0440","1879-1662","PHYSICS, MATHEMATICAL","SCIE","3,386","1.6","Q2","1.02"," 25/60 ","1.3","Q2","1.5","0.3"," 9/60 ","Q1","85.83","0.005","1.15","0.579","59.2","Q3",
"SKIN RESEARCH AND TECHNOLOGY","SKIN RES TECHNOL","0909-752X","1600-0846","DERMATOLOGY","SCIE","3,379","2","Q3","0.76"," 49/94 ","2.3","Q2","1.7","0.5"," 36/94 ","Q2","62.23","0.002","0.468","0.457","48.4","Q3",
"JOURNAL OF COMPARATIVE PATHOLOGY","J COMP PATHOL","0021-9975","1532-3129","PATHOLOGY","SCIE","3,341","0.8","Q4","0.38"," 75/88 ","1.2","Q4","0.8","0.1"," 69/88 ","Q3","22.16","0.001","0.196","0.245","15.3","Q4",
"JOURNAL OF COMPARATIVE PATHOLOGY","J COMP PATHOL","0021-9975","1532-3129","VETERINARY SCIENCES","SCIE","3,341","0.8","Q3","0.38"," 108/167 ","1.2","Q3","0.8","0.1"," 117/168 ","Q3","30.65","0.001","0.196","0.245","35.6","Q3",
"ISRAEL JOURNAL OF CHEMISTRY","ISR J CHEM","0021-2148","1869-5868","CHEMISTRY, MULTIDISCIPLINARY","SCIE","3,334","2.3","Q3","0.31"," 121/230 ","2.9","Q2","2.3","0.6"," 148/231 ","Q3","36.15","0.003","0.699","0.774","47.6","Q2",
"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","APPL ECOL ENV RES","1589-1623","1785-0037","ECOLOGY","SCIE","3,332","0.6","Q4","0.15"," 176/195 ","0.9","Q4","0.5","0.1"," 181/195 ","Q4","7.44","0.003","0.659","0.129","10.0","Q4",
"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","APPL ECOL ENV RES","1589-1623","1785-0037","ENVIRONMENTAL SCIENCES","SCIE","3,332","0.6","Q4","0.15"," 338/358 ","0.9","Q4","0.5","0.1"," 336/359 ","Q4","6.55","0.003","0.659","0.129","5.7","Q4",
"Expert Review of Clinical Pharmacology","EXPERT REV CLIN PHAR","1751-2433","1751-2441","PHARMACOLOGY & PHARMACY","SCIE","3,312","3.6","Q2","0.7"," 94/354 ","4.1","Q2","3.5","0.6"," 163/354 ","Q2","54.10","0.005","1.028","1.102","73.6","Q1",
"EXPERT SYSTEMS","EXPERT SYST","0266-4720","1468-0394","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","3,307","3","Q2","0.65"," 92/197 ","3","Q2","2.8","0.5"," 91/198 ","Q2","54.29","0.004","0.796","0.5","53.6","Q3",
"EXPERT SYSTEMS","EXPERT SYST","0266-4720","1468-0394","COMPUTER SCIENCE, THEORY & METHODS","SCIE","3,307","3","Q2","0.65"," 41/143 ","3","Q2","2.8","0.5"," 58/143 ","Q2","59.79","0.004","0.796","0.5","71.7","Q2",
"BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT","BIOTECHNOL BIOTEC EQ","1310-2818","1314-3530","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,272","1.5","Q4","0.33"," 145/174 ","1.7","Q4","1.4","0.4"," 152/174 ","Q4","12.93","0.002","0.35","0.249","17.0","Q4",
"Ophthalmology Retina","OPHTHALMOL RETINA","2468-6530","N/A","OPHTHALMOLOGY","ESCI","3,222","4.4","Q1","2.1"," 9/95 ","4.3","Q1","4.1","1.8"," 5/95 ","Q1","95.26","0.008","1.856","1.569","91.1","Q1",
"NEUROLOGIC CLINICS","NEUROL CLIN","0733-8619","1557-9875","CLINICAL NEUROLOGY","SCIE","3,126","2.4","Q2","0.65"," 137/277 ","3.4","Q2","2.4","0.3"," 158/278 ","Q3","43.35","0.002","0.495","0.945","50.7","Q2",
"NEUROLOGIC CLINICS","NEUROL CLIN","0733-8619","1557-9875","NEUROSCIENCES","SCIE","3,126","2.4","Q3","0.65"," 195/310 ","3.4","Q2","2.4","0.3"," 195/310 ","Q3","37.26","0.002","0.495","0.945","37.3","Q3",
"JOURNAL OF PHYSICAL ORGANIC CHEMISTRY","J PHYS ORG CHEM","0894-3230","1099-1395","CHEMISTRY, ORGANIC","SCIE","3,126","1.9","Q2","0.41"," 28/58 ","1.8","Q2","1.7","0.6"," 34/58 ","Q3","42.24","0.001","0.291","0.266","52.6","Q3",
"JOURNAL OF PHYSICAL ORGANIC CHEMISTRY","J PHYS ORG CHEM","0894-3230","1099-1395","CHEMISTRY, PHYSICAL","SCIE","3,126","1.9","Q4","0.41"," 143/178 ","1.8","Q4","1.7","0.6"," 127/178 ","Q3","28.93","0.001","0.291","0.266","19.9","Q4",
"NURSING OUTLOOK","NURS OUTLOOK","0029-6554","1528-3968","NURSING","SCIE, SSCI","3,119","4.1","Q1","2.11"," 5/191 ","3.6","Q1","3.6","0.9"," 4/191 ","Q1","98.17","0.003","0.648","0.89","97.6","Q1",
"npj Quantum Materials","NPJ QUANTUM MATER","N/A","2397-4648","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,033","5.4","Q2","1.3"," 118/438 ","5.6","Q2","5","1.1"," 76/438 ","Q1","82.76","0.008","1.676","2.122","73.2","Q1",
"npj Quantum Materials","NPJ QUANTUM MATER","N/A","2397-4648","PHYSICS, APPLIED","SCIE","3,033","5.4","Q1","1.3"," 40/179 ","5.6","Q1","5","1.1"," 26/179 ","Q1","85.75","0.008","1.676","2.122","77.9","Q1",
"npj Quantum Materials","NPJ QUANTUM MATER","N/A","2397-4648","PHYSICS, CONDENSED MATTER","SCIE","3,033","5.4","Q2","1.3"," 20/79 ","5.6","Q1","5","1.1"," 11/79 ","Q1","86.71","0.008","1.676","2.122","75.3","Q1",
"npj Quantum Materials","NPJ QUANTUM MATER","N/A","2397-4648","QUANTUM SCIENCE & TECHNOLOGY","SCIE","3,033","5.4","Q1","1.3"," 6/26 ","5.6","Q2","5","1.1"," 6/26 ","Q1","78.85","0.008","1.676","2.122","78.8","Q1",
"International Journal of Neural Systems","INT J NEURAL SYST","0129-0657","1793-6462","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","3,022","6.6","Q1","1.15"," 33/197 ","5","Q1","4","1.4"," 45/198 ","Q1","77.53","0.002","0.541","0.921","83.5","Q2",
"Operative Neurosurgery","OPER NEUROSURG","2332-4252","2332-4260","CLINICAL NEUROLOGY","SCIE","2,982","1.7","Q3","0.73"," 198/277 ","2","Q3","1.5","0.6"," 131/278 ","Q2","53.06","0.005","1.161","0.576","28.7","Q3",
"Operative Neurosurgery","OPER NEUROSURG","2332-4252","2332-4260","SURGERY","SCIE","2,982","1.7","Q2","0.73"," 133/290 ","2","Q2","1.5","0.6"," 124/290 ","Q2","57.41","0.005","1.161","0.576","54.3","Q2",
"Infectious Diseases and Therapy","INFECT DIS THER","2193-8229","2193-6382","INFECTIOUS DISEASES","SCIE","2,892","4.7","Q1","0.93"," 20/132 ","4.6","Q1","4.5","1.1"," 32/132 ","Q1","76.14","0.005","1.191","1.331","85.2","Q1",
"Journal of Prosthodontic Research","J PROSTHODONT RES","1883-1958","2212-4632","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","2,890","3.2","Q1","1.63"," 20/157 ","4.1","Q1","2.7","1.3"," 11/157 ","Q1","93.31","0.003","0.636","0.842","87.6","Q1",
"MATERIALS TECHNOLOGY","MATER TECHNOL","1066-7857","1753-5557","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,820","2.9","Q3","0.51"," 220/438 ","2.9","Q3","2.6","1.7"," 243/438 ","Q3","44.63","0.002","0.458","0.39","49.9","Q3",
"PULMONARY PHARMACOLOGY & THERAPEUTICS","PULM PHARMACOL THER","1094-5539","N/A","PHARMACOLOGY & PHARMACY","SCIE","2,818","3.3","Q2","0.84"," 118/354 ","2.8","Q2","3.3","0.5"," 116/354 ","Q2","67.37","0.002","0.402","0.642","66.8","Q2",
"PULMONARY PHARMACOLOGY & THERAPEUTICS","PULM PHARMACOL THER","1094-5539","N/A","RESPIRATORY SYSTEM","SCIE","2,818","3.3","Q2","0.84"," 32/100 ","2.8","Q2","3.3","0.5"," 34/101 ","Q2","66.83","0.002","0.402","0.642","68.5","Q3",
"EURASIAN SOIL SCIENCE","EURASIAN SOIL SCI+","1064-2293","1556-195X","SOIL SCIENCE","SCIE","2,810","1.4","Q4","0.3"," 41/49 ","1.4","Q4","0.9","0.2"," 43/49 ","Q4","13.27","0.001","0.288","0.191","17.3","Q4",
"AMERICAN SCIENTIST","AM SCI","0003-0996","1545-2786","MULTIDISCIPLINARY SCIENCES","SCIE","2,740","0.5","Q4","0.1"," 104/134 ","0.6","Q3","0.5","0.1"," 110/135 ","Q4","18.89","0","0.066","0.231","22.8","Q3",
"Pediatric Rheumatology","PEDIATR RHEUMATOL","N/A","1546-0096","PEDIATRICS","SCIE","2,733","2.8","Q1","0.89"," 33/186 ","2.8","Q2","2.6","0.4"," 58/186 ","Q2","69.09","0.004","0.821","0.867","82.5","Q2",
"Pediatric Rheumatology","PEDIATR RHEUMATOL","N/A","1546-0096","RHEUMATOLOGY","SCIE","2,733","2.8","Q2","0.89"," 23/57 ","2.8","Q2","2.6","0.4"," 15/57 ","Q2","74.56","0.004","0.821","0.867","60.5","Q2",
"CHEMICAL RESEARCH IN CHINESE UNIVERSITIES","CHEM RES CHINESE U","1005-9040","2210-3171","CHEMISTRY, MULTIDISCIPLINARY","SCIE","2,717","3.1","Q2","0.43"," 98/230 ","2.2","Q3","3","0.6"," 122/231 ","Q3","47.40","0.003","0.594","0.372","57.6","Q3",
"Brazilian Journal of Otorhinolaryngology","BRAZ J OTORHINOLAR","1808-8694","1808-8686","OTORHINOLARYNGOLOGY","SCIE","2,650","1.7","Q2","1.22"," 26/65 ","1.8","Q2","1.6","0.3"," 14/65 ","Q1","79.23","0.002","0.478","0.438","60.8","Q3",
"GLYCOCONJUGATE JOURNAL","GLYCOCONJUGATE J","0282-0080","1573-4986","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","2,637","2.7","Q3","0.51"," 193/313 ","2.7","Q3","2.6","0.6"," 226/313 ","Q3","27.96","0.001","0.272","0.55","38.5","Q3",
"JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY","J NUTR SCI VITAMINOL","0301-4800","1881-7742","NUTRITION & DIETETICS","SCIE","2,623","0.7","Q4","0.2"," 97/114 ","1.9","Q4","0.7","0.2"," 94/114 ","Q4","17.98","0.001","0.26","0.357","15.4","Q4",
"International Journal of Metalcasting","INT J METALCAST","1939-5981","2163-3193","METALLURGY & METALLURGICAL ENGINEERING","SCIE","2,567","2.6","Q2","0.64"," 25/90 ","2.6","Q2","1.4","0.6"," 22/91 ","Q1","76.37","0.001","0.281","0.218","72.8","Q3",
"JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY","J PHYSIOL BIOCHEM","1138-7548","1877-8755","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","2,566","3.7","Q2","0.88"," 119/313 ","3.8","Q2","3.5","0.8"," 91/313 ","Q2","71.09","0.002","0.429","0.734","62.1","Q3",
"JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY","J PHYSIOL BIOCHEM","1138-7548","1877-8755","PHYSIOLOGY","SCIE","2,566","3.7","Q1","0.88"," 17/85 ","3.8","Q1","3.5","0.8"," 34/85 ","Q2","60.59","0.002","0.429","0.734","80.6","Q2",
"npj Clean Water","NPJ CLEAN WATER","2059-7037","2059-7037","ENGINEERING, CHEMICAL","SCIE","2,563","10.4","Q1","1.47"," 9/170 ","12.2","Q1","10.2","2.4"," 12/171 ","Q1","93.27","0.003","0.727","2.068","95.0","Q1",
"npj Clean Water","NPJ CLEAN WATER","2059-7037","2059-7037","ENVIRONMENTAL SCIENCES","SCIE","2,563","10.4","Q1","1.47"," 20/358 ","12.2","Q1","10.2","2.4"," 39/359 ","Q1","89.28","0.003","0.727","2.068","94.6","Q1",
