"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"MOLECULAR IMAGING AND BIOLOGY","MOL IMAGING BIOL","1536-1632","1860-2002","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","3,173","3"," 52/204 ","2.7","Q2","2.9","0.4","0.88"," 60/204 ","Q2","Q2","74.8","70.83","0.004","0.816","0.706","Q2",
"PalZ","PALZ","0031-0220","1867-6812","PALEONTOLOGY","SCIE","551","1.9"," 12/56 ","1.6","Q2","1.8","0.7","0.88"," 18/56 ","Q2","Q1","79.5","68.75","0.001","0.222","0.474","Q2",
"GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS","GEOCHEM GEOPHY GEOSY","N/A","1525-2027","GEOCHEMISTRY & GEOPHYSICS","SCIE","19,697","2.9"," 26/101 ","4","Q1","2.6","0.6","0.87"," 31/101 ","Q2","Q2","74.8","69.80","0.019","4.109","1.675","Q1",
"MATHEMATICAL PROGRAMMING","MATH PROGRAM","0025-5610","1436-4646","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","12,372","2.2"," 59/131 ","3.3","Q2","2.1","0.4","0.87"," 37/131 ","Q2","Q2","55.3","72.14","0.015","3.261","2.32","Q1",
"MATHEMATICAL PROGRAMMING","MATH PROGRAM","0025-5610","1436-4646","MATHEMATICS, APPLIED","SCIE","12,372","2.2"," 46/331 ","3.3","Q1","2.1","0.4","0.87"," 104/331 ","Q2","Q1","86.3","68.73","0.015","3.261","2.32","Q1",
"MATHEMATICAL PROGRAMMING","MATH PROGRAM","0025-5610","1436-4646","OPERATIONS RESEARCH & MANAGEMENT SCIENCE","SCIE","12,372","2.2"," 45/106 ","3.3","Q2","2.1","0.4","0.87"," 28/106 ","Q2","Q2","58.0","74.06","0.015","3.261","2.32","Q1",
"FUSION ENGINEERING AND DESIGN","FUSION ENG DES","0920-3796","1873-7196","NUCLEAR SCIENCE & TECHNOLOGY","SCIE","11,967","1.9"," 10/40 ","1.6","Q2","1.3","0.4","0.87"," 9/40 ","Q1","Q1","76.3","78.75","0.009","1.87","0.316","Q3",
"JOURNAL OF WILDLIFE MANAGEMENT","J WILDLIFE MANAGE","0022-541X","1937-2817","ECOLOGY","SCIE","10,536","1.9"," 107/195 ","2.4","Q2","1.6","0.4","0.87"," 63/195 ","Q2","Q3","45.4","67.95","0.004","0.813","0.628","Q3",
"JOURNAL OF WILDLIFE MANAGEMENT","J WILDLIFE MANAGE","0022-541X","1937-2817","ZOOLOGY","SCIE","10,536","1.9"," 31/180 ","2.4","Q1","1.6","0.4","0.87"," 50/180 ","Q2","Q1","83.1","72.50","0.004","0.813","0.628","Q1",
"INDIAN PEDIATRICS","INDIAN PEDIATR","0019-6061","0974-7559","PEDIATRICS","SCIE","3,635","1.7"," 78/186 ","1.9","Q2","1.6","0.7","0.87"," 61/186 ","Q2","Q2","58.3","67.47","0.003","0.601","0.493","Q3",
"Alternative Law Journal","ALTERN LAW J","1037-969X","2398-9084","LAW","ESCI","342","0.7"," 171/421 ","0.7","Q2","0.6","0.1","0.87"," 144/421 ","Q2","Q2","59.5","65.91","0","0.081","0.202","Q3",
"FOOD AND BIOPRODUCTS PROCESSING","FOOD BIOPROD PROCESS","0960-3085","1744-3571","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","6,297","3.5"," 63/174 ","4.2","Q2","3.4","0.9","0.86"," 50/174 ","Q1","Q2","64.1","71.55","0.003","0.749","0.578","Q3",
"FOOD AND BIOPRODUCTS PROCESSING","FOOD BIOPROD PROCESS","0960-3085","1744-3571","ENGINEERING, CHEMICAL","SCIE","6,297","3.5"," 63/170 ","4.2","Q2","3.4","0.9","0.86"," 38/171 ","Q1","Q2","63.2","78.07","0.003","0.749","0.578","Q2",
"FOOD AND BIOPRODUCTS PROCESSING","FOOD BIOPROD PROCESS","0960-3085","1744-3571","FOOD SCIENCE & TECHNOLOGY","SCIE","6,297","3.5"," 60/173 ","4.2","Q2","3.4","0.9","0.86"," 51/173 ","Q1","Q2","65.6","70.81","0.003","0.749","0.578","Q2",
"Set-Valued and Variational Analysis","SET-VALUED VAR ANAL","1877-0533","1877-0541","MATHEMATICS, APPLIED","SCIE","636","1.3"," 124/331 ","1.6","Q2","1.2","0.2","0.86"," 106/331 ","Q2","Q2","62.7","68.13","0.002","0.42","1.009","Q1",
"Human Vaccines & Immunotherapeutics","HUM VACC IMMUNOTHER","2164-5515","2164-554X","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,391","4.1"," 45/174 ","4.2","Q2","3.7","0.9","0.85"," 53/174 ","Q2","Q2","74.4","69.83","0.018","3.999","1.006","Q1",
"Human Vaccines & Immunotherapeutics","HUM VACC IMMUNOTHER","2164-5515","2164-554X","IMMUNOLOGY","SCIE","14,391","4.1"," 74/181 ","4.2","Q2","3.7","0.9","0.85"," 57/181 ","Q2","Q2","59.4","68.78","0.018","3.999","1.006","Q2",
"Metabolomics","METABOLOMICS","1573-3882","1573-3890","ENDOCRINOLOGY & METABOLISM","SCIE","6,412","3.5"," 68/186 ","4.1","Q2","3.4","0.6","0.85"," 66/186 ","Q2","Q2","63.7","64.78","0.005","1.098","0.953","Q2",
"INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION","INT J TECHNOL DES ED","0957-7572","1573-1804","EDUCATION & EDUCATIONAL RESEARCH","SSCI","1,621","2"," 193/756 ","2.3","Q2","1.8","0.3","0.85"," 295/756 ","Q1","Q2","74.5","61.04","0.002","0.33","0.437","Q2",
"INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION","INT J TECHNOL DES ED","0957-7572","1573-1804","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","1,621","2"," 28/85 ","2.3","Q2","1.8","0.3","0.85"," 32/85 ","Q1","Q2","67.6","62.94","0.002","0.33","0.437","Q2",
"INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION","INT J TECHNOL DES ED","0957-7572","1573-1804","ENGINEERING, MULTIDISCIPLINARY","SCIE","1,621","2"," 58/179 ","2.3","Q2","1.8","0.3","0.85"," 42/180 ","Q1","Q2","67.9","76.94","0.002","0.33","0.437","Q2",
"International Journal of Structural Stability and Dynamics","INT J STRUCT STAB DY","0219-4554","1793-6764","ENGINEERING, CIVIL","SCIE","4,892","3"," 55/181 ","2.9","Q2","1.9","0.9","0.84"," 45/181 ","Q1","Q2","69.9","75.41","0.004","0.905","0.425","Q2",
"International Journal of Structural Stability and Dynamics","INT J STRUCT STAB DY","0219-4554","1793-6764","ENGINEERING, MECHANICAL","SCIE","4,892","3"," 50/180 ","2.9","Q2","1.9","0.9","0.84"," 43/180 ","Q1","Q2","72.5","76.39","0.004","0.905","0.425","Q2",
"International Journal of Structural Stability and Dynamics","INT J STRUCT STAB DY","0219-4554","1793-6764","MECHANICS","SCIE","4,892","3"," 48/170 ","2.9","Q2","1.9","0.9","0.84"," 50/170 ","Q1","Q2","72.1","70.88","0.004","0.905","0.425","Q3",
"JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES","J PHARM PHARM SCI","N/A","1482-1826","PHARMACOLOGY & PHARMACY","SCIE","2,319","2.9"," 147/354 ","2.6","Q3","2.9","0.8","0.84"," 116/354 ","Q2","Q2","58.6","67.37","0.001","0.221","0.512","Q3",
"Research in Mathematics Education","RES MATH EDUCAT","1479-4802","1754-0178","EDUCATION & EDUCATIONAL RESEARCH","ESCI","422","1.3"," 345/756 ","1.8","Q2","1.1","0.3","0.84"," 298/756 ","Q2","Q2","54.4","60.65","0.001","0.128","0.649","Q2",
"Communications in Mathematics and Statistics","COMMUN MATH STAT","2194-6701","2194-671X","MATHEMATICS","SCIE","630","1.1"," 98/489 ","1.9","Q1","1.1","0.2","0.84"," 126/489 ","Q2","Q1","80.1","74.34","0.001","0.302","0.981","Q1",
"CHINESE JOURNAL OF POLYMER SCIENCE","CHINESE J POLYM SCI","0256-7679","1439-6203","POLYMER SCIENCE","SCIE","4,262","4.1"," 27/94 ","3.3","Q2","3.8","1","0.83"," 24/94 ","Q2","Q2","71.8","75.00","0.004","0.883","0.561","Q2",
"ZOOLOGISCHER ANZEIGER","ZOOL ANZ","0044-5231","0044-5231","ZOOLOGY","SCIE","2,341","1.2"," 84/180 ","1.3","Q2","1.2","0.5","0.83"," 53/180 ","Q2","Q2","53.6","70.83","0.001","0.291","0.354","Q2",
"Practical Theology","PRACT THEOL","1756-073X","1756-0748","RELIGION","ESCI","150","0.4"," N/A ","0.4","N/A","0.3","0.1","0.83"," 89/339 ","Q2","N/A","N/A","73.89","0","0.062","0.203","Q2",
"Remote Sensing Applications-Society and Environment","REMOTE SENS APPL","2352-9385","2352-9385","ENVIRONMENTAL SCIENCES","ESCI","3,763","3.8"," 129/358 ","N/A","N/A","3.6","0.9","0.82"," 119/359 ","Q2","Q2","64.1","66.99","0.005","0.985","N/A","N/A",
"Remote Sensing Applications-Society and Environment","REMOTE SENS APPL","2352-9385","2352-9385","REMOTE SENSING","ESCI","3,763","3.8"," 21/62 ","N/A","N/A","3.6","0.9","0.82"," 24/62 ","Q2","Q2","66.9","62.10","0.005","0.985","N/A","N/A",
"Epidemiology and Health","EPIDEMIOL HEALTH","2092-7193","2092-7193","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","2,094","2.2"," 189/403 ","3.2","Q2","2.1","0.4","0.82"," 142/403 ","Q2","Q2","53.2","64.89","0.003","0.575","0.816","Q2",
"PeerJ Computer Science","PEERJ COMPUT SCI","N/A","2376-5992","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","4,862","3.5"," 75/197 ","3.4","Q2","3.4","0.6","0.81"," 68/198 ","Q2","Q2","62.2","65.91","0.005","1.189","0.645","Q2",
"PeerJ Computer Science","PEERJ COMPUT SCI","N/A","2376-5992","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","4,862","3.5"," 83/249 ","3.4","Q2","3.4","0.6","0.81"," 101/251 ","Q2","Q2","66.9","59.96","0.005","1.189","0.645","Q2",
"PeerJ Computer Science","PEERJ COMPUT SCI","N/A","2376-5992","COMPUTER SCIENCE, THEORY & METHODS","SCIE","4,862","3.5"," 31/143 ","3.4","Q1","3.4","0.6","0.81"," 40/143 ","Q2","Q1","78.7","72.38","0.005","1.189","0.645","Q2",
"Clinical Interventions in Aging","CLIN INTERV AGING","N/A","1178-1998","GERIATRICS & GERONTOLOGY","SCIE","9,902","3.5"," 29/74 ","4.5","Q2","3.4","0.6","0.8"," 37/74 ","Q2","Q2","61.5","50.68","0.009","2.033","1.082","Q2",
"CLINICAL DRUG INVESTIGATION","CLIN DRUG INVEST","1173-2563","1179-1918","PHARMACOLOGY & PHARMACY","SCIE","2,713","2.9"," 147/354 ","2.5","Q3","2.8","0.6","0.8"," 125/354 ","Q2","Q2","58.6","64.83","0.003","0.631","0.655","Q2",
"DERMATOLOGIC SURGERY","DERMATOL SURG","1076-0512","1524-4725","DERMATOLOGY","SCIE","9,160","2.5"," 36/94 ","2.7","Q2","2.2","0.5","0.8"," 32/94 ","Q2","Q2","62.2","66.49","0.006","1.352","0.813","Q2",
"DERMATOLOGIC SURGERY","DERMATOL SURG","1076-0512","1524-4725","SURGERY","SCIE","9,160","2.5"," 68/290 ","2.7","Q2","2.2","0.5","0.8"," 107/290 ","Q2","Q1","76.7","63.28","0.006","1.352","0.813","Q2",
"Annals of Physics","ANN PHYS-NEW YORK","0003-4916","1096-035X","PHYSICS, MULTIDISCIPLINARY","SCIE","15,722","3"," 28/110 ","2.7","Q2","2.7","1","0.79"," 30/110 ","Q2","Q2","75.0","73.18","0.008","1.702","0.82","Q2",
"Annual Review of Cancer Biology","ANNU REV CANCER BIOL","2472-3428","2472-3428","ONCOLOGY","SCIE","1,012","4.7"," 73/322 ","7.4","Q1","4.7","2.6","0.78"," 126/322 ","Q2","Q1","77.5","61.02","0.003","0.655","3.379","Q1",
"Cell Reports Methods","CELL REP METHODS","2667-2375","2667-2375","BIOCHEMICAL RESEARCH METHODS","ESCI","1,078","4.3"," 12/85 ","4.3","Q1","4.2","1","0.78"," 31/85 ","Q2","Q1","86.5","64.12","0.003","0.725","1.87","Q1",
"Cell Reports Methods","CELL REP METHODS","2667-2375","2667-2375","CELL BIOLOGY","ESCI","1,078","4.3"," 81/205 ","4.3","Q2","4.2","1","0.78"," 86/205 ","Q2","Q2","60.7","58.29","0.003","0.725","1.87","Q1",
"Wearable Technologies","WEAR TECHNOL","N/A","2631-7176","ENGINEERING, BIOMEDICAL","ESCI","228","3.4"," 50/122 ","3.8","Q2","3","0.7","0.78"," 47/122 ","Q2","Q2","59.4","61.89","0","0.084","0.848","Q2",
"Wearable Technologies","WEAR TECHNOL","N/A","2631-7176","REHABILITATION","ESCI","228","3.4"," 11/169 ","3.8","Q1","3","0.7","0.78"," 82/169 ","Q2","Q1","93.8","51.78","0","0.084","0.848","Q1",
"Wearable Technologies","WEAR TECHNOL","N/A","2631-7176","ROBOTICS","ESCI","228","3.4"," 18/46 ","3.8","Q2","3","0.7","0.78"," 18/46 ","Q2","Q2","62.0","61.96","0","0.084","0.848","Q2",
"EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT","EDUC PSYCHOL MEAS","0013-1644","1552-3888","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","11,555","2.1"," 43/135 ","4.1","Q1","2","0.5","0.78"," 39/135 ","Q2","Q2","68.5","71.48","0.004","0.976","1.802","Q1",
"EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT","EDUC PSYCHOL MEAS","0013-1644","1552-3888","PSYCHOLOGY, EDUCATIONAL","SSCI","11,555","2.1"," 33/74 ","4.1","Q1","2","0.5","0.78"," 45/74 ","Q2","Q2","56.1","39.86","0.004","0.976","1.802","Q1",
"EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT","EDUC PSYCHOL MEAS","0013-1644","1552-3888","PSYCHOLOGY, MATHEMATICAL","SSCI","11,555","2.1"," 5/13 ","4.1","Q1","2","0.5","0.78"," 4/13 ","Q2","Q2","65.4","73.08","0.004","0.976","1.802","Q1",
"BMJ Paediatrics Open","BMJ PAEDIATR OPEN","N/A","2399-9772","PEDIATRICS","SCIE","1,437","2"," 68/186 ","2.2","Q2","2","0.5","0.78"," 71/186 ","Q2","Q2","63.7","62.10","0.003","0.705","0.706","Q2",
"Facial Plastic Surgery Clinics of North America","FACIAL PLAST SURG CL","1064-7406","1558-1926","SURGERY","SCIE","1,663","1.9"," 117/290 ","2.5","Q2","1.8","0.1","0.78"," 115/290 ","Q2","Q2","59.8","60.52","0.002","0.344","0.722","Q2",
"SEMINARS IN IMMUNOLOGY","SEMIN IMMUNOL","1044-5323","1096-3618","IMMUNOLOGY","SCIE","7,034","7.4"," 25/181 ","10","Q1","7.3","2.2","0.77"," 69/181 ","Q2","Q1","86.5","62.15","0.006","1.394","3.115","Q1",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, ANALYTICAL","SCIE","1,485","5.2"," 17/106 ","5.7","Q1","5.2","1","0.77"," 35/106 ","Q1","Q1","84.4","67.45","0.001","0.206","0.908","Q1",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, APPLIED","SCIE","1,485","5.2"," 13/74 ","5.7","Q1","5.2","1","0.77"," 22/74 ","Q1","Q1","83.1","70.95","0.001","0.206","0.908","Q1",
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","ENGINEERING, CHEMICAL","SCIE","1,485","5.2"," 35/170 ","5.7","Q1","5.2","1","0.77"," 42/171 ","Q1","Q1","79.7","75.73","0.001","0.206","0.908","Q1",
"BIOMETALS","BIOMETALS","0966-0844","1572-8773","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","5,192","4.1"," 96/313 ","3.7","Q2","3.9","0.6","0.77"," 119/313 ","Q2","Q2","69.5","62.14","0.002","0.455","0.627","Q3",
"JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY","J TRACE ELEM MED BIO","0946-672X","1878-3252","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","6,975","3.6"," 126/313 ","3.6","Q2","3.4","0.6","0.77"," 119/313 ","Q2","Q2","59.9","62.14","0.005","1.091","0.59","Q3",
"JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY","J TRACE ELEM MED BIO","0946-672X","1878-3252","ENDOCRINOLOGY & METABOLISM","SCIE","6,975","3.6"," 65/186 ","3.6","Q2","3.4","0.6","0.77"," 80/186 ","Q2","Q2","65.3","57.26","0.005","1.091","0.59","Q3",
"JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","J THERM ANAL CALORIM","1388-6150","1588-2926","CHEMISTRY, ANALYTICAL","SCIE","30,770","3"," 41/106 ","3.2","Q2","2.6","0.7","0.77"," 35/106 ","Q2","Q2","61.8","67.45","0.018","4.016","0.427","Q3",
"JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","J THERM ANAL CALORIM","1388-6150","1588-2926","CHEMISTRY, PHYSICAL","SCIE","30,770","3"," 94/178 ","3.2","Q2","2.6","0.7","0.77"," 65/178 ","Q2","Q3","47.5","63.76","0.018","4.016","0.427","Q3",
"JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","J THERM ANAL CALORIM","1388-6150","1588-2926","THERMODYNAMICS","SCIE","30,770","3"," 22/76 ","3.2","Q2","2.6","0.7","0.77"," 20/76 ","Q2","Q2","71.7","74.34","0.018","4.016","0.427","Q2",
"Parasite","PARASITE","1252-607X","1776-1042","PARASITOLOGY","SCIE","2,320","2.3"," 16/45 ","2.6","Q2","2.2","0.5","0.77"," 19/45 ","Q2","Q2","65.6","58.89","0.002","0.45","0.673","Q2",
"Cultural History","CULT HIST","2045-290X","2045-2918","HISTORY","ESCI","88","0.2"," 234/518 ","0.5","Q2","0.2","<0.1","0.77"," 181/519 ","Q2","Q2","54.9","65.22","0","0.027","0.26","Q3",
"JOURNAL OF LARYNGOLOGY AND OTOLOGY","J LARYNGOL OTOL","0022-2151","1748-5460","OTORHINOLARYNGOLOGY","SCIE","6,607","1.1"," 40/65 ","1.3","Q3","1","0.2","0.76"," 32/65 ","Q2","Q3","39.2","51.54","0.003","0.706","0.332","Q3",
"POSITIVITY","POSITIVITY","1385-1292","1572-9281","MATHEMATICS","SCIE","799","0.8"," 178/489 ","0.9","Q2","0.7","0.3","0.76"," 156/489 ","Q2","Q2","63.7","68.20","0.002","0.353","0.433","Q3",
"CURRENT OPINION IN IMMUNOLOGY","CURR OPIN IMMUNOL","0952-7915","1879-0372","IMMUNOLOGY","SCIE","9,701","6.6"," 29/181 ","6.5","Q1","6.5","1.1","0.75"," 73/181 ","Q2","Q1","84.3","59.94","0.01","2.116","2.351","Q1",
"BMC BIOINFORMATICS","BMC BIOINFORMATICS","1471-2105","1471-2105","BIOCHEMICAL RESEARCH METHODS","SCIE","48,444","2.9"," 33/85 ","3.6","Q2","2.8","0.7","0.75"," 34/85 ","Q2","Q2","61.8","60.59","0.033","7.179","1.323","Q1",
"BMC BIOINFORMATICS","BMC BIOINFORMATICS","1471-2105","1471-2105","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","48,444","2.9"," 86/174 ","3.6","Q2","2.8","0.7","0.75"," 71/174 ","Q2","Q2","50.9","59.48","0.033","7.179","1.323","Q1",
"BMC BIOINFORMATICS","BMC BIOINFORMATICS","1471-2105","1471-2105","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","48,444","2.9"," 16/65 ","3.6","Q1","2.8","0.7","0.75"," 25/65 ","Q2","Q1","76.2","62.31","0.033","7.179","1.323","Q1",
"Geomechanics and Engineering","GEOMECH ENG","2005-307X","2092-6219","ENGINEERING, CIVIL","SCIE","3,462","2.5"," 70/181 ","2.5","Q2","1.8","1","0.75"," 53/181 ","Q2","Q2","61.6","70.99","0.003","0.618","0.364","Q3",
"Geomechanics and Engineering","GEOMECH ENG","2005-307X","2092-6219","ENGINEERING, GEOLOGICAL","SCIE","3,462","2.5"," 29/63 ","2.5","Q2","1.8","1","0.75"," 26/63 ","Q2","Q2","54.8","59.52","0.003","0.618","0.364","Q3",
"Melbourne Journal of International Law","MELB J INT LAW","1444-8602","1444-8610","LAW","ESCI","361","1"," 124/421 ","1.3","Q1","1","N/A","0.75"," 170/421 ","Q2","Q2","70.7","59.74","0.001","0.134","0.805","Q1",
"Communication Studies","COMMUN STUD","1051-0974","1745-1035","COMMUNICATION","ESCI","1,370","1.4"," 101/227 ","2.1","Q2","1.3","0.3","0.74"," 96/227 ","Q2","Q2","55.7","57.93","0.001","0.283","0.679","Q2",
"MACROMOLECULAR BIOSCIENCE","MACROMOL BIOSCI","1616-5187","1616-5195","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","9,055","4.4"," 82/313 ","5","Q2","4.2","0.9","0.73"," 129/313 ","Q2","Q2","74.0","58.95","0.005","1.166","0.776","Q2",
"MACROMOLECULAR BIOSCIENCE","MACROMOL BIOSCI","1616-5187","1616-5195","MATERIALS SCIENCE, BIOMATERIALS","SCIE","9,055","4.4"," 23/53 ","5","Q2","4.2","0.9","0.73"," 25/53 ","Q2","Q2","57.5","53.77","0.005","1.166","0.776","Q2",
"MACROMOLECULAR BIOSCIENCE","MACROMOL BIOSCI","1616-5187","1616-5195","POLYMER SCIENCE","SCIE","9,055","4.4"," 23/94 ","5","Q1","4.2","0.9","0.73"," 29/94 ","Q2","Q1","76.1","69.68","0.005","1.166","0.776","Q1",
"JOURNAL OF CUTANEOUS MEDICINE AND SURGERY","J CUTAN MED SURG","1203-4754","1615-7109","DERMATOLOGY","SCIE","1,795","3.1"," 27/94 ","2.4","Q2","2.9","0.7","0.73"," 39/94 ","Q2","Q2","71.8","59.04","0.002","0.451","0.739","Q2",
"ACS Chemical Health & Safety","ACS CHEM HEALTH SAFE","1871-5532","1878-0504","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","ESCI","359","2.9"," 128/403 ","2.7","Q2","2.5","0.8","0.73"," 170/403 ","Q2","Q2","68.4","57.94","0","0.104","0.484","Q3",
"QUINTESSENCE INTERNATIONAL","QUINTESSENCE INT","0033-6572","1936-7163","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","3,078","1.3"," 102/157 ","1.8","Q3","1.2","0.5","0.73"," 82/157 ","Q3","Q3","35.4","48.09","0.001","0.296","0.393","Q3",
"BIOFOULING","BIOFOULING","0892-7014","1029-2454","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","5,312","2.6"," 95/174 ","3.7","Q2","2.4","0.5","0.72"," 74/174 ","Q2","Q3","45.7","57.76","0.002","0.39","0.612","Q2",
"BIOFOULING","BIOFOULING","0892-7014","1029-2454","MARINE & FRESHWATER BIOLOGY","SCIE","5,312","2.6"," 21/119 ","3.7","Q1","2.4","0.5","0.72"," 36/119 ","Q2","Q1","82.8","70.17","0.002","0.39","0.612","Q1",
"Biochimica et Biophysica Acta-Gene Regulatory Mechanisms","BBA-GENE REGUL MECH","1874-9399","1876-4320","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","6,824","2.6"," 204/313 ","3.6","Q2","2.5","0.5","0.71"," 134/313 ","Q2","Q3","35.0","57.35","0.004","0.86","1.15","Q2",
"Biochimica et Biophysica Acta-Gene Regulatory Mechanisms","BBA-GENE REGUL MECH","1874-9399","1876-4320","BIOPHYSICS","SCIE","6,824","2.6"," 39/77 ","3.6","Q1","2.5","0.5","0.71"," 27/77 ","Q2","Q3","50.0","65.58","0.004","0.86","1.15","Q1",
"Investigative and Clinical Urology","INVESTIG CLIN UROL","2466-0493","2466-054X","UROLOGY & NEPHROLOGY","SCIE","1,107","2.5"," 44/126 ","2.2","Q3","2.3","0.5","0.71"," 55/126 ","Q2","Q2","65.5","56.75","0.002","0.345","0.543","Q3",
"Health Informatics Journal","HEALTH INFORM J","1460-4582","1741-2811","HEALTH CARE SCIENCES & SERVICES","SCIE","2,276","2.2"," 83/174 ","2.8","Q2","2.1","0.5","0.71"," 83/175 ","Q2","Q2","52.6","52.86","0.003","0.667","0.648","Q3",
"Health Informatics Journal","HEALTH INFORM J","1460-4582","1741-2811","MEDICAL INFORMATICS","SCIE","2,276","2.2"," 32/44 ","2.8","Q3","2.1","0.5","0.71"," 24/44 ","Q2","Q3","28.4","46.59","0.003","0.667","0.648","Q4",
"JOURNAL OF IBERIAN GEOLOGY","J IBER GEOL","1698-6180","1886-7995","GEOLOGY","SCIE","594","1.3"," 22/60 ","1.3","Q2","1.2","0.4","0.71"," 22/60 ","Q2","Q2","64.2","64.17","0","0.106","0.38","Q2",
"Journal of English as a Lingua Franca","J ENGL LING FR","2191-9216","2191-933X","LANGUAGE & LINGUISTICS","ESCI","198","0.8"," N/A ","1.1","N/A","0.6","0.1","0.71"," 131/393 ","Q2","N/A","N/A","66.79","0","0.036","0.33","Q2",
"Journal of English as a Lingua Franca","J ENGL LING FR","2191-9216","2191-933X","LINGUISTICS","ESCI","198","0.8"," 160/297 ","1.1","Q2","0.6","0.1","0.71"," 152/297 ","Q2","Q3","46.3","48.99","0","0.036","0.33","Q3",
"Frontiers in Virtual Reality","FRONT VIRTUAL REAL","N/A","2673-4192","COMPUTER SCIENCE, SOFTWARE ENGINEERING","ESCI","1,383","3.2"," 36/131 ","3.6","Q1","3.1","0.4","0.7"," 53/131 ","Q2","Q2","72.9","59.92","0.002","0.524","0.771","Q2",
"Photodiagnosis and Photodynamic Therapy","PHOTODIAGN PHOTODYN","1572-1000","1873-1597","ONCOLOGY","SCIE","8,900","3.1"," 136/322 ","3.3","Q2","2.5","0.8","0.7"," 145/322 ","Q2","Q2","57.9","55.12","0.008","1.659","0.474","Q4",
"Soil Systems","SOIL SYST","N/A","2571-8789","SOIL SCIENCE","ESCI","1,326","2.9"," 20/49 ","3.3","Q2","2.8","0.9","0.7"," 21/49 ","Q2","Q2","60.2","58.16","0.002","0.454","0.669","Q2",
"Brain Imaging and Behavior","BRAIN IMAGING BEHAV","1931-7557","1931-7565","NEUROIMAGING","SCIE","4,968","2.4"," 7/15 ","2.9","Q2","2.4","0.4","0.7"," 7/15 ","Q2","Q2","56.7","56.67","0.008","1.827","0.956","Q2",
"Journal of Herbal Medicine","J HERB MED","2210-8033","2210-8041","INTEGRATIVE & COMPLEMENTARY MEDICINE","SCIE","1,460","2.2"," 17/43 ","2.5","Q2","2","0.2","0.7"," 17/43 ","Q2","Q2","61.6","61.63","0.001","0.251","0.339","Q3",
"BJUI Compass","BJUI COMPASS","2688-4526","2688-4526","UROLOGY & NEPHROLOGY","ESCI","259","1.6"," 76/126 ","N/A","N/A","1.5","0.4","0.7"," 58/126 ","Q2","Q3","40.1","54.37","0.001","0.114","N/A","N/A",
"Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie","J OROFAC ORTHOP","1434-5293","1615-6714","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","1,484","1.3"," 102/157 ","2","Q3","1.2","0.4","0.7"," 86/157 ","Q3","Q3","35.4","45.54","0.001","0.203","0.431","Q3",
