"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"HISTORY OF THE HUMAN SCIENCES","HIST HUM SCI","0952-6951","1461-720X","HISTORY & PHILOSOPHY OF SCIENCE","AHCI, SCIE, SSCI","783","0.8"," 38/104 ","1","Q2","0.8","<0.1","0.88"," 31/104 ","Q2","Q2","63.9","70.67","0.001","0.281","0.829","Q1",
"HISTORY OF THE HUMAN SCIENCES","HIST HUM SCI","0952-6951","1461-720X","HISTORY OF SOCIAL SCIENCES","SSCI","783","0.8"," 14/42 ","1","Q2","0.8","<0.1","0.88"," 15/42 ","Q2","Q2","67.9","65.48","0.001","0.281","0.829","Q1",
"Word Structure","WORD STRUCT","1750-1245","1755-2036","LANGUAGE & LINGUISTICS","ESCI","166","0.7"," N/A ","1.2","N/A","0.6","0.4","0.88"," 100/393 ","Q2","N/A","N/A","74.68","0","0.094","0.742","Q1",
"Frontiers in Endocrinology","FRONT ENDOCRINOL","1664-2392","1664-2392","ENDOCRINOLOGY & METABOLISM","SCIE","45,738","3.9"," 51/186 ","4.9","Q1","3.6","0.8","0.87"," 62/186 ","Q2","Q2","72.8","66.94","0.077","16.797","1.189","Q2",
"Annals of Hepatology","ANN HEPATOL","1665-2681","1665-2681","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,577","3.7"," 40/143 ","3.1","Q2","3.7","1.4","0.87"," 37/143 ","Q2","Q2","72.4","74.48","0.004","0.799","0.789","Q3",
"Historia da Historiografia","HIST HISTORIOGR","1983-9928","1983-9928","HISTORY","ESCI","139","0.2"," 234/518 ","0.3","Q2","0.1","0.3","0.87"," 155/519 ","Q2","Q2","54.9","70.23","0","0.084","0.3","Q2",
"Frontiers in Cellular and Infection Microbiology","FRONT CELL INFECT MI","2235-2988","2235-2988","IMMUNOLOGY","SCIE","33,202","4.6"," 56/181 ","5.1","Q2","4.4","0.8","0.86"," 56/181 ","Q2","Q2","69.3","69.34","0.047","10.334","1.15","Q2",
"Frontiers in Cellular and Infection Microbiology","FRONT CELL INFECT MI","2235-2988","2235-2988","MICROBIOLOGY","SCIE","33,202","4.6"," 37/161 ","5.1","Q1","4.4","0.8","0.86"," 61/161 ","Q2","Q1","77.3","62.42","0.047","10.334","1.15","Q2",
"MEDICAL DECISION MAKING","MED DECIS MAKING","0272-989X","1552-681X","HEALTH CARE SCIENCES & SERVICES","SCIE","6,132","3.1"," 44/174 ","3.3","Q2","2.9","0.3","0.86"," 64/175 ","Q2","Q2","75.0","63.71","0.005","1.095","1.429","Q1",
"MEDICAL DECISION MAKING","MED DECIS MAKING","0272-989X","1552-681X","HEALTH POLICY & SERVICES","SSCI","6,132","3.1"," 26/118 ","3.3","Q2","2.9","0.3","0.86"," 49/119 ","Q2","Q1","78.4","59.24","0.005","1.095","1.429","Q1",
"MEDICAL DECISION MAKING","MED DECIS MAKING","0272-989X","1552-681X","MEDICAL INFORMATICS","SCIE","6,132","3.1"," 21/44 ","3.3","Q3","2.9","0.3","0.86"," 18/44 ","Q2","Q2","53.4","60.23","0.005","1.095","1.429","Q2",
"Global Spine Journal","GLOB SPINE J","2192-5682","2192-5690","CLINICAL NEUROLOGY","SCIE","5,229","2.6"," 118/277 ","3.2","Q2","2.4","0.4","0.86"," 95/278 ","Q2","Q2","57.6","66.01","0.01","2.187","1.016","Q2",
"Global Spine Journal","GLOB SPINE J","2192-5682","2192-5690","ORTHOPEDICS","SCIE","5,229","2.6"," 29/136 ","3.2","Q1","2.4","0.4","0.86"," 47/136 ","Q2","Q1","79.0","65.81","0.01","2.187","1.016","Q1",
"SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS","SCI TECHNOL ADV MAT","1468-6996","1878-5514","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","7,058","7.4"," 82/438 ","7.8","Q1","7.4","2.3","0.85"," 137/438 ","Q2","Q1","81.4","68.84","0.004","0.915","1.468","Q1",
"ACS Biomaterials Science & Engineering","ACS BIOMATER SCI ENG","2373-9878","2373-9878","MATERIALS SCIENCE, BIOMATERIALS","SCIE","18,295","5.4"," 15/53 ","5.4","Q2","5.2","1.3","0.85"," 20/53 ","Q2","Q2","72.6","63.21","0.019","4.138","0.869","Q2",
"Journal of Physics-Photonics","J PHYS-PHOTONICS","2515-7647","2515-7647","OPTICS","ESCI","1,062","4.6"," 21/119 ","4","Q1","4.5","2.1","0.85"," 38/120 ","Q2","Q1","82.8","68.75","0.002","0.51","1.108","Q1",
"Journal of Physics-Photonics","J PHYS-PHOTONICS","2515-7647","2515-7647","PHYSICS, APPLIED","ESCI","1,062","4.6"," 45/179 ","4","Q2","4.5","2.1","0.85"," 51/179 ","Q2","Q2","75.1","71.79","0.002","0.51","1.108","Q1",
"MATERIALS CHEMISTRY AND PHYSICS","MATER CHEM PHYS","0254-0584","1879-3312","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","49,686","4.3"," 151/438 ","4.1","Q2","4.1","1.2","0.85"," 137/438 ","Q2","Q2","65.6","68.84","0.032","7.071","0.584","Q2",
"Evolutionary Human Sciences","EVOL HUM SCI","N/A","2513-843X","ANTHROPOLOGY","ESCI","408","2.2"," 16/139 ","2.3","Q1","2","0.4","0.85"," 48/139 ","Q2","Q1","88.8","65.83","0.001","0.292","0.938","Q1",
"Evolutionary Human Sciences","EVOL HUM SCI","N/A","2513-843X","EVOLUTIONARY BIOLOGY","ESCI","408","2.2"," 30/54 ","2.3","Q3","2","0.4","0.85"," 27/54 ","Q2","Q3","45.4","50.93","0.001","0.292","0.938","Q2",
"American Journal of Cancer Research","AM J CANCER RES","2156-6976","2156-6976","ONCOLOGY","SCIE","9,789","3.6"," 106/322 ","4.5","Q2","3.5","0.4","0.84"," 102/322 ","Q2","Q2","67.2","68.48","0.012","2.662","1.022","Q2",
"Espiral-Cuadernos del Profesorado","ESPIRAL","1988-7701","1988-7701","EDUCATION & EDUCATIONAL RESEARCH","ESCI","192","2.3"," 156/756 ","1.6","Q2","1.9","0.5","0.84"," 298/756 ","Q2","Q1","79.4","60.65","0","0.03","0.193","Q3",
"BMJ Supportive & Palliative Care","BMJ SUPPORT PALLIAT","2045-435X","2045-4368","HEALTH CARE SCIENCES & SERVICES","SCIE","3,039","2"," 91/174 ","2.4","Q3","1.8","0.5","0.84"," 66/175 ","Q2","Q3","48.0","62.57","0.006","1.257","0.798","Q2",
"JCOM-Journal of Science Communication","JCOM-J SCI COMMUN","1824-2049","1824-2049","COMMUNICATION","ESCI","1,219","2"," 64/227 ","2.1","Q2","1.6","0.6","0.84"," 81/227 ","Q2","Q2","72.0","64.54","0.001","0.319","0.511","Q3",
"ARCHIVES OF DERMATOLOGICAL RESEARCH","ARCH DERMATOL RES","0340-3696","1432-069X","DERMATOLOGY","SCIE","4,933","1.8"," 54/94 ","2.4","Q2","1.8","0.4","0.84"," 31/94 ","Q2","Q3","43.1","67.55","0.004","0.832","0.671","Q2",
"Analysis and Geometry in Metric Spaces","ANAL GEOM METR SPACE","2299-3274","2299-3274","MATHEMATICS","SCIE","164","0.9"," 145/489 ","1","Q2","0.9","0.3","0.84"," 126/489 ","Q2","Q2","70.4","74.34","0","0.105","0.851","Q1",
"International Journal of Precision Engineering and Manufacturing-Green Technology","INT J PR ENG MAN-GT","2288-6206","2198-0810","ENGINEERING, MANUFACTURING","SCIE","3,459","5.3"," 16/68 ","4.8","Q2","4.7","1.2","0.83"," 20/68 ","Q1","Q1","77.2","71.32","0.003","0.733","0.777","Q2",
"International Journal of Precision Engineering and Manufacturing-Green Technology","INT J PR ENG MAN-GT","2288-6206","2198-0810","ENGINEERING, MECHANICAL","SCIE","3,459","5.3"," 17/180 ","4.8","Q1","4.7","1.2","0.83"," 45/180 ","Q1","Q1","90.8","75.28","0.003","0.733","0.777","Q1",
"International Journal of Precision Engineering and Manufacturing-Green Technology","INT J PR ENG MAN-GT","2288-6206","2198-0810","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","3,459","5.3"," 34/91 ","4.8","Q2","4.7","1.2","0.83"," 36/91 ","Q1","Q2","63.2","60.99","0.003","0.733","0.777","Q2",
"International Journal of Agricultural Sustainability","INT J AGR SUSTAIN","1473-5903","1747-762X","AGRICULTURE, MULTIDISCIPLINARY","SCIE","1,845","3.3"," 16/89 ","4.2","Q1","2.7","0.7","0.83"," 19/89 ","Q1","Q1","82.6","79.21","0.001","0.272","0.734","Q1",
"International Journal of Agricultural Sustainability","INT J AGR SUSTAIN","1473-5903","1747-762X","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","1,845","3.3"," 58/91 ","4.2","Q3","2.7","0.7","0.83"," 36/91 ","Q1","Q3","36.8","60.99","0.001","0.272","0.734","Q3",
"ACM Transactions on Privacy and Security","ACM T PRIV SECUR","2471-2566","2471-2574","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","553","3"," 95/249 ","3.4","Q2","2.9","0.9","0.83"," 97/251 ","Q2","Q2","62.0","61.55","0.001","0.186","0.784","Q2",
"HUMAN AND ECOLOGICAL RISK ASSESSMENT","HUM ECOL RISK ASSESS","1080-7039","1549-7860","ENVIRONMENTAL SCIENCES","SCIE","4,861","3"," 169/358 ","4","Q2","2.9","0.6","0.83"," 113/359 ","Q2","Q2","52.9","68.66","0.003","0.72","0.603","Q3",
"Journal of Studies on Alcohol and Drugs","J STUD ALCOHOL DRUGS","1937-1888","1938-4114","PSYCHOLOGY","SCIE","5,593","2.4"," 36/92 ","2.7","Q2","2.3","0.6","0.83"," 31/92 ","Q2","Q2","61.4","66.85","0.004","0.935","1.103","Q2",
"Journal of Studies on Alcohol and Drugs","J STUD ALCOHOL DRUGS","1937-1888","1938-4114","SUBSTANCE ABUSE","SCIE, SSCI","5,593","2.4"," 27/55 ","2.7","Q2","2.3","0.6","0.83"," 18/55 ","Q2","Q2","51.8","68.18","0.004","0.935","1.103","Q2",
"GEODIVERSITAS","GEODIVERSITAS","1280-9659","1638-9395","PALEONTOLOGY","SCIE","912","1.5"," 26/56 ","1.5","Q3","1.4","1.1","0.83"," 23/56 ","Q2","Q2","54.5","59.82","0.001","0.125","0.495","Q2",
"BMJ Health & Care Informatics","BMJ HEALTH CARE INFO","N/A","2632-1009","HEALTH CARE SCIENCES & SERVICES","ESCI","762","4.1"," 22/174 ","N/A","N/A","4","0.9","0.82"," 68/175 ","Q2","Q1","87.6","61.43","0.002","0.428","N/A","N/A",
"BMJ Health & Care Informatics","BMJ HEALTH CARE INFO","N/A","2632-1009","MEDICAL INFORMATICS","ESCI","762","4.1"," 13/44 ","N/A","N/A","4","0.9","0.82"," 19/44 ","Q2","Q2","71.6","57.95","0.002","0.428","N/A","N/A",
"EuroChoices","EUROCHOICES","1478-0917","1746-692X","AGRICULTURAL ECONOMICS & POLICY","ESCI","403","2.4"," 14/39 ","2.5","Q2","2.4","0.6","0.82"," 16/39 ","Q2","Q2","65.4","60.26","0.001","0.124","0.604","Q2",
"Journal of Architecture and Urbanism","J ARCHIT URBAN","2029-7955","2029-7947","ARCHITECTURE","ESCI","146","0.6"," N/A ","0.6","N/A","0.6","0.1","0.82"," 21/97 ","Q1","N/A","N/A","78.87","0","0.016","0.096","Q3",
"Communication & Society-Spain","COMMUN SOC-SPAIN","2386-7876","2386-7876","COMMUNICATION","ESCI","663","1.6"," 84/227 ","1.6","Q3","1.5","0.3","0.81"," 85/227 ","Q2","Q2","63.2","62.78","0.001","0.22","0.408","Q3",
"COMMENTARII MATHEMATICI HELVETICI","COMMENT MATH HELV","0010-2571","1420-8946","MATHEMATICS","SCIE","1,915","1.1"," 98/489 ","1.3","Q1","1.1","0.4","0.81"," 135/489 ","Q2","Q1","80.1","72.49","0.002","0.363","1.682","Q1",
"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS","DISCRETE CONT DYN-A","1078-0947","1553-5231","MATHEMATICS","SCIE","5,406","1.1"," 98/489 ","1.2","Q1","1.1","0.2","0.81"," 135/489 ","Q2","Q1","80.1","72.49","0.009","2.046","0.822","Q1",
"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS","DISCRETE CONT DYN-A","1078-0947","1553-5231","MATHEMATICS, APPLIED","SCIE","5,406","1.1"," 163/331 ","1.2","Q2","1.1","0.2","0.81"," 119/331 ","Q2","Q2","50.9","64.20","0.009","2.046","0.822","Q2",
"EUROPEAN JOURNAL OF CLINICAL NUTRITION","EUR J CLIN NUTR","0954-3007","1476-5640","NUTRITION & DIETETICS","SCIE","15,740","3.6"," 38/114 ","4.1","Q2","3.5","0.5","0.8"," 43/114 ","Q2","Q2","67.1","62.72","0.01","2.159","1.049","Q2",
"SEMINARS IN PERINATOLOGY","SEMIN PERINATOL","0146-0005","1558-075X","OBSTETRICS & GYNECOLOGY","SCIE","4,526","3.2"," 24/136 ","3.7","Q1","3.1","0.6","0.8"," 57/136 ","Q2","Q1","82.7","58.46","0.004","0.831","1.271","Q1",
"SEMINARS IN PERINATOLOGY","SEMIN PERINATOL","0146-0005","1558-075X","PEDIATRICS","SCIE","4,526","3.2"," 21/186 ","3.7","Q1","3.1","0.6","0.8"," 67/186 ","Q2","Q1","89.0","64.25","0.004","0.831","1.271","Q1",
"BIOLOGICAL INVASIONS","BIOL INVASIONS","1387-3547","1573-1464","BIODIVERSITY CONSERVATION","SCIE","12,730","2.8"," 17/74 ","3.1","Q2","2.6","0.5","0.8"," 20/74 ","Q2","Q1","77.7","73.65","0.009","1.898","0.769","Q2",
"BIOLOGICAL INVASIONS","BIOL INVASIONS","1387-3547","1573-1464","ECOLOGY","SCIE","12,730","2.8"," 64/195 ","3.1","Q2","2.6","0.5","0.8"," 72/195 ","Q2","Q2","67.4","63.33","0.009","1.898","0.769","Q2",
"Arthropod Systematics & Phylogeny","ARTHROPOD SYST PHYLO","1863-7221","1864-8312","ENTOMOLOGY","SCIE","496","1.5"," 41/109 ","1.8","Q2","1.3","0.5","0.8"," 34/109 ","Q2","Q2","62.8","69.27","0.001","0.131","0.594","Q1",
"Digithum","DIGITHUM","1575-2275","1575-2275","HUMANITIES, MULTIDISCIPLINARY","ESCI","51","<0.1"," N/A ","0.3","N/A","<0.1","<0.1","0.8"," 94/406 ","Q1","N/A","N/A","76.97","0","0.043","0.305","Q2",
"CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE","CAN J PSYCHIAT","0706-7437","1497-0015","PSYCHIATRY","SCIE, SSCI","7,735","3.3"," 85/276 ","4.6","Q1","3.2","0.7","0.78"," 112/276 ","Q2","Q2","69.4","59.60","0.005","1.196","1.464","Q1",
"Womens Health","WOMENS HEALTH","1745-5057","1745-5065","OBSTETRICS & GYNECOLOGY","ESCI","2,120","2.7"," 37/136 ","3.6","Q1","2.6","0.5","0.78"," 58/136 ","Q2","Q2","73.2","57.72","0.002","0.539","1.04","Q1",
"International Journal of Biomathematics","INT J BIOMATH","1793-5245","1793-7159","MATHEMATICAL & COMPUTATIONAL BIOLOGY","SCIE","1,475","2.4"," 24/65 ","1.9","Q3","2.2","0.4","0.78"," 23/65 ","Q2","Q2","63.8","65.38","0.002","0.338","0.354","Q4",
"International Journal of Mentoring and Coaching in Education","INT J MENT COACH EDU","2046-6854","2046-6854","EDUCATION & EDUCATIONAL RESEARCH","ESCI","415","1.5"," 300/756 ","1.9","Q2","0.9","0.2","0.78"," 319/756 ","Q2","Q2","60.4","57.87","0","0.092","0.373","Q3",
"JMIR Human Factors","JMIR HUM FACTORS","2292-9495","2292-9495","HEALTH CARE SCIENCES & SERVICES","ESCI","1,298","2.6"," 66/174 ","N/A","N/A","2.5","0.5","0.77"," 76/175 ","Q2","Q2","62.4","56.86","0.002","0.49","N/A","N/A",
"JMIR Human Factors","JMIR HUM FACTORS","2292-9495","2292-9495","MEDICAL INFORMATICS","ESCI","1,298","2.6"," 26/44 ","N/A","N/A","2.5","0.5","0.77"," 20/44 ","Q2","Q3","42.0","55.68","0.002","0.49","N/A","N/A",
"AMERICAN JOURNAL OF NURSING","AM J NURS","0002-936X","1538-7488","NURSING","SCIE, SSCI","2,692","2.5"," 32/191 ","2.8","Q1","2.4","0.5","0.77"," 88/191 ","Q2","Q1","83.5","54.19","0.002","0.355","0.721","Q1",
"Water Reuse","WATER REUSE","2709-6092","2709-6106","ENGINEERING, ENVIRONMENTAL","SCIE","392","4.3"," 34/81 ","4.3","Q2","4.2","0.7","0.76"," 29/81 ","Q2","Q2","58.6","64.81","0.001","0.116","0.768","Q2",
"Water Reuse","WATER REUSE","2709-6092","2709-6106","WATER RESOURCES","SCIE","392","4.3"," 24/127 ","4.3","Q1","4.2","0.7","0.76"," 40/127 ","Q2","Q1","81.5","68.90","0.001","0.116","0.768","Q1",
"INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY","INT J PERIODONT REST","0198-7569","1945-3388","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","4,051","1.3"," 102/157 ","1.9","Q3","1.2","0.5","0.76"," 78/157 ","Q2","Q3","35.4","50.64","0.002","0.461","0.46","Q2",
"Comparative Studies of South Asia Africa and the Middle East","COMP STUD SOUTH ASIA","1089-201X","1548-226X","AREA STUDIES","ESCI","815","0.8"," 62/176 ","1","Q2","0.8","<0.1","0.76"," 82/176 ","Q2","Q2","65.1","53.69","0.001","0.311","0.871","Q1",
"VIROLOGICA SINICA","VIROL SIN","1674-0769","1995-820X","VIROLOGY","SCIE","2,460","4.3"," 11/41 ","4.3","Q1","4","1","0.75"," 17/41 ","Q2","Q2","74.4","59.76","0.003","0.7","0.945","Q2",
"JOURNAL OF EXPERIMENTAL BIOLOGY","J EXP BIOL","0022-0949","1477-9145","BIOLOGY","SCIE","34,708","2.8"," 32/109 ","2.9","Q2","2.4","1.2","0.75"," 36/109 ","Q2","Q2","71.1","67.43","0.017","3.74","0.884","Q2",
"Critical Studies on Terrorism","CRIT STUD TERROR","1753-9153","1753-9161","POLITICAL SCIENCE","ESCI","670","1.6"," 126/317 ","1.9","Q2","1.3","0.1","0.75"," 150/317 ","Q2","Q2","60.4","52.84","0.001","0.227","0.695","Q3",
"Minerals","MINERALS-BASEL","N/A","2075-163X","GEOCHEMISTRY & GEOPHYSICS","SCIE","15,993","2.2"," 40/101 ","2.5","Q2","1.9","0.6","0.74"," 40/101 ","Q2","Q2","60.9","60.89","0.023","4.948","0.497","Q3",
"Minerals","MINERALS-BASEL","N/A","2075-163X","MINERALOGY","SCIE","15,993","2.2"," 10/30 ","2.5","Q2","1.9","0.6","0.74"," 10/30 ","Q2","Q2","68.3","68.33","0.023","4.948","0.497","Q2",
"Minerals","MINERALS-BASEL","N/A","2075-163X","MINING & MINERAL PROCESSING","SCIE","15,993","2.2"," 11/31 ","2.5","Q2","1.9","0.6","0.74"," 10/31 ","Q2","Q2","66.1","69.35","0.023","4.948","0.497","Q2",
"Violence and Gender","VIOLENCE GEND","2326-7836","2326-7852","CRIMINOLOGY & PENOLOGY","ESCI","385","1.5"," 46/113 ","2","Q2","1.4","0.1","0.74"," 61/113 ","Q3","Q2","59.7","46.46","0.001","0.168","0.668","Q2",
"Journal of Veterinary Behavior-Clinical Applications and Research","J VET BEHAV","1558-7878","1878-7517","BEHAVIORAL SCIENCES","SCIE","1,990","1.3"," 43/55 ","1.7","Q4","1.2","0.8","0.74"," 31/55 ","Q2","Q4","22.7","44.55","0.001","0.234","0.323","Q4",
"Journal of Veterinary Behavior-Clinical Applications and Research","J VET BEHAV","1558-7878","1878-7517","VETERINARY SCIENCES","SCIE","1,990","1.3"," 78/167 ","1.7","Q2","1.2","0.8","0.74"," 62/168 ","Q2","Q2","53.6","63.39","0.001","0.234","0.323","Q2",
"MINERALOGICAL MAGAZINE","MINERAL MAG","0026-461X","1471-8022","MINERALOGY","SCIE","4,765","2.8"," 8/30 ","2.1","Q2","2.2","0.8","0.73"," 11/30 ","Q2","Q2","75.0","65.00","0.002","0.423","0.53","Q2",
"TOXICON","TOXICON","0041-0101","1879-3150","PHARMACOLOGY & PHARMACY","SCIE","11,614","2.6"," 173/354 ","2.7","Q3","2.3","0.4","0.73"," 154/354 ","Q2","Q2","51.3","56.64","0.005","1.176","0.553","Q3",
"TOXICON","TOXICON","0041-0101","1879-3150","TOXICOLOGY","SCIE","11,614","2.6"," 61/106 ","2.7","Q3","2.3","0.4","0.73"," 48/106 ","Q2","Q3","42.9","55.19","0.005","1.176","0.553","Q3",
"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY","J SPORT EXERCISE PSY","0895-2779","1543-2904","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","4,325","2"," 68/139 ","2.7","Q2","2","0.9","0.73"," 53/139 ","Q2","Q2","51.4","62.23","0.001","0.266","0.778","Q2",
"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY","J SPORT EXERCISE PSY","0895-2779","1543-2904","PSYCHOLOGY","SCIE","4,325","2"," 44/92 ","2.7","Q2","2","0.9","0.73"," 41/92 ","Q2","Q2","52.7","55.98","0.001","0.266","0.778","Q2",
"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY","J SPORT EXERCISE PSY","0895-2779","1543-2904","PSYCHOLOGY, APPLIED","SSCI","4,325","2"," 62/113 ","2.7","Q3","2","0.9","0.73"," 58/114 ","Q2","Q3","45.6","49.56","0.001","0.266","0.778","Q3",
"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY","J SPORT EXERCISE PSY","0895-2779","1543-2904","SPORT SCIENCES","SCIE","4,325","2"," 53/127 ","2.7","Q2","2","0.9","0.73"," 63/127 ","Q2","Q2","58.7","50.79","0.001","0.266","0.778","Q2",
"ANIMAL SCIENCE JOURNAL","ANIM SCI J","1344-3941","1740-0929","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","3,674","1.7"," 30/80 ","2","Q2","1.6","0.2","0.73"," 30/80 ","Q2","Q2","63.1","63.13","0.002","0.502","0.347","Q2",
"Arthroplasty Today","ARTHROPLAST TODAY","2352-3441","2352-3441","ORTHOPEDICS","ESCI","1,629","1.5"," 76/136 ","N/A","N/A","1.4","0.4","0.73"," 64/136 ","Q2","Q3","44.5","53.31","0.004","0.846","N/A","N/A",
"SBORNIK MATHEMATICS","SB MATH+","1064-5616","1468-4802","MATHEMATICS","SCIE","3,038","0.8"," 178/489 ","0.8","Q2","0.8","0.2","0.72"," 174/489 ","Q2","Q2","63.7","64.52","0.002","0.374","0.571","Q2",
"Philologia Classica","PHILOL CLASSICA","0202-2532","2618-6969","CLASSICS","ESCI","25","0.1"," N/A ","0.1","N/A","0.1","<0.1","0.72"," 30/60 ","Q2","N/A","N/A","50.83","0","0.034","0.136","Q3",
"PHYTOCHEMICAL ANALYSIS","PHYTOCHEM ANALYSIS","0958-0344","1099-1565","BIOCHEMICAL RESEARCH METHODS","SCIE","3,754","3"," 30/85 ","3.2","Q2","2.9","0.5","0.71"," 38/85 ","Q2","Q2","65.3","55.88","0.002","0.375","0.472","Q3",
"PHYTOCHEMICAL ANALYSIS","PHYTOCHEM ANALYSIS","0958-0344","1099-1565","CHEMISTRY, ANALYTICAL","SCIE","3,754","3"," 41/106 ","3.2","Q2","2.9","0.5","0.71"," 42/106 ","Q2","Q2","61.8","60.85","0.002","0.375","0.472","Q3",
"PHYTOCHEMICAL ANALYSIS","PHYTOCHEM ANALYSIS","0958-0344","1099-1565","PLANT SCIENCES","SCIE","3,754","3"," 74/265 ","3.2","Q2","2.9","0.5","0.71"," 91/265 ","Q2","Q2","72.3","65.85","0.002","0.375","0.472","Q2",
"International Journal of Early Years Education","INT J EARLY YEARS ED","0966-9760","1469-8463","EDUCATION & EDUCATIONAL RESEARCH","ESCI","837","1.3"," 345/756 ","1.7","Q2","1.2","0.6","0.71"," 351/756 ","Q2","Q2","54.4","53.64","0.001","0.159","0.478","Q2",
"Global Responsibility to Protect","GLOB RESPONSIB PROT","1875-9858","1875-984X","INTERNATIONAL RELATIONS","ESCI","212","0.8"," 99/165 ","N/A","N/A","0.6","<0.1","0.71"," 87/165 ","Q2","Q3","40.3","47.58","0","0.041","N/A","N/A",
"Global Responsibility to Protect","GLOB RESPONSIB PROT","1875-9858","1875-984X","LAW","ESCI","212","0.8"," 154/421 ","N/A","N/A","0.6","<0.1","0.71"," 181/421 ","Q2","Q2","63.5","57.13","0","0.041","N/A","N/A",
"Global Responsibility to Protect","GLOB RESPONSIB PROT","1875-9858","1875-984X","POLITICAL SCIENCE","ESCI","212","0.8"," 206/317 ","N/A","N/A","0.6","<0.1","0.71"," 159/317 ","Q2","Q3","35.2","50.00","0","0.041","N/A","N/A",
"JBI Evidence Implementation","JBI EVID IMPLEMENT","2691-3321","2691-3321","HEALTH CARE SCIENCES & SERVICES","SCIE","302","2.7"," 60/174 ","2.5","Q2","2.4","0.3","0.7"," 85/175 ","Q1","Q2","65.8","51.71","0.001","0.126","0.661","Q3",
"JBI Evidence Implementation","JBI EVID IMPLEMENT","2691-3321","2691-3321","MEDICINE, GENERAL & INTERNAL","SCIE","302","2.7"," 67/325 ","2.5","Q2","2.4","0.3","0.7"," 79/329 ","Q1","Q1","79.5","76.14","0.001","0.126","0.661","Q2",
"Cancer Genomics & Proteomics","CANCER GENOM PROTEOM","1109-6535","1790-6245","GENETICS & HEREDITY","SCIE","1,511","2.6"," 91/191 ","3.1","Q2","2.3","0.5","0.7"," 93/191 ","Q2","Q2","52.6","51.57","0.002","0.34","0.63","Q3",
"Cancer Genomics & Proteomics","CANCER GENOM PROTEOM","1109-6535","1790-6245","ONCOLOGY","SCIE","1,511","2.6"," 175/322 ","3.1","Q2","2.3","0.5","0.7"," 145/322 ","Q2","Q3","45.8","55.12","0.002","0.34","0.63","Q3",
"Swarm Intelligence","SWARM INTELL-US","1935-3812","1935-3820","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","1,068","2.1"," 123/197 ","2.8","Q2","2","0.6","0.7"," 83/198 ","Q2","Q3","37.8","58.33","0","0.089","0.672","Q2",
"Swarm Intelligence","SWARM INTELL-US","1935-3812","1935-3820","ROBOTICS","SCIE","1,068","2.1"," 28/46 ","2.8","Q3","2","0.6","0.7"," 22/46 ","Q2","Q3","40.2","53.26","0","0.089","0.672","Q3",
"Journal of Hand Surgery-European Volume","J HAND SURG-EUR VOL","1753-1934","2043-6289","ORTHOPEDICS","SCIE","6,573","2"," 49/136 ","2.4","Q2","1.4","0.5","0.7"," 71/136 ","Q2","Q2","64.3","48.16","0.004","0.825","0.685","Q2",
"Journal of Hand Surgery-European Volume","J HAND SURG-EUR VOL","1753-1934","2043-6289","SURGERY","SCIE","6,573","2"," 108/290 ","2.4","Q2","1.4","0.5","0.7"," 131/290 ","Q2","Q2","62.9","55.00","0.004","0.825","0.685","Q2",
"ACSMS HEALTH & FITNESS JOURNAL","ACSMS HEALTH FIT J","1091-5397","1536-593X","SPORT SCIENCES","SCIE","645","1.6"," 67/127 ","1.5","Q3","1.4","0.7","0.7"," 67/127 ","Q3","Q3","47.6","47.64","0","0.09","0.258","Q3",
