"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"JOURNAL OF FELINE MEDICINE AND SURGERY","J FELINE MED SURG","1098-612X","1532-2750","VETERINARY SCIENCES","SCIE","4,346","1.9"," 46/167 ","2","Q2","1.6","0.4","0.91"," 42/168 ","Q1","Q2","72.8","75.30","0.002","0.514","0.394","Q2",
"Journal of Egyptian History","J EGYPT HIST","1874-1657","1874-1665","HISTORY","ESCI","62","0.2"," 234/518 ","0.8","Q1","0.2","<0.1","0.91"," 151/519 ","Q2","Q2","54.9","71.00","0","0.05","0.654","Q1",
"APPLIED RHEOLOGY","APPL RHEOL","1430-6395","1617-8106","MECHANICS","SCIE","660","5.8"," 12/170 ","2.7","Q2","4.8","0.4","0.9"," 42/170 ","Q1","Q1","93.2","75.59","0","0.052","0.375","Q3",
"OCEAN MODELLING","OCEAN MODEL","1463-5003","1463-5011","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","5,341","3.1"," 46/110 ","3.4","Q2","2.7","0.4","0.9"," 36/110 ","Q2","Q2","58.6","67.73","0.005","0.997","1.298","Q2",
"OCEAN MODELLING","OCEAN MODEL","1463-5003","1463-5011","OCEANOGRAPHY","SCIE","5,341","3.1"," 13/65 ","3.4","Q1","2.7","0.4","0.9"," 17/65 ","Q2","Q1","80.8","74.62","0.005","0.997","1.298","Q1",
"Journal of Financial Reporting and Accounting","J FINANC REPORT ACCO","1985-2517","2042-5856","BUSINESS, FINANCE","ESCI","1,218","3.3"," 49/231 ","3.3","Q2","2.7","0.6","0.89"," 58/231 ","Q2","Q1","79.0","75.11","0.001","0.151","0.302","Q3",
"Sleep Medicine Clinics","SLEEP MED CLIN","1556-407X","1556-4088","CLINICAL NEUROLOGY","ESCI","1,976","3.1"," 90/277 ","3.9","Q2","3","0.5","0.89"," 90/278 ","Q2","Q2","67.7","67.81","0.002","0.521","1.17","Q2",
"EUROPEAN JOURNAL OF MECHANICS B-FLUIDS","EUR J MECH B-FLUID","0997-7546","1873-7390","MECHANICS","SCIE","4,016","2.5"," 71/170 ","2.3","Q2","2.4","0.6","0.89"," 43/170 ","Q1","Q2","58.5","75.00","0.003","0.698","0.494","Q2",
"EUROPEAN JOURNAL OF MECHANICS B-FLUIDS","EUR J MECH B-FLUID","0997-7546","1873-7390","PHYSICS, FLUIDS & PLASMAS","SCIE","4,016","2.5"," 14/40 ","2.3","Q2","2.4","0.6","0.89"," 9/40 ","Q1","Q2","66.3","78.75","0.003","0.698","0.494","Q3",
"INTERNATIONAL MATERIALS REVIEWS","INT MATER REV","0950-6608","1743-2804","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","8,115","16.8"," 24/438 ","18.7","Q1","16.8","4.6","0.88"," 132/438 ","Q2","Q1","94.6","69.98","0.003","0.738","3.542","Q1",
"HUMAN FACTORS","HUM FACTORS","0018-7208","1547-8181","BEHAVIORAL SCIENCES","SCIE","8,636","2.9"," 11/55 ","3.8","Q1","2.6","0.5","0.88"," 19/55 ","Q1","Q1","80.9","66.36","0.005","1.085","0.96","Q2",
"HUMAN FACTORS","HUM FACTORS","0018-7208","1547-8181","ENGINEERING, INDUSTRIAL","SCIE","8,636","2.9"," 28/69 ","3.8","Q2","2.6","0.5","0.88"," 17/69 ","Q1","Q2","60.1","76.09","0.005","1.085","0.96","Q2",
"HUMAN FACTORS","HUM FACTORS","0018-7208","1547-8181","ERGONOMICS","SSCI","8,636","2.9"," 7/24 ","3.8","Q2","2.6","0.5","0.88"," 5/24 ","Q1","Q2","72.9","81.25","0.005","1.085","0.96","Q1",
"HUMAN FACTORS","HUM FACTORS","0018-7208","1547-8181","PSYCHOLOGY","SCIE","8,636","2.9"," 23/92 ","3.8","Q1","2.6","0.5","0.88"," 26/92 ","Q1","Q1","75.5","72.28","0.005","1.085","0.96","Q2",
"HUMAN FACTORS","HUM FACTORS","0018-7208","1547-8181","PSYCHOLOGY, APPLIED","SSCI","8,636","2.9"," 41/113 ","3.8","Q2","2.6","0.5","0.88"," 43/114 ","Q1","Q2","64.2","62.72","0.005","1.085","0.96","Q2",
"IEEE Access","IEEE ACCESS","2169-3536","2169-3536","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","244,876","3.4"," 87/249 ","3.7","Q2","3","0.6","0.87"," 86/251 ","Q2","Q2","65.3","65.94","0.357","77.998","0.698","Q2",
"IEEE Access","IEEE ACCESS","2169-3536","2169-3536","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","244,876","3.4"," 122/352 ","3.7","Q2","3","0.6","0.87"," 119/354 ","Q2","Q2","65.5","66.53","0.357","77.998","0.698","Q2",
"IEEE Access","IEEE ACCESS","2169-3536","2169-3536","TELECOMMUNICATIONS","SCIE","244,876","3.4"," 47/119 ","3.7","Q2","3","0.6","0.87"," 44/119 ","Q2","Q2","60.9","63.45","0.357","77.998","0.698","Q2",
"SYSTEMATIC AND APPLIED MICROBIOLOGY","SYST APPL MICROBIOL","0723-2020","1618-0984","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,604","3.3"," 72/174 ","3.2","Q2","3.2","0.9","0.87"," 49/174 ","Q2","Q2","58.9","72.13","0.002","0.477","0.779","Q2",
"SYSTEMATIC AND APPLIED MICROBIOLOGY","SYST APPL MICROBIOL","0723-2020","1618-0984","MICROBIOLOGY","SCIE","4,604","3.3"," 70/161 ","3.2","Q3","3.2","0.9","0.87"," 60/161 ","Q2","Q2","56.8","63.04","0.002","0.477","0.779","Q2",
"JOURNAL OF PHYCOLOGY","J PHYCOL","0022-3646","1529-8817","MARINE & FRESHWATER BIOLOGY","SCIE","8,881","2.8"," 14/119 ","3","Q1","2.5","1.4","0.86"," 20/119 ","Q1","Q1","88.7","83.61","0.003","0.665","0.714","Q1",
"JOURNAL OF PHYCOLOGY","J PHYCOL","0022-3646","1529-8817","PLANT SCIENCES","SCIE","8,881","2.8"," 80/265 ","3","Q2","2.5","1.4","0.86"," 68/265 ","Q1","Q2","70.0","74.53","0.003","0.665","0.714","Q1",
"Journal of Global Economic Analysis","J GLOB ECON ANAL","2377-2999","2377-2999","ECONOMICS","ESCI","272","2.2"," 187/597 ","4.6","Q1","1.7","<0.1","0.86"," 163/600 ","Q2","Q2","68.8","72.92","0.001","0.144","2.032","Q1",
"ASTROPARTICLE PHYSICS","ASTROPART PHYS","0927-6505","1873-2852","ASTRONOMY & ASTROPHYSICS","SCIE","3,392","4.2"," 20/84 ","3","Q2","4.1","1.3","0.85"," 26/84 ","Q2","Q1","76.8","69.64","0.002","0.545","1.033","Q2",
"ASTROPARTICLE PHYSICS","ASTROPART PHYS","0927-6505","1873-2852","PHYSICS, PARTICLES & FIELDS","SCIE","3,392","4.2"," 8/30 ","3","Q2","4.1","1.3","0.85"," 12/30 ","Q2","Q2","75.0","61.67","0.002","0.545","1.033","Q2",
"OTOLOGY & NEUROTOLOGY","OTOL NEUROTOL","1531-7129","1537-4505","CLINICAL NEUROLOGY","SCIE","11,264","1.9"," 178/277 ","2.1","Q3","1.6","0.5","0.85"," 96/278 ","Q2","Q3","35.9","65.65","0.009","1.919","0.571","Q3",
"OTOLOGY & NEUROTOLOGY","OTOL NEUROTOL","1531-7129","1537-4505","OTORHINOLARYNGOLOGY","SCIE","11,264","1.9"," 19/65 ","2.1","Q2","1.6","0.5","0.85"," 26/65 ","Q2","Q2","71.5","60.77","0.009","1.919","0.571","Q2",
"Journal of Computational Science","J COMPUT SCI-NETH","1877-7503","1877-7511","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","4,457","3.1"," 65/169 ","3.4","Q2","3","1","0.84"," 62/169 ","Q2","Q2","61.8","63.61","0.005","1.125","0.737","Q2",
"Journal of Computational Science","J COMPUT SCI-NETH","1877-7503","1877-7511","COMPUTER SCIENCE, THEORY & METHODS","SCIE","4,457","3.1"," 40/143 ","3.4","Q1","3","1","0.84"," 38/143 ","Q2","Q2","72.4","73.78","0.005","1.125","0.737","Q2",
"COMMUNICATION REVIEW","COMMUN REV","1071-4421","1547-7487","COMMUNICATION","ESCI","448","1.8"," 76/227 ","1.6","Q3","1.7","0.3","0.84"," 81/227 ","Q2","Q2","66.7","64.54","0","0.063","0.538","Q3",
"Journal of the Academy of Nutrition and Dietetics","J ACAD NUTR DIET","2212-2672","2212-2680","NUTRITION & DIETETICS","SCIE","7,536","3.5"," 40/114 ","4.7","Q1","3.2","1.6","0.83"," 40/114 ","Q2","Q2","65.4","65.35","0.008","1.799","1.374","Q1",
"MECHANICS OF MATERIALS","MECH MATER","0167-6636","1872-7743","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","10,981","3.4"," 188/438 ","3.5","Q2","3.3","0.6","0.82"," 145/438 ","Q2","Q2","57.2","67.01","0.008","1.67","0.731","Q2",
"MECHANICS OF MATERIALS","MECH MATER","0167-6636","1872-7743","MECHANICS","SCIE","10,981","3.4"," 39/170 ","3.5","Q1","3.3","0.6","0.82"," 54/170 ","Q2","Q1","77.4","68.53","0.008","1.67","0.731","Q2",
"GENE","GENE","0378-1119","1879-0038","GENETICS & HEREDITY","SCIE","29,178","2.6"," 91/191 ","2.7","Q2","2.5","0.4","0.82"," 67/191 ","Q2","Q2","52.6","65.18","0.018","4.003","0.569","Q3",
"FISH PHYSIOLOGY AND BIOCHEMISTRY","FISH PHYSIOL BIOCHEM","0920-1742","1573-5168","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","5,988","2.5"," 216/313 ","2.7","Q3","2.4","0.4","0.82"," 103/313 ","Q2","Q3","31.2","67.25","0.003","0.654","0.484","Q4",
"FISH PHYSIOLOGY AND BIOCHEMISTRY","FISH PHYSIOL BIOCHEM","0920-1742","1573-5168","FISHERIES","SCIE","5,988","2.5"," 14/62 ","2.7","Q1","2.4","0.4","0.82"," 20/62 ","Q2","Q1","78.2","68.55","0.003","0.654","0.484","Q2",
"FISH PHYSIOLOGY AND BIOCHEMISTRY","FISH PHYSIOL BIOCHEM","0920-1742","1573-5168","PHYSIOLOGY","SCIE","5,988","2.5"," 36/85 ","2.7","Q2","2.4","0.4","0.82"," 38/85 ","Q2","Q2","58.2","55.88","0.003","0.654","0.484","Q3",
"MATHEMATISCHE ZEITSCHRIFT","MATH Z","0025-5874","1432-1823","MATHEMATICS","SCIE","6,851","1"," 117/489 ","0.9","Q2","0.9","0.4","0.82"," 128/489 ","Q2","Q1","76.2","73.93","0.01","2.147","0.963","Q1",
"Journal of Central South University","J CENT SOUTH UNIV","2095-2899","2227-5223","METALLURGY & METALLURGICAL ENGINEERING","SCIE","9,015","3.7"," 18/90 ","3.1","Q1","3.2","0.8","0.81"," 17/91 ","Q1","Q1","80.6","81.87","0.006","1.294","0.499","Q1",
"NEUROTOXICITY RESEARCH","NEUROTOX RES","1029-8428","1476-3524","NEUROSCIENCES","SCIE","4,849","2.9"," 143/310 ","3.4","Q2","2.8","1.2","0.81"," 138/310 ","Q2","Q2","54.0","55.65","0.004","0.944","0.636","Q3",
"Orthopaedic Surgery","ORTHOP SURG","1757-7853","1757-7861","ORTHOPEDICS","SCIE","3,592","1.8"," 61/136 ","2.4","Q2","1.7","0.3","0.81"," 56/136 ","Q2","Q2","55.5","59.19","0.005","1.177","0.574","Q3",
"Journal of PeriAnesthesia Nursing","J PERIANESTH NURS","1089-9472","1532-8473","NURSING","SCIE, SSCI","1,529","1.6"," 88/191 ","1.6","Q3","1.5","0.6","0.81"," 78/191 ","Q2","Q2","54.2","59.42","0.002","0.371","0.359","Q3",
"Sport Management Education Journal","SPORT MANAG EDUC J","1938-6974","2163-2367","EDUCATION & EDUCATIONAL RESEARCH","ESCI","285","1.6"," 277/756 ","1.9","Q2","1.1","0.1","0.81"," 309/756 ","Q2","Q2","63.4","59.19","0","0.038","0.26","Q3",
"ChemistryMethods","CHEM METHODS","2628-9725","2628-9725","CHEMISTRY, MULTIDISCIPLINARY","ESCI","694","6.1"," 50/230 ","N/A","N/A","6","0.9","0.8"," 74/231 ","Q2","Q1","78.5","68.18","0.001","0.235","N/A","N/A",
"Current Psychiatry Reports","CURR PSYCHIAT REP","1523-3812","1535-1645","PSYCHIATRY","SCIE, SSCI","8,708","5.5"," 27/276 ","7.7","Q1","5.4","0.7","0.8"," 111/276 ","Q2","Q1","90.4","59.96","0.011","2.302","2.458","Q1",
"IEEE-ACM TRANSACTIONS ON NETWORKING","IEEE ACM T NETWORK","1063-6692","1558-2566","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","8,355","3"," 20/59 ","3.6","Q2","2.8","0.5","0.8"," 21/59 ","Q2","Q2","66.9","65.25","0.009","1.914","0.957","Q1",
"IEEE-ACM TRANSACTIONS ON NETWORKING","IEEE ACM T NETWORK","1063-6692","1558-2566","COMPUTER SCIENCE, THEORY & METHODS","SCIE","8,355","3"," 41/143 ","3.6","Q1","2.8","0.5","0.8"," 43/143 ","Q2","Q2","71.7","70.28","0.009","1.914","0.957","Q1",
"IEEE-ACM TRANSACTIONS ON NETWORKING","IEEE ACM T NETWORK","1063-6692","1558-2566","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","8,355","3"," 136/352 ","3.6","Q2","2.8","0.5","0.8"," 132/354 ","Q2","Q2","61.5","62.85","0.009","1.914","0.957","Q2",
"IEEE-ACM TRANSACTIONS ON NETWORKING","IEEE ACM T NETWORK","1063-6692","1558-2566","TELECOMMUNICATIONS","SCIE","8,355","3"," 53/119 ","3.6","Q2","2.8","0.5","0.8"," 52/119 ","Q2","Q2","55.9","56.72","0.009","1.914","0.957","Q2",
"International Journal of Public Health","INT J PUBLIC HEALTH","1661-8556","1661-8564","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","5,122","2.6"," 145/403 ","3.2","Q2","2.4","0.5","0.8"," 146/403 ","Q2","Q2","64.1","63.90","0.006","1.337","0.955","Q2",
"Frontiers of Engineering Management","FRONT ENG MANAG","2095-7513","2096-0255","ENGINEERING, INDUSTRIAL","ESCI","1,358","9.1"," 8/69 ","5.4","Q1","8.5","2","0.79"," 23/69 ","Q2","Q1","89.1","67.39","0.002","0.431","1.106","Q1",
"ACS Materials Au","ACS MATER AU","2694-2461","2694-2461","CHEMISTRY, PHYSICAL","ESCI","552","5.7"," 52/178 ","5.7","Q2","5.6","1.2","0.79"," 63/178 ","Q2","Q2","71.1","64.89","0.001","0.191","1.318","Q2",
"ACS Materials Au","ACS MATER AU","2694-2461","2694-2461","MATERIALS SCIENCE, MULTIDISCIPLINARY","ESCI","552","5.7"," 111/438 ","5.7","Q2","5.6","1.2","0.79"," 151/438 ","Q2","Q2","74.8","65.64","0.001","0.191","1.318","Q1",
"Pain Reports","PAIN REP","N/A","2471-2531","NEUROSCIENCES","ESCI","1,800","3.4"," 116/310 ","4","Q2","3.3","0.7","0.79"," 146/310 ","Q2","Q2","62.7","53.06","0.004","0.827","1.201","Q2",
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","0167-8760","1872-7697","NEUROSCIENCES","SCIE","9,422","2.5"," 187/310 ","2.9","Q3","2.4","0.4","0.79"," 146/310 ","Q2","Q3","39.8","53.06","0.006","1.31","0.885","Q3",
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","0167-8760","1872-7697","PHYSIOLOGY","SCIE","9,422","2.5"," 36/85 ","2.9","Q2","2.4","0.4","0.79"," 40/85 ","Q2","Q2","58.2","53.53","0.006","1.31","0.885","Q2",
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","0167-8760","1872-7697","PSYCHOLOGY","SCIE","9,422","2.5"," 35/92 ","2.9","Q2","2.4","0.4","0.79"," 38/92 ","Q2","Q2","62.5","59.24","0.006","1.31","0.885","Q2",
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","0167-8760","1872-7697","PSYCHOLOGY, BIOLOGICAL","SSCI","9,422","2.5"," 6/18 ","2.9","Q2","2.4","0.4","0.79"," 6/18 ","Q2","Q2","69.4","69.44","0.006","1.31","0.885","Q2",
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","0167-8760","1872-7697","PSYCHOLOGY, EXPERIMENTAL","SSCI","9,422","2.5"," 29/99 ","2.9","Q2","2.4","0.4","0.79"," 43/99 ","Q2","Q2","71.2","57.07","0.006","1.31","0.885","Q3",
"JOURNAL OF PUBLIC HEALTH POLICY","J PUBLIC HEALTH POL","0197-5897","1745-655X","HEALTH CARE SCIENCES & SERVICES","SCIE","1,483","2.3"," 77/174 ","2.9","Q2","2.2","0.4","0.79"," 72/175 ","Q2","Q2","56.0","59.14","0.002","0.362","1.005","Q2",
"JOURNAL OF PUBLIC HEALTH POLICY","J PUBLIC HEALTH POL","0197-5897","1745-655X","HEALTH POLICY & SERVICES","SSCI","1,483","2.3"," 52/118 ","2.9","Q2","2.2","0.4","0.79"," 55/119 ","Q2","Q2","56.4","54.20","0.002","0.362","1.005","Q2",
"JOURNAL OF PUBLIC HEALTH POLICY","J PUBLIC HEALTH POL","0197-5897","1745-655X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","1,483","2.3"," 177/403 ","2.9","Q2","2.2","0.4","0.79"," 151/403 ","Q2","Q2","56.2","62.66","0.002","0.362","1.005","Q2",
"RNA","RNA","1355-8382","1469-9001","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","12,684","4.2"," 88/313 ","4.4","Q2","4.1","1.8","0.78"," 113/313 ","Q2","Q2","72.0","64.06","0.012","2.67","2.257","Q1",
"SYNTHETIC METALS","SYNTHETIC MET","0379-6779","0379-6779","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","12,342","4"," 167/438 ","3.4","Q2","3.8","1.5","0.78"," 153/438 ","Q2","Q2","62.0","65.18","0.005","1.054","0.483","Q3",
"SYNTHETIC METALS","SYNTHETIC MET","0379-6779","0379-6779","PHYSICS, CONDENSED MATTER","SCIE","12,342","4"," 26/79 ","3.4","Q2","3.8","1.5","0.78"," 22/79 ","Q2","Q2","67.7","72.78","0.005","1.054","0.483","Q2",
"SYNTHETIC METALS","SYNTHETIC MET","0379-6779","0379-6779","POLYMER SCIENCE","SCIE","12,342","4"," 30/94 ","3.4","Q2","3.8","1.5","0.78"," 27/94 ","Q2","Q2","68.6","71.81","0.005","1.054","0.483","Q2",
"Research and Practice in Thrombosis and Haemostasis","RES PRACT THROMB HAE","N/A","2475-0379","HEMATOLOGY","SCIE","2,525","3.4"," 28/97 ","3.6","Q2","2.8","0.8","0.78"," 31/97 ","Q2","Q2","71.6","68.56","0.006","1.296","1.161","Q2",
"Research and Practice in Thrombosis and Haemostasis","RES PRACT THROMB HAE","N/A","2475-0379","PERIPHERAL VASCULAR DISEASE","SCIE","2,525","3.4"," 23/96 ","3.6","Q2","2.8","0.8","0.78"," 26/96 ","Q2","Q1","76.6","73.44","0.006","1.296","1.161","Q1",
"PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC","PUBL ASTRON SOC PAC","0004-6280","1538-3873","ASTRONOMY & ASTROPHYSICS","SCIE","15,399","3.3"," 27/84 ","5.4","Q1","3.1","3.2","0.78"," 28/84 ","Q2","Q2","68.5","67.26","0.014","3.039","2.769","Q1",
"ACTA NEUROLOGICA SCANDINAVICA","ACTA NEUROL SCAND","0001-6314","1600-0404","CLINICAL NEUROLOGY","SCIE","7,434","2.9"," 99/277 ","3","Q2","2.9","0.2","0.78"," 113/278 ","Q2","Q2","64.4","59.53","0.005","1.177","0.952","Q2",
"Inorganics","INORGANICS","N/A","2304-6740","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","2,513","3.1"," 16/44 ","2.6","Q2","2.8","0.9","0.77"," 17/44 ","Q2","Q2","64.8","62.50","0.002","0.482","0.39","Q2",
"CURRENT OPINION IN NEUROLOGY","CURR OPIN NEUROL","1350-7540","1473-6551","CLINICAL NEUROLOGY","SCIE","6,345","4.1"," 47/277 ","5","Q1","4","0.8","0.76"," 122/278 ","Q2","Q1","83.2","56.29","0.007","1.438","1.56","Q1",
"CURRENT OPINION IN NEUROLOGY","CURR OPIN NEUROL","1350-7540","1473-6551","NEUROSCIENCES","SCIE","6,345","4.1"," 80/310 ","5","Q1","4","0.8","0.76"," 158/310 ","Q2","Q2","74.4","49.19","0.007","1.438","1.56","Q1",
"HYDROLOGICAL PROCESSES","HYDROL PROCESS","0885-6087","1099-1085","WATER RESOURCES","SCIE","22,509","2.8"," 45/127 ","3.3","Q2","2.6","0.5","0.75"," 42/127 ","Q2","Q2","65.0","67.32","0.01","2.273","0.792","Q1",
"Pancreatology","PANCREATOLOGY","1424-3903","1424-3911","GASTROENTEROLOGY & HEPATOLOGY","SCIE","5,863","2.8"," 62/143 ","3.4","Q2","2.7","0.7","0.75"," 49/143 ","Q2","Q2","57.0","66.08","0.007","1.598","1.041","Q2",
"Rehabilitation Research and Practice","REHABIL RES PRACT","2090-2867","2090-2875","REHABILITATION","ESCI","417","1.5"," 87/169 ","2","Q2","1.5","<0.1","0.75"," 87/169 ","Q3","Q3","48.8","48.82","0","0.084","0.547","Q2",
"Batteries & Supercaps","BATTERIES SUPERCAPS","N/A","2566-6223","ELECTROCHEMISTRY","SCIE","3,752","5.1"," 13/45 ","5.5","Q1","4.9","1.2","0.74"," 13/45 ","Q2","Q2","72.2","72.22","0.006","1.314","1.151","Q1",
"Batteries & Supercaps","BATTERIES SUPERCAPS","N/A","2566-6223","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","3,752","5.1"," 130/438 ","5.5","Q2","4.9","1.2","0.74"," 157/438 ","Q2","Q2","70.4","64.27","0.006","1.314","1.151","Q1",
"JOURNAL OF GUIDANCE CONTROL AND DYNAMICS","J GUID CONTROL DYNAM","0731-5090","1533-3884","ENGINEERING, AEROSPACE","SCIE","11,226","2.3"," 13/52 ","2.6","Q1","1.9","0.3","0.74"," 14/52 ","Q2","Q1","76.0","74.04","0.006","1.268","0.624","Q2",
"JOURNAL OF GUIDANCE CONTROL AND DYNAMICS","J GUID CONTROL DYNAM","0731-5090","1533-3884","INSTRUMENTS & INSTRUMENTATION","SCIE","11,226","2.3"," 31/76 ","2.6","Q2","1.9","0.3","0.74"," 27/76 ","Q2","Q2","59.9","65.13","0.006","1.268","0.624","Q2",
"Journal of Spectral Theory","J SPECTR THEOR","1664-039X","1664-0403","MATHEMATICS","SCIE","406","1"," 117/489 ","1","Q2","1","0.1","0.74"," 162/489 ","Q2","Q1","76.2","66.97","0.002","0.38","0.843","Q1",
"Journal of Spectral Theory","J SPECTR THEOR","1664-039X","1664-0403","MATHEMATICS, APPLIED","SCIE","406","1"," 181/331 ","1","Q3","1","0.1","0.74"," 140/331 ","Q2","Q3","45.5","57.85","0.002","0.38","0.843","Q2",
"JAMIA Open","JAMIA OPEN","N/A","2574-2531","HEALTH CARE SCIENCES & SERVICES","ESCI","1,158","2.5"," 69/174 ","2.7","Q2","2.4","0.5","0.73"," 81/175 ","Q2","Q2","60.6","54.00","0.003","0.735","0.98","Q2",
"JAMIA Open","JAMIA OPEN","N/A","2574-2531","MEDICAL INFORMATICS","ESCI","1,158","2.5"," 29/44 ","2.7","Q3","2.4","0.5","0.73"," 23/44 ","Q2","Q3","35.2","48.86","0.003","0.735","0.98","Q2",
"OPTICS COMMUNICATIONS","OPT COMMUN","0030-4018","1873-0310","OPTICS","SCIE","25,355","2.2"," 57/119 ","2","Q3","2","0.5","0.73"," 46/120 ","Q2","Q2","52.5","62.08","0.014","3.156","0.36","Q3",
"Journal of Neurophysiology","J NEUROPHYSIOL","0022-3077","1522-1598","NEUROSCIENCES","SCIE","35,337","2.1"," 217/310 ","2.5","Q3","1.9","0.5","0.73"," 168/310 ","Q3","Q3","30.2","45.97","0.014","3.105","0.916","Q3",
"Journal of Neurophysiology","J NEUROPHYSIOL","0022-3077","1522-1598","PHYSIOLOGY","SCIE","35,337","2.1"," 53/85 ","2.5","Q3","1.9","0.5","0.73"," 49/85 ","Q3","Q3","38.2","42.94","0.014","3.105","0.916","Q2",
"CLINICAL TRANSPLANTATION","CLIN TRANSPLANT","0902-0063","1399-0012","SURGERY","SCIE","6,729","1.9"," 117/290 ","2.6","Q2","1.8","0.4","0.73"," 124/290 ","Q2","Q2","59.8","57.41","0.012","2.56","1.027","Q1",
"CLINICAL TRANSPLANTATION","CLIN TRANSPLANT","0902-0063","1399-0012","TRANSPLANTATION","SCIE","6,729","1.9"," 17/31 ","2.6","Q2","1.8","0.4","0.73"," 14/31 ","Q2","Q3","46.8","56.45","0.012","2.56","1.027","Q2",
"Practical Laboratory Medicine","PRACT LAB MED","N/A","2352-5517","MEDICAL LABORATORY TECHNOLOGY","ESCI","483","1.7"," 19/30 ","1.7","Q3","1.7","0.1","0.73"," 18/30 ","Q3","Q3","38.3","41.67","0.001","0.148","0.388","Q3",
"Journal of Childrens Services","J CHILD SERV","1746-6660","2042-8677","SOCIAL WORK","ESCI","352","1.4"," 35/91 ","1.5","Q3","1.3","<0.1","0.73"," 43/91 ","Q2","Q2","62.1","53.30","0","0.068","0.369","Q3",
"Mathematical Modelling and Control","MATH MODEL CONTROL","N/A","2767-8946","MATHEMATICS","ESCI","77","1.4"," 57/489 ","1.4","Q1","1.2","0.4","0.73"," 166/489 ","Q2","Q1","88.4","66.16","0","0.018","0.223","Q4",
"Mathematical Modelling and Control","MATH MODEL CONTROL","N/A","2767-8946","MATHEMATICS, APPLIED","ESCI","77","1.4"," 102/331 ","1.4","Q2","1.2","0.4","0.73"," 142/331 ","Q2","Q2","69.3","57.25","0","0.018","0.223","Q4",
"WILDLIFE BIOLOGY","WILDLIFE BIOL","0909-6396","1903-220X","ECOLOGY","SCIE","1,795","1.7"," 123/195 ","1.9","Q3","1.6","0.4","0.72"," 87/195 ","Q2","Q3","37.2","55.64","0.001","0.234","0.51","Q3",
"WILDLIFE BIOLOGY","WILDLIFE BIOL","0909-6396","1903-220X","ZOOLOGY","SCIE","1,795","1.7"," 49/180 ","1.9","Q1","1.6","0.4","0.72"," 69/180 ","Q2","Q2","73.1","61.94","0.001","0.234","0.51","Q2",
"INFLAMMATION","INFLAMMATION","0360-3997","1573-2576","CELL BIOLOGY","SCIE","8,820","4.5"," 72/205 ","4.6","Q2","4.5","0.6","0.71"," 97/205 ","Q2","Q2","65.1","52.93","0.008","1.655","0.868","Q3",
"INFLAMMATION","INFLAMMATION","0360-3997","1573-2576","IMMUNOLOGY","SCIE","8,820","4.5"," 61/181 ","4.6","Q2","4.5","0.6","0.71"," 85/181 ","Q2","Q2","66.6","53.31","0.008","1.655","0.868","Q3",
"Clinical and Translational Gastroenterology","CLIN TRANSL GASTROEN","N/A","2155-384X","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,211","3"," 54/143 ","3.8","Q2","3","0.7","0.71"," 53/143 ","Q2","Q2","62.6","63.29","0.006","1.342","1.331","Q1",
