"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,2023 JCI,JCI Rank,JCI Quartile,JIF Quartile,JIF Percentile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,AIS Quartile
"Civil Engineering Journal-Tehran","CIV ENG J-TEHRAN","2676-6957","2476-3055","ENGINEERING, CIVIL","ESCI","2,767","4.3"," 26/181 ","2.4","Q2","4","0.5","0.94"," 36/181 ","Q1","Q1","85.9","80.39","0.003","0.679","0.364","Q3",
"JOURNAL OF FORESTRY RESEARCH","J FORESTRY RES","1007-662X","1993-0607","FORESTRY","SCIE","4,567","3.4"," 9/89 ","2.9","Q1","3.2","0.9","0.94"," 18/89 ","Q1","Q1","90.4","80.34","0.005","1.077","0.527","Q1",
"Practical Radiation Oncology","PRACT RADIAT ONCOL","1879-8500","1879-8500","ONCOLOGY","SCIE","2,950","3.4"," 110/322 ","2.9","Q3","3.2","0.9","0.94"," 86/322 ","Q1","Q2","66.0","73.45","0.005","0.994","0.965","Q2",
"Practical Radiation Oncology","PRACT RADIAT ONCOL","1879-8500","1879-8500","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","2,950","3.4"," 40/204 ","2.9","Q2","3.2","0.9","0.94"," 50/204 ","Q1","Q1","80.6","75.74","0.005","0.994","0.965","Q1",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","CHEMISTRY, MULTIDISCIPLINARY","SCIE","30,998","3.2"," 96/230 ","3.2","Q2","2.8","0.8","0.93"," 61/231 ","Q1","Q2","58.5","73.81","0.019","4.118","0.552","Q2",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","CRYSTALLOGRAPHY","SCIE","30,998","3.2"," 5/33 ","3.2","Q1","2.8","0.8","0.93"," 5/33 ","Q1","Q1","86.4","86.36","0.019","4.118","0.552","Q1",
"CRYSTAL GROWTH & DESIGN","CRYST GROWTH DES","1528-7483","1528-7505","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","30,998","3.2"," 201/438 ","3.2","Q2","2.8","0.8","0.93"," 120/438 ","Q1","Q2","54.2","72.72","0.019","4.118","0.552","Q2",
"CEREBRAL CORTEX","CEREB CORTEX","1047-3211","1460-2199","NEUROSCIENCES","SCIE","30,580","2.9"," 143/310 ","3.7","Q2","2.7","0.5","0.93"," 106/310 ","Q2","Q2","54.0","65.97","0.032","7.071","1.622","Q1",
"Clinical & Translational Immunology","CLIN TRANSL IMMUNOL","N/A","2050-0068","IMMUNOLOGY","SCIE","2,621","4.6"," 56/181 ","4.8","Q2","4.5","0.9","0.92"," 46/181 ","Q2","Q2","69.3","74.86","0.005","1.045","1.51","Q1",
"DENDROCHRONOLOGIA","DENDROCHRONOLOGIA","1125-7865","1612-0051","FORESTRY","SCIE","2,566","2.7"," 15/89 ","2.9","Q1","2.3","0.8","0.92"," 21/89 ","Q1","Q1","83.7","76.97","0.002","0.494","0.699","Q1",
"DENDROCHRONOLOGIA","DENDROCHRONOLOGIA","1125-7865","1612-0051","GEOGRAPHY, PHYSICAL","SCIE","2,566","2.7"," 26/65 ","2.9","Q2","2.3","0.8","0.92"," 20/65 ","Q1","Q2","60.8","70.00","0.002","0.494","0.699","Q3",
"Archives of Public Health","ARCH PUBLIC HEALTH","0778-7367","2049-3258","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,475","3.2"," 104/403 ","3.3","Q2","3.1","0.4","0.91"," 114/403 ","Q2","Q2","74.3","71.84","0.006","1.206","0.954","Q2",
"International Journal of Cardiology","INT J CARDIOL","0167-5273","1874-1754","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","31,772","3.2"," 62/220 ","3.2","Q2","3","1","0.91"," 55/220 ","Q1","Q2","72.0","75.23","0.029","6.295","1.036","Q2",
"Basic and Clinical Andrology","BASIC CLIN ANDROL","N/A","2051-4190","ANDROLOGY","SCIE","465","2.4"," 4/8 ","2.6","Q3","2.4","0.6","0.91"," 4/8 ","Q2","Q2","56.3","56.25","0.001","0.123","0.659","Q2",
"Journal of Ayurveda and Integrative Medicine","J AYURVEDA INTEGR ME","0975-9476","0976-2809","INTEGRATIVE & COMPLEMENTARY MEDICINE","ESCI","1,572","1.7"," 25/43 ","2.1","Q2","1.5","0.3","0.91"," 11/43 ","Q2","Q3","43.0","75.58","0.001","0.214","0.268","Q3",
"FlatChem","FLATCHEM","2452-2627","2452-2627","CHEMISTRY, PHYSICAL","SCIE","2,056","5.9"," 50/178 ","5.6","Q2","5.7","1.3","0.9"," 50/178 ","Q2","Q2","72.2","72.19","0.002","0.455","0.805","Q2",
"FlatChem","FLATCHEM","2452-2627","2452-2627","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,056","5.9"," 108/438 ","5.6","Q2","5.7","1.3","0.9"," 126/438 ","Q2","Q1","75.5","71.35","0.002","0.455","0.805","Q2",
"IEEE ANTENNAS AND PROPAGATION MAGAZINE","IEEE ANTENN PROPAG M","1045-9243","1558-4143","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","3,794","4.2"," 89/352 ","3.3","Q2","4.1","0.9","0.9"," 114/354 ","Q2","Q2","74.9","67.94","0.002","0.523","0.998","Q2",
"IEEE ANTENNAS AND PROPAGATION MAGAZINE","IEEE ANTENN PROPAG M","1045-9243","1558-4143","TELECOMMUNICATIONS","SCIE","3,794","4.2"," 32/119 ","3.3","Q2","4.1","0.9","0.9"," 43/119 ","Q2","Q2","73.5","64.29","0.002","0.523","0.998","Q2",
"Strategic Change-Briefings in Entrepreneurial Finance","STRATEG CHANG","1086-1718","1099-1697","BUSINESS, FINANCE","ESCI","1,254","3.6"," 42/231 ","2.9","Q2","3.4","0.6","0.9"," 57/231 ","Q1","Q1","82.0","75.54","0.001","0.241","0.489","Q2",
"OPTICAL AND QUANTUM ELECTRONICS","OPT QUANT ELECTRON","0306-8919","1572-817X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","12,297","3.3"," 127/352 ","2.7","Q2","2.5","1.5","0.9"," 114/354 ","Q2","Q2","64.1","67.94","0.008","1.701","0.318","Q3",
"OPTICAL AND QUANTUM ELECTRONICS","OPT QUANT ELECTRON","0306-8919","1572-817X","OPTICS","SCIE","12,297","3.3"," 33/119 ","2.7","Q2","2.5","1.5","0.9"," 36/120 ","Q2","Q2","72.7","70.42","0.008","1.701","0.318","Q3",
"OPTICAL AND QUANTUM ELECTRONICS","OPT QUANT ELECTRON","0306-8919","1572-817X","QUANTUM SCIENCE & TECHNOLOGY","SCIE","12,297","3.3"," 14/26 ","2.7","Q3","2.5","1.5","0.9"," 11/26 ","Q2","Q3","48.1","59.62","0.008","1.701","0.318","Q4",
"Mineral Economics","MINER ECON","2191-2203","2191-2211","ECONOMICS","ESCI","622","3"," 119/597 ","2.7","Q2","2.8","0.6","0.9"," 157/600 ","Q2","Q1","80.2","73.92","0.001","0.175","0.525","Q2",
"Logica Universalis","LOG UNIVERSALIS","1661-8297","1661-8300","LOGIC","SCIE","148","0.4"," 19/25 ","0.5","Q3","0.4","<0.1","0.9"," 5/25 ","Q1","Q4","26.0","82.00","0","0.082","0.381","Q3",
"NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES","NUTR METAB CARDIOVAS","0939-4753","1590-3729","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","8,864","3.3"," 59/220 ","3.5","Q2","3.2","0.9","0.89"," 59/220 ","Q2","Q2","73.4","73.41","0.009","1.899","0.843","Q2",
"NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES","NUTR METAB CARDIOVAS","0939-4753","1590-3729","ENDOCRINOLOGY & METABOLISM","SCIE","8,864","3.3"," 77/186 ","3.5","Q2","3.2","0.9","0.89"," 59/186 ","Q2","Q2","58.9","68.55","0.009","1.899","0.843","Q3",
"NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES","NUTR METAB CARDIOVAS","0939-4753","1590-3729","NUTRITION & DIETETICS","SCIE","8,864","3.3"," 47/114 ","3.5","Q2","3.2","0.9","0.89"," 32/114 ","Q2","Q2","59.2","72.37","0.009","1.899","0.843","Q2",
"ESC Heart Failure","ESC HEART FAIL","2055-5822","2055-5822","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","7,184","3.2"," 62/220 ","3.5","Q2","3","0.5","0.89"," 59/220 ","Q2","Q2","72.0","73.41","0.018","3.913","1.163","Q2",
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology","AM J PHYSIOL-REG I","0363-6119","1522-1490","PHYSIOLOGY","SCIE","15,889","2.2"," 49/85 ","2.8","Q2","2.1","0.9","0.89"," 32/85 ","Q2","Q3","42.9","62.94","0.006","1.284","0.825","Q2",
"CHEMICAL RECORD","CHEM REC","1527-8999","1528-0691","CHEMISTRY, MULTIDISCIPLINARY","SCIE","7,612","7"," 45/230 ","6.6","Q1","6.8","1.6","0.88"," 68/231 ","Q2","Q1","80.7","70.78","0.008","1.663","1.194","Q1",
"Bayesian Analysis","BAYESIAN ANAL","1931-6690","1936-0975","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","SCIE","2,900","4.9"," 9/135 ","4.2","Q1","4.4","0.9","0.88"," 35/135 ","Q1","Q1","93.7","74.44","0.005","1.147","2.814","Q1",
"Bayesian Analysis","BAYESIAN ANAL","1931-6690","1936-0975","STATISTICS & PROBABILITY","SCIE","2,900","4.9"," 6/168 ","4.2","Q1","4.4","0.9","0.88"," 25/168 ","Q1","Q1","96.7","85.42","0.005","1.147","2.814","Q1",
"INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY","INFECT CONT HOSP EP","0899-823X","1559-6834","INFECTIOUS DISEASES","SCIE","10,792","3"," 54/132 ","3.1","Q2","2.8","0.7","0.88"," 39/132 ","Q2","Q2","59.5","70.83","0.013","2.875","1.144","Q2",
"INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY","INFECT CONT HOSP EP","0899-823X","1559-6834","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","10,792","3"," 114/403 ","3.1","Q2","2.8","0.7","0.88"," 121/403 ","Q2","Q2","71.8","70.10","0.013","2.875","1.144","Q2",
"PLoS One","PLOS ONE","1932-6203","1932-6203","MULTIDISCIPLINARY SCIENCES","SCIE","807,746","2.9"," 31/134 ","3.3","Q1","2.8","0.5","0.88"," 33/135 ","Q1","Q1","77.2","75.93","0.593","129.594","0.885","Q1",
"Safety and Health at Work","SAF HEALTH WORK-KR","2093-7911","2093-7997","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","2,117","3.5"," 84/403 ","3.5","Q2","3.4","0.7","0.87"," 125/403 ","Q2","Q1","79.3","69.11","0.002","0.499","0.803","Q2",
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","1083-3668","1560-2281","BIOCHEMICAL RESEARCH METHODS","SCIE","13,480","3"," 30/85 ","3.1","Q2","2.7","0.7","0.87"," 23/85 ","Q2","Q2","65.3","73.53","0.006","1.297","0.685","Q2",
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","1083-3668","1560-2281","OPTICS","SCIE","13,480","3"," 39/119 ","3.1","Q2","2.7","0.7","0.87"," 37/120 ","Q2","Q2","67.6","69.58","0.006","1.297","0.685","Q2",
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","1083-3668","1560-2281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","13,480","3"," 52/204 ","3.1","Q2","2.7","0.7","0.87"," 61/204 ","Q2","Q2","74.8","70.34","0.006","1.297","0.685","Q2",
"JOURNAL OF GLACIOLOGY","J GLACIOL","0022-1430","1727-5652","GEOGRAPHY, PHYSICAL","SCIE","7,263","2.8"," 22/65 ","3.1","Q2","2.4","0.6","0.87"," 21/65 ","Q2","Q2","66.9","68.46","0.004","0.965","1.068","Q2",
"JOURNAL OF GLACIOLOGY","J GLACIOL","0022-1430","1727-5652","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","7,263","2.8"," 84/253 ","3.1","Q2","2.4","0.6","0.87"," 69/253 ","Q2","Q2","67.0","72.92","0.004","0.965","1.068","Q1",
"GAIT & POSTURE","GAIT POSTURE","0966-6362","1879-2219","NEUROSCIENCES","SCIE","17,403","2.2"," 212/310 ","2.7","Q3","2","0.3","0.87"," 123/310 ","Q2","Q3","31.8","60.48","0.011","2.362","0.665","Q3",
"GAIT & POSTURE","GAIT POSTURE","0966-6362","1879-2219","ORTHOPEDICS","SCIE","17,403","2.2"," 42/136 ","2.7","Q2","2","0.3","0.87"," 46/136 ","Q2","Q2","69.5","66.54","0.011","2.362","0.665","Q2",
"GAIT & POSTURE","GAIT POSTURE","0966-6362","1879-2219","SPORT SCIENCES","SCIE","17,403","2.2"," 45/127 ","2.7","Q2","2","0.3","0.87"," 48/127 ","Q2","Q2","65.0","62.60","0.011","2.362","0.665","Q2",
"Kidney Diseases","KIDNEY DIS-BASEL","2296-9381","2296-9357","UROLOGY & NEPHROLOGY","SCIE","989","3.2"," 24/126 ","3.5","Q1","3.2","0.2","0.86"," 38/126 ","Q2","Q1","81.3","70.24","0.002","0.339","0.954","Q1",
"SOCIOLOGY OF SPORT JOURNAL","SOCIOL SPORT J","0741-1235","1543-2785","HOSPITALITY, LEISURE, SPORT & TOURISM","SSCI","1,615","2"," 68/139 ","2","Q3","1.5","0.4","0.86"," 45/139 ","Q2","Q2","51.4","67.99","0.001","0.255","0.706","Q2",
"SOCIOLOGY OF SPORT JOURNAL","SOCIOL SPORT J","0741-1235","1543-2785","SOCIOLOGY","SSCI","1,615","2"," 72/217 ","2","Q2","1.5","0.4","0.86"," 87/217 ","Q2","Q2","67.1","60.14","0.001","0.255","0.706","Q2",
"SOCIOLOGY OF SPORT JOURNAL","SOCIOL SPORT J","0741-1235","1543-2785","SPORT SCIENCES","SCIE","1,615","2"," 53/127 ","2","Q3","1.5","0.4","0.86"," 50/127 ","Q2","Q2","58.7","61.02","0.001","0.255","0.706","Q2",
"Global Society","GLOB SOC","1360-0826","1469-798X","INTERNATIONAL RELATIONS","ESCI","688","1.7"," 54/165 ","1.7","Q2","1.7","<0.1","0.86"," 69/165 ","Q2","Q2","67.6","58.48","0.001","0.202","0.724","Q2",
"JOURNAL OF MICROSCOPY","J MICROSC-OXFORD","0022-2720","1365-2818","MICROSCOPY","SCIE","5,733","1.5"," 6/8 ","1.9","Q3","1.4","0.5","0.86"," 4/8 ","Q2","Q3","31.3","56.25","0.002","0.497","0.622","Q2",
"ACS Applied Nano Materials","ACS APPL NANO MATER","N/A","2574-0970","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","36,563","5.3"," 122/438 ","5.4","Q2","5","1.2","0.85"," 137/438 ","Q2","Q2","72.3","68.84","0.047","10.233","0.911","Q2",
"ACS Applied Nano Materials","ACS APPL NANO MATER","N/A","2574-0970","NANOSCIENCE & NANOTECHNOLOGY","SCIE","36,563","5.3"," 46/140 ","5.4","Q2","5","1.2","0.85"," 48/140 ","Q2","Q2","67.5","66.07","0.047","10.233","0.911","Q2",
"Targeted Oncology","TARGET ONCOL","1776-2596","1776-260X","ONCOLOGY","SCIE","2,161","4.4"," 86/322 ","3.9","Q2","4.3","1","0.85"," 100/322 ","Q2","Q2","73.4","69.10","0.003","0.68","1.114","Q2",
"Ecological Complexity","ECOL COMPLEX","1476-945X","1476-9840","ECOLOGY","SCIE","2,197","3.1"," 56/195 ","2.7","Q2","3.1","0.4","0.85"," 66/195 ","Q2","Q2","71.5","66.41","0.001","0.264","0.597","Q3",
"Earth Surface Dynamics","EARTH SURF DYNAM","2196-6311","2196-632X","GEOGRAPHY, PHYSICAL","SCIE","1,983","2.8"," 22/65 ","3.6","Q2","2.6","0.6","0.85"," 24/65 ","Q2","Q2","66.9","63.85","0.004","0.792","1.353","Q1",
"Earth Surface Dynamics","EARTH SURF DYNAM","2196-6311","2196-632X","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","1,983","2.8"," 84/253 ","3.6","Q2","2.6","0.6","0.85"," 77/253 ","Q2","Q2","67.0","69.76","0.004","0.792","1.353","Q1",
"Journal of Marine Science and Engineering","J MAR SCI ENG","N/A","2077-1312","ENGINEERING, MARINE","SCIE","16,286","2.7"," 6/25 ","2.8","Q1","2.1","0.8","0.85"," 6/25 ","Q1","Q1","78.0","78.00","0.02","4.26","0.464","Q1",
"Journal of Marine Science and Engineering","J MAR SCI ENG","N/A","2077-1312","ENGINEERING, OCEAN","SCIE","16,286","2.7"," 6/18 ","2.8","Q2","2.1","0.8","0.85"," 6/18 ","Q1","Q2","69.4","69.44","0.02","4.26","0.464","Q3",
"Journal of Marine Science and Engineering","J MAR SCI ENG","N/A","2077-1312","OCEANOGRAPHY","SCIE","16,286","2.7"," 17/65 ","2.8","Q2","2.1","0.8","0.85"," 20/65 ","Q1","Q2","74.6","70.00","0.02","4.26","0.464","Q3",
"MEDICAL HYPOTHESES","MED HYPOTHESES","0306-9877","1532-2777","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","9,446","2.1"," 118/189 ","2.4","Q3","2","0.2","0.85"," 63/189 ","Q2","Q3","37.8","66.93","0.006","1.385","0.481","Q3",
"Erasmus Studies","ERASMUS STUD","0276-2854","1874-9275","MEDIEVAL & RENAISSANCE STUDIES","ESCI","25","0.4"," N/A ","0.3","N/A","0.4","<0.1","0.85"," 38/83 ","Q2","N/A","N/A","54.82","0","0.013","0.188","Q3",
"Scandinavian Journal of Surgery","SCAND J SURG","1457-4969","1799-7267","SURGERY","SCIE","1,458","2.5"," 68/290 ","2.4","Q2","2.4","0.3","0.84"," 98/290 ","Q2","Q1","76.7","66.38","0.002","0.381","0.775","Q2",
"JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION","J NATL MED ASSOC","0027-9684","1943-4693","MEDICINE, GENERAL & INTERNAL","SCIE","4,004","2.5"," 75/325 ","3.2","Q1","2.5","0.4","0.83"," 69/329 ","Q1","Q1","77.1","79.18","0.004","0.94","1.227","Q1",
"Veterinary and Animal Science","VET ANIM SCI","N/A","2451-943X","AGRICULTURE, DAIRY & ANIMAL SCIENCE","ESCI","591","1.9"," 21/80 ","2.3","Q1","1.9","0.6","0.83"," 21/80 ","Q2","Q2","74.4","74.38","0.001","0.186","0.44","Q1",
"Veterinary and Animal Science","VET ANIM SCI","N/A","2451-943X","VETERINARY SCIENCES","ESCI","591","1.9"," 46/167 ","2.3","Q1","1.9","0.6","0.83"," 53/168 ","Q2","Q2","72.8","68.75","0.001","0.186","0.44","Q2",
"JOURNAL OF RAPTOR RESEARCH","J RAPTOR RES","0892-1016","2162-4569","ORNITHOLOGY","SCIE","1,224","1.2"," 13/29 ","1.3","Q2","0.9","1.1","0.83"," 13/29 ","Q2","Q2","56.9","56.90","0.001","0.119","0.292","Q3",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","IMMUNOLOGY","SCIE","3,156","3.2"," 99/181 ","3.6","Q3","3.2","0.8","0.82"," 60/181 ","Q2","Q3","45.6","67.13","0.002","0.536","1.179","Q2",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","3,156","3.2"," 81/189 ","3.6","Q2","3.2","0.8","0.82"," 65/189 ","Q2","Q2","57.4","65.87","0.002","0.536","1.179","Q2",
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","ONCOLOGY","SCIE","3,156","3.2"," 129/322 ","3.6","Q2","3.2","0.8","0.82"," 109/322 ","Q2","Q2","60.1","66.30","0.002","0.536","1.179","Q2",
"Progress in Physical Geography-Earth and Environment","PROG PHYS GEOG","0309-1333","1477-0296","GEOGRAPHY, PHYSICAL","SCIE","4,388","3"," 19/65 ","3.5","Q2","2.9","0.7","0.82"," 26/65 ","Q2","Q2","71.5","60.77","0.002","0.367","0.851","Q2",
"Progress in Physical Geography-Earth and Environment","PROG PHYS GEOG","0309-1333","1477-0296","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","4,388","3"," 76/253 ","3.5","Q2","2.9","0.7","0.82"," 87/253 ","Q2","Q2","70.2","65.81","0.002","0.367","0.851","Q2",
"CONTEMPORARY DRUG PROBLEMS","CONTEMP DRUG PROBL","0091-4509","2163-1808","SUBSTANCE ABUSE","ESCI","605","2.3"," 29/55 ","N/A","N/A","2.1","0.9","0.82"," 21/55 ","Q2","Q3","48.2","62.73","0.001","0.131","N/A","N/A",
"BMC Nephrology","BMC NEPHROL","N/A","1471-2369","UROLOGY & NEPHROLOGY","SCIE","9,313","2.2"," 54/126 ","2.6","Q2","2.1","0.4","0.82"," 43/126 ","Q2","Q2","57.5","66.27","0.013","2.783","0.705","Q2",
"Microscopy","MICROSCOPY-JPN","2050-5698","2050-5701","MICROSCOPY","SCIE","835","1.5"," 6/8 ","1.6","Q4","1.4","0.3","0.82"," 5/8 ","Q3","Q3","31.3","43.75","0.001","0.242","0.44","Q3",
"Egyptian Journal of Remote Sensing and Space Sciences","EGYPT J REMOTE SENS","1110-9823","2090-2476","ENVIRONMENTAL SCIENCES","SCIE","2,347","3.7"," 134/358 ","4.7","Q2","3.5","0.9","0.81"," 124/359 ","Q2","Q2","62.7","65.60","0.002","0.421","0.777","Q2",
"Egyptian Journal of Remote Sensing and Space Sciences","EGYPT J REMOTE SENS","1110-9823","2090-2476","REMOTE SENSING","SCIE","2,347","3.7"," 22/62 ","4.7","Q2","3.5","0.9","0.81"," 25/62 ","Q2","Q2","65.3","60.48","0.002","0.421","0.777","Q2",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","ONCOLOGY","SCIE","14,321","3.3"," 118/322 ","4.4","Q2","3","0.5","0.8"," 116/322 ","Q2","Q2","63.5","64.13","0.014","2.956","1.309","Q2",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","PSYCHOLOGY","SCIE","14,321","3.3"," 16/92 ","4.4","Q1","3","0.5","0.8"," 35/92 ","Q2","Q1","83.2","62.50","0.014","2.956","1.309","Q1",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","14,321","3.3"," 36/218 ","4.4","Q1","3","0.5","0.8"," 84/218 ","Q2","Q1","83.7","61.70","0.014","2.956","1.309","Q1",
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","SOCIAL SCIENCES, BIOMEDICAL","SSCI","14,321","3.3"," 6/46 ","4.4","Q1","3","0.5","0.8"," 22/46 ","Q2","Q1","88.0","53.26","0.014","2.956","1.309","Q1",
"CURRENT OPINION IN PEDIATRICS","CURR OPIN PEDIATR","1040-8703","1531-698X","PEDIATRICS","SCIE","4,355","2.2"," 56/186 ","3.1","Q1","2.2","1","0.78"," 71/186 ","Q2","Q2","70.2","62.10","0.004","0.962","1.02","Q1",
"Diagnosis","DIAGNOSIS","2194-8011","2194-802X","MEDICINE, GENERAL & INTERNAL","ESCI","1,053","2.2"," 92/325 ","2.8","Q1","1.9","0.5","0.78"," 74/329 ","Q1","Q2","71.8","77.66","0.002","0.445","0.871","Q1",
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS","J BUS ECON STAT","0735-0015","1537-2707","ECONOMICS","SSCI","8,715","2.9"," 123/597 ","4.8","Q1","2.8","0.5","0.76"," 191/600 ","Q1","Q1","79.5","68.25","0.017","3.769","4.246","Q1",
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS","J BUS ECON STAT","0735-0015","1537-2707","SOCIAL SCIENCES, MATHEMATICAL METHODS","SSCI","8,715","2.9"," 11/67 ","4.8","Q1","2.8","0.5","0.76"," 20/67 ","Q1","Q1","84.3","70.90","0.017","3.769","4.246","Q1",
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS","J BUS ECON STAT","0735-0015","1537-2707","STATISTICS & PROBABILITY","SCIE","8,715","2.9"," 19/168 ","4.8","Q1","2.8","0.5","0.76"," 42/168 ","Q1","Q1","89.0","75.30","0.017","3.769","4.246","Q1",
"Optical Materials Express","OPT MATER EXPRESS","2159-3930","2159-3930","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","9,024","2.8"," 229/438 ","2.7","Q3","2.7","0.9","0.76"," 154/438 ","Q2","Q3","47.8","64.95","0.009","1.912","0.565","Q2",
"Optical Materials Express","OPT MATER EXPRESS","2159-3930","2159-3930","OPTICS","SCIE","9,024","2.8"," 43/119 ","2.7","Q2","2.7","0.9","0.76"," 45/120 ","Q2","Q2","64.3","62.92","0.009","1.912","0.565","Q2",
"Health Psychology and Behavioral Medicine","HEALTH PSYCHOL BEHAV","2164-2850","2164-2850","PSYCHOLOGY, CLINICAL","ESCI","882","2.4"," 65/180 ","3.2","Q2","2.4","0.4","0.76"," 83/180 ","Q2","Q2","64.2","54.17","0.002","0.342","0.993","Q2",
"Journal of Immunotoxicology","J IMMUNOTOXICOL","1547-691X","1547-6901","TOXICOLOGY","SCIE","1,091","2.4"," 69/106 ","2.8","Q3","2.4","0.9","0.76"," 43/106 ","Q2","Q3","35.4","59.91","0","0.086","0.548","Q3",
"CRYOBIOLOGY","CRYOBIOLOGY","0011-2240","1090-2392","BIOLOGY","SCIE","5,159","2.3"," 40/109 ","2.4","Q2","2.2","0.3","0.76"," 35/109 ","Q2","Q2","63.8","68.35","0.002","0.482","0.445","Q3",
"CRYOBIOLOGY","CRYOBIOLOGY","0011-2240","1090-2392","PHYSIOLOGY","SCIE","5,159","2.3"," 44/85 ","2.4","Q3","2.2","0.3","0.76"," 43/85 ","Q2","Q3","48.8","50.00","0.002","0.482","0.445","Q4",
"NEUROBIOLOGY OF LEARNING AND MEMORY","NEUROBIOL LEARN MEM","1074-7427","1095-9564","BEHAVIORAL SCIENCES","SCIE","6,390","2.2"," 28/55 ","2.4","Q3","2.1","0.4","0.76"," 29/55 ","Q2","Q3","50.0","48.18","0.005","0.991","0.824","Q3",
"NEUROBIOLOGY OF LEARNING AND MEMORY","NEUROBIOL LEARN MEM","1074-7427","1095-9564","NEUROSCIENCES","SCIE","6,390","2.2"," 212/310 ","2.4","Q3","2.1","0.4","0.76"," 158/310 ","Q2","Q3","31.8","49.19","0.005","0.991","0.824","Q3",
"NEUROBIOLOGY OF LEARNING AND MEMORY","NEUROBIOL LEARN MEM","1074-7427","1095-9564","PSYCHOLOGY","SCIE","6,390","2.2"," 39/92 ","2.4","Q2","2.1","0.4","0.76"," 39/92 ","Q2","Q2","58.2","58.15","0.005","0.991","0.824","Q2",
"NEUROBIOLOGY OF LEARNING AND MEMORY","NEUROBIOL LEARN MEM","1074-7427","1095-9564","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","6,390","2.2"," 78/218 ","2.4","Q2","2.1","0.4","0.76"," 91/218 ","Q2","Q2","64.4","58.49","0.005","0.991","0.824","Q2",
"CROP SCIENCE","CROP SCI","0011-183X","1435-0653","AGRONOMY","SCIE","19,845","2"," 39/125 ","2.3","Q2","1.8","0.4","0.76"," 29/125 ","Q1","Q2","69.2","77.20","0.005","1.016","0.441","Q2",
