"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2023 Selected Category Schema: WOS Selected Open Access: N Selected ISSN/eISSNs: Multiple Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile
"Journal of Informetrics","J INFORMETR","1751-1577","1875-5879","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","6,661","3.4","Q1","0.89"," 30/160 ","4.7","Q1","2.7","0.5"," 37/161 ","Q1","77.33","0.004","0.955","1.221","81.6","Q1",
"HEAT AND MASS TRANSFER","HEAT MASS TRANSFER","0947-7411","1432-1181","MECHANICS","SCIE","6,590","1.7","Q3","0.43"," 106/170 ","2","Q3","1.6","0.5"," 114/170 ","Q3","33.24","0.003","0.744","0.34","37.9","Q3",
"HEAT AND MASS TRANSFER","HEAT MASS TRANSFER","0947-7411","1432-1181","THERMODYNAMICS","SCIE","6,590","1.7","Q3","0.43"," 45/76 ","2","Q3","1.6","0.5"," 41/76 ","Q3","46.71","0.003","0.744","0.34","41.4","Q3",
"Translational Oncology","TRANSL ONCOL","1936-5233","1936-5233","ONCOLOGY","SCIE","6,573","4.5","Q1","1.06"," 78/322 ","4.2","Q2","4.4","0.6"," 73/322 ","Q1","77.48","0.009","2.066","0.964","75.9","Q2",
"IMAGE AND VISION COMPUTING","IMAGE VISION COMPUT","0262-8856","1872-8138","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","6,490","4.2","Q2","1.12"," 59/197 ","4.3","Q2","3.8","0.7"," 47/198 ","Q1","76.52","0.005","1.011","0.941","70.3","Q2",
"IMAGE AND VISION COMPUTING","IMAGE VISION COMPUT","0262-8856","1872-8138","COMPUTER SCIENCE, SOFTWARE ENGINEERING","SCIE","6,490","4.2","Q1","1.12"," 18/131 ","4.3","Q1","3.8","0.7"," 24/131 ","Q1","82.06","0.005","1.011","0.941","86.6","Q2",
"IMAGE AND VISION COMPUTING","IMAGE VISION COMPUT","0262-8856","1872-8138","COMPUTER SCIENCE, THEORY & METHODS","SCIE","6,490","4.2","Q1","1.12"," 24/143 ","4.3","Q1","3.8","0.7"," 21/143 ","Q1","85.66","0.005","1.011","0.941","83.6","Q1",
"IMAGE AND VISION COMPUTING","IMAGE VISION COMPUT","0262-8856","1872-8138","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","6,490","4.2","Q2","1.12"," 89/352 ","4.3","Q2","3.8","0.7"," 80/354 ","Q1","77.54","0.005","1.011","0.941","74.9","Q2",
"IMAGE AND VISION COMPUTING","IMAGE VISION COMPUT","0262-8856","1872-8138","OPTICS","SCIE","6,490","4.2","Q1","1.12"," 25/119 ","4.3","Q1","3.8","0.7"," 25/120 ","Q1","79.58","0.005","1.011","0.941","79.4","Q1",
"CLINICAL NUCLEAR MEDICINE","CLIN NUCL MED","0363-9762","1536-0229","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","6,483","9.6","Q1","1.16"," 5/204 ","7.6","Q1","6.3","3.4"," 31/204 ","Q1","85.05","0.005","1.151","1.506","97.8","Q1",
"JOURNAL OF FISH DISEASES","J FISH DIS","0140-7775","1365-2761","FISHERIES","SCIE","6,357","2.2","Q2","0.92"," 17/62 ","2.4","Q2","2","0.5"," 14/62 ","Q1","78.23","0.003","0.699","0.438","73.4","Q2",
"JOURNAL OF FISH DISEASES","J FISH DIS","0140-7775","1365-2761","MARINE & FRESHWATER BIOLOGY","SCIE","6,357","2.2","Q1","0.92"," 29/119 ","2.4","Q2","2","0.5"," 15/119 ","Q1","87.82","0.003","0.699","0.438","76.1","Q2",
"JOURNAL OF FISH DISEASES","J FISH DIS","0140-7775","1365-2761","VETERINARY SCIENCES","SCIE","6,357","2.2","Q1","0.92"," 32/167 ","2.4","Q1","2","0.5"," 39/168 ","Q1","77.08","0.003","0.699","0.438","81.1","Q2",
"Global Food Security-Agriculture Policy Economics and Environment","GLOB FOOD SECUR-AGR","2211-9124","2211-9124","FOOD SCIENCE & TECHNOLOGY","SCIE","6,257","9.8","Q1","1.85"," 6/173 ","10.3","Q1","9.5","1.4"," 6/173 ","Q1","96.82","0.009","1.906","2.38","96.8","Q1",
"JOURNAL OF AGRICULTURAL SCIENCE","J AGR SCI-CAMBRIDGE","0021-8596","1469-5146","AGRICULTURE, MULTIDISCIPLINARY","SCIE","6,046","1.7","Q2","0.49"," 32/89 ","2.1","Q2","1.6","0.3"," 36/89 ","Q2","60.11","0.001","0.254","0.354","64.6","Q2",
"European Journal of Sport Science","EUR J SPORT SCI","1746-1391","1536-7290","SPORT SCIENCES","SCIE","5,820","2.4","Q2","1.08"," 36/127 ","3.2","Q2","2.4","0.7"," 25/127 ","Q1","80.71","0.007","1.592","0.906","72.0","Q2",
"JOURNAL OF PERIODONTAL RESEARCH","J PERIODONTAL RES","0022-3484","1600-0765","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","5,635","3.4","Q1","1.45"," 17/157 ","3.7","Q1","3.2","0.6"," 20/157 ","Q1","87.58","0.003","0.737","0.775","89.5","Q1",
"Journal of Saudi Chemical Society","J SAUDI CHEM SOC","1319-6103","2212-4640","CHEMISTRY, MULTIDISCIPLINARY","SCIE","5,475","5.8","Q1","0.94"," 56/230 ","5","Q2","5.7","1.1"," 59/231 ","Q2","74.68","0.003","0.643","0.635","75.9","Q2",
"VETERINARY SURGERY","VET SURG","0161-3499","1532-950X","VETERINARY SCIENCES","SCIE","5,343","1.3","Q2","0.71"," 78/167 ","1.6","Q2","1.1","0.2"," 66/168 ","Q2","61.01","0.002","0.484","0.32","53.6","Q2",
"ACTA DIABETOLOGICA","ACTA DIABETOL","0940-5429","1432-5233","ENDOCRINOLOGY & METABOLISM","SCIE","5,319","3.1","Q2","0.85"," 85/186 ","3.4","Q2","3","0.7"," 66/186 ","Q2","64.78","0.006","1.416","0.933","54.6","Q2",
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","PSYCHIAT CLIN NEUROS","1323-1316","1440-1819","CLINICAL NEUROLOGY","SCIE","5,231","5","Q1","1.05"," 32/277 ","6.9","Q1","4.8","1"," 68/278 ","Q1","75.72","0.005","1.024","1.885","88.6","Q1",
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","PSYCHIAT CLIN NEUROS","1323-1316","1440-1819","NEUROSCIENCES","SCIE","5,231","5","Q1","1.05"," 49/310 ","6.9","Q1","4.8","1"," 83/310 ","Q1","73.39","0.005","1.024","1.885","84.4","Q1",
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","PSYCHIAT CLIN NEUROS","1323-1316","1440-1819","PSYCHIATRY","SCIE","5,231","5","Q1","1.05"," 35/276 ","6.9","Q1","4.8","1"," 68/276 ","Q1","75.54","0.005","1.024","1.885","87.5","Q1",
"RUSSIAN CHEMICAL BULLETIN","RUSS CHEM B+","1066-5285","1573-9171","CHEMISTRY, MULTIDISCIPLINARY","SCIE","5,139","1.7","Q3","0.27"," 146/230 ","1.2","Q3","0.8","0.5"," 156/231 ","Q3","32.68","0.001","0.308","0.107","36.7","Q4",
"REVIEWS IN MEDICAL VIROLOGY","REV MED VIROL","1052-9276","1099-1654","VIROLOGY","SCIE","5,042","9","Q1","1.07"," 2/41 ","8.8","Q1","8.9","1.9"," 10/41 ","Q1","76.83","0.006","1.353","2.035","96.3","Q1",
"Digestive Endoscopy","DIGEST ENDOSC","0915-5635","1443-1661","GASTROENTEROLOGY & HEPATOLOGY","SCIE","5,008","5","Q1","1.51"," 25/143 ","5.4","Q1","4.4","1"," 18/143 ","Q1","87.76","0.007","1.62","1.72","82.9","Q1",
"Digestive Endoscopy","DIGEST ENDOSC","0915-5635","1443-1661","SURGERY","SCIE","5,008","5","Q1","1.51"," 15/290 ","5.4","Q1","4.4","1"," 27/290 ","Q1","90.86","0.007","1.62","1.72","95.0","Q1",
"CLINICAL MEDICINE","CLIN MED","1470-2118","1473-4893","MEDICINE, GENERAL & INTERNAL","SCIE","4,991","3.6","Q1","0.85"," 46/325 ","4","Q1","3.5","1.3"," 66/329 ","Q1","80.09","0.005","1.193","1.054","86.0","Q1",
"ANNALS OF FOREST SCIENCE","ANN FOREST SCI","1286-4560","1297-966X","FORESTRY","SCIE","4,924","2.5","Q1","1.02"," 20/89 ","3.3","Q1","2.4","0.5"," 12/89 ","Q1","87.08","0.003","0.598","0.724","78.1","Q1",
"Thermal Science","THERM SCI","0354-9836","2334-7163","THERMODYNAMICS","SCIE","4,887","1.1","Q4","0.29"," 59/76 ","1.1","Q4","0.8","0.4"," 56/76 ","Q3","26.97","0.003","0.64","0.14","23.0","Q4",
"AQUACULTURE INTERNATIONAL","AQUACULT INT","0967-6120","1573-143X","FISHERIES","SCIE","4,846","2.2","Q2","0.83"," 17/62 ","2.5","Q2","2","0.4"," 19/62 ","Q2","70.16","0.003","0.592","0.394","73.4","Q3",
"Global Health Action","GLOBAL HEALTH ACTION","N/A","1654-9880","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","4,820","2.2","Q2","0.64"," 189/403 ","2.8","Q2","2.2","0.6"," 206/403 ","Q3","49.01","0.005","0.989","0.865","53.2","Q2",
"PEDIATRIC EMERGENCY CARE","PEDIATR EMERG CARE","0749-5161","1535-1815","EMERGENCY MEDICINE","SCIE","4,706","1.2","Q3","0.69"," 33/54 ","1.2","Q3","1.1","0.3"," 27/54 ","Q2","50.93","0.006","1.216","0.398","39.8","Q3",
"PEDIATRIC EMERGENCY CARE","PEDIATR EMERG CARE","0749-5161","1535-1815","PEDIATRICS","SCIE","4,706","1.2","Q3","0.69"," 119/186 ","1.2","Q3","1.1","0.3"," 84/186 ","Q2","55.11","0.006","1.216","0.398","36.3","Q3",
"SEMINARS IN ONCOLOGY","SEMIN ONCOL","0093-7754","1532-8708","ONCOLOGY","SCIE","4,587","3","Q2","0.4"," 142/322 ","4.1","Q2","2.9","0.5"," 241/322 ","Q3","25.31","0.002","0.465","1.204","56.1","Q2",
"Journal of the Association for Information Science and Technology","J ASSOC INF SCI TECH","2330-1635","2330-1643","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","4,521","2.8","Q2","0.58"," 105/249 ","3","Q2","2.4","1.3"," 140/251 ","Q2","44.42","0.004","0.852","0.794","58.0","Q2",
"Journal of the Association for Information Science and Technology","J ASSOC INF SCI TECH","2330-1635","2330-1643","INFORMATION SCIENCE & LIBRARY SCIENCE","SSCI","4,521","2.8","Q1","0.58"," 40/160 ","3","Q2","2.4","1.3"," 63/161 ","Q2","61.18","0.004","0.852","0.794","75.3","Q1",
"RHEOLOGICA ACTA","RHEOL ACTA","0035-4511","1435-1528","MECHANICS","SCIE","4,464","2.3","Q2","0.56"," 75/170 ","2.1","Q3","2","0.7"," 81/170 ","Q2","52.65","0.001","0.232","0.42","56.2","Q3",
"PROPELLANTS EXPLOSIVES PYROTECHNICS","PROPELL EXPLOS PYROT","0721-3115","1521-4087","CHEMISTRY, APPLIED","SCIE","4,377","1.7","Q3","0.28"," 45/74 ","2","Q3","1.4","0.4"," 54/74 ","Q3","27.70","0.002","0.513","0.33","39.9","Q3",
"PROPELLANTS EXPLOSIVES PYROTECHNICS","PROPELL EXPLOS PYROT","0721-3115","1521-4087","ENGINEERING, CHEMICAL","SCIE","4,377","1.7","Q3","0.28"," 110/170 ","2","Q3","1.4","0.4"," 112/171 ","Q3","34.80","0.002","0.513","0.33","35.6","Q3",
"ENDOCRINE JOURNAL","ENDOCR J","0918-8959","1348-4540","ENDOCRINOLOGY & METABOLISM","SCIE","4,375","1.3","Q4","0.53"," 155/186 ","1.7","Q4","1.3","0.3"," 125/186 ","Q3","33.06","0.003","0.631","0.412","16.9","Q4",
"JOURNAL OF TRAVEL MEDICINE","J TRAVEL MED","1195-1982","1708-8305","INFECTIOUS DISEASES","SCIE","4,344","9.1","Q1","1.57"," 7/132 ","9.8","Q1","7.8","1.7"," 14/132 ","Q1","89.77","0.007","1.555","2.851","95.1","Q1",
"JOURNAL OF TRAVEL MEDICINE","J TRAVEL MED","1195-1982","1708-8305","MEDICINE, GENERAL & INTERNAL","SCIE","4,344","9.1","Q1","1.57"," 15/325 ","9.8","Q1","7.8","1.7"," 23/329 ","Q1","93.16","0.007","1.555","2.851","95.5","Q1",
"JOURNAL OF TRAVEL MEDICINE","J TRAVEL MED","1195-1982","1708-8305","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","4,344","9.1","Q1","1.57"," 13/403 ","9.8","Q1","7.8","1.7"," 31/403 ","Q1","92.43","0.007","1.555","2.851","96.9","Q1",
"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","AMYOTROPH LAT SCL FR","2167-8421","2167-9223","CLINICAL NEUROLOGY","SCIE","4,285","2.5","Q2","0.69"," 127/277 ","3.1","Q2","2.2","0.4"," 142/278 ","Q3","49.10","0.003","0.745","0.928","54.3","Q2",
"PROTEIN ENGINEERING DESIGN & SELECTION","PROTEIN ENG DES SEL","1741-0126","1741-0134","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","4,221","2.6","Q3","0.34"," 204/313 ","2","Q4","2.6","0.7"," 276/313 ","Q4","11.98","0.001","0.21","0.725","35.0","Q3",
"PROTEIN ENGINEERING DESIGN & SELECTION","PROTEIN ENG DES SEL","1741-0126","1741-0134","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,221","2.6","Q3","0.34"," 95/174 ","2","Q4","2.6","0.7"," 147/174 ","Q4","15.80","0.001","0.21","0.725","45.7","Q2",
"Foodborne Pathogens and Disease","FOODBORNE PATHOG DIS","1535-3141","1556-7125","FOOD SCIENCE & TECHNOLOGY","SCIE","4,195","1.9","Q3","0.47"," 113/173 ","4.1","Q2","1.8","0.3"," 110/173 ","Q3","36.71","0.003","0.573","0.904","35.0","Q1",
"MOLECULAR CRYSTALS AND LIQUID CRYSTALS","MOL CRYST LIQ CRYST","1542-1406","1563-5287","CHEMISTRY, MULTIDISCIPLINARY","SCIE","4,164","0.7","Q4","0.18"," 192/230 ","0.7","Q4","0.6","0.1"," 177/231 ","Q4","23.59","0.001","0.212","0.095","16.7","Q4",
"MOLECULAR CRYSTALS AND LIQUID CRYSTALS","MOL CRYST LIQ CRYST","1542-1406","1563-5287","CRYSTALLOGRAPHY","SCIE","4,164","0.7","Q3","0.18"," 23/33 ","0.7","Q3","0.6","0.1"," 30/33 ","Q4","10.61","0.001","0.212","0.095","31.8","Q4",
"MOLECULAR CRYSTALS AND LIQUID CRYSTALS","MOL CRYST LIQ CRYST","1542-1406","1563-5287","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","4,164","0.7","Q4","0.18"," 399/438 ","0.7","Q4","0.6","0.1"," 379/438 ","Q4","13.58","0.001","0.212","0.095","9.0","Q4",
"Hematology-American Society of Hematology Education Program","HEMATOL-AM SOC HEMAT","1520-4391","1520-4383","EDUCATION, SCIENTIFIC DISCIPLINES","SCIE","4,079","2.9","Q1","0.97"," 18/85 ","3.5","Q1","2.9","N/A"," 24/85 ","Q1","72.35","0.005","1.068","1.374","79.4","Q1",
"Hematology-American Society of Hematology Education Program","HEMATOL-AM SOC HEMAT","1520-4391","1520-4383","HEMATOLOGY","SCIE","4,079","2.9","Q2","0.97"," 34/97 ","3.5","Q2","2.9","N/A"," 20/97 ","Q1","79.90","0.005","1.068","1.374","65.5","Q1",
"Current Atherosclerosis Reports","CURR ATHEROSCLER REP","1523-3804","1534-6242","PERIPHERAL VASCULAR DISEASE","SCIE","4,027","5.7","Q1","0.96"," 10/96 ","5.3","Q1","5.5","0.6"," 19/96 ","Q1","80.73","0.004","0.943","1.475","90.1","Q1",
"Corporate Governance-The International Journal of Business in Society","CORP GOV-INT J BUS S","1472-0701","1758-6054","BUSINESS","ESCI","4,026","5.5","Q1","1.09"," 56/302 ","5.7","Q2","4.3","0.5"," 72/302 ","Q1","76.32","0.002","0.436","0.615","81.6","Q2",
"INJURY PREVENTION","INJURY PREV","1353-8047","1475-5785","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,955","2.5","Q2","0.88"," 157/403 ","2.7","Q2","2.4","0.3"," 121/403 ","Q2","70.10","0.004","0.881","0.958","61.2","Q2",
"MOLECULAR BIOTECHNOLOGY","MOL BIOTECHNOL","1073-6085","1559-0305","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","3,829","2.4","Q3","0.48"," 222/313 ","2.6","Q3","2.4","0.5"," 235/313 ","Q3","25.08","0.002","0.458","0.441","29.2","Q4",
"MOLECULAR BIOTECHNOLOGY","MOL BIOTECHNOL","1073-6085","1559-0305","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","3,829","2.4","Q3","0.48"," 107/174 ","2.6","Q3","2.4","0.5"," 127/174 ","Q3","27.30","0.002","0.458","0.441","38.8","Q3",
"WORLDS POULTRY SCIENCE JOURNAL","WORLD POULTRY SCI J","0043-9339","1743-4777","AGRICULTURE, DAIRY & ANIMAL SCIENCE","SCIE","3,825","3.9","Q1","1.11"," 5/80 ","4.1","Q1","3.6","0.7"," 13/80 ","Q1","84.38","0.001","0.267","0.658","94.4","Q1",
"CATALYSIS REVIEWS-SCIENCE AND ENGINEERING","CATAL REV","0161-4940","1520-5703","CHEMISTRY, PHYSICAL","SCIE","3,820","9.3","Q1","0.5"," 34/178 ","12.3","Q1","9.3","2.9"," 98/178 ","Q3","45.22","0.002","0.384","2.057","81.2","Q1",
"Annual Review of Biophysics","ANNU REV BIOPHYS","1936-122X","1936-1238","BIOPHYSICS","SCIE","3,805","10.4","Q1","2.08"," 4/77 ","12.3","Q1","10.4","2.8"," 3/77 ","Q1","96.75","0.005","1.178","5.606","95.5","Q1",
"Endoscopy International Open","ENDOSC INT OPEN","2364-3722","2196-9736","GASTROENTEROLOGY & HEPATOLOGY","ESCI","3,800","2.2","Q3","0.75"," 83/143 ","2.5","Q3","2.1","0.7"," 49/143 ","Q2","66.08","0.008","1.722","0.885","42.3","Q2",
"Endoscopy International Open","ENDOSC INT OPEN","2364-3722","2196-9736","SURGERY","ESCI","3,800","2.2","Q2","0.75"," 90/290 ","2.5","Q2","2.1","0.7"," 120/290 ","Q2","58.79","0.008","1.722","0.885","69.1","Q1",
"JOURNAL OF INSECT SCIENCE","J INSECT SCI","N/A","1536-2442","ENTOMOLOGY","SCIE","3,796","2.1","Q1","0.91"," 26/109 ","2.2","Q1","2","0.3"," 27/109 ","Q1","75.69","0.002","0.541","0.509","76.6","Q2",
"CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES","CAN J NEUROL SCI","0317-1671","2057-0155","CLINICAL NEUROLOGY","SCIE","3,717","2.9","Q2","0.59"," 99/277 ","2.6","Q3","2.7","0.4"," 176/278 ","Q3","36.87","0.003","0.684","0.8","64.4","Q3",
"EUROPEAN JOURNAL OF FOREST RESEARCH","EUR J FOREST RES","1612-4669","1612-4677","FORESTRY","SCIE","3,654","2.6","Q1","0.97"," 19/89 ","2.8","Q1","2.5","0.5"," 15/89 ","Q1","83.71","0.002","0.432","0.561","79.2","Q1",
"Food Chemistry-X","FOOD CHEM X","2590-1575","2590-1575","CHEMISTRY, APPLIED","SCIE","3,640","6.5","Q1","1.4"," 9/74 ","6.4","Q1","6.2","1.1"," 7/74 ","Q1","91.22","0.004","0.766","0.883","88.5","Q1",
"Food Chemistry-X","FOOD CHEM X","2590-1575","2590-1575","FOOD SCIENCE & TECHNOLOGY","SCIE","3,640","6.5","Q1","1.4"," 15/173 ","6.4","Q1","6.2","1.1"," 13/173 ","Q1","92.77","0.004","0.766","0.883","91.6","Q1",
"PAEDIATRIC AND PERINATAL EPIDEMIOLOGY","PAEDIATR PERINAT EP","0269-5022","1365-3016","OBSTETRICS & GYNECOLOGY","SCIE","3,566","2.7","Q2","1.03"," 37/136 ","3.2","Q2","2.5","1"," 33/136 ","Q1","76.10","0.004","0.811","1.36","73.2","Q1",
"PAEDIATRIC AND PERINATAL EPIDEMIOLOGY","PAEDIATR PERINAT EP","0269-5022","1365-3016","PEDIATRICS","SCIE","3,566","2.7","Q1","1.03"," 38/186 ","3.2","Q1","2.5","1"," 39/186 ","Q1","79.30","0.004","0.811","1.36","79.8","Q1",
"PAEDIATRIC AND PERINATAL EPIDEMIOLOGY","PAEDIATR PERINAT EP","0269-5022","1365-3016","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","3,566","2.7","Q2","1.03"," 136/403 ","3.2","Q2","2.5","1"," 91/403 ","Q1","77.54","0.004","0.811","1.36","66.4","Q1",
"INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM","INT J SPORT NUTR EXE","1526-484X","1543-2742","NUTRITION & DIETETICS","SCIE","3,548","3","Q2","1.09"," 54/114 ","4.4","Q2","2.8","0.8"," 20/114 ","Q1","82.89","0.003","0.744","1.288","53.1","Q1",
"INTERNATIONAL JOURNAL OF SPORT NUTRITION AND EXERCISE METABOLISM","INT J SPORT NUTR EXE","1526-484X","1543-2742","SPORT SCIENCES","SCIE","3,548","3","Q1","1.09"," 22/127 ","4.4","Q1","2.8","0.8"," 24/127 ","Q1","81.50","0.003","0.744","1.288","83.1","Q1",
"JMIR Formative Research","JMIR FORM RES","N/A","2561-326X","HEALTH CARE SCIENCES & SERVICES","ESCI","3,529","2","Q3","0.65"," 91/174 ","N/A","N/A","1.9","0.3"," 94/175 ","Q3","46.57","0.008","1.667","N/A","48.0","N/A",
"JMIR Formative Research","JMIR FORM RES","N/A","2561-326X","MEDICAL INFORMATICS","ESCI","3,529","2","Q4","0.65"," 36/44 ","N/A","N/A","1.9","0.3"," 28/44 ","Q3","37.50","0.008","1.667","N/A","19.3","N/A",
"JOURNAL OF THE WORLD AQUACULTURE SOCIETY","J WORLD AQUACULT SOC","0893-8849","1749-7345","FISHERIES","SCIE","3,518","2.3","Q2","0.79"," 16/62 ","2.8","Q1","2.2","0.6"," 22/62 ","Q2","65.32","0.002","0.398","0.503","75.0","Q2",
"ASIA PACIFIC JOURNAL OF CLINICAL NUTRITION","ASIA PAC J CLIN NUTR","0964-7058","1440-6047","NUTRITION & DIETETICS","SCIE","3,509","1.3","Q4","0.25"," 91/114 ","1.7","Q4","1.3","0.1"," 92/114 ","Q4","19.74","0.002","0.386","0.4","20.6","Q3",
"International Journal of Agricultural and Biological Engineering","INT J AGR BIOL ENG","1934-6344","1934-6352","AGRICULTURAL ENGINEERING","SCIE","3,485","2.2","Q2","0.34"," 9/20 ","2.5","Q2","1.8","0.2"," 9/20 ","Q2","57.50","0.003","0.564","0.349","57.5","Q2",
"CIENCIA RURAL","CIENC RURAL","0103-8478","1678-4596","AGRONOMY","SCIE","3,432","0.8","Q3","0.26"," 86/125 ","0.9","Q3","0.7","0.5"," 87/125 ","Q3","30.80","0.001","0.302","0.144","31.6","Q3",
"VASCULAR PHARMACOLOGY","VASC PHARMACOL","1537-1891","1879-3649","PHARMACOLOGY & PHARMACY","SCIE","3,382","3.5","Q2","1.24"," 100/354 ","4.1","Q2","3.4","0.5"," 52/354 ","Q1","85.45","0.003","0.556","0.919","71.9","Q2",
"Mediterranean Journal of Hematology and Infectious Diseases","MEDITERR J HEMATOL I","N/A","2035-3006","HEMATOLOGY","SCIE","3,376","2","Q3","0.38"," 62/97 ","2.4","Q3","1.9","0.5"," 66/97 ","Q3","32.47","0.001","0.268","0.522","36.6","Q3",
"Mediterranean Journal of Hematology and Infectious Diseases","MEDITERR J HEMATOL I","N/A","2035-3006","INFECTIOUS DISEASES","SCIE","3,376","2","Q3","0.38"," 86/132 ","2.4","Q3","1.9","0.5"," 96/132 ","Q3","27.65","0.001","0.268","0.522","35.2","Q3",
"PLANT MOLECULAR BIOLOGY REPORTER","PLANT MOL BIOL REP","0735-9640","1572-9818","BIOCHEMICAL RESEARCH METHODS","SCIE","3,333","1.6","Q4","0.45"," 69/85 ","1.7","Q4","1.6","0.3"," 67/85 ","Q3","21.76","0.001","0.146","0.266","19.4","Q4",
"PLANT MOLECULAR BIOLOGY REPORTER","PLANT MOL BIOL REP","0735-9640","1572-9818","PLANT SCIENCES","SCIE","3,333","1.6","Q3","0.45"," 138/265 ","1.7","Q3","1.6","0.3"," 142/265 ","Q3","46.60","0.001","0.146","0.266","48.1","Q3",
"MOBILE NETWORKS & APPLICATIONS","MOBILE NETW APPL","1383-469X","1572-8153","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE","SCIE","3,316","2.3","Q2","0.79"," 29/59 ","2.6","Q2","2.2","0.5"," 22/59 ","Q2","63.56","0.004","0.886","0.487","51.7","Q3",
"MOBILE NETWORKS & APPLICATIONS","MOBILE NETW APPL","1383-469X","1572-8153","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","3,316","2.3","Q3","0.79"," 133/249 ","2.6","Q2","2.2","0.5"," 103/251 ","Q2","59.16","0.004","0.886","0.487","46.8","Q3",
"MOBILE NETWORKS & APPLICATIONS","MOBILE NETW APPL","1383-469X","1572-8153","TELECOMMUNICATIONS","SCIE","3,316","2.3","Q3","0.79"," 66/119 ","2.6","Q3","2.2","0.5"," 55/119 ","Q2","54.20","0.004","0.886","0.487","45.0","Q3",
"MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY","MEM AM MATH SOC","0065-9266","1947-6221","MATHEMATICS","SCIE","3,316","2","Q1","1.11"," 29/489 ","2.3","Q1","2","1.2"," 73/489 ","Q1","85.17","0.005","1.131","2.801","94.2","Q1",
"DIGESTION","DIGESTION","0012-2823","1421-9867","GASTROENTEROLOGY & HEPATOLOGY","SCIE","3,314","3","Q2","0.7"," 54/143 ","2.8","Q2","3","0.8"," 54/143 ","Q2","62.59","0.003","0.602","0.799","62.6","Q2",
"Archives of Osteoporosis","ARCH OSTEOPOROS","1862-3522","1862-3514","ENDOCRINOLOGY & METABOLISM","SCIE","3,302","3.1","Q2","1.11"," 85/186 ","3","Q3","2.8","0.5"," 40/186 ","Q1","78.76","0.005","1.124","0.833","54.6","Q3",
"Archives of Osteoporosis","ARCH OSTEOPOROS","1862-3522","1862-3514","ORTHOPEDICS","SCIE","3,302","3.1","Q1","1.11"," 19/136 ","3","Q1","2.8","0.5"," 30/136 ","Q1","78.31","0.005","1.124","0.833","86.4","Q1",
"Laser & Optoelectronics Progress","LASER OPTOELECTRON P","1006-4125","1006-4125","ENGINEERING, ELECTRICAL & ELECTRONIC","ESCI","3,287","0.9","Q4","0.2"," 294/352 ","0.6","Q4","0.6","0.2"," 302/354 ","Q4","14.83","0.002","0.404","0.049","16.6","Q4",
"Laser & Optoelectronics Progress","LASER OPTOELECTRON P","1006-4125","1006-4125","OPTICS","ESCI","3,287","0.9","Q4","0.2"," 102/119 ","0.6","Q4","0.6","0.2"," 107/120 ","Q4","11.25","0.002","0.404","0.049","14.7","Q4",
"AUSTRALIAN VETERINARY JOURNAL","AUST VET J","0005-0423","1751-0813","VETERINARY SCIENCES","SCIE","3,282","1.3","Q2","0.6"," 78/167 ","1.3","Q3","1.2","0.3"," 87/168 ","Q3","48.51","0.001","0.191","0.277","53.6","Q3",
"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES","Z NATURFORSCH B","0932-0776","1865-7117","CHEMISTRY, INORGANIC & NUCLEAR","SCIE","3,078","0.8","Q4","0.28"," 42/44 ","0.8","Q4","0.7","0.3"," 41/44 ","Q4","7.95","0.001","0.148","0.148","5.7","Q4",
